ID	AUTHOR	YEAR	LIST_SUFFIX	ITEMS	TAGS	SOURCE_LANGUAGE	TARGET_LANGUAGE	URL	REFS	PDF	NOTE	PAGES	ALIAS
Woll-2010-301	Woll, Bencie and Crasborn, Onno and van der Kooij, Els, and Mesch, Johanna and Bergman, Brita	2010		301	sign language, basic	English, Dutch, Swedish	signed languages	http://sign-lang.ruhosting.nl/echo/docs/ECHO_ExtendedSwadeshList_explanation.pdf	Woll2010		This list is an extended [Swadesh list](:ref:Swadesh-1952-200) which was specifically designed to be used for sign language comparison.		
Matisoff-1978-200	Matisoff, James A.	1978		200	areal	English	Sino-Tibetan		Matisoff2000, Matisoff1978	Matisoff2000, Matisoff1978	This list was first proposed in 1978, but our current source is based on a reprinted version of the list published in 2000. The list was intended as a counterpart to «global» concept lists which were proposed by authors such as M. Swadesh ([1955](:bib:Swadesh1955)) as general-purpose lists which ideally would be applicable to all languages of the world. In contrast, Matisoff proposed his list as being «Culturally and Linguistically Meaningful for Southeast Asia» (CALMSEA), but not necessarily for other language areas.	363-368,284-296	
Benedict-1976-100	Benedict, Paul K.	1976		100	basic	English	Sino-Tibetan		Benedict1976	Benedict1976	This list was used to arrive at an initial subgrouping of the Sino-Tibetan languages. As a result, Chinese was identified as the first outgroup. The list is without doubt based on [Swadeshs list of 100 items](:ref:Swadesh-1955-100), yet the concept labels differ to some extent. Benedict mentions another source (Burlin 1971) upon which the list is based, but this source could so far not been inspected.	168	
SatterthwaitePhillips-2011-50	Satterthwaite-Phillips, Damian	2011		50	ultra-stable	English	Sino-Tibetan languages		SatterthwaitePhillips2011	SatterthwaitePhillips2011	This list contains the 50 most stable concepts out of [a base list of 423 concepts](:ref:SatterthwaitePhillips-2011-423). The author uses an automated approach to infer potentially cognate words, and then determines the number of inferred reflexes per syllable.	161-164	
Huber-1992-375	Huber, Randall Q. and Reed, Robert B.	1992		367	questionnaire	Spanish, English	South American		Huber1992	Huber1992	A large concept list originally compiled for the study of South American languages using original concept lists from Swadesh and [Rowe](:ref:Rowe-1954-232). Although it is supposed to contain 375 items, it has, in fact, 367 entries. The missing 8 entries cannot be found in the book and must have been accidentally omitted during printing.	375-381	
Mann-2004-500	Mann, Noel Walter	2004		500	areal	English	South-East Asia	http://li.payap.ac.th/images/stories/survey/Mann%20(2004)%20(MSEA%20Comparative%20Wordlist).pdf	Mann2004	Mann2004	This list is a comparative conceptlist in which 500 concepts are compared to their distribution across different concept lists, including the [100](:ref:Swadesh-1955-100) and [200 item lists](:ref:Swadesh-1952-200) by Swadesh (1955, 1952), the [200 item list by Matisoff (1978)](:ref:Matisoff-1978-200), and the [281](:ref:SIL-1980-281) and [436 item lists](:ref:SIL-2002-436) by the [SIL](http://sil.org) project.	Mar 13	
Mann-2004-118	Mann, Noel Walter	2004		118	specific	English	South-East Asian	http://li.payap.ac.th/images/stories/survey/Mann%20(2004)%20(MSEA%20Comparative%20Wordlist).pdf	Mann2004	Mann2004	This is an excerpt of a longer comparative wordlist proposed in [Mann (2004)](:ref:Mann-2004-500). In this list, only those basic concepts are listed which occur in at least three different word lists, namely the combined lists of Swadesh [(1952, 1955)](:ref:Mann-2004-209), as proposed by Mann himself, the [210-item list by Matisoff (1978)](:ref:Mann-2004-210), also in the analysis of Mann, and the [Southeast Asia 436 wordlist](:ref:SIL-2002-436). Note, that, although this list should actually be based on the larger comparative list of 500 items in the same reference, the concept labels diverge in part from the ones used in the larger list. Thus, instead of «cut», we find «cut (with knife)», and «cloud» is labelled as «cloud (white)».	13-16	
SIL-1980-281	Summer Institute of Linguistics	1980		281	questionnaire,areal	English	South-East Asian Languages		SIL1980	SIL1980	This list of 281 items represents an early list of concepts considered to be useful for research on South-East Asian languages. The list itself was apparently created by building on earlier lists by Swadesh ([1950](:ref:Swadesh-1950-215) and [1955](:ref:Swadesh-1955-100)), and later extended by adding more items, but it is essentially based on the lists of Samarin (1967), especially the longer [list of 218 items](:ref:Samarin-1967-218). The list indicates items which belong to Swadesh's original 100 item list by adding an asterisk to the number, and items belonging to Swadesh's larger list of 215 items by adding the symbol «=» to the number. In our representation, these symbols are preserved, but were placed in an additional column labelled SWADESH.		
SIL-2002-436	Summer Institute of Linguistics	2002		436	questionnaire,areal	English	South-East Asian languages	http://msea-ling.info/dt-library/libronline.shtml	SIL2002		This list of 436 items, which is also called the MSEA list («Mainland Southeast Asia Wordlist») was developed as an extension from an earlier list of [281 items](:ref:SIL-1980-281) which was developed in the 1960s and 1970s for comparative studies in Vietnam and Cambodia ([Mann 2004: 3](:bib:Mann2004)). It is not entirely clear what the symbols in the column SUBLIST are supposed to mean. In the original, the column is not given any name, and it is only our interpretatin that they point to specific sublists, but there does not seem to be a clear overlap with known sublists (especially not the list of 281 items or any of the lists by Swadesh).	Jan 15	
Trick-1983-100	Trick, Doug	1983		100	basic	English	Southern Philippine		Trick1983	Trick1983	This list was used for a lexicostatistical comparison of four languages spoken on the Catanduanes Island. The list originally contained 110 items, whose origin is not further specified in the report, but was reduced to 100 items due to problems of finding good and unambiguous translations for the concepts. The original numbering was, however, retained, although the items which were excluded are not mentioned in such a way that one could re-introduce them in the list.	Appendix E (3 pages).	
Marsden-1782-50	Marsden, William	1782		50	ultra-stable	English	Sumatran languages	http://journals.cambridge.org/abstract_S026134090002021X	Marsden1782	Marsden1782	This list of 50 items was used by the compiler to illustrate genetic relationship between Sumatran languages. It is thus one of the earliest lists we could find in which «universal concepts» are used as a heuristic for the proof of genetic relationship between languages. The compiler himself labels the list as «a list of fifty words; of universal use from the nature of the ideas they express» ([Marsden 1782: 154](:bib:Marsden1782)).	Appendix to p. 154	
Krisadawan-2000-210	Krisadawan, Hongladarom	2000		210	areal,documentation	English	Tibetan		Krisadawan2000	Krisadawan2000	This list is taken from a study on Rgyalthang Tibetan, in which it was used to illustrate core aspects of the lexicon. The list is based on [Matisoff's CALMSEA list](:ref:Matisoff-1978-200), yet it shows some peculiarities, such as the numbering of the items and some concept labels. The author also explains that certain items were removed, since they could not be found in the language variety under investigation. Note further that the numbering of the list is potentially erroneous, since the list jumps from 117 directly to 121.	91-93	
SatterthwaitePhillips-2011-423	Satterthwaite-Phillips, Damian	2011		423	questionnaire	English, Chinese	Tibeto-Burman		SatterthwaitePhillips2011	SatterthwaitePhillips2011	This is an expanded meaning list combining parts of the lists proposed by [Matisoff 1987](:ref:Matisoff-1978-200) and the well known lists of [Swadesh (1952](:ref:Swadesh-1952-200) and [1955)](:ref:Swadesh-1955-100). Note that although the author mentions in his thesis on page 44 that a total of 410 words (meanings) were used to collect the data, we find as many as 423 words, including some duplicate entries, but also some entries which are obviously near synonyms but were probably split into different semantic slots by the author (who himself marks seven additional entries as not belonging to the original concept). The ENGLISH column reflects the concept glosses as listed in Appendix 1 of the work, while the SPREADSHEET column reflects the concept glosses as used in an excel spreadsheet containing the raw data which the author was so friendly to provide us. Entries marked with an asterisk in the SPREADSHEET column seem to reflect items which also occur on traditional concept lists; entries ending on the percentage character are those marked as later added by the author in the original source. Why some entries in the SPREADSHEET column are marked with two greater-then characters in the spreadsheet data of the author is not entirely clear to us, but we kept it in order to provide all information that is available.	176-239	
Galucio-2015-90	Galucio, Ana Vilacy AND Meira, Sérgio AND Birchall, Joshua AND Moore, Denny AND Gabas Júnior, Nilson AND Drude, Sebastian AND Storto, Luciana AND Picanço, Gessiane AND Rodrigues, Carmen Reis	2015		90	areal	English	Tupi languages	http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-81222015000200229&nrm=iso	Galucio2015	Galucio2015	This is a list of 90 cultural concepts (mainly plant and animal names) which has been employed for lexicostatistical experiments on the Tupi language family. In the same paper, the authors also propose a [basic list of 100 items](:ref:Galucio-2015-100), and derive from this a supposedly [stable (hihi) subset of 28 items](:ref:Galucio-2015-28) and a [less stable (lolo) subset](:ref:Galucio-2015-34).	262-274	
Galucio-2015-100	Galucio, Ana Vilacy AND Meira, Sérgio AND Birchall, Joshua AND Moore, Denny AND Gabas Júnior, Nilson AND Drude, Sebastian AND Storto, Luciana AND Picanço, Gessiane AND Rodrigues, Carmen Reis	2015		100	basic	English	Tupi languages	http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-81222015000200229&nrm=iso	Galucio2015	Galucio2015	This is a list of 100 basic concepts which was slightly modified from [Swadesh's list of 100 items](:ref:Swadesh-1955-100). Note especially the merger of the concepts «heart» and «guts» which caused difficulties in mapping. In the same paper, the authors also derive a supposedly [stable (hihi) subset of 28 items](:ref:Galucio-2015-28) and a [less stable (lolo) subset](:ref:Galucio-2015-34), as well as a [non-basic concept list which mainly contains plant and animal names](:ref:Galucio-2015-90).	249-261	
Galucio-2015-28	Galucio, Ana Vilacy AND Meira, Sérgio AND Birchall, Joshua AND Moore, Denny AND Gabas Júnior, Nilson AND Drude, Sebastian AND Storto, Luciana AND Picanço, Gessiane AND Rodrigues, Carmen Reis	2015		100	hihi	English	Tupi languages	http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-81222015000200229&nrm=iso	Galucio2015	Galucio2015	This is a list of 28 basic concepts which the authors determined to be the most stable items (hihi-list, following the terminology of [McMahon and McMahon 2005](:bib:McMahon2005)) of a [base list of 100 items](:ref:Galucio-2015-100). The authors also derive a supposedly [unstable (lolo) subset of 34 items](:ref:Galucio-2015-28).	235	
Galucio-2015-34	Galucio, Ana Vilacy AND Meira, Sérgio AND Birchall, Joshua AND Moore, Denny AND Gabas Júnior, Nilson AND Drude, Sebastian AND Storto, Luciana AND Picanço, Gessiane AND Rodrigues, Carmen Reis	2015		100	lolo	English	Tupi languages	http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-81222015000200229&nrm=iso	Galucio2015	Galucio2015	This is a list of 34 basic concepts which the authors determined to be the least stable items (lolo-list, following the terminology of [McMahon and McMahon 2005](:bib:McMahon2005)) of a [base list of 100 items](:ref:Galucio-2015-100). The authors also derive a supposedly [stable (hihi) subset of 28 items](:ref:Galucio-2015-28).	235	
Syrjaenen-2013-226	Syrjänen, Kaj and Honkola, Terhi and Korhonen, Kalle and Lehtinen, Jyri and Vesakoski, Outi and Wahlber, Niklas	2013		226	basic	English	Uralic languages	https://benjamins.com/series/dia/30-3/02syr.additional.pdf	Syrjaenen2013		This list was used for a phylogenetic investigation of the Uralic language family. According to the authors, it is a merger of several previously proposed lists, including Swadesh's list of [100](:ref:Swadesh-1955-100) and [200](:ref:Swadesh-1952-200) items and the [Leipzig-jakarta list](:ref:Tadmor-2009-100). In their list, they provide mappings (though no labels) to these lists. For details on these mappings, see their notes in the appendix of the article.	appendix	
Wheeler-2015-102	Wheeler, Ward C. and Whiteley, Peter M.	2015		102	basic	English	Uto-Aztekan	http://onlinelibrary.wiley.com/doi/10.1111/cla.12078/suppinfo	Wheeler2015		This list contains 102 concept labels which were used for automatic analyses on Uto-Aztekan languages. They state in their paper that they use a version of [Swadesh's list of 100 items](:ref:Swadesh-1955-100), yet they add two more items, since they split «to kill» into two concepts (singular versus plural), and also «earth», thereby distinguishing between «earth as soil» and «earth as mud». The data is not shown in their paper but was taken from the supplementary material.		
Janhunan-2008-235	Janhunan, Juha and Peltomaa, Marja and Sandman, Erika and Dongzhou, Xiawu	2008		273	areal	English	Wutun		Janhunan2008	Janhunan2008	This list was used to document basic vocabulary of the Wutun language, an apparently Sinitic language spoken in the Amdo region of Tibet. The numbering of the word list is rather strange, since it is either inconsistent, or there is a system that is not directly understandable for the reader. The authors list general terms which we know from normal basic vocabulary lists, but also cultural variants, yet apart from that, they also list items which are not given a further translation (and which we therefore had to leave unmapped).	118-127	
Dunn-2011-146	Dunn, Michael and Burenhult, Niclas and Kruspe, Nicole and Tufvesson, Sylvia and Becker, Neele	2011		146	areal	English	Aslian	http://www.jbe-platform.com/content/journals/10.1075/dia.28.3.01dun	Dunn2011		This list was created by Niclas Burenhult and Nicole Kruspe in order to document the Aslian languages of the highlands of the Malay Peninsula. This is based on the Swadesh list, but also includes some relevant culture/technology words.	291-323	
Miedema-1985-40	Miedema, J. and Welling, F. I.	1985		40	basic,areal	English	New Guinea		Miedema1985	Miedema1985	This is a list of 40 items based on the [40-item list by Voorhoeve (1975)](:ref:Voorhoeve-1975-40).	29-52	
Voorhoeve-1975-40	Voorhoeve, C.L.	1975		40	basic,areal	English	New Guinea		Voorhoeve1975	Voorhoeve1975	A 40 word item list possibly derived from unpublished wordlists of J.C. Anceaux	94-129	
Dye-1968-120	Dye, W. and Townsend, P. and Townsend, W.	1968		120	basic,areal	English	New Guinea		Dye1968	Dye1968	A 120 item list for a survey of the Sepik languages.	151-152	
Bromley-1967-111	Bromley, M.	1967		110	basic,areal	English	New Guinea		Bromley1967	Bromley1967	This list builds on [Swadesh's list of 100 items](:ref:Swadesh-1955-100), proposing 11 additional items. Since the original data was collected from various sources, the author's final concept labels vary at times greatly from the concept labels we would expect. The additional items were selected based on the criterion of clear conceptualization and stability. The list was used for a study of Grand Valley Dani languages.	305-307	
vanderWouw-1974-28	van der Wouw, A.	1974		28	basic,areal	English	New Guinea		vanderWouw1974	vanderWouw1974	This list is a short wordlist designed to demonstrate differences in the dialects of the Asmat languages of New Guinea.	5	
ConradDye-1975-102	Conrad, R. AND Dye, W.	1975		102	basic,areal	English	New Guinea		ConradandDye1975	ConradandDye1975	The wordlist is a modified SIL 190 Survey list with a 36 word «Lowland New Guinea» supplement. Some words which were difficult to elicit (mainly verbs) have been removed.	20-29	
Stokhof-1975-117	Stokhof, W.A.L.	1975		117	basic,areal	English	New Guinea		Stokhof1975	Stokhof-1975-117	A representative selection of items collected by Stokhof.	27	
Clouse-1993-71	Clouse, D.	1993		71	basic,areal	English	New Guinea		Clouse1993	Clouse1993	A wordlist designed to elucidate the relationships between Kirikiri and other Lakes Plains languages	29-30	
Smith-2015-97	Smith, A.	2015		91	basic,areal	English	Borneo		Smith2015	Smith2015	A 97 item wordlist designed to demonstrate the differences and relationships between the Kenyah and Kayan languages of Borneo	351-355	
Laycock-1968-50	Laycock, D.C.	1968		50	basic,areal	English	New Guinea		Laycock1968	Laycock1968	A 50 item wordlist	51-363	
Voorhoeve-1971-125	Voorhoeve, C.L.	1971		125	basic,areal	English	New Guinea		Voorhoeve1971	Voorhoeve1971	A 125 item wordlist survey of West Irian	98-114	
Larson-1972-68	Larson, G.F. AND Larson, M.O.	1972		68	basic,areal	English	New Guinea		Larson1972	Larson1972	A 68 item wordlist based on [Swadesh 100](:ref:Swadesh-1955-100).	90-92	
Heeschen-1978-104	Heeschen, V.	1978		104	basic,areal	English	New Guinea		Heeschen1978	Heeschen1978	A 68 item wordlist based on [Bromley 1967](:ref:Bromley-1967-111).	41-44	
Foley-1986-50	Foley, W. A.	1986		50	basic,areal	English	New Guinea		Foley1986	Foley1986	A 50 item wordlist chosen for illustrative purposes.	215-216	
Luniewska-2016-299	Łuniewska, Magdalena AND Haman, Ewa AND Armon-Lotem, Sharon AND Etenkowski, Bartłomiej AND Southwood, Frenette AND Anđelković, Darinka AND Blom, Elma AND Boerma, Tessel AND Chiat, Shula AND Engel de Abreu, Pascale AND Gagarina, Natalia AND Gavarró, Anna AND Håkansson, Gisela AND Hickey, Tina AND Jensen de López, Kristine AND Marinis, Theodoros AND Popović, Maša AND Thordardottir, Elin AND Blažienė, Agnė AND Cantú Sánchez, Myriam AND Dabašinskienė, Ineta AND Ege, Pınar AND Ehret, Inger-Anne AND Fritsche, Nelly-Ann AND Gatt, Daniela AND Janssen, Bibi AND Kambanaros, Maria AND Kapalková, Svetlana AND Kronqvist, Bjarke AND Kunnari, Sari AND Levorato, Chiara AND Nenonen, Olga AND Nic Fhlannchadha, Siobhán AND O’Toole, Ciara AND Polišenská, Kamila AND Pomiechowska, Barbara AND Ringblom, Natalia AND Rinker, Tanja AND Roch, Maja AND Savić, Maja AND Slančová, Daniela AND Tsimpli, Ianthi Maria AND Ünal-Logacev, Özlem	2016		299	acquisition,ratings	Afrikaans, Catalan, Danish, Dutch, English, Finnish, German, Greek, Hebrew, Hungarian, Icelandic, Irish, Xhosa, Italian, Lithuanian, Luxembourgish, Maltese, Polish, Russian, SouthAfricanEnglish, Serbian, Slovak, Spanish, Swedish, Turkish	Global	https://link.springer.com/article/10.3758%2Fs13428-015-0636-6	Luniewska2016		A list containing 299 items, listing the average age of acquisition for each respective item in 25 languages.	1154-1177	
Gampe-2017-48	Gampe, Anja AND Kurthen, Ira AND Daum, Moritz M.	2017		48	acquisition,ratings	English	Global	http://journals.sagepub.com/doi/full/10.1177/0142723717736450	Gampe2017		A list that was developed to assess bilingual children's vocabulary (Swiss German native speakers). The MEAN* columns contain information about the average correctness in the lexical decision task for each item. Items are based on the [German PPVT-4 (Lenhard et al. 2015)](:bib:Lenhard2015).		
Auracher-2017-16	Auracher, Jan	2017		16	acquisition, ratings	English	Global	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5665516/	Auracher2017		Small list designed for eliciting reaction times to animal pictures. The animal list was included as one experiment (in a total of three different experiments) to differentiate between the reaction times of nonsense words and emotional body postures.		
Pagel-2018-200	Pagel, Mark AND Meade, Andrew	2018		200	basic	English	Global	http://rstb.royalsocietypublishing.org/highwire/filestream/38234/field_highwire_adjunct_files/0/rstb20160517supp1.pdf	Pagel2018		The list is based on the [210-item list of ABVD](:ref:Blust-2008-210), the  [207-item list of IELex](:ref:Dunn-2012-207), and the [100-item list by Grollemund et al.](:ref:Grollemund-2015-100). The RATE column describes the lexical replacement rate of an item per year, i.e. its lexical stability. Note that the authors state that they took 102 meanings from [Grollemund et al. (2015)](:bib:Grollemund2015), whereas, to the best of our knowledge, the list only contains 100 meanings.		
Davies-1985-116	Davies, John AND Comrie, Bernard	1985		116	basic,areal	English	New Guinea	http://sealang.net/archives/pl/pdf/PL-A63.275.pdf	Davies1985		A 116 item wordlist survey of the Upper Yuat region, based on a variant of survey lists by the Summer Institute of Linguistics (currently not in Concepticon yet).		
Bengtson-2017-12	Bengtson, John D.	2017		12	basic	English	Global		Bengtson2017		Twelve basic word meanings from the [Swadesh list of 100 items](:ref:Swadesh-1955-100).		
Kibrik-2012-122	Kibrik, Andrej D.	2012		122	basic	English	Global		Kibrik2012		A list of 122 verbs (based on [Tomasello (1992)](:bib:Tomasello1992) used for comparing verbal lexical meaning construction across (primarily) Koyukon, Russian, and English.		
Marrison-1967-917	Marrison, Geoffrey Edward	1967		917	basic,areal	English	Naga		Marrison1967		A list of 917 lexical items of Ao Naga (Chungli). But the document only mentions 911 items.		
Kolipakam-2018-100	Kolipakam, Vishnupriya and Jordan, Fiona M. and Dunn, Michael and Greenhill, Simon J. and Bouckaert, Remco and Gray, Russell D. and Verkerk, Annemarie	2018		100	basic,areal	English	Dravidian		Kolipakam2018		A 100 item wordlist for Dravidian languages based on [Kassian et al's list](:ref:Kassian-2010-116)		
Reinhard-1970-337	Reinhard, Johan and Toba, Tim	1970		337	basic,areal	English	Kusunda		Reinhard1970		There are 337 items in the book.		
Abraham-2018-307	Abraham, Binny and Sako, Kara and Kinny, Elina and Zeliang, Isapdaile	2018		307	basic,areal	English	Tshangla and Khobwa	https://www.sil.org/system/files/reapdata/12/94/06/129406896871137053545983118013436547675/silesr2018_009.pdf	Abraham2018		307 item wordlists for Tshangla and Khobwa dialects in Western Arunachal Pradesh.		
Carling-2017-104a	Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka	2017	a	104	basic	English	Global	https://diacl.ht.lu.se/WordListCategory/Details/100	Carling2017		According to the authors, this list represents the [100 concepts of Swadesh (1955)](:ref:Swadesh-1955-100). The four additional concepts in our Concepticon are due to the inclusion of CHILD, YOU and the split between WE (INCLUSIVE) and WE (EXCLUSIVE).		
Carling-2017-209b	Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka	2017	b	209	basic	English	Global	https://diacl.ht.lu.se/WordListCategory/Details/200	Carling2017		According to the authors, this list represents the [200 concepts of Swadesh (1952)](:ref:Swadesh-1952-200). The nine additional concepts stem from including terms from other Swadesh lists.		
Carling-2017-240c	Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka	2017	c	240	basic,areal	English	Southern American languages	https://diacl.ht.lu.se/WordList/Index/	Carling2017		A list of basic cultural terms for the South American region.		
Carling-2017-97d	Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka	2017	d	97	basic,areal	English	Indo-European	https://diacl.ht.lu.se/WordList/Index	Carling2017		A list of basic cultural terms for the Indo-European region.		
Carling-2017-112e	Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka	2017	e	112	basic,areal	English	Austronesian languages	https://diacl.ht.lu.se/WordList/Index	Carling2017		A list of basic cultural terms for the Austronesian region.		
Carling-2017-87f	Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka	2017	f	87	basic,areal	English	Caucasian languages	https://diacl.ht.lu.se/WordList/Index	Carling2017		A list of basic cultural terms for the Caucasus region.		
Carling-2017-127g	Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka	2017	g	127	basic,areal	English	Basque	https://diacl.ht.lu.se/WordList/Index	Carling2017		A list of basic cultural terms for Basque.		
Carling-2017-10h	Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka	2017	h	10	basic,areal	English	Indo-European	https://diacl.ht.lu.se/WordList/Index	Carling2017		A list of basic colour terms in the Indo-European region.		
Carling-2017-97i	Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka	2017	i	97	basic,areal	English	Uralic languages	https://diacl.ht.lu.se/WordList/Index	Carling2017		A list of basic cultural terms for the Uralic region.		
Carling-2017-97j	Carling, Gerd and Larsson, Filip and Cronhamn, Sandra and Farren, Rob and Aliyev, Elnur and Johansson, Niklas and Chukhua, Merab and Goergens, Anne and Vamling, Karina and Cathcart, Chundra and Tetraze, Maka and Lomadze, Tamuna and Holmer, Arthur and Avidzba, Leila and Gvantseladze, Teimuraz and Khalilov, Madzhid and Cabral, Ana Suelly Arruda Câmara and Mana, Joaquim and Sinha, Vera da Silva and Sampaio, Wany and Sinha, Chris and Gakran, Nanblá and Sabino, Wary Kamaiurá and Kamaiura, Aisanain Páltu and Nahukua, Kaman and Mehinako, Makaulaka	2017	j	97	basic,areal	English	Afroasiatic languages	https://diacl.ht.lu.se/WordList/Index	Carling2017		A list of basic cultural terms for middle-eastern non-Indo-European languages, e.g. members of the Afro-Asiatic language family.		
