# Wordlist

# DATA
ID	LIST_ID	CONCEPTLIST	CONCEPTID	CONCEPT	ENGLISH	AGE SCORE	AGE_SCORE	ANALYZABILITY SCORE	BENNET1976100	BORROWED SCORE	BORROWING_SCORE	CATEGORY	CHEN1996200	CHINESE	COMMON_CHINESE	COMPOSITE SCORE	CONCEPTICON_GLOSS	CONTEXT	DEFINITION	DESCRIPTION	DSS_ID	FRENCH	GERMAN	HAUSA	IDS_ID	JACHONTOV_35	LATIN	NUMBER	NUMBERINSOURCE	OCCURRENCES	OMEGAWIKI	ONTOLOGICAL_CATEGORY	PAGENUMBER	RANK	REPRESENTATION	REPRESENTATION SCORE	RUSSIAN	SEEALSO	SEMANTICFIELD	SEMANTIC_FIELD	SIMPLICITY_SCORE	SPANISH	SWADESH_100	SWADESH_200	SWADESH_GLOSS	URL	WIKTIONARY	WOLD	WOLD_ID	RELATIONS
5384	Bulakh-2013-870-214	Bulakh-2013-870	1369	gold	gold												GOLD				665							214		3																http://semshifts.iling-ran.ru/show-meaning.html?id=665				similar
#
105	Wang-2006-200-34	Wang-2006-200	1035	good	good									好			GOOD											34																						similar
321	Swadesh-1950-215-49	Swadesh-1950-215	1035	good	good												GOOD											49																						similar
559	Samarin-1969-218-68	Samarin-1969-218	1035	good	good												GOOD											68																						similar
1004	Swadesh-1950-165-49	Swadesh-1950-165	1035	good	good												GOOD											49																						similar
1638	Allen-2007-500-416	Allen-2007-500	1035	good	good									好			GOOD											416																						similar
1755	Jachontov-1991-100-29	Jachontov-1991-100	1035	good	good												GOOD											29																						similar
1923	Samarin-1969-100-97	Samarin-1969-100	1035	good	good												GOOD					bon	gut					97														bueno								similar
2917	Tadmor-2009-100-57	Tadmor-2009-100	1035	good	good	0.860	0.860	0.945		0.893						0.726	GOOD											57						56		1.000														similar
3529	SatterthwaitePhillips-2011-423-150	SatterthwaitePhillips-2011-423	1035	good	good									好			GOOD											150	405				193																	similar
3942	Starostin-1991-110-34	Starostin-1991-110	1035	good	good												GOOD											34																						similar
4300	Blust-2008-210-164	Blust-2008-210	1035	good	good												GOOD											164																		http://language.psy.auckland.ac.nz/austronesian/word.php?v=164				similar
4368	Jachontov-1991-65-18	Jachontov-1991-65	1035	good	good												GOOD											18																						similar
4534	Chen-1996-200-97	Chen-1996-200	1035	good										好			GOOD											97																						similar
4776	Chen-1996-100a-97	Chen-1996-100a	1035	good									97	好			GOOD											97																						similar
4846	Dunn-2012-207-65	Dunn-2012-207	1035	good	good												GOOD											65																		http://ielex.mpi.nl/meaning/good/				similar
5095	Starostin-2007-110-105	Starostin-2007-110	1035	good													GOOD											105									хороший													similar
5385	Bulakh-2013-870-215	Bulakh-2013-870	1035	good	good												GOOD				668							215		18																http://semshifts.iling-ran.ru/show-meaning.html?id=668				similar
6362	Kraft-1981-434-293	Kraft-1981-434	1035	good	good												GOOD							dà kyâu				293																						similar
7013	Swadesh-1952-200-61	Swadesh-1952-200	1035	good	good												GOOD											61																						similar
8277	Haspelmath-2009-1460-1087	Haspelmath-2009-1460	1035	good	good		0.869005847953				0.107212475634	Adjective					GOOD	-		-					16.71			1087							52					16	0.945419103314					http://wold.clld.org/meaning/16-71			16-71	similar
8781	Alpher-1999-151-110	Alpher-1999-151	1035	good	good												GOOD											110																						similar
9281	Hale-1961-100-49	Hale-1961-100	1035	good	good												GOOD											49																						similar
9432	Shiro-1973-200-97	Shiro-1973-200	1035	good	good												GOOD											97																						similar
9720	Wiktionary-2003-207-185	Wiktionary-2003-207	1035	good	good												GOOD											185																						similar
9776	Swadesh-1955-100-34	Swadesh-1955-100	1035	good	good												GOOD											34																						similar
#
6687	TeilDautrey-2008-430-176	TeilDautrey-2008-430	1035	good, beautiful	good, beautiful												GOOD											176																		http://language.psy.auckland.ac.nz/bantu/word.php?v=176				broader
6688		TeilDautrey-2008-430	1427	good, beautiful	good, beautiful												BEAUTIFUL											176																		http://language.psy.auckland.ac.nz/bantu/word.php?v=176				broader
#
3530	SatterthwaitePhillips-2011-423-151	SatterthwaitePhillips-2011-423	411	gourd	gourd									瓜			GOURD											151	263				193																	narrower
#
2094	Leibniz-1768-128-66	Leibniz-1768-128	605	grain								Necessitates					GRAIN										frumentum	66																						similar
6689	TeilDautrey-2008-430-177	TeilDautrey-2008-430	605	grain	grain												GRAIN											177																		http://language.psy.auckland.ac.nz/bantu/word.php?v=177				narrower
#
5386	Bulakh-2013-870-216	Bulakh-2013-870	605	grain, seed	grain, seed												GRAIN				672							216		4																http://semshifts.iling-ran.ru/show-meaning.html?id=672				broader
5387		Bulakh-2013-870	714	grain, seed	grain, seed												SEED				672							216		4																http://semshifts.iling-ran.ru/show-meaning.html?id=672				broader
#
9050	Matisoff-1978-200-44	Matisoff-1978-200	1617	grandchild (nephew)	grandchild (nephew)												GRANDCHILD											44																						similar
#
1370	Allen-2007-500-160	Allen-2007-500	1383	grandfather	grandfather									祖父			GRANDFATHER											160																						similar
2738	Hou-2004-180-63	Hou-2004-180	1383	grandfather										祖父			GRANDFATHER											63																						narrower
6690	TeilDautrey-2008-430-178	TeilDautrey-2008-430	1383	grandfather	grandfather												GRANDFATHER											178																		http://language.psy.auckland.ac.nz/bantu/word.php?v=178				similar
#
3531	SatterthwaitePhillips-2011-423-152	SatterthwaitePhillips-2011-423	1383	grandfather (pat)	grandfather (pat)									爷爷			GRANDFATHER											152	384				193																	similar
#
1094	Swadesh-1950-165-138	Swadesh-1950-165	1383	grandfather (paternal)	grandfather (paternal)												GRANDFATHER											138																						similar
#
1371	Allen-2007-500-161	Allen-2007-500	1496	grandmother	grandmother									祖母			GRANDMOTHER											161																						similar
2739	Hou-2004-180-64	Hou-2004-180	1496	grandmother										祖母			GRANDMOTHER											64																						narrower
6691	TeilDautrey-2008-430-179	TeilDautrey-2008-430	1496	grandmother	grandmother												GRANDMOTHER											179																		http://language.psy.auckland.ac.nz/bantu/word.php?v=179				similar
#
1095	Swadesh-1950-165-139	Swadesh-1950-165	1496	grandmother (paternal)	grandmother (paternal)												GRANDMOTHER											139																						similar
#
6103	Kraft-1981-434-34	Kraft-1981-434	305	grandparent	grandparent												GRANDPARENTS							kā̀kā				34																						similar
#
3532	SatterthwaitePhillips-2011-423-153	SatterthwaitePhillips-2011-423	1618	grandson	grandson									孙子			GRANDSON											153	200				193																	similar
#
5150	Norman-2003-40-27	Norman-2003-40	1024	graph	graph									字	*dzi⁶		CHARACTER											27																						similar
#
6692	TeilDautrey-2008-430-180	TeilDautrey-2008-430	2021	grasp, hold in arms	grasp, hold in arms												GRASP											180																		http://language.psy.auckland.ac.nz/bantu/word.php?v=180				broader
6693		TeilDautrey-2008-430	1448	grasp, hold in arms	grasp, hold in arms												HOLD											180																		http://language.psy.auckland.ac.nz/bantu/word.php?v=180				broader
#
201	Wang-2006-200-130	Wang-2006-200	606	grass	grass									草			GRASS											130																						similar
322	Swadesh-1950-215-50	Swadesh-1950-215	606	grass	grass												GRASS											50																						similar
560	Samarin-1969-218-69	Samarin-1969-218	606	grass	grass												GRASS											69																						similar
786	Gregersen-1976-217-70	Gregersen-1976-217	606	grass	grass												GRASS											70																						similar
1005	Swadesh-1950-165-50	Swadesh-1950-165	606	grass	grass												GRASS											50																						similar
1144	Bennet-1976-50a-23	Bennet-1976-50a	606	grass	grass				23								GRASS											23																						similar
1190	Heggarty-2005-30b-18	Heggarty-2005-30b	606	grass	grass												GRASS											18																						similar
1319	Allen-2007-500-112	Allen-2007-500	606	grass	grass									草			GRASS											112																						similar
1956	Chen-1996-100b-30	Chen-1996-100b	606	grass									130	草			GRASS											30																						similar
2616	Heggarty-2005-150-93	Heggarty-2005-150	606	grass	grass												GRASS									-		93														hierba, pasto	-	62	GRASS		grass			similar
3533	SatterthwaitePhillips-2011-423-154	SatterthwaitePhillips-2011-423	606	grass	grass									草			GRASS											154	63				193																	similar
4041	Bennet-1976-100-23	Bennet-1976-100	606	grass	grass												GRASS											23																						similar
4252	Blust-2008-210-118	Blust-2008-210	606	grass	grass												GRASS											118																		http://language.psy.auckland.ac.nz/austronesian/word.php?v=118				similar
4567	Chen-1996-200-130	Chen-1996-200	606	grass										草			GRASS											130																						similar
4847	Dunn-2012-207-66	Dunn-2012-207	606	grass	grass												GRASS											66																		http://ielex.mpi.nl/meaning/grass/				similar
5101	McMahon-2005-23-1	McMahon-2005-23	606	grass	grass												GRASS											1																						similar
5388	Bulakh-2013-870-217	Bulakh-2013-870	606	grass	grass												GRASS				676							217		4																http://semshifts.iling-ran.ru/show-meaning.html?id=676				similar
6208	Kraft-1981-434-139	Kraft-1981-434	606	grass	grass												GRASS							cìyāwā̀				139																						similar
7014	Swadesh-1952-200-62	Swadesh-1952-200	606	grass	grass												GRASS											62																						similar
8805	Alpher-1999-151-134	Alpher-1999-151	606	grass	grass												GRASS											134																						similar
9093	Matisoff-1978-200-76	Matisoff-1978-200	606	grass	grass												GRASS											76																						similar
9473	Shiro-1973-200-138	Shiro-1973-200	606	grass	grass												GRASS											138																						similar
9595	Wiktionary-2003-207-60	Wiktionary-2003-207	606	grass	grass												GRASS											60																						similar
#
8917	Dixon-1919-173-93	Dixon-1919-173	606	grass, brush	grass, brush												GRASS											93																						similar
#
8953	Dixon-1919-173-129	Dixon-1919-173	607	grasshopper	grasshopper												GRASSHOPPER											129																						similar
#
106	Wang-2006-200-35	Wang-2006-200	1282	grease	grease									猪油			FAT, SUBSTANCE											35																						similar
1858	Samarin-1969-100-32	Samarin-1969-100	1282	grease	grease												FAT, SUBSTANCE					graisse	Fett					32														grasa								similar
4468	Chen-1996-200-32	Chen-1996-200	1282	grease										脂肪			FAT, SUBSTANCE											32																						similar
4710	Chen-1996-100a-32	Chen-1996-100a	1282	grease									32	脂肪			FAT, SUBSTANCE											32																						similar
#
9366	Shiro-1973-200-32	Shiro-1973-200	1282	grease (fat)	grease (fat)												FAT, SUBSTANCE											32																						similar
#
5389	Bulakh-2013-870-218	Bulakh-2013-870	955	greasy	greasy												GREASY				679							218		4																http://semshifts.iling-ran.ru/show-meaning.html?id=679				similar
#
5390	Bulakh-2013-870-219	Bulakh-2013-870	2018	greedy	greedy												GREEDY				683							219		11																http://semshifts.iling-ran.ru/show-meaning.html?id=683				similar
8287	Haspelmath-2009-1460-1097	Haspelmath-2009-1460	2018	greedy	greedy		0.787283236994				0.28901734104	Adjective					GREEDY	-		-					16.83			1097							46					16	0.797687861272					http://wold.clld.org/meaning/16-83			16-83	similar
#
107	Wang-2006-200-36	Wang-2006-200	1425	green	green									绿			GREEN											36																						similar
323	Swadesh-1950-215-51	Swadesh-1950-215	1425	green	green												GREEN											51																						similar
561	Samarin-1969-218-70	Samarin-1969-218	1425	green	green												GREEN											70																						similar
1006	Swadesh-1950-165-51	Swadesh-1950-165	1425	green	green												GREEN											51																						similar
1633	Allen-2007-500-411	Allen-2007-500	1425	green	green									绿			GREEN											411																						similar
1756	Jachontov-1991-100-30	Jachontov-1991-100	1425	green	green												GREEN											30																						similar
1914	Samarin-1969-100-88	Samarin-1969-100	1425	green	green												GREEN					vert	grün					88														verde								similar
2623	Heggarty-2005-150-100	Heggarty-2005-150	1425	green	green												GREEN									-		100														verde (color)	88	63	GREEN		green			similar
3372	Heggarty-2005-30a-23	Heggarty-2005-30a	1425	green	green												GREEN											23																						similar
3534	SatterthwaitePhillips-2011-423-155	SatterthwaitePhillips-2011-423	1425	green	green									绿			GREEN											155	69				194																	similar
3943	Starostin-1991-110-35	Starostin-1991-110	1425	green	green												GREEN											35																						similar
4286	Blust-2008-210-151	Blust-2008-210	1425	green	green												GREEN											151																		http://language.psy.auckland.ac.nz/austronesian/word.php?v=151				similar
4369	Jachontov-1991-65-19	Jachontov-1991-65	1425	green	green												GREEN											19																						similar
4525	Chen-1996-200-88	Chen-1996-200	1425	green										绿			GREEN											88																						similar
4767	Chen-1996-100a-88	Chen-1996-100a	1425	green									88	绿			GREEN											88																						similar
4848	Dunn-2012-207-67	Dunn-2012-207	1425	green	green												GREEN											67																		http://ielex.mpi.nl/meaning/green/				similar
5088	Starostin-2007-110-98	Starostin-2007-110	1425	green													GREEN											98									зеленый													similar
5391	Bulakh-2013-870-220	Bulakh-2013-870	1425	green	green												GREEN				684							220		11																http://semshifts.iling-ran.ru/show-meaning.html?id=684				similar
6344	Kraft-1981-434-275	Kraft-1981-434	1425	green	green												GREEN							kōrḕ				275																						similar
7015	Swadesh-1952-200-63	Swadesh-1952-200	1425	green	green												GREEN											63																						similar
8218	Haspelmath-2009-1460-1031	Haspelmath-2009-1460	1425	green	green		0.779268292683				0.167682926829	Adjective					GREEN	(leaves)		-					15.68			1031							48					15	0.82825203252					http://wold.clld.org/meaning/15-68			15-68	similar
9422	Shiro-1973-200-88	Shiro-1973-200	1425	green	green												GREEN											88																						similar
9708	Wiktionary-2003-207-173	Wiktionary-2003-207	1425	green	green												GREEN											173																						similar
9777	Swadesh-1955-100-35	Swadesh-1955-100	1425	green	green												GREEN											35																						similar
#
5392	Bulakh-2013-870-221	Bulakh-2013-870	153	grey	grey												GREY				685							221		5																http://semshifts.iling-ran.ru/show-meaning.html?id=685				similar
#
3535	SatterthwaitePhillips-2011-423-156	SatterthwaitePhillips-2011-423	1033	grind	grind									磨			GRIND											156	348				194																	similar
6694	TeilDautrey-2008-430-181	TeilDautrey-2008-430	1033	grind	grind												GRIND											181																		http://language.psy.auckland.ac.nz/bantu/word.php?v=181				similar
9212	Matisoff-1978-200-184	Matisoff-1978-200	1033	grind	grind												GRIND											184																						similar
#
1533	Allen-2007-500-316	Allen-2007-500	1033	grind (wheat)	grind (wheat)									磨（面）			GRIND											316																						narrower
#
8931	Dixon-1919-173-107	Dixon-1919-173	1820	grizzly bear	grizzly bear												BEAR											107																						narrower
#
3843	OGrady-1969-100-37	OGrady-1969-100	690	ground	ground												BOTTOM											37																						similar
6211	Kraft-1981-434-142	Kraft-1981-434	1228	ground	ground												EARTH, SOIL							ƙasā				142																						similar
8706	Alpher-1999-151-37	Alpher-1999-151	690	ground	ground												BOTTOM											37																						similar
9287	Hale-1961-100-55	Hale-1961-100	1228	ground	ground												EARTH, SOIL											55																						similar
#
6291	Kraft-1981-434-222	Kraft-1981-434	595	groundnuts	groundnuts												GROUNDNUTS							gyàɗā				222																						similar
#
1597	Allen-2007-500-377	Allen-2007-500	552	grow (of people)	grow (of people)									长（长大）			GROW UP											377																						similar
#
6280	Kraft-1981-434-211	Kraft-1981-434	1167	gruel	gruel												GRUEL							kùnū				211																						similar
#
1572	Allen-2007-500-354	Allen-2007-500	1932	guess	guess									猜			GUESS											354																						similar
#
5393	Bulakh-2013-870-222	Bulakh-2013-870	1782	guest	guest												GUEST				689							222		4																http://semshifts.iling-ran.ru/show-meaning.html?id=689				similar
6165	Kraft-1981-434-96	Kraft-1981-434	1782	guest	guest												GUEST							bā̀ƙō				96																						similar
#
8476	Haspelmath-2009-1460-1280	Haspelmath-2009-1460	1682	guilty	guilty		0.845128205128				0.355128205128	Adjective					GUILTY	The judge found the defendant guilty.		-					21.35			1280							37					21	0.669230769231					http://wold.clld.org/meaning/21-35			21-35	similar
#
6289	Kraft-1981-434-220	Kraft-1981-434	347	guinea corn	guinea corn												SORGHUM							dāwā̀				220																						similar
#
6237	Kraft-1981-434-168	Kraft-1981-434	456	guinea fowl	guinea fowl												GUINEA FOWL							zā̀bō				168																						similar
#
5394	Bulakh-2013-870-223	Bulakh-2013-870	608	gulf	gulf												GULF				693							223		3																http://semshifts.iling-ran.ru/show-meaning.html?id=693				similar
#
202	Wang-2006-200-131	Wang-2006-200	1334	guts	guts									肠子			GUTS											131																						similar
427	Swadesh-1950-215-154	Swadesh-1950-215	1334	guts	guts												GUTS											154																						similar
562	Samarin-1969-218-71	Samarin-1969-218	1334	guts	guts												GUTS											71																						similar
788	Gregersen-1976-217-72	Gregersen-1976-217	1334	guts	guts												GUTS											72																						similar
1957	Chen-1996-100b-31	Chen-1996-100b	1334	guts									131	肠子			GUTS											31																						similar
4568	Chen-1996-200-131	Chen-1996-200	1334	guts										肠子			GUTS											131																						similar
4849	Dunn-2012-207-68	Dunn-2012-207	1334	guts	guts												GUTS											68																		http://ielex.mpi.nl/meaning/guts/				similar
7016	Swadesh-1952-200-64	Swadesh-1952-200	1334	guts	guts												GUTS											64																						similar
9007	Matisoff-1978-200-9	Matisoff-1978-200	1334	guts	guts												GUTS											9																						similar
9468	Shiro-1973-200-133	Shiro-1973-200	1334	guts	guts												GUTS											133																						similar
9621	Wiktionary-2003-207-86	Wiktionary-2003-207	1334	guts	guts												GUTS											86																						similar
#
3536	SatterthwaitePhillips-2011-423-157	SatterthwaitePhillips-2011-423	1334	guts* (intestine)	guts* (intestine)									肠			GUTS											157	123				194																	similar
#
1212	Allen-2007-500-10	Allen-2007-500	609	hail	hail									冰雹			HAIL											10																						similar
2122	Leibniz-1768-128-94	Leibniz-1768-128	609	hail								Naturalia					HAIL										grando	94																						similar
2683	Hou-2004-180-8	Hou-2004-180	104	hail										冰雹			HAILING											8																						similar
5395	Bulakh-2013-870-224	Bulakh-2013-870	609	hail	hail												HAIL				696							224		5																http://semshifts.iling-ran.ru/show-meaning.html?id=696				similar
#
36	Wilson-1969-35-1	Wilson-1969-35	1040	hair	hair												HAIR											1																						similar
108	Wang-2006-200-37	Wang-2006-200	1040	hair	hair									头发			HAIR											37																						similar
324	Swadesh-1950-215-52	Swadesh-1950-215	1040	hair	hair												HAIR											52																						similar
563	Samarin-1969-218-72	Samarin-1969-218	1040	hair	hair												HAIR											72																						similar
1007	Swadesh-1950-165-52	Swadesh-1950-165	1040	hair	hair												HAIR											52																						similar
1145	Bennet-1976-50a-24	Bennet-1976-50a	1040	hair	hair				24								HAIR											24																						similar
1332	Allen-2007-500-125	Allen-2007-500	1040	hair	hair									头发			HAIR											125																						narrower
1757	Jachontov-1991-100-31	Jachontov-1991-100	1040	hair	hair												HAIR											31																						similar
1863	Samarin-1969-100-37	Samarin-1969-100	1040	hair	hair												HAIR					cheveu	(Kopf-)Haare					37														cabello								similar
2082	Leibniz-1768-128-55	Leibniz-1768-128	1040	hair								Partes corporis					HAIR										crines	55																						similar
2547	Heggarty-2005-150-24	Heggarty-2005-150	1040	hair	hair												HAIR									-		24														cabello, pelo	37	65	HAIR		hair			similar
2889	Tadmor-2009-100-31	Tadmor-2009-100	1040	hair	hair	0.871	0.871	0.917		0.944						0.754	HAIR											31						31		1.000														similar
3944	Starostin-1991-110-36	Starostin-1991-110	1040	hair	hair												HAIR											36																						similar
4042	Bennet-1976-100-24	Bennet-1976-100	1040	hair	hair												HAIR											24																						similar
4147	Blust-2008-210-26	Blust-2008-210	1040	hair	hair												HAIR											26																		http://language.psy.auckland.ac.nz/austronesian/word.php?v=26				similar
4370	Jachontov-1991-65-20	Jachontov-1991-65	1040	hair	hair												HAIR											20																						similar
4473	Chen-1996-200-37	Chen-1996-200	1040	hair										头发			HAIR											37																						similar
4715	Chen-1996-100a-37	Chen-1996-100a	1040	hair									37	头发			HAIR											37																						similar
4850	Dunn-2012-207-69	Dunn-2012-207	1040	hair	hair												HAIR											69																		http://ielex.mpi.nl/meaning/hair/				similar
5019	Starostin-2007-110-29	Starostin-2007-110	1040	hair													HAIR											29									волос													similar
5396	Bulakh-2013-870-225	Bulakh-2013-870	1040	hair	hair												HAIR				697							225		7																http://semshifts.iling-ran.ru/show-meaning.html?id=697				similar
6105	Kraft-1981-434-36	Kraft-1981-434	1040	hair	hair												HAIR							gāshī̀				36																						similar
6695	TeilDautrey-2008-430-183	TeilDautrey-2008-430	1040	hair	hair												HAIR											183																		http://language.psy.auckland.ac.nz/bantu/word.php?v=183				narrower
7017	Swadesh-1952-200-65	Swadesh-1952-200	1040	hair	hair												HAIR											65																						similar
9371	Shiro-1973-200-37	Shiro-1973-200	1040	hair	hair												HAIR											37																						similar
9606	Wiktionary-2003-207-71	Wiktionary-2003-207	1040	hair	hair												HAIR											71																						similar
9778	Swadesh-1955-100-36	Swadesh-1955-100	1040	hair	hair												HAIR											36																						similar
#
9009	Matisoff-1978-200-11	Matisoff-1978-200	189	hair (body)	hair (body)												BODY HAIR											11																						similar
#
9008	Matisoff-1978-200-10	Matisoff-1978-200	1040	hair (head)	hair (head)												HAIR											10																						similar
#
3537	SatterthwaitePhillips-2011-423-158	SatterthwaitePhillips-2011-423	1040	hair (human head)	hair (human head)									头发			HAIR											158	95				194																	similar
#
3538	SatterthwaitePhillips-2011-423-159	SatterthwaitePhillips-2011-423	189	hair (on body)%	hair (on body)%									（人身体上的）毛			BODY HAIR											159	129				194																	similar
#
8837	Dixon-1919-173-14	Dixon-1919-173	1040	hair, forehead	hair, forehead												HAIR											14																						broader
8838		Dixon-1919-173	123	hair, forehead	hair, forehead												FOREHEAD											14																						broader
#
5147	Norman-2003-40-24	Norman-2003-40	816	half	half									半	*pon⁵		HALF											24																						similar
#
1096	Swadesh-1950-165-140	Swadesh-1950-165	1481	hammer	hammer												HAMMER											140																						similar
#
12	Jachontov-1991-35-37	Jachontov-1991-35	1277	hand	hand												HAND											37									рука													similar
60	Wilson-1969-35-25	Wilson-1969-35	1277	hand	hand												HAND											25																						similar
109	Wang-2006-200-38	Wang-2006-200	1277	hand	hand									手			HAND											38																						similar
325	Swadesh-1950-215-53	Swadesh-1950-215	1277	hand	hand												HAND											53																						similar
564	Samarin-1969-218-73	Samarin-1969-218	1277	hand	hand												HAND											73																						similar
1008	Swadesh-1950-165-53	Swadesh-1950-165	1277	hand	hand												HAND											53																						similar
1343	Allen-2007-500-135	Allen-2007-500	1277	hand	hand									手			HAND											135																						similar
1758	Jachontov-1991-100-32	Jachontov-1991-100	1277	hand	hand												HAND											32																						similar
1874	Samarin-1969-100-48	Samarin-1969-100	1277	hand	hand												HAND					main	Hand					48														mano								similar
2079	Leibniz-1768-128-52	Leibniz-1768-128	1277	hand								Partes corporis					HAND										manus	52																						similar
2555	Heggarty-2005-150-32	Heggarty-2005-150	1277	hand	hand												HAND									1		32														mano	48	66	HAND		hand			similar
3844	OGrady-1969-100-38	OGrady-1969-100	1277	hand	hand												HAND											38																						similar
3945	Starostin-1991-110-37	Starostin-1991-110	1277	hand	hand												HAND											37																						similar
4119	Blust-2008-210-1	Blust-2008-210	1277	hand	hand												HAND											1																		http://language.psy.auckland.ac.nz/austronesian/word.php?v=1				similar
4429	Brinton-1891-21-14	Brinton-1891-21	1277	hand	hand												HAND											14																						similar
4484	Chen-1996-200-48	Chen-1996-200	1277	hand										手			HAND											48																						similar
4648	Holman-2008-40-10	Holman-2008-40	1277	hand	hand												HAND											10																						similar
4726	Chen-1996-100a-48	Chen-1996-100a	1277	hand									48	手			HAND											48																						similar
4851	Dunn-2012-207-70	Dunn-2012-207	1277	hand	hand												HAND											70																		http://ielex.mpi.nl/meaning/hand/				similar
5001	Starostin-2007-110-11	Starostin-2007-110	1277	hand													HAND											11									рука													similar
5136	Norman-2003-40-13	Norman-2003-40	1277	hand	hand									手	*shiou³		HAND											13																						similar
7018	Swadesh-1952-200-66	Swadesh-1952-200	1277	hand	hand												HAND											66																						similar
8707	Alpher-1999-151-38	Alpher-1999-151	1277	hand	hand												HAND											38																						similar
9249	Hale-1961-100-17	Hale-1961-100	1277	hand	hand												HAND											17																						similar
9382	Shiro-1973-200-48	Shiro-1973-200	1277	hand	hand												HAND											48																						similar
9618	Wiktionary-2003-207-83	Wiktionary-2003-207	1277	hand	hand												HAND											83																						similar
9779	Swadesh-1955-100-37	Swadesh-1955-100	1277	hand	hand												HAND											37																						similar
#
8853	Dixon-1919-173-29	Dixon-1919-173	1277	hand (1)	hand (1)												HAND											29																						narrower
#
8854	Dixon-1919-173-30	Dixon-1919-173	1277	hand (2)	hand (2)												HAND											30																						narrower
#
3539	SatterthwaitePhillips-2011-423-160	SatterthwaitePhillips-2011-423	1277	hand*	hand*									手			HAND											160	105				194																	similar
#
5397	Bulakh-2013-870-226	Bulakh-2013-870	1277	hand/arm	hand/arm												HAND				701							226		22																http://semshifts.iling-ran.ru/show-meaning.html?id=701				broader
5398		Bulakh-2013-870	1673	hand/arm	hand/arm												ARM				701							226		22																http://semshifts.iling-ran.ru/show-meaning.html?id=701				broader
9010	Matisoff-1978-200-12	Matisoff-1978-200	1277	hand/arm	hand/arm												HAND											12																						broader
9011		Matisoff-1978-200	1673	hand/arm	hand/arm												ARM											12																						broader
#
5399	Bulakh-2013-870-227	Bulakh-2013-870	1254	handle, gripe	handle, gripe												HANDLE				703							227		3																http://semshifts.iling-ran.ru/show-meaning.html?id=703				similar
#
1535	Allen-2007-500-318	Allen-2007-500	357	hang out (clothes)	hang out (clothes)									晾（衣）			HANG UP											318																						similar
#
5400	Bulakh-2013-870-228	Bulakh-2013-870	720	happiness, luck	happiness, luck												GOOD LUCK				705							228		4																http://semshifts.iling-ran.ru/show-meaning.html?id=705				similar
#
8244	Haspelmath-2009-1460-1055	Haspelmath-2009-1460	1495	happy	happy		0.779646017699				0.181415929204	Adjective					HAPPY	-		-					16.23			1055							57					16	0.796460176991					http://wold.clld.org/meaning/16-23			16-23	similar
#
2646	Heggarty-2005-150-121	Heggarty-2005-150	1495	happy (be)	happy (be)												HAPPY									-		121														feliz, alegre	-	-	-		-			similar
#
1625	Allen-2007-500-403	Allen-2007-500	1884	hard	hard									硬			HARD											403																						similar
2959	Tadmor-2009-100-99	Tadmor-2009-100	1884	hard	hard	0.833	0.833	0.903		0.918						0.690	HARD											99						99		1.000														similar
3540	SatterthwaitePhillips-2011-423-161	SatterthwaitePhillips-2011-423	1884	hard	hard									硬			HARD											161	413				195																	similar
6696	TeilDautrey-2008-430-184	TeilDautrey-2008-430	1884	hard	hard												HARD											184																		http://language.psy.auckland.ac.nz/bantu/word.php?v=184				similar
8223	Haspelmath-2009-1460-1036	Haspelmath-2009-1460	1884	hard	hard		0.859600997506				0.0822942643392	Adjective					HARD	Diamond is the hardest substance known to man.		'difficult to press down, break or cut'					15.74			1036							43					15	0.902743142145					http://wold.clld.org/meaning/15-74			15-74	similar
8788	Alpher-1999-151-117	Alpher-1999-151	1884	hard	hard												HARD											117																						similar
9324	Hale-1961-100-91	Hale-1961-100	1884	hard	hard												HARD											91																						similar
#
5401	Bulakh-2013-870-229	Bulakh-2013-870	1884	hard, solid	hard, solid												HARD				708							229		13																http://semshifts.iling-ran.ru/show-meaning.html?id=708				narrower
#
6354	Kraft-1981-434-285	Kraft-1981-434	1884	hardness	hardness												HARD							taurī				285																						similar
#
5402	Bulakh-2013-870-230	Bulakh-2013-870	1190	hare (Lepus)	hare (Lepus)												HARE				709							230		9																http://semshifts.iling-ran.ru/show-meaning.html?id=709				similar
#
1255	Allen-2007-500-52	Allen-2007-500	1190	hare,rabbit	hare,rabbit									兔			HARE											52																						broader
1256		Allen-2007-500	1136	hare,rabbit	hare,rabbit									兔			RABBIT											52																						broader
#
6180	Kraft-1981-434-111	Kraft-1981-434	451	harmattan	harmattan												HARMATTAN							hùntūrū̀				111																						similar
#
5403	Bulakh-2013-870-231	Bulakh-2013-870	611	harvest	harvest												HARVEST				710							231		4																http://semshifts.iling-ran.ru/show-meaning.html?id=710				similar
#
1097	Swadesh-1950-165-141	Swadesh-1950-165	771	hat	hat												HAT											141																						similar
#
1564	Allen-2007-500-346	Allen-2007-500	1607	hate	hate									恨			HATE											346																						similar
2981	Bennet-1976-50b-20	Bennet-1976-50b	1607	hate	hate				70								HATE											20																						similar
3541	SatterthwaitePhillips-2011-423-162	SatterthwaitePhillips-2011-423	1607	hate	hate									恨			HATE											162	?				195																	broader
3542	SatterthwaitePhillips-2011-423-163	SatterthwaitePhillips-2011-423	1607	hate	hate									讨厌（人）			HATE											163	390				195																	broader
4088	Bennet-1976-100-70	Bennet-1976-100	1607	hate	hate												HATE											70																						similar
#
