ID	NUMBER	ENGLISH	POS	LEXIBANK_GLOSS	SWAHILI	CONCEPTICON_ID	CONCEPTICON_GLOSS
Nurse-1975-1038-647	647	plunder (a town)	v.	plunder (a town)	(ku)teka (mji)		
Nurse-1975-1038-648	648	destroy, spoil	v.	destroy, spoil	(ku)haribu	681	DESTROY
Nurse-1975-1038-649	649	spoil (a child)	v.	spoil (a child)	(ku)dekeza		
Nurse-1975-1038-650	650	bask (in the sun), warm oneself	v.	bask (in the sun), warm onesel	(ku)ota (jua), (moto)		
Nurse-1975-1038-651	651	thirst	n.	thirst	kiu	848	THIRST
Nurse-1975-1038-652	652	feathers, fur	n.	feathers, fur	manyoya		
Nurse-1975-1038-653	653	bee	n.	bee	nyuki	665	BEE
Nurse-1975-1038-654	654	honey	n.	honey	asali (ya nyuki)	942	HONEY
Nurse-1975-1038-655	655	hard	n.	hard	-gumu	1884	HARD
Nurse-1975-1038-656	656	quarrel	v.	quarrel	(ku)gombana	3302	QUARREL (VERB)
Nurse-1975-1038-657	657	lime, whitewash	n.	lime, whitewash	chokaa	2540	LIME (MATERIAL)
Nurse-1975-1038-658	658	bird-lime	n.	bird-lime	ulimbo		
Nurse-1975-1038-659	659	fishing line	n.	fishing line	mshipi	19	FISHING LINE
Nurse-1975-1038-660	660	brook, stream	n.	brook, stream	kijito		
Nurse-1975-1038-661	661	stream, current	n.	stream, current	mkondo	2935	CURRENT (STREAM)
Nurse-1975-1038-662	662	carpenter's adze	n.	carpenter's adze	tezo	290	ADZE
Nurse-1975-1038-663	663	(small) ant	n.	(small) ant	chungu		
Nurse-1975-1038-664	664	(reddish-brown biting) ant	n.	(reddish-brown biting) ant	siafu		
Nurse-1975-1038-665	665	arrow	n.	arrow	mshale	977	ARROW
Nurse-1975-1038-666	666	head of arrow, spear head	n.	head of arrow, spear head	chembe		
Nurse-1975-1038-667	667	axe	n.	axe	shoka	677	AXE
Nurse-1975-1038-668	668	scythe, sickle	n.	scythe, sickle	mundu	2132	SICKLE OR SCYTHE
Nurse-1975-1038-669	669	blood	n.	blood	damu	946	BLOOD
Nurse-1975-1038-670	670	body	n.	body	mwili	1480	BODY
Nurse-1975-1038-671	671	bow, bending	n.	bow, bending	upinde		
Nurse-1975-1038-672	672	chest (of animals and birds)	n.	chest (of animals and birds)	kidari		
Nurse-1975-1038-673	673	brother, relative, fellow-tribesman	n.	brother, relative, fellow-trib	ndugu	1644	RELATIVES
Nurse-1975-1038-674	674	bull	n.	bull	fahali	1008	BULL
Nurse-1975-1038-675	675	dug-out canoe	n.	dug-out canoe	ngalawa		
Nurse-1975-1038-676	676	boat	n.	boat	mashua	1844	BOAT
Nurse-1975-1038-677	677	king	n.	king	mfalme	1508	KING
Nurse-1975-1038-678	678	head, chief person	n.	head, chief person	mkuu		
Nurse-1975-1038-679	679	child	n.	child	mtoto	2099	CHILD
Nurse-1975-1038-680	680	district, province, country	n.	district, province, country	jimbo	1300	COUNTRY
Nurse-1975-1038-681	681	heifer	n.	heifer	mtamba (wa ng'ombe)		
Nurse-1975-1038-682	682	day-time	n.	day-time	mchana	1225	DAY (NOT NIGHT)
Nurse-1975-1038-683	683	evil spirit	n.	evil spirit	kizuu	1973	DEMON
Nurse-1975-1038-684	684	sudden apparition, ghost	n.	sudden apparition, ghost	zuka	1175	GHOST
Nurse-1975-1038-685	685	door	n.	door	mlango	1567	DOOR
Nurse-1975-1038-686	686	face	n.	face	uso	1560	FACE
Nurse-1975-1038-687	687	fear	n.	fear	woga	781	FEAR (FRIGHT)
Nurse-1975-1038-688	688	awe, fear of God	n.	awe, fear of God	uchaji		
Nurse-1975-1038-689	689	threaten	v.	threaten	(ku)tisha	1192	THREATEN
Nurse-1975-1038-690	690	hen, fowl	n.	hen, fowl	kuku	265	FOWL
Nurse-1975-1038-691	691	shadow, shade	n.	shadow, shade	kivuli	1388	SHADE
Nurse-1975-1038-692	692	virgin (bride), girl	n.	virgin (bride), girl//virgin(bride), girl	mwali		
Nurse-1975-1038-693	693	youth	n.	youth	kijana		
Nurse-1975-1038-694	694	he-goat	n.	he-goat	beberu	264	HE-GOAT
Nurse-1975-1038-695	695	god	n.	god	mungu	1944	GOD
Nurse-1975-1038-696	696	grandfather	n.	grandfather	babu	1383	GRANDFATHER
Nurse-1975-1038-697	697	grandmother	n.	grandmother	bibi	1496	GRANDMOTHER
Nurse-1975-1038-698	698	grass, reeds	n.	grass, reeds	nyasi		
Nurse-1975-1038-699	699	leaf, blade of grass	n.	leaf, blade of grass	jani		
Nurse-1975-1038-700	700	hay	n.	hay	ukoko mkwavu	342	HAY
Nurse-1975-1038-701	701	gun	n.	gun	bunduki	1566	GUN
Nurse-1975-1038-702	702	hair	n.	hair	unywele	1040	HAIR
Nurse-1975-1038-703	703	flat of hand	n.	flat of hand	kofi		
Nurse-1975-1038-704	704	knot	n.	knot	kifundo	760	KNOT
Nurse-1975-1038-705	705	heel	n.	heel//heel (cha mguu)	kisigino (cha mguu)	980	HEEL
Nurse-1975-1038-705a	705a	elbow	n.	elbow	kisigino (cha mkono)	981	ELBOW
Nurse-1975-1038-706	706	hoe	n.	elbow (cha mkono)//hoe	jembe	284	HOE
Nurse-1975-1038-707	707	horn, ivory	n.	horn, ivory	pembe		
Nurse-1975-1038-708	708	house	n.	house	nyumba	1252	HOUSE
Nurse-1975-1038-709	709	hyena	n.	hyena	fisi	1799	HYENA
Nurse-1975-1038-710	710	island	n.	island	kisiwa	622	ISLAND
Nurse-1975-1038-711	711	elephant's tusk	n.	elephant's tusk	buri	2495	ELEPHANT TUSK
Nurse-1975-1038-712	712	shin (bone)	n.	shin (bone)	muundi (wa mguu)		
Nurse-1975-1038-713	713	magic	n.	magic	uchawi	392	MAGIC
Nurse-1975-1038-714	714	maize	n.	maize	muhindi	506	MAIZE
Nurse-1975-1038-715	715	young man	n.	young man	mvulana	76	YOUNG MAN
Nurse-1975-1038-716	716	moon	n.	moon	mwezi	1313	MOON
Nurse-1975-1038-717	717	mountain	n.	mountain	mlima	639	MOUNTAIN
Nurse-1975-1038-718	718	night	n.	night	usiku	1233	NIGHT
Nurse-1975-1038-719	719	palm-wine	n.	palm-wine	tembo (kwa kunywa)		
Nurse-1975-1038-720	720	parrot	n.	parrot	kasuku	882	PARROT
Nurse-1975-1038-721	721	penis	n.	penis	mboo	1222	PENIS
Nurse-1975-1038-722	722	place	n.	place	mahali	723	PLACE (POSITION)
Nurse-1975-1038-723	723	salt	n.	salt (=munyu)//salt	chumvi (=munyu)	1274	SALT
Nurse-1975-1038-724	724	shame, modesty	n.	shame, modesty	haya		
Nurse-1975-1038-725	725	shield	n.	shield	ngao	1064	SHIELD
Nurse-1975-1038-726	726	(his) sister, (her) brother	n.	(his) sister/(her) brother//(his) sister, (her) brother	umbu		
Nurse-1975-1038-727	727	slave, bondservant	n.	slave, bond servant//slave, bondservant	mtumwa	812	SLAVE
Nurse-1975-1038-728	728	female slave	n.	female slave	mjakazi		
Nurse-1975-1038-729	729	male slave	n.	male slave	mtwana		
Nurse-1975-1038-730	730	sleeping-place, accommodation	n.	sleeping-place, accommodation	malalo		
Nurse-1975-1038-731	731	sleep	n.	sleep	usingizi	2972	SLEEP (STATE)
Nurse-1975-1038-732	732	song	n.	song	wimbo	1096	SONG
Nurse-1975-1038-733	733	spear	n.	spear	mkuki	945	SPEAR
Nurse-1975-1038-734	734	soul, spirit	n.	soul, spirit	roho	811	SOUL
Nurse-1975-1038-735	735	star	n.	star	nyota	1430	STAR
Nurse-1975-1038-736	736	cudgel	n.	cudgel	gongo		
Nurse-1975-1038-737	737	thin pole	n.	thin pole	ufito		
Nurse-1975-1038-738	738	seat, stool, chair	n.	seat, stool, chair	kiti		
Nurse-1975-1038-739	739	testicle	n.	testicle	pumbu	797	TESTICLES
Nurse-1975-1038-740	740	thorn	n.	thorn	mwiba	124	THORN
Nurse-1975-1038-741	741	tobacco	n.	tobacco	tumbako	974	TOBACCO
Nurse-1975-1038-742	742	toe	n.	toe	kidole (cha mguu)	1389	TOE
Nurse-1975-1038-743	743	tomorrow	n.	tomorrow	kesho	1329	TOMORROW
Nurse-1975-1038-744	744	the day after tomorrow	n.	the day after tomorrow	kesho kutwa	1179	DAY AFTER TOMORROW
Nurse-1975-1038-745	745	urine	n.	urine	mkojo	1142	URINE
Nurse-1975-1038-746	746	wind	n.	wind	upepo	960	WIND
Nurse-1975-1038-747	747	womb	n.	womb	tumbo la uzazi	804	WOMB
Nurse-1975-1038-748	748	pregnancy	n.	pregnancy	mimba		
Nurse-1975-1038-749	749	(sweet) potato	n.	(sweet) potato	kiazi	159	SWEET POTATO
Nurse-1975-1038-750	750	yesterday	n.	yesterday	jana	1174	YESTERDAY
Nurse-1975-1038-751	751	the day before yesterday	n.	the day before yesterday	juzi	1180	DAY BEFORE YESTERDAY
Nurse-1975-1038-752	752	two	n.	two	-wili	1498	TWO
Nurse-1975-1038-753	753	six	n.	six	sita	1703	SIX
Nurse-1975-1038-754	754	seven	n.	seven	saba	1704	SEVEN
Nurse-1975-1038-755	755	nine	n.	nine//nine (=tisa)	kenda (=tisa)	1483	NINE
Nurse-1975-1038-756	756	hundred	n.	hundred	mia	1634	HUNDRED
Nurse-1975-1038-757	757	fierce, sharp	n.	fierce, sharp	-kali		
Nurse-1975-1038-758	758	good	n.	good	-ema	1035	GOOD
Nurse-1975-1038-759	759	beautiful	n.	beautiful	-zuri	1427	BEAUTIFUL
Nurse-1975-1038-760	760	fine, excellent	n.	fine, excellent	bora		
Nurse-1975-1038-761	761	large, great	n.	large, great	-kubwa	1202	BIG
Nurse-1975-1038-762	762	a few, not much	n.	a few, not much	-chache	1242	FEW
Nurse-1975-1038-763	763	sick	n.	sick	-gonjwa	1847	SICK
Nurse-1975-1038-764	764	far	n.	far	mbali	1406	FAR
Nurse-1975-1038-765	765	near	n.	near	karibu	1942	NEAR
Nurse-1975-1038-766	766	here	n.	here	hapa (=huko)	136	HERE
Nurse-1975-1038-767	767	there	n.	there	pale (=kule)	1937	THERE
Nurse-1975-1038-768	768	beat	v.	beat	(ku)piga	1665	BEAT
Nurse-1975-1038-769	769	love, want	v.	love, want	(ku)penda		
Nurse-1975-1038-770	770	see	v.	see	(ku)ona	1409	SEE
Nurse-1975-1038-771	771	armpit	n.	armpit	kwapa	1886	ARMPIT
Nurse-1975-1038-772	772	work as a mason	n.	work as a mason	(kw)aka		
Nurse-1975-1038-773	773	yawn	v.	yawn	(ku)piga miayo	1028	YAWN
Nurse-1975-1038-774	774	lend, borrow	v.	lend, borrow	(ku)azima		
Nurse-1975-1038-775	775	beer	n.	beer	pombe	1639	BEER
Nurse-1975-1038-776	776	boast, brag, praise oneself	v.	boast, brag, praise onself//boast, brag, praise oneself	(ku)jigamba	101	BOAST
Nurse-1975-1038-777	777	swear	v.	swear	(ku)apa	1939	SWEAR
Nurse-1975-1038-778	778	take in (from rain)	v.	take in (from rain, etc.)//take in (from rain)	(ku)amua		
Nurse-1975-1038-779	779	hang in mid-air	v.	hang in mid-air//hang in midair	(ku)agama		
Nurse-1975-1038-780	780	drop, throw down	v.	drop, throw down	(ku)angua	2866	DROP (SOMETHING)
Nurse-1975-1038-781	781	haste	n.	haste	haraka		
Nurse-1975-1038-782	782	answer	v.	answer//answer (maswali)	(ku)jibu (maswali)	1275	ANSWER
Nurse-1975-1038-783	783	scorpion	n.	scorpion	nge	1538	SCORPION
Nurse-1975-1038-784	784	explain	v.	explain	(ku)eleza	1626	EXPLAIN
Nurse-1975-1038-785	785	size, measure	n.	size, measure	cheo	2845	SIZE (OF OBJECT)
Nurse-1975-1038-786	786	abundant	n.	abundant	tele		
Nurse-1975-1038-786a	786a	abound	n.	abound	(ku)jaa tele		
Nurse-1975-1038-787	787	kite	v.	abound//kite	mwewe		
Nurse-1975-1038-788	788	satisfy	v.	satisfy	(ku)ridhisha	2691	PATERNAL AUNT (FATHER'S SISTER)
Nurse-1975-1038-789	789	aunt (=father's sister)	n.	aunt (=father's sister)//aunt (father's sister)	shangazi	1272	AUNT
Nurse-1975-1038-790	790	warthog	n.	warthog//wart-hog	ngizi		
Nurse-1975-1038-791	791	lift up, pick up	v.	lift up, pick up	(ku)inua	371	PICK UP
Nurse-1975-1038-792	792	lay over on one side	v.	lay over on one side	(ku)inika		
Nurse-1975-1038-793	793	many	n.	many	-ingi	1198	MANY
Nurse-1975-1038-794	794	locust	n.	locust	nzige	810	LOCUST
Nurse-1975-1038-795	795	hate, detest	v.	hate, detest	(ku)zia	1607	HATE
Nurse-1975-1038-796	796	become lean, grow thin	v.	become lean, grow thin	(ku)konda		
Nurse-1975-1038-797	797	hook (to pull down branches in plucking fruit) 	n.	hook (to pull down banches in//hook (to pull down branches in	kingoe	1071	HOOK
Nurse-1975-1038-798	798	strength, power	n.	strength, power	nguvu	2526	POWER
Nurse-1975-1038-799	799	catch unawares, startle	v.	catch unawares, statle//catch unawares, startle	(ku)gundua		
Nurse-1975-1038-800	800	hide	v.	hide	(ku)ficha	2486	HIDE
Nurse-1975-1038-801	801	cultivated ground	n.	cultivated ground (shamba)//cultivated ground	mgunda (=shamba)		
Nurse-1975-1038-802	802	sugar cane	n.	sugar cane	muwa	146	SUGAR CANE
Nurse-1975-1038-803	803	crocodile	n.	crocodile//crocodile (ngwena)	mamba (=ngwena)	1857	CROCODILE
Nurse-1975-1038-804	804	fill	v.	fill	(ku)jaza	2006	FILL
Nurse-1975-1038-805	805	lightning	n.	lightning	umeme	1654	LIGHTNING
Nurse-1975-1038-806	806	rock	n.	rock	mwamba	668	ROCK
Nurse-1975-1038-807	807	build	v.	build	(ku)jenga	1840	BUILD
Nurse-1975-1038-808	808	hut	n.	hut	kibanda	1678	HUT
Nurse-1975-1038-809	809	get accustomed	v.	get accustomed	(ku)zoea	1118	ACCUSTOM
Nurse-1975-1038-810	810	jump, leap	v.	jump, leap	(ku)ruka	1829	JUMP
Nurse-1975-1038-811	811	bird	n.	bird//bird (=ndege)	nyuni (=ndege)	937	BIRD
Nurse-1975-1038-812	812	word	n.	word	neno	1599	WORD
Nurse-1975-1038-813	813	spoon	n.	spoon	mwiko	1378	SPOON
Nurse-1975-1038-814	814	master	n.	master	mwinyi	383	MASTER
Nurse-1975-1038-815	815	glide, trickle	v.	glide, trickle	(ku)tiririka		
Nurse-1975-1038-816	816	home	n.	home	kwetu (nyumbani, mjini)	2406	HOME
Nurse-1975-1038-817	817	coagulate	v.	coagulate	(ku)ganda	2395	CONGEAL (BLOOD)
Nurse-1975-1038-818	818	old times	n.	old times	kale		
Nurse-1975-1038-819	819	lobster	n.	lobster	kamba	2397	LOBSTER
Nurse-1975-1038-820	820	peel, shell	v.	peel, shell	(ku)menya		
Nurse-1975-1038-821	821	deny	v.	deny	(ku)kana	755	DENY
Nurse-1975-1038-822	822	shell	n.	shell	kombe (ya pwani)	598	SHELL
Nurse-1975-1038-823	823	food supply for a journey	n.	food supply for a journey	kande		
Nurse-1975-1038-824	824	dawn	v.	dawn	(ku)cha	729	DAWN
Nurse-1975-1038-825	825	step over	v.	step over	(ku)kia		
Nurse-1975-1038-826	826	run	v.	run	(ku)kimbia	1519	RUN
Nurse-1975-1038-827	827	bead(s)	n.	bead(s)	ushanga	1860	BEAD
Nurse-1975-1038-828	828	eyebrow	n.	eyebrow	ushi	1173	EYEBROW
Nurse-1975-1038-829	829	open (=set ajar) a door	v.	open (=set ajar) a door//open (set ajar) a door	(ku)shindua		
Nurse-1975-1038-830	830	startle, jerk	v.	startle, jerk	(ku)shtua		
Nurse-1975-1038-831	831	break wind	v.	break wind	(ku)shuta		
Nurse-1975-1038-832	832	flatulence	n.	flatulence	riahi		
Nurse-1975-1038-833	833	pull, drag	v.	pull, drag	(ku)kokota	2030	DRAG
Nurse-1975-1038-834	834	please, satisfy	v.	please, satisfy	(ku)kora		
Nurse-1975-1038-835	835	oyster	n.	oyster	chaza	2830	OYSTERS
Nurse-1975-1038-836	836	hollow out	v.	hollow out	(ku)komba	46	HOLLOW OUT
Nurse-1975-1038-837	837	snail	n.	snail	konokono	1543	SNAIL
Nurse-1975-1038-838	838	eyelash	n.	eyelash	ukope	1540	EYELASH
Nurse-1975-1038-839	839	shout	v.	shout	(ku)guta	715	SHOUT
Nurse-1975-1038-840	840	remember	v.	remember	(ku)kumbuka	707	REMEMBER
Nurse-1975-1038-841	841	climb, ascend	v.	climb, ascend	(ku)kwea	705	GO UP (ASCEND)
Nurse-1975-1038-842	842	embrace	v.	embrace	(ku)kumbatia	928	EMBRACE
Nurse-1975-1038-843	843	need, request	n.	need, request	haja		
Nurse-1975-1038-844	844	(runner) bean	n.	(runner) bean	ukunde		
Nurse-1975-1038-845	845	midwife	n.	midwife	mkunga		
Nurse-1975-1038-846	846	crow	n.	crow	kunguru	913	CROW
Nurse-1975-1038-847	847	wall	n.	wall	ukuta	933	WALL (OF HOUSE)
Nurse-1975-1038-848	848	fence, enclosure	n.	fence, enclosure	ua	1690	FENCE
Nurse-1975-1038-849	849	squat (on the haunches)	v.	squat (on the haunches)//sguat (on the haunches)	(ku)chuchumaa		
Nurse-1975-1038-850	850	stir	v.	stir	(ku)koroga	696	STIR
Nurse-1975-1038-851	851	close (eyes, mouth)	v.	close (the eyes, mouth, etc.)//close (eyes, mouth)	(ku)fumba (macho, kinywa)		
Nurse-1975-1038-852	852	cover (up)	v.	cover (up)	(ku)funika	761	COVER
Nurse-1975-1038-853	853	jaw (bone)	n.	jaw (bone)	taya	798	JAW
Nurse-1975-1038-854	854	thicket	n.	thicket	kichaka		
Nurse-1975-1038-855	855	scrape, graze	v.	scrape, grace//scrape, graze	(ku)paruza		
Nurse-1975-1038-856	856	scratch, grate	v.	scratch, grate	(ku)kuna	1436	SCRATCH
Nurse-1975-1038-857	857	calf of the leg	n.	calf of the leg	shavu la mguu	498	CALF OF LEG
Nurse-1975-1038-858	858	ferment, turn sour	v.	ferment, turn sour	(ku)chacha	2229	BECOME SOUR
Nurse-1975-1038-859	859	move away, migrate	v.	move away, migrate	(ku)hama	229	MOVE AWAY
Nurse-1975-1038-860	860	wash oneself (after evacuating)	v.	wash oneself (after evacuating	(ku)chamba		
Nurse-1975-1038-861	861	melt	v.	melt	(ku)yeyuka	2334	MELT
Nurse-1975-1038-862	862	python	n.	python	chatu	1563	PYTHON
Nurse-1975-1038-863	863	hiccup	n.	hiccup	kwikwi		
Nurse-1975-1038-864	864	sneeze	v.	sneeze	(ku)chemua (=kupiga chafya)	1621	SNEEZE
Nurse-1975-1038-865	865	slander	v.	slander	(ku)chongea		
Nurse-1975-1038-866	866	spy out	v.	spy out	(ku)peleleza		
Nurse-1975-1038-867	867	shame, disgrace	n.	shame, disgrace	aibu	1776	SHAME
Nurse-1975-1038-868	868	set (of the sun)	v.	set (of the sun)	(ku)chwa	160	SET (HEAVENLY BODIES)
Nurse-1975-1038-869	869	all day	n.	all day	mchana kutwa		
Nurse-1975-1038-870	870	sift	v.	sift	(ku)chunga		
Nurse-1975-1038-871	871	look after grazing cattle, help a sick man on the road 	v.	look after grazing cattle, hel//look after grazing cattle,	(ku)chunga		
Nurse-1975-1038-872	872	bottle	n.	bottle	chupa	1321	BOTTLE
Nurse-1975-1038-873	873	calabash	n.	calabash	buyu	3918	CALABASH
Nurse-1975-1038-874	874	take the skin off, bruise	v.	take the skin off, bruise	(ku)chubua	1148	BRUISE
Nurse-1975-1038-875	875	take leave of	v.	take leave of//take leace of	(ku)aga		
Nurse-1975-1038-876	876	order, direct	v.	order, direct	(ku)agiza	1128	ORDER
Nurse-1975-1038-877	877	calf	n.	calf	ndama	1989	CALF
Nurse-1975-1038-878	878	lick	v.	lick	(ku)lamba	319	LICK
Nurse-1975-1038-879	879	resemble (very closely)	v.	resemble (very closely)	(ku)landa	1777	RESEMBLE
Nurse-1975-1038-880	880	spring (of water)	n.	spring (of water)	chemchem	849	SPRING (OF WATER)
Nurse-1975-1038-881	881	give leave, send away	v.	give leave, send away	(ku)likiza		
Nurse-1975-1038-882	882	bring up (a child)	v.	bring up (a child)	(ku)lea	2134	RAISE (BRING UP)
Nurse-1975-1038-883	883	razor	n.	razor	wembe	151	RAZOR
Nurse-1975-1038-884	884	penknife	n.	penknife	kijembe		
Nurse-1975-1038-885	885	bring, fetch	v.	bring, fetch	(ku)leta	692	BRING
Nurse-1975-1038-886	886	chin	n.	chin	kidevu	1510	CHIN
Nurse-1975-1038-887	887	put together for comparison	v.	put together for comparison	(ku)linga		
Nurse-1975-1038-888	888	match, harmonise	v.	match, harmonise	(ku)lingana	1133	MATCH
Nurse-1975-1038-889	889	forget	v.	forgent//forget	(ku)sahau	1523	FORGET
Nurse-1975-1038-890	890	burden, load	n.	burden, load	mzigo	1679	LOAD
Nurse-1975-1038-891	891	faint, lose consciousness	v.	faint, lose consciousness	(ku)zimia		
Nurse-1975-1038-892	892	place of the dead	n.	place of the dead	kuzimu		
Nurse-1975-1038-893	893	heavy, serious, dull	n.	heavy, serious, dull	-zito		
Nurse-1975-1038-894	894	cork, stopper	n.	cork, stopper	kizibo		
Nurse-1975-1038-895	895	marry (of man)	v.	marry (of man)	(ku)oa	2164	MARRY (AS MAN)
Nurse-1975-1038-896	896	give in marriage (of parents, priests) 	v.	give in marriage (of parents,	(ku)oza		
Nurse-1975-1038-897	897	marriage	n.	marriage	ndoa	2432	MARRIAGE
Nurse-1975-1038-898	898	taste	v.	taste	(ku)onja	21	TASTE (SOMETHING)
Nurse-1975-1038-899	899	examine, measure, test	v.	examine, measure, test	(ku)pima		
Nurse-1975-1038-900	900	effort, exertion	n.	effort, exertion	jitihadi		
Nurse-1975-1038-901	901	be ill, groan	v.	be ill, groan	(ku)ugua	716	GROAN
Nurse-1975-1038-902	902	(crippling) illness	n.	(crippling) illness	uele	1986	DISEASE
Nurse-1975-1038-903	903	bullrush millet	n.	bullrush millet	mwele	931	MILLET
Nurse-1975-1038-904	904	vapour, gas	n.	vapour, gas	mvuke		
Nurse-1975-1038-905	905	sweat	n.	sweat	jasho	125	SWEAT (SUBSTANCE)
Nurse-1975-1038-906	906	cohabit	v.	cohabit	(ku)ingiliana		
Nurse-1975-1038-907	907	flower	n.	flower	ua	239	FLOWER
Nurse-1975-1038-908	908	be spread abroad, become generally known 	v.	be spread abroad, become gener	(ku)tangaa		
Nurse-1975-1038-909	909	put out, be prominent	v.	put out, be prominent	(ku)tokeza		
Nurse-1975-1038-910	910	borrow	v.	borrow	(ku)kopa	1823	BORROW
Nurse-1975-1038-911	911	leak, ooze out	v.	leak, ooze out	(ku)vuja		
Nurse-1975-1038-912	912	suffer, bear patiently	v.	suffer, bear patiently	(ku)vumilia		
Nurse-1975-1038-913	913	grow (of plants)	v.	grow (of plants)	(ku)mea	3461	GROW PLANTS
Nurse-1975-1038-914	914	squeeze out	v.	squeeze out	(ku)minya		
Nurse-1975-1038-915	915	shave	v.	shave	(ku)nyoa	231	SHAVE
Nurse-1975-1038-916	916	give light to	v.	give light to	(ku)mulika		
Nurse-1975-1038-917	917	rain	v.	rain	(ku)nya mvua	1253	RAIN (RAINING)
Nurse-1975-1038-918	918	who?	n.	who?	nani?	1235	WHO
Nurse-1975-1038-919	919	what?	n.	what?	nini?	1236	WHAT
Nurse-1975-1038-920	920	sharpen	v.	sharpen	(ku)noa	251	SHARPEN (SOMETHING)
Nurse-1975-1038-921	921	get fat (of animals)	v.	get fat (of animals)	(ku)nona		
Nurse-1975-1038-922	922	fat (of animals)	n.	fat (of animals)	-nono	1282	FAT (FROM ANIMALS)
Nurse-1975-1038-923	923	porcupine	n.	porcupine	nungu	2510	PORCUPINE
Nurse-1975-1038-924	924	smell out, sniff	v.	smell out, sniff	(ku)nusa	1586	SMELL (PERCEIVE)
Nurse-1975-1038-925	925	hip	n.	hip	nyonga	1745	HIP
Nurse-1975-1038-926	926	all	n.	all	-ote	98	ALL
Nurse-1975-1038-927	927	be adjacent, border	v.	be adjacent, border	(ku)pakana		
Nurse-1975-1038-928	928	boundary	n.	boundary	mpaka	1010	BOUNDARY
Nurse-1975-1038-930	930	bifurcation, cross-roads	n.	bifurcation, cross-roads	pacha (=njia panda)		
Nurse-1975-1038-931	931	decorate	v.	decorate	(ku)pamba	1739	DECORATE
Nurse-1975-1038-932	932	plant, sow	v.	plant, sow	(ku)panda	748	SOW SEEDS
Nurse-1975-1038-933	933	sword	n.	sword	upanga	1535	SWORD
Nurse-1975-1038-934	934	lung	n.	lung	pafu	688	LUNG
Nurse-1975-1038-935	935	mature	n.	mature	-pevu		
Nurse-1975-1038-936	936	be fully developed	v.	be full developed//be fully developed	(ku)pevuka		
Nurse-1975-1038-937	937	winnow	v.	winnow	(ku)pepeta	2462	WINNOWING
Nurse-1975-1038-938	938	turn upside down, turn over	v.	turn upside down, turn over	(ku)pindua	1588	TURN
Nurse-1975-1038-939	939	obstruct	v.	obstruct	(ku)pinga		
Nurse-1975-1038-940	940	fade, disappear	v.	fade, disappear	(ku)fifia	485	DISAPPEAR
Nurse-1975-1038-941	941	spitting cobra	n.	spitting cobra	fira		
Nurse-1975-1038-942	942	broom	n.	broom	ufagio	245	BROOM
Nurse-1975-1038-943	943	sweep	v.	sweep	(ku)fagia	230	SWEEP
Nurse-1975-1038-944	944	hearthstone for putting pots on 	n.	hearthstone for putting pots o	figa (=mafya)		
Nurse-1975-1038-945	945	uncover, reveal	v.	uncover, reveal	(ku)funua	1108	UNCOVER
Nurse-1975-1038-946	946	be shriveled, wrinkled	v.	be shriveled, wrinkled//be shrivelled, wrinkled	(ku)finyana	380	WRINKLED
Nurse-1975-1038-947	947	protect by charms	v.	protect by charms	(ku)finga		
Nurse-1975-1038-948	948	stutter	v.	stutter	(ku)gugumiza	1866	STUTTER
Nurse-1975-1038-949	949	read	v.	read	(ku)soma	724	READ
Nurse-1975-1038-950	950	cool, cure, heal	v.	cool, cure, heal	(ku)poza	499	CURE
Nurse-1975-1038-951	951	spoil, blind	v.	spoil, blind	(ku)pofua		
Nurse-1975-1038-952	952	escape, recover	v.	escape, recover	(ku)pona	1978	RECOVER
Nurse-1975-1038-953	953	bowstring	n.	bowstring	upote	2119	BOW STRING
Nurse-1975-1038-954	954	dry up, ebb	v.	dry up, ebb	(ku)pwa		
Nurse-1975-1038-955	955	beach, coast	n.	beach, coast	pwani	1525	COAST
Nurse-1975-1038-956	956	listen	v.	listen	(ku)sikiliza	1608	LISTEN
Nurse-1975-1038-957	957	rest, take a holiday	v.	rest, take a holiday	(ku)pumzika		
Nurse-1975-1038-958	958	exercise; drive out a devil	v.	exercise; drive out a devil//exercise, drive out a devil (-	(ku)punga (pepo)		
Nurse-1975-1038-959	959	wave, let off a trap, remove a spell 	v.	wave, let off a trap, remove a	(ku)tegua		
Nurse-1975-1038-959a	959a	sprain the ankle	v.	sprain the ankle	(ku)tegua mguu		
Nurse-1975-1038-960	960	jealousy	v.	sprain the angkle//jealousy	wivu	2016	JEALOUSY
Nurse-1975-1038-961	961	ostrich	n.	ostrich	mbuni	3797	OSTRICH
Nurse-1975-1038-962	962	new	n.	new	-pya	1231	NEW
Nurse-1975-1038-963	963	charm (esp. to ensure wife's fidelity) 	n.	charm (esp. to ensure wife's f	tego		
Nurse-1975-1038-964	964	rest the cheek on the hand (in brooding mood) 	v.	rest the cheek on the hand (in	(ku)shika tama		
Nurse-1975-1038-965	965	spring, machine	n.	spring, machine	mtambo		
Nurse-1975-1038-966	966	small cucumber	n.	small cucumber	tango		
Nurse-1975-1038-967	967	slip, be slippery	v.	slip, be slippery	(ku)teleza	1324	SLIP
Nurse-1975-1038-968	968	shiver, shudder	v.	shiver, shudder	(ku)tapa	52	SHIVER
Nurse-1975-1038-969	969	put a pot on the fire	v.	put a pot on the fire	(ku)teleka		
Nurse-1975-1038-970	970	slash	v.	slash	(ku)tema		
