ID	NUMBER	ENGLISH	ENGLISH_GLOSS	FRENCH_GLOSS	CONCEPTICON_ID	CONCEPTICON_GLOSS
Gravina-2014-1611-622	622	fish	fish	faire la pêche // poisson // poisson en général // poisson sp. // poisson(esp.) // pêcher	227	FISH
Gravina-2014-1611-623	623	fish (v)	fish (v)	pêcher, faire la pêche	2638	FISHING
Gravina-2014-1611-624	624	fish bone	fish bone	arête de poisson	3799	FISHBONE
Gravina-2014-1611-625	625	fish dam	fish dam	barrage de poissons		
Gravina-2014-1611-626	626	fish trap	fish trap	nasse	389	FISH TRAP
Gravina-2014-1611-627	627	fish-scale	fish-scale	écaille	266	SCALE
Gravina-2014-1611-628	628	fisherman	fisherman	pêcheur	1858	FISHERMAN
Gravina-2014-1611-629	629	fishhook	fishhook	hameçon	1074	FISHHOOK
Gravina-2014-1611-630	630	fishing line	fishing line	ligne de pêche	19	FISHING LINE
Gravina-2014-1611-631	631	fishing net	fishing net	"filet (générique) // filet de pêche // filet de pêche, ""épervier"""	388	FISHNET
Gravina-2014-1611-632	632	five	five	cinq	493	FIVE
Gravina-2014-1611-633	633	five (5)	five (5)	cinq (5)	493	FIVE
Gravina-2014-1611-634	634	five hundred (500)	five hundred (500)	cinq cents (500)	3516	FIVE HUNDRED
Gravina-2014-1611-635	635	flame	flame	flamme	889	FLAME
Gravina-2014-1611-636	636	flap the wings	flap the wings	battre les ailes		
Gravina-2014-1611-637	637	flatten	flatten	aplatir, aplanir // rendre plat		
Gravina-2014-1611-638	638	flea	flea	puce // puce(esp.)	232	FLEA
Gravina-2014-1611-639	639	flesh	flesh	chair	2259	FLESH
Gravina-2014-1611-640	640	float	float	flotter	1574	FLOAT
Gravina-2014-1611-641	641	flock (of birds)	flock (of birds)	vol, volée (d'oiseaux)		
Gravina-2014-1611-642	642	flock (of sheep, goats)	flock (of sheep, goats)	troupeau (de moutons, de chèvres)	2939	FLOCK (OF ANIMALS)
Gravina-2014-1611-643	643	flood (n)	flood (n)	inondation	613	HIGH TIDE
Gravina-2014-1611-644	644	flour	flour	farine	1594	FLOUR
Gravina-2014-1611-645	645	flow	flow	couler // couper d'un seul coup	2003	FLOW
Gravina-2014-1611-646	646	flower	flower	fleur	239	FLOWER
Gravina-2014-1611-647	647	flute	 // flute	flute // flutte // flûte // flûte vamé // flûte à quatre trous // flûte; flûte jouée par les jeunes hommes, traditionnellement en faisant la cour aux filles // pipeau	777	FLUTE
Gravina-2014-1611-648	648	fly	fly	mouche // mouche(esp.) // voler // voler (oiseau) // voler; s'envoler	1441	FLY (MOVE THROUGH AIR)
Gravina-2014-1611-649	649	fly (n)	fly (n)	mouche	1504	FLY (INSECT)
Gravina-2014-1611-650	650	fly (v)	fly (v)	voler	1441	FLY (MOVE THROUGH AIR)
Gravina-2014-1611-651	651	flying ant	flying ant	fourmi volante		
Gravina-2014-1611-652	652	foam	foam	mousse // mousser // écume // écumer	1768	FOAM
Gravina-2014-1611-653	653	fog	fog	brouillard // brouillard sec // brouillard, brume // brume	249	FOG
Gravina-2014-1611-654	654	fold	fold	plier	1470	FOLD
Gravina-2014-1611-655	655	follow	follow	suivre	1085	FOLLOW
Gravina-2014-1611-656	656	food	food	aliments, nourriture // boule de mil, repas // nourriture // nourriture (Cf.: |fv{-nday}) // nourriture(type); feuille_haricot // repas	256	FOOD
Gravina-2014-1611-657	657	foot	foot	patte // pied // pied ; jambe	1301	FOOT
Gravina-2014-1611-658	658	footstep	footstep	pas (de pied)	318	FOOTPRINT
Gravina-2014-1611-659	659	forbid	forbid	défendre // intedire // interdire	83	FORBID
Gravina-2014-1611-660	660	forearm	forearm	avant-bras	446	LOWER ARM
Gravina-2014-1611-661	661	forehead	forehead	front // front,nuque	123	FOREHEAD
Gravina-2014-1611-662	662	forest	forest	brousse // forêt	420	FOREST
Gravina-2014-1611-663	663	forge	 // forge	forge // forger	288	FORGE
Gravina-2014-1611-664	664	forget	forget	oublier	1523	FORGET
Gravina-2014-1611-665	665	fork (in path)	fork (in path)	bifurcation (de la route)	826	BRANCH (BIFURCATION)
Gravina-2014-1611-666	666	forty (40)	forty (40)	quarante (40)	1716	FORTY
Gravina-2014-1611-667	667	forward (direction)	forward (direction)	en avant	2912	FORWARD
Gravina-2014-1611-668	668	four	 // four	four // quatre	1500	FOUR
Gravina-2014-1611-669	669	four (4)	four (4)	quatre (4) // quatre (4)s	1500	FOUR
Gravina-2014-1611-670	670	four hundred (400)	four hundred (400)	quatre cents (400)		
Gravina-2014-1611-671	671	fourteen (14)	fourteen (14)	quatorze (14)	2451	FOURTEEN
Gravina-2014-1611-672	672	friend	friend	ami // ami(e) // ami, camarade // mon ami	1325	FRIEND
Gravina-2014-1611-673	673	frighten	frighten	effrayer // faire peur	252	FRIGHTEN
Gravina-2014-1611-674	674	frog	frog	crapaud // grenouille // grenouille(esp.) // rainette	503	FROG
Gravina-2014-1611-675	675	frontier (of ethnic area)	frontier (of ethnic area)	frontière (de pays)	2546	BORDER
Gravina-2014-1611-676	676	fruit	 // fruit	donner des graines // fruit // fruit (Cf.: |fv{-nuhw})	1507	FRUIT
Gravina-2014-1611-677	677	fruit bat	fruit bat	chauve-souris // roussette (grande chauve-souris)	235	FLYING FOX
Gravina-2014-1611-678	678	fry	fry	frire	991	FRY
Gravina-2014-1611-679	679	full	full	plein // rempli // rempli ; plein	1429	FULL
Gravina-2014-1611-680	680	full moon	full moon	pleine lune	3690	FULL MOON
Gravina-2014-1611-681	681	funeral (at occasion of death)	funeral (at occasion of death)	funérailles (à l'occasion de la mort), obsèques	3336	FUNERAL
Gravina-2014-1611-682	682	gall bladder	gall bladder	vésicule biliaire	3372	GALL BLADDER
Gravina-2014-1611-683	683	game	game	gibier // jeu // sorte de jeu	2467	GAME
Gravina-2014-1611-684	684	garbage dump	garbage dump	poubelle // poubelle, voirie // voirie, poubelle		
Gravina-2014-1611-685	685	garden	garden	jardin	586	GARDEN
Gravina-2014-1611-686	686	garlic	garlic	ail	2368	GARLIC
Gravina-2014-1611-687	687	gather	gather	cueillir // cueillir; ramasser; récolter // donner (résultat d'une addition) // prendre // ramasser // rassembler // rassembler, ramasser // récolter	7	GATHER
Gravina-2014-1611-688	688	gecko	 // gecko	gecko	2355	GECKO
Gravina-2014-1611-689	689	germinate	germinate	germer // germer ; pousser // germiner	2076	SPROUT (VERB)
Gravina-2014-1611-690	690	get well	get well	guérir // se remettre, se guérir	1978	RECOVER
Gravina-2014-1611-691	691	get, obtain	get, obtain	obtenir, recevoir	694	GET
Gravina-2014-1611-692	692	giant	giant	géant		
Gravina-2014-1611-693	693	gift	gift	cadeau // cadeau (Cf.: |fv{masalaka}) // cadeau, don // don	2982	GIFT
Gravina-2014-1611-694	694	gill	gill	ouïes	1916	GILL
Gravina-2014-1611-695	695	giraffe	giraffe	girafe	3089	GIRAFFE
Gravina-2014-1611-696	696	girl	girl	(petite) fille, fillette // (petite) fille, fillette,vierge // fille	1646	GIRL
Gravina-2014-1611-697	697	give	give	donner // tiens! prends!	1447	GIVE
Gravina-2014-1611-698	698	give pain, hurt	give pain, hurt	faire mal	2411	HURT (SOMEBODY)
Gravina-2014-1611-699	699	gizzard	gizzard	gésier		
Gravina-2014-1611-700	700	gnaw	gnaw	ronger // ronger; manger	2706	GNAW
Gravina-2014-1611-701	701	go	go	aller // aller (beaucoup) // aller, marcher, partir // déplacer; marcher; partir // se mettre en route	695	GO
Gravina-2014-1611-702	702	go back, return	go back, return	retourner	581	COME BACK
Gravina-2014-1611-703	703	go round	go round	contourner		
Gravina-2014-1611-704	704	goat	goat	bouc // chèvre // nombreux en parlant de troupeau	1502	GOAT
Gravina-2014-1611-705	705	goiter	goiter	goitre	1957	GOITER
Gravina-2014-1611-706	706	gold	gold	or	1369	GOLD
Gravina-2014-1611-707	707	good	good	bien // bon // bon; bien // être beau	1035	GOOD
Gravina-2014-1611-708	708	granary	granary	grenier // grénier	3657	GRANARY
Gravina-2014-1611-709	709	granddaughter	granddaughter	petite-fille	1619	GRANDDAUGHTER
Gravina-2014-1611-710	710	grandfather	grandfather	grand-père	1383	GRANDFATHER
Gravina-2014-1611-711	711	grandmother	grandmother	grand-mère // grandmère	1496	GRANDMOTHER
Gravina-2014-1611-712	712	grandson	grandson	petit fils // petit-fils	1618	GRANDSON
Gravina-2014-1611-713	713	grass	grass	(herbe) // fourrage; fourrage ; herbes coupées pour les animaux domestiques // herbe // herbe ; fourage	606	GRASS
Gravina-2014-1611-714	714	grasshopper	grasshopper	criquet // criquet migrateur // sauterelle	607	GRASSHOPPER
Gravina-2014-1611-715	715	grave	 // grave	grave // tombe // tombe, tombeau // tombeau // trou pour cuire des pots (deCol); tombe	1773	GRAVE
Gravina-2014-1611-716	716	gravel	gravel	gravier	3028	GRAVEL
Gravina-2014-1611-717	717	greet	greet	accueillir // saluer	3552	GREET
Gravina-2014-1611-718	718	grind	grind	broyer // grincer // moudre // écraser	1033	GRIND
Gravina-2014-1611-719	719	grinding stone	grinding stone	pierre  moudre // pierre à moudre // pierre à moudre**	2459	GRINDSTONE
Gravina-2014-1611-720	720	groan (with pain)	groan (with pain)	gémir (de douleur)	716	GROAN
Gravina-2014-1611-721	721	groom	groom	marié	3282	GROOM
Gravina-2014-1611-722	722	ground, land	ground, land	sol // terre	2159	GROUND
Gravina-2014-1611-723	723	groundnut	groundnut	arachide	595	GROUNDNUT (PEANUT)
Gravina-2014-1611-724	724	grow (of plants)	grow (of plants)	pousser (plantes)	479	GROW
Gravina-2014-1611-725	725	grow up	grow up	grandir // grandir; grossir	552	GROW UP
Gravina-2014-1611-726	726	growl	growl	grognement // grogner // gronder	3679	GROWL
Gravina-2014-1611-727	727	guava	guava	goyave // goyave; goyavier		
Gravina-2014-1611-728	728	guest, visitor	guest, visitor	"hôte, convié // hôte, convié, visiteur, ""étranger"" // visiteur, ""étranger"""	1782	GUEST
Gravina-2014-1611-729	729	guide (n)	guide (n)	guide		
Gravina-2014-1611-730	730	guinea corn	guinea corn	millet de Guinée, petit mil	347	SORGHUM
Gravina-2014-1611-731	731	guinea fowl	guinea fowl	pintade	456	GUINEA FOWL
Gravina-2014-1611-732	732	gun	gun	fusil	1566	GUN
Gravina-2014-1611-733	733	hail	hail	grêle	609	HAIL
Gravina-2014-1611-734	734	hair	hair	cheveu // cheveux // cheveux; poils // poil // poils	1040	HAIR
Gravina-2014-1611-735	735	hair (of body)	hair (of body)	poil (du corps)	189	HAIR (BODY)
Gravina-2014-1611-736	736	hair (of head)	hair (of head)	cheveux (de tête)	2648	HAIR (HEAD)
Gravina-2014-1611-737	737	half	half	demi // moitié	816	HALF
Gravina-2014-1611-738	738	hammer	hammer	marteau	1481	HAMMER
Gravina-2014-1611-739	739	hand	hand	main	1277	HAND
Gravina-2014-1611-740	740	handle	handle	manche // manche d'un outil // poignée, manche, anse	1254	HANDLE
Gravina-2014-1611-741	741	hang up	hang up	accrocher	357	HANG UP
Gravina-2014-1611-742	742	harden	harden	durcir // endurcir		
Gravina-2014-1611-743	743	hardship, distress	hardship, distress	difficulté, détresse // difficulté, détresse,souffrance		
Gravina-2014-1611-744	744	hare	hare	le lapin // lièvre	1190	HARE
Gravina-2014-1611-745	745	harmattan	harmattan	harmattan	451	HARMATTAN
Gravina-2014-1611-746	746	harp	harp	guitare; harpe // harpe // harpe, cithère	2597	HARP
Gravina-2014-1611-747	747	harvest (maize) (v)	harvest (maize) (v)	récolter (le maïs)	1827	HARVEST CROPS
Gravina-2014-1611-748	748	harvest (n)	harvest (n)	moisson, récolte	3541	HARVEST OR HARVEST SEASON
Gravina-2014-1611-749	749	harvest, collect (honey from hive)	harvest, collect (honey from hive)	cueillir (le miel)		
Gravina-2014-1611-750	750	harvest, dig up (yams)	harvest, dig up (yams)	récolter, déterrer (ignames)		
Gravina-2014-1611-751	751	hasten, hurry	hasten, hurry	se dépêcher	754	HURRY
Gravina-2014-1611-752	752	hat	hat	chapeau // chapeau (pour les hommes) // chapeau; bonnet	771	HAT
Gravina-2014-1611-753	753	hatch	hatch	couvée // éclore	3116	HATCH (OUT)
Gravina-2014-1611-754	754	hate (v)	hate (v)	haïr, détester	1607	HATE
Gravina-2014-1611-755	755	have	have	avoir, posséder	773	HAVE
Gravina-2014-1611-756	756	hawk	hawk	épervier // épervier (oiseau) // épervier, faucon	307	HAWK
Gravina-2014-1611-757	757	he-goat, billy goat	he-goat, billy goat	bouc	2475	MALE GOAT
Gravina-2014-1611-758	758	head	head	tête	1256	HEAD
Gravina-2014-1611-759	759	head of arrow	head of arrow	fer, pointe (de flèche)	3255	POINT (POINTED END)
Gravina-2014-1611-760	760	headache	headache	mal de tête; |uc{pensée:} // maux de tête	3625	HEADACHE
Gravina-2014-1611-761	761	headpad	headpad	coussinet de portage // support		
Gravina-2014-1611-762	762	heal (trans.), cure (v)	heal (trans.), cure (v)	guérir	499	CURE
Gravina-2014-1611-763	763	heap up	heap up	entasser	1576	PILE UP
Gravina-2014-1611-764	764	hear	hear	entendre	1408	HEAR
Gravina-2014-1611-765	765	heart	heart	coeur // coeur; colère // cœur	1223	HEART
Gravina-2014-1611-766	766	heavy	heavy	lourd // lourd; pesant	1210	HEAVY
Gravina-2014-1611-767	767	heel	heel	talon	980	HEEL
Gravina-2014-1611-768	768	heifer	heifer	génisse		
Gravina-2014-1611-769	769	hello	hello	bonjour // salut! bonjour! // salut!, bonjour!	3553	HELLO
Gravina-2014-1611-770	770	help	help	aide // aider // aider ; aller au secours ; se presser, se précipiter	1897	HELP
Gravina-2014-1611-771	771	hem (n)	hem (n)	ourlet, bord		
Gravina-2014-1611-772	772	hen	hen	poule // poule, coq	1514	HEN
Gravina-2014-1611-773	773	herd (cattle, sheep) (n)	herd (cattle, sheep) (n)	troupeau (bœufs, moutons)	1153	CATTLE
Gravina-2014-1611-774	774	herd (of cattle)	herd (of cattle)	troupeau (de bœufs)	1153	CATTLE
Gravina-2014-1611-775	775	here	here	(|fi{destination}) vers ici // (|fi{lieu}) ici // ici // lɑè // voici	136	HERE
Gravina-2014-1611-776	776	hernia	hernia	hernie		
Gravina-2014-1611-777	777	heron	heron	héron // héron ; marabout // héron cendré	758	HERON
Gravina-2014-1611-778	778	hesitate	hesitate	hésiter	3629	HESITATE
Gravina-2014-1611-779	779	hiccough (n)	hiccough (n)	hoquet // hoqueter		
Gravina-2014-1611-780	780	hide (of animal)	hide (of animal)	peau (d'animal)	2614	SKIN (ANIMAL)
Gravina-2014-1611-781	781	hide (tr)	hide (tr)	cacher	602	HIDE (CONCEAL)
Gravina-2014-1611-782	782	hill	hill	colline // colline, monticule	614	HILL
Gravina-2014-1611-783	783	hip	hip	hanche	1745	HIP
Gravina-2014-1611-784	784	hippopotamus	hippopotamus	hippopotame	3145	HIPPOPOTAMUS
Gravina-2014-1611-785	785	hit, beat (with stick/spear)	hit, beat (with stick/spear)	frapper, battre (avec un bâton)	353	STRIKE
Gravina-2014-1611-786	786	hit, strike (with hand)	hit, strike (with hand)	frapper, battre (avec la main)	2133	STRIKE OR BEAT
Gravina-2014-1611-787	787	hoe (n)	hoe (n)	houe	284	HOE
Gravina-2014-1611-788	788	hold	hold	tenir // tenir bien	1448	HOLD
Gravina-2014-1611-789	789	hole	hole	fenêtre // trou // trou d'animal // trou d'argile // trou dans l'oreille // trou trop ouvert // trou_(dans le sol)	1667	HOLE
Gravina-2014-1611-790	790	honey	honey	miel	942	HONEY
Gravina-2014-1611-791	791	honour (v)	honour (v)	honorer	3628	HONOR (SOMEBODY)
Gravina-2014-1611-792	792	hoof	hoof	sabot	152	HOOF
Gravina-2014-1611-793	793	hope (v)	hope (v)	espérer	3212	HOPE (SOMETHING)
Gravina-2014-1611-794	794	horn	horn	cor // corne // corne_musicale	1393	HORN (ANATOMY)
Gravina-2014-1611-795	795	horn (musical instrument)	horn (musical instrument)	cor	939	HORN (INSTRUMENT)
Gravina-2014-1611-796	796	horse	horse	cheval	615	HORSE
Gravina-2014-1611-797	797	host	host	hôte (qui accueille)	1545	HOST
Gravina-2014-1611-798	798	hot weather	hot weather	temps chaud	3693	HOT WEATHER
Gravina-2014-1611-799	799	house	house	chez // maison	1252	HOUSE
Gravina-2014-1611-800	800	how many?	how many?	combien // combien?	822	HOW MANY
Gravina-2014-1611-801	801	how?	how?	comment // comment?	1239	HOW
Gravina-2014-1611-802	802	hump (of cow)	hump (of cow)	bosse (de vache)	534	HUMP
Gravina-2014-1611-803	803	hump (of hunchback)	hump (of hunchback)	bosse	534	HUMP
Gravina-2014-1611-804	804	hunchback	hunchback	bossu	99	HUNCHBACK
Gravina-2014-1611-805	805	hundred	hundred	cent	1634	HUNDRED
Gravina-2014-1611-806	806	hundred (100)	hundred (100)	cent // cent (100)	1634	HUNDRED
Gravina-2014-1611-807	807	hunger	hunger	faim // famine; faim	1864	HUNGER
Gravina-2014-1611-808	808	hunt (n)	hunt (n)	chasse		
Gravina-2014-1611-809	809	hunt (v)	hunt (v)	chasser	1435	HUNT
Gravina-2014-1611-810	810	hunter	hunter	chasseur // spécialiste en chasse	1053	HUNTER
Gravina-2014-1611-811	811	hunting net	hunting net	filet de chasse		
Gravina-2014-1611-812	812	hurt oneself	hurt oneself	se blesser		
Gravina-2014-1611-813	813	husband	husband	mari // mari, mâle // mari, époux // maître; mari	1200	HUSBAND
Gravina-2014-1611-814	814	husk (corn) (v)	husk (corn) (v)	décortiquer (maïs)		
Gravina-2014-1611-815	815	hut	hut	case // case ; chambre // case, chambre à coucher, pièce // chambre // hutte	1678	HUT
Gravina-2014-1611-816	816	hyena	hyena	hyène // l'hyène	1799	HYENA
Gravina-2014-1611-817	817	if	if	dans le cas que // lorsque // si // si; quand	1459	IF
Gravina-2014-1611-818	818	illness, disease	illness, disease	maladie	1986	DISEASE
Gravina-2014-1611-819	819	imitate	imitate	imiter	117	IMITATE
Gravina-2014-1611-820	820	in front of, before	in front of, before	devant	1883	IN FRONT OF
Gravina-2014-1611-821	821	increase (intr)	increase (intr)	augmenter (intr)	1041	INCREASE
Gravina-2014-1611-822	822	incubate, set on eggs	incubate, set on eggs	couver	2075	BROOD (VERB)
Gravina-2014-1611-823	823	inherit	inherit	hériter	3664	INHERIT
Gravina-2014-1611-824	824	inheritance	inheritance	héritage		
Gravina-2014-1611-825	825	insect	insect	charançon // insecte // insecte(esp.)	620	INSECT
Gravina-2014-1611-826	826	inside	inside	dedans // intérieur // là-dedans // à l' intérieure // à l'intérieur	1606	INSIDE
Gravina-2014-1611-827	827	insult (n)	insult (n)	insulte		
Gravina-2014-1611-828	828	insult (v)	insult (v)	insulter	3204	INSULT
Gravina-2014-1611-829	829	intestinal worm	intestinal worm	ténia (ver) // ver intestinal // vermiforme	3623	INTESTINAL WORM
Gravina-2014-1611-830	830	intestines	intestines	intestins	1991	INTESTINES
Gravina-2014-1611-831	831	invite	invite	invite // inviter	1611	INVITE
Gravina-2014-1611-832	832	invite, assemble (people)	invite, assemble (people)	inviter, rassembler	3638	ASSEMBLE (GET TOGETHER)
Gravina-2014-1611-833	833	iron	iron	fer // fer à repassage // fer, métal // repasser	621	IRON
Gravina-2014-1611-834	834	island	island	île	622	ISLAND
Gravina-2014-1611-835	835	itch (the itch)	itch (the itch)	démangeaison	3855	ITCH (CAUSE ITCHING OR FEEL ITCHY)
Gravina-2014-1611-836	836	jackal	jackal	chacal	3313	JACKAL
Gravina-2014-1611-837	837	jaw	jaw	machoir // mâchoire	798	JAW
Gravina-2014-1611-838	838	join, put together	join, put together	joindre, unir, relier	1743	JOIN
Gravina-2014-1611-839	839	journey (n)	journey (n)	voyage	2393	JOURNEY
Gravina-2014-1611-840	840	judge (v)	judge (v)	juger	1818	ADJUDICATE
Gravina-2014-1611-841	841	juice	juice	jus // presser	1499	JUICE
Gravina-2014-1611-842	842	jump (v)	jump (v)	sauter	1829	JUMP
Gravina-2014-1611-843	843	keep, store	keep, store	garder, emmagasiner		
Gravina-2014-1611-844	844	kernel (of corn, maize)	kernel (of corn, maize)	grain (de maïs)		
Gravina-2014-1611-845	845	kick	kick	coup de pied // donner un coup de pied // heurter_de_pied	1135	KICK
Gravina-2014-1611-846	846	kid	kid	cabri, chevreau // gosse // petite chèvre	1972	YOUNG GOAT (KID)
Gravina-2014-1611-847	847	kidney	kidney	rein // rognon	489	KIDNEY
Gravina-2014-1611-848	848	kill, murder	kill, murder	tuer	1417	KILL
Gravina-2014-1611-849	849	kitchen	kitchen	cuisine	1365	KITCHEN
Gravina-2014-1611-850	850	kitten	kitten	chaton		
Gravina-2014-1611-851	851	knead	knead	pétrir	274	KNEAD
Gravina-2014-1611-852	852	knee	knee	genou	1371	KNEE
Gravina-2014-1611-853	853	kneel	kneel	agenouiller // agénouiller // s'agenouiller	66	KNEEL
Gravina-2014-1611-854	854	knife	knife	couteau // coutelas	1352	KNIFE
Gravina-2014-1611-855	855	knock down	knock down	gauler // renverser, terrasser		
Gravina-2014-1611-856	856	knot	knot	noeud // nouer // nœud	760	KNOT
Gravina-2014-1611-857	857	knot (in wood)	knot (in wood)	noeud (en bois) // nœud (en bois)		
Gravina-2014-1611-858	858	know	know	connaître, savoir // connaître; savoir // savoir // savoir, connaître // savoir; savoir ou connaître	3626	KNOW
Gravina-2014-1611-859	859	knowledge	knowledge	connaissance	3874	KNOWLEDGE
Gravina-2014-1611-860	860	knuckle, joint	knuckle, joint	articulation, jointure		
Gravina-2014-1611-861	861	lack (v)	lack (v)	manquer	2329	LACK (NOT HAVE)
Gravina-2014-1611-862	862	ladder	ladder	échelle	1464	LADDER
Gravina-2014-1611-863	863	ladle	ladle	louche	2657	LADLE
Gravina-2014-1611-864	864	lake	lake	lac // lac ; mare ; étang // mer	624	LAKE
Gravina-2014-1611-865	865	lamb	lamb	agneau	820	LAMB
Gravina-2014-1611-866	866	lamp, torch	lamp, torch	lampe, torche	2131	TORCH OR LAMP
Gravina-2014-1611-867	867	lance (spear) (n)	lance (spear) (n)	lance (épée)	945	SPEAR
Gravina-2014-1611-868	868	language	language	langue // langue, langage // langue, language // parole	1307	LANGUAGE
Gravina-2014-1611-869	869	last year	last year	l'an passé // l'année dernière // l'année passée	514	LAST YEAR
Gravina-2014-1611-870	870	late	late	tard	477	LATE
Gravina-2014-1611-871	871	latrine, toilet	latrine, toilet	latrine, toilette	219	TOILET
Gravina-2014-1611-872	872	laugh	laugh	rire	1355	LAUGH
Gravina-2014-1611-873	873	law	law	bras aprés l'épaule; loi // loi	1062	LAW
Gravina-2014-1611-874	874	lay (eggs)	lay (eggs)	pondre (œuf)	2464	LAY EGGS
Gravina-2014-1611-875	875	lead, guide (v)	lead, guide (v)	accompagner // diriger, guider	43	LEAD (GUIDE)
Gravina-2014-1611-876	876	leaf	leaf	feuille // feuille (d'arbre) // feuille d'arbre // feuille de la plante appelée (mazyaw) ??; feuille de (méötuàhuèz) ??	628	LEAF
Gravina-2014-1611-877	877	lean against (intr)	lean against (intr)	s'appuyer (contre)	3619	LEAN
Gravina-2014-1611-878	878	learn	learn	apprendre	504	LEARN
Gravina-2014-1611-879	879	leave	leave	laisse ! // laisser // laisser (qqch qqpart) // laisser; laisser qqch // partir // partir ; quitter // repartir	1752	LEAVE
Gravina-2014-1611-880	880	leave (place)	leave (place)	quitter // quitter, partir	1752	LEAVE
Gravina-2014-1611-881	881	leech	leech	insecte_sangsue // sangsue	2273	LEECH
Gravina-2014-1611-882	882	left (direction)	left (direction)	() gauche // (à) gauche // ( ) gauche	244	LEFT
Gravina-2014-1611-883	883	leftovers	leftovers	crotte; restes de la nourriture // galette // les restes // reste_d'un_repas; détritus // restes // restes de la nourriture		
Gravina-2014-1611-884	884	leg	leg	jambe	1297	LEG
Gravina-2014-1611-885	885	lemon	lemon	citron	3091	LEMON
Gravina-2014-1611-886	886	lend	lend	prêter	582	LEND
Gravina-2014-1611-887	887	lengthen	lengthen	rallonger	3700	LENGTHEN
Gravina-2014-1611-888	888	leopard	leopard	caracal // leopard // léopard // léopard, panthère // panthère	1139	LEOPARD
Gravina-2014-1611-889	889	leprosy	leprosy	lèpre	3624	LEPROSY
Gravina-2014-1611-890	890	lick	lick	lécher	319	LICK
Gravina-2014-1611-891	891	lie	 // lie	lie // mensonge // mentir	601	LIE (MISLEAD)
Gravina-2014-1611-892	892	lie (n) (falsehood)	lie (n) (falsehood)	mensonge	2826	LIE (FALSEHOOD)
Gravina-2014-1611-893	893	lie (v) (tell lies)	lie (v) (tell lies)	mentir	601	LIE (MISLEAD)
Gravina-2014-1611-894	894	lie down	lie down	coucher // s'étaler // se coucher	215	LIE DOWN
Gravina-2014-1611-895	895	life	life	vie	210	LIFE
Gravina-2014-1611-896	896	lift	lift	se dit de l' action que fait un animal qui sort de sa cachette // soulever	501	LIFT
Gravina-2014-1611-897	897	light	light	allumer // allumer (feu) // clair // leàger // lumiere // lumière // léger	1052	LIGHT (WEIGHT)
Gravina-2014-1611-898	898	light (fire) (v)	light (fire) (v)	activer (un feu)	737	LIGHT (IGNITE)
Gravina-2014-1611-899	899	lightning	lightning	éclair // éclaire	1654	LIGHTNING
Gravina-2014-1611-900	900	like	like	aimer // comme // vouloir; aimer	1117	LIKE
Gravina-2014-1611-901	901	limp	limp	boiter // boîter // mou	366	LIMP
Gravina-2014-1611-902	902	lion	 // lion	lion	1386	LION
Gravina-2014-1611-903	903	lip	lip	lèvre	478	LIP
Gravina-2014-1611-904	904	listen	listen	écouter	1608	LISTEN
Gravina-2014-1611-905	905	liver	liver	foie	1224	LIVER
Gravina-2014-1611-906	906	lizard	lizard	agame // lézard // lézard ; margouillat // lézard esp. // lézard(esp.) // margouillard // margouillat // varan // varan terrestre	632	LIZARD
Gravina-2014-1611-907	907	load, burden (n)	load, burden (n)	charge, fardeau	1679	LOAD
Gravina-2014-1611-908	908	locust	locust	criquet // criquet ; sauterelle // criquet; sauterelle // locuste // locuste, criquet // sauterelle // sauterelle, locuste, criquet migrateur	810	LOCUST
Gravina-2014-1611-909	909	loincloth	loincloth	cache-sexe // culotte	1965	LOINCLOTH
Gravina-2014-1611-910	910	long	 // long	long // longue	1203	LONG
Gravina-2014-1611-911	911	look after	look after	garder // prendre soin (de quelqu'un)	253	CARE FOR
Gravina-2014-1611-912	912	look at	look at	regarder	1819	LOOK
Gravina-2014-1611-913	913	look for	look for	chercher // chercher, essayer de trouver	1468	LOOK FOR
Gravina-2014-1611-914	914	loosen	loosen	desserrer // desserrer, relâcher // déserrer // désserrer	1933	LOOSEN
Gravina-2014-1611-915	915	lose (tr)	lose (tr)	perdre	1660	LOSE
Gravina-2014-1611-916	916	louse	louse	insecte_puce // pou // pou (de tête) // poux ; parasite des poules	1392	LOUSE
Gravina-2014-1611-917	917	love (n)	love (n)	amour	3834	LOVE (AFFECTION)
Gravina-2014-1611-918	918	love (v)	love (v)	aimer	923	LOVE
Gravina-2014-1611-919	919	lower (tr)	lower (tr)	baisser		
Gravina-2014-1611-920	920	lump (clay, mud)	lump (clay, mud)	motte		
Gravina-2014-1611-921	921	lung	lung	poumon	688	LUNG
Gravina-2014-1611-922	922	machete, cutlass	machete, cutlass	machette, coupe-coupe	2680	MACHETE
Gravina-2014-1611-923	923	mad person	mad person	(un) fou, insensé	2321	MAD PERSON
Gravina-2014-1611-924	924	madness	madness	folie		
Gravina-2014-1611-925	925	magic	magic	magie	392	MAGIC
Gravina-2014-1611-926	926	mahogany tree	mahogany tree	acajou // caïlcédrat	455	MAHOGANY TREE
Gravina-2014-1611-927	927	maize, corn	maize, corn	maïs	506	MAIZE
Gravina-2014-1611-928	928	make smooth	make smooth	rendre lisse, lisser		
Gravina-2014-1611-929	929	malaria (fever)	malaria (fever)	paludisme (la fièvre)	3059	MALARIA
Gravina-2014-1611-930	930	male (sex)	male (sex)	mâle // mâle (sexe)	1553	MALE
