ID	Number	KBA_ID	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	COMMENTS	French	German	Afrikaans	Tswana	Scientific	Category	Möhlig	Swadesh	LJ
KBA-2021-912-390	390	m26-k82-bp-fl-fa	to marry (of the woman; of the man)	203	MARRY	Marry is specified in concepticon (Mann heiratet Frau, etc.)	se marier, épouser	heiraten, ehelichen	trou	-nyala, -tsaya		1. Social life  1A.Social structure	M112		
KBA-2021-912-391	391	m260-k-bp-fl-fa	to cut	1432	CUT		couper	schneiden, zerschneiden, durchschneiden	sny (afsny, deursny)	go kgaoganya		3B. In the Kitchen	M236	s025	
KBA-2021-912-392	392	m261-k-bp-fl-fa	to pound	354	POUND			stampfen, zerstampfen, zerstoßen	fynstamp	go thuga		3B. In the Kitchen	M238		
KBA-2021-912-393	393	m262-k-bp-fl-fa	to grind (grain)	1033	GRIND		moudre	mahlen, zermahlen	maal	go thuga		3B. In the Kitchen	M239		lj100
KBA-2021-912-394	394	m263-k-bp-fl-fa	mortar	224	MORTAR		mortier	Mörser, Reibschale	vysel, mortier	lelwala		3B. In the Kitchen	M240		
KBA-2021-912-395	395	m264-k-bp-fl-fa	pestle	225	PESTLE		pilon	Stößel	stamp	kika		3B. In the Kitchen	M241		
KBA-2021-912-396	396	m265-k-bp-fl-fa	bed	1663	BED		lit	Bett	bed	bolao		3C. Household Effects and Affairs	M242		
KBA-2021-912-397	397	m266-k-bp-fl-fa	chair	1476	CHAIR		chaise,siège	Stuhl	stoel	setilo		3C. Household Effects and Affairs	M243		
KBA-2021-912-398	398	m267-k-bp-fl-fa	mat	195	MAT		natte	Matte	mat	mmetse		3C. Household Effects and Affairs	M244		
KBA-2021-912-399	399	m268-k-bp-fl-fa	bag	2468	BAG		sac	Beutel, Tasche	sak, tas	beke		3C. Household Effects and Affairs	M245		
KBA-2021-912-400	400	m269-k-bp-fl-fa	basket	1539	BASKET		panier	Korb	mandjie	basekete		3C. Household Effects and Affairs	M246		
KBA-2021-912-401	401	m27-k-bp-fl-fa	marriage	2432	MARRIAGE		mariage, noces	Ehe	huwelik	nyalo, di-		1. Social life  1A.Social structure	M111		
KBA-2021-912-402	402	m270-k-bp-fl-fa	bottle	1321	BOTTLE		bouteille	Flasche	bottel, fles			3C. Household Effects and Affairs	M247		
KBA-2021-912-403	403	m271-k-bp-fl-fa	calabash, gourd	411	GOURD		calebasse	Kalebasse	kalbas			3C. Household Effects and Affairs	M248		
KBA-2021-912-404	404	m272-k-bp-fl-fa	hammer	1481	HAMMER		marteau	Hammer	hamer			3C. Household Effects and Affairs	M249		
KBA-2021-912-405	405	m274-k-bp-fl-fa	axe, ax	2083	AXE (CLASSIFIER)		hache	Beil, Axt	byl	selepe		3C. Household Effects and Affairs	M251		
KBA-2021-912-406	406	m275-k-bp-fl-fa	knife	1352	KNIFE		couteau	Messer	mes	thipa		3C. Household Effects and Affairs	M252		
KBA-2021-912-407	407	m276-k-bp-fl-fa	sharp (knife)	1396	SHARP		tranchant, aiguisé	scharf	skerp	thipa ee bogale		3C. Household Effects and Affairs	M253	s133	
KBA-2021-912-408	408	m277-k-bp-fl-fa	blunt (knife)	379	BLUNT		émoussé	stumpf	stomp	thipa ee seng bogale		3C. Household Effects and Affairs	M254		
KBA-2021-912-409	409	m278-k-bp-fl-fa	broom	245	BROOM		balai	Besen	besem	lefeelo		3C. Household Effects and Affairs	M255		
KBA-2021-912-410	410	m279-k-bp-fl-fa	to sweep	230	SWEEP		balayer	fegen, kehren	vee	go feela		3C. Household Effects and Affairs	M256		
KBA-2021-912-411	411	m28-k122-bp-fl-fa	family	194	FAMILY		famille	Familie	gesin, familie			1. Social life  1A.Social structure	M110		
KBA-2021-912-412	412	m281-k-bp-fl-fa	mirror	1171	MIRROR		miroir, glace	Spiegel	spieël	seipone		3C. Household Effects and Affairs	M258		
KBA-2021-912-413	413	m282-k-bp-fl-fa	rope	1218	ROPE		corde	Seil	lyn, tou	mogala		3C. Household Effects and Affairs	M259	s122	lj091
KBA-2021-912-414	414	m283-k-bp-fl-fa	knot	760	KNOT		noeud	Knoten	knoop	go hunela		3C. Household Effects and Affairs	M260		
KBA-2021-912-415	415	m284-k-bp-fl-fa	to hang up	357	HANG UP		suspendre	aufhängen	ophang	go kaletsa		3C. Household Effects and Affairs	M261		
KBA-2021-912-416	416	m285-k-bp-fl-fa	to split (firewood)	3151	CUT (WITH AXE)		fendre	spalten	kap (hout)	go rema dikgong		3C. Household Effects and Affairs	M262	s148	
KBA-2021-912-417	417	m286-k-bp-fl-fa	to sew	1457	SEW		coudre	nähen	naai	go roka		3C. Household Effects and Affairs	M263	s132	
KBA-2021-912-418	418	m287-k-bp-fl-fa	to wash (clothes)	2503	LAUNDER (WASH CLOTHES)		laver (vêtements)	waschen (Kleidung)	was (klere)	go tlhatswa		3C. Household Effects and Affairs	M264	s180	
KBA-2021-912-419	419	m288-k-bp-fl-fa	to wipe	1454	WIPE		essuyer	wischen, abwischen	vee, afvee(g)	go sutlha		3C. Household Effects and Affairs		s193	
KBA-2021-912-420	420	m289-k-bp-fl-fa	to rub	1449	RUB		frotter	reiben, abreiben	vryf, vrywe	go tshasa		3C. Household Effects and Affairs		s124	
KBA-2021-912-421	421	m29-k123-bp-fl-fa	clan, lineage, tribe				clan, tribu	Sippe, Geschlecht, Stamm	clan, (familie)stam, sibbe	kgotla, ma-; morafe, me-; letso/lotso		1. Social life  1A.Social structure	M106		
KBA-2021-912-422	422	m290-k-bp-fl-fa	to squeeze	1414	SQUEEZE		presser	quetschen, ausquetschen, wringen	druk, pers, uitpers			3C. Household Effects and Affairs		s149	
KBA-2021-912-423	423	m291-k-bp-fl-fa	field (for cultivation)	212	FIELD		champ	Feld, Acker	veld, land, akker	tshimo		4. Profession  4A. Agriculture	M265		
KBA-2021-912-424	424	m292-k-bp-fl-fa	to cultivate	1541	CULTIVATE		labourer	bebauen, beackern, kultivieren	landbou, bewerk	go lema		4. Profession  4A. Agriculture	M266		
KBA-2021-912-425	425	m293-k-bp-fl-fa	to dig (hole)	1418	DIG		creuser,piocher	graben	grawe, graaf	go epa		4. Profession  4A. Agriculture	M267	s028	
KBA-2021-912-426	426	m294-k-bp-fl-fa	hoe, rake				houe	Hacke	skoffelpik	mogoma		4. Profession  4A. Agriculture	M268		
KBA-2021-912-427	427	m295-k-bp-fl-fa	to rake	3127	RAKE (SOMETHING)		ratisser, râteler	harken, rechen	hark	go haraka		4. Profession  4A. Agriculture	M269		
KBA-2021-912-428	428	m296-k-bp-fl-fa	to plant	1486	PLANT (SOMETHING)		planter	pflanzen, anpflanzen	plant	go kabela,go lema		4. Profession  4A. Agriculture	M270		
KBA-2021-912-429	429	m297-k-bp-fl-fa	to weed	3548	PULL UP WEEDS		désherber, arracher les mauvaises herbes de	jäten, Unkraut jäten	skoffel, onkruid uittrek	go tlhagola		4. Profession  4A. Agriculture	M271		
KBA-2021-912-430	430	m298-k-bp-fl-fa	to harvest	1827	HARVEST CROPS		moissonner, récolter (cueillir)	ernten	oes			4. Profession  4A. Agriculture	M272		
KBA-2021-912-431	431	m299-k-bp-fl-fa	to gather (fruits)	7	GATHER		recueillir, rassembler	sammeln	insamel	go kgetla		4. Profession  4A. Agriculture	M273		
KBA-2021-912-432	432	m3-k91-bp29-fl-fa	man (male)	2106	MALE PERSON		homme	Mann	man	monna, ba-		1. Social life  1A.Social structure	M129	s094	
KBA-2021-912-433	433	m30-k-bp-fl-fa	elder					Älteste(r)	oudste, ouderling	mogogi, ba-		1. Social life  1A.Social structure	M107		
KBA-2021-912-434	434	m30-k94-bp-fl-fa	elder					Älteste(r)	oudste, ouderling	mogogi, ba-		1. Social life  1A.Social structure	M107		
KBA-2021-912-435	435	m30-k95-bp-fl-fa	elder					Älteste(r)	oudste, ouderling	mogogi, ba-		1. Social life  1A.Social structure	M107		
KBA-2021-912-436	436	m300-k-bp-fl-fa	to pick up	371	PICK UP		ramasser	auflesen, aufheben	ophef	go sela		4. Profession  4A. Agriculture	M274		
KBA-2021-912-437	437	m301-k-bp-fl-fa	load	1679	LOAD		charge, chargement	Ladung, Last, Fracht	las, vrag	mopako		4. Profession  4A. Agriculture	M275		
KBA-2021-912-438	438	m302-k-bp-fl-fa	stock (of grain)				réserve	Vorrat	voorraad (v. korrel)	mopako		4. Profession  4A. Agriculture	M276		
KBA-2021-912-439	439	m303-k-bp-fl-fa	barn, granary				grenier (à blé), silo (à céréales)	Scheune, Speicher	skuur			4. Profession  4A. Agriculture	M277		
KBA-2021-912-440	440	m304-k-bp-fl-fa	cattle	1153	CATTLE		bétail	Vieh	beeste	dikgomo		4B. Stock-farming	M278		
KBA-2021-912-441	441	m305-k-bp-fl-fa	to rear	2134	RAISE (BRING UP)		élèver	halten, züchten	teel	go rua		4B. Stock-farming	M279		
KBA-2021-912-442	442	m306-k-bp-fl-fa	to herd	2885	HERD (SOMETHING)			hüten	oppas, bewaak	go disa		4B. Stock-farming	M280		
KBA-2021-912-443	443	m307-k-bp-fl-fa	bull	1008	BULL		taureau	Bulle, Stier	bul	poo		4B. Stock-farming	M281		
KBA-2021-912-444	444	m308-k-bp-fl-fa	cow	1007	COW		vache	Kuh	koei	kgomo e namagadi		4B. Stock-farming	M282		
KBA-2021-912-445	445	m309-k-bp58-fl-fa	to milk	93	DRAW MILK		traire	melken	melk	go gama		4B. Stock-farming	M283		
KBA-2021-912-446	446	m31-k103-bp-fl-fa	friend	1325	FRIEND		ami	Freund	vriend	tsala, di-		1. Social life  1A.Social structure	M108		
KBA-2021-912-447	447	m310-k-bp-fl-fa	to churn	696	STIR		baratter	buttern	botter maak, karring	go dira madila		4B. Stock-farming	M284		
KBA-2021-912-448	448	m311-k-bp-fl-fa	donkey	1862	DONKEY		âne	Esel	esel, donkie	tonki		4B. Stock-farming	M285		
KBA-2021-912-449	449	m312-k-bp-fl-fa	goat	1502	GOAT		chèvre	Ziege	bokooi, bok	podi		4B. Stock-farming	M286		
KBA-2021-912-450	450	m313-k-bp-fl-fa	sheep	1331	SHEEP		mouton	Schaf	skap	nku		4B. Stock-farming	M287		
KBA-2021-912-451	451	m314-k-bp-fl-fa	pig	1337	PIG		cochon, porc	Schwein	vark	kolobe		4B. Stock-farming	M288		
KBA-2021-912-452	452	m315-k-bp-fl-fa	chicken	1318	CHICKEN		poulet	Huhn	hoender	koko,di		4B. Stock-farming	M289		
KBA-2021-912-453	453	m316-k-bp-fl-fa	cock (rooster)	1511	ROOSTER		coq	Hahn	haan	koko ya poo,mophoko		4B. Stock-farming	M290		
KBA-2021-912-454	454	m317-k-bp-fl-fa	cat	1208	CAT		chat	Katze	kat	katse,di		4B. Stock-farming	M291		
KBA-2021-912-455	455	m318-k-bp-fl-fa	dog	2009	DOG		chien	Hund	hond	ntsa,di		4B. Stock-farming	M292	s030	lj084
KBA-2021-912-456	456	m319-k-bp-fl-fa	to hunt	1435	HUNT		chasser	jagen	jag	go tsoma		4C. Hunting and Fishing	M293	s076	
KBA-2021-912-457	457	m32-k-bp-fl-fa	guest	1782	GUEST		invité	Gast, Besucher	gas, besoeker	molalediwa, ba-		1. Social life  1A.Social structure	M109		
KBA-2021-912-458	458	m320-k-bp-fl-fa	hunter	1053	HUNTER		chasseur	Jäger	jagter	motsomi		4C. Hunting and Fishing	M294		
KBA-2021-912-459	459	m321-k-bp-fl-fa	bow	994	BOW		arc	Bogen	boog	segai		4C. Hunting and Fishing	M295		
KBA-2021-912-460	460	m322-k-bp-fl-fa	arrow	977	ARROW		flèche	Pfeil	pyl	segai		4C. Hunting and Fishing	M296		
KBA-2021-912-461	461	m323-k-bp-fl-fa	gun	1566	GUN		fusil, canon	Gewehr, Flinte	geweer	tlhobolo		4C. Hunting and Fishing	M297		
KBA-2021-912-462	462	m324-k-bp-fl-fa	to shoot	1172	SHOOT		tirer,fusiller	schießen	skiet	go thuntsha		4C. Hunting and Fishing	M298		
KBA-2021-912-463	463	m325-k-bp-fl-fa	spear	945	SPEAR		lance	Speer, Spieß, Lanze	speer	segai		4C. Hunting and Fishing	M299		
KBA-2021-912-464	464	m326-k-bp-fl-fa	to pierce, to stab				poignarder	stechen, erstechen, durchbohren	deurboor, deursteek	go tlhaba		4C. Hunting and Fishing	M300	s150	
KBA-2021-912-465	465	m327-k-bp-fl-fa	to kill	1417	KILL		tuer	töten, umbringen	dood(maak)	go bolaya		4C. Hunting and Fishing	M301	s082	
KBA-2021-912-466	466	m329-k-bp-fl-fa	stick	1295	STICK		bâton	Stock	stok	logong,thupa		4C. Hunting and Fishing	M303	s153	
KBA-2021-912-467	467	m33-k-bp-fl-fa	language	1307	LANGUAGE		langue, langage	Sprache	taal	leleme, ma-; loleme, diteme; puo, di-		1B. Communication	M138		
KBA-2021-912-468	468	m330-k-bp-fl-fa	trap	1075	TRAP (PITFALL)		piège	Falle	val	selaga		4C. Hunting and Fishing	M304		
KBA-2021-912-469	469	m331-k-bp-fl-fa	canoe; boat				canoë, pirogue; bateau, canot	Kanu; Boot	kano	mokoro		4C. Hunting and Fishing	M305		
KBA-2021-912-470	470	m332-k-bp-fl-fa	paddle; oar	3318	OAR OR PADDLE		pagaie; rame	Paddel; Ruder	spaan (roei-)	lohetlho lwa mokoro		4C. Hunting and Fishing	M306		
KBA-2021-912-471	471	m333-k-bp-fl-fa	to paddle; to oar	3668	PADDLE (MOVEMENT)		pagayer; ramer	paddeln; rudern	roei	go tsamaisa mokoro		4C. Hunting and Fishing	M307		
KBA-2021-912-472	472	m334-k-bp-fl-fa	to fish	2638	FISHING			angeln, fischen	visvang	go tshwara ditlhapi		4C. Hunting and Fishing	M308		
KBA-2021-912-473	473	m335-k-bp-fl-fa	fishhook	1074	FISHHOOK		hameçon	Angelhaken	vishoek	huku		4C. Hunting and Fishing	M309		
KBA-2021-912-474	474	m336-k-bp-fl-fa	buffalo	934	BUFFALO		buffle	Büffel	buffel	nare		4CC. Undomesticated Animals	M315		
KBA-2021-912-475	475	m337-k-bp-fl-fa11	African elephant				éléphant	Elefant	olifant	tlou	(Loxodonta africana)	4CC. Undomesticated Animals	M316		
KBA-2021-912-476	476	m338-k-bp-fl-fa10	Giraffe	3089	GIRAFFE		giraffe	Giraffe	kameelperd	thutlwa	(Giraffa camelopardalis)	4CC. Undomesticated Animals	M317		
KBA-2021-912-477	477	m339-k-bp-fl-fa	hippo (hippopotamus)	3145	HIPPOPOTAMUS		hippopotame	Nilpferd, Flusspferd	seekoei	kubu		4CC. Undomesticated Animals	M318		
KBA-2021-912-478	478	m34-k-bp-fl-fa	to speak (talk)	1623	SPEAK		parler	sprechen	praat, spreek	-bua		1B. Communication	M139		
KBA-2021-912-479	479	m340-k-bp-fl-fa	hyena	1799	HYENA		hyène	Hyäne	hiëna	phiri		4CC. Undomesticated Animals	M319		
KBA-2021-912-480	480	m340-k-bp-fl-fa28	Spotted hyena (tiger wolf)				hyène	Hyäne	hiëna	phiri	(Crocuta crocuta)	4CC. Undomesticated Animals	M319		
KBA-2021-912-481	481	m340-k-bp-fl-fa29	Brown hyena				hyène	Hyäne	hiëna	phiri	(Hyaena brunnea)	4CC. Undomesticated Animals	M319		
KBA-2021-912-482	482	m341-k-bp-fl-fa33	Leopard	1139	LEOPARD		léopard	Leopard	luiperd	lengau	(Panthera pardus)	4CC. Undomesticated Animals	M320		
KBA-2021-912-483	483	m342-k-bp-fl-fa32	Lion	1386	LION		lion	Löwe	leeu	tau	(Panthera leo)	4CC. Undomesticated Animals	M321		
KBA-2021-912-484	484	m343-k-bp-fl-fa24	Bat (sp.)	1793	BAT		chauve-souris; chauve-souris frugivore	Fledermaus; Flughund	vlermuis; vrugtevlermuis	mmamathwane		4CC. Undomesticated Animals	M322		
KBA-2021-912-485	485	m344-k-bp-fl-fa17	Savanna baboon				babouin	Pavian	bobbejaan	tshwene	(Papio cynocephalus ursinus)	4CC. Undomesticated Animals			
KBA-2021-912-486	486	m345-k-bp-fl-fa	monkey	1350	MONKEY		singe	Affe	aap	kgabo		4CC. Undomesticated Animals	M324		
KBA-2021-912-487	487	m346-k-bp-fl-fa23	Mouse (sp.)	2139	MUROID (MOUSE OR RAT)		souris; rat	Maus; Ratte	muis; rot	peba (rat)		4CC. Undomesticated Animals	M325		
KBA-2021-912-488	488	m347-k-bp-fl-fa	fish	227	FISH		poisson	Fisch	vis	tlhapi		4CC. Undomesticated Animals	M326	s049	lj038
KBA-2021-912-489	489	m348-k-bp-fl-fa63	Scorpion (sp.)	1538	SCORPION		crabe, langoustine	Krabbe; Skorpion	krap; skerpioen	kankarapa (crab)	(Scorpiones sp.)	4CC. Undomesticated Animals	M327		
KBA-2021-912-490	490	m349-k-bp-fl-fa	crocodile	1857	CROCODILE		crocodile	Krokodil	krokodil	kwena		4CC. Undomesticated Animals	M328		
KBA-2021-912-491	491	m35-k-bp-fl-fa	voice	1363	VOICE		voix	Stimme	stem	kodu, di-; lentswe, ma-		1B. Communication	M134		
KBA-2021-912-492	492	m350-k-bp-fl-fa	python	1563	PYTHON		python	Python	piton, luislang	lebolobolo		4CC. Undomesticated Animals	M329		
KBA-2021-912-493	493	m351-k-bp-fl-fa	snake	730	SNAKE		serpent, couleuvre	Schlange	slang	noga		4CC. Undomesticated Animals	M330	s144	
KBA-2021-912-494	494	m352-k-bp-fl-fa	lizard	632	LIZARD		lézard	Eidechse	akkedis	mokgantitswane		4CC. Undomesticated Animals	M331		
KBA-2021-912-495	495	m353-k-bp-fl-fa	snail	1543	SNAIL		escargot	Schnecke	slak	kgopa		4CC. Undomesticated Animals	M332		
KBA-2021-912-496	496	m354-k-bp-fl-fa	frog	503	FROG		grenouille	Frosch	padda	segogwane		4CC. Undomesticated Animals	M333		
KBA-2021-912-497	497	m355-k-bp-fl-fa	worm	1219	WORM		ver	Wurm	wurm	seboko		4CC. Undomesticated Animals	M334	s197	
KBA-2021-912-498	498	m356-k-bp-fl-fa67	Bee (Honey bee)	665	BEE		abeille	Biene, Honigbiene	by	notsi	(Apis mellifera)	4CC. Undomesticated Animals	M335		
KBA-2021-912-499	499	m357-k-bp-fl-fa	ant, soldier ant	587	ANT		fourmi	Ameise	mier	tshoswane		4CC. Undomesticated Animals	M336		lj071
KBA-2021-912-500	500	m358-k-bp-fl-fa	termite, white ant	883	TERMITE		termite, fourmi blanche	Termite	rysmier	motlhwa		4CC. Undomesticated Animals	M337		
KBA-2021-912-501	501	m359-k-bp-fl-fa	fly, house-fly (insect)	1504	FLY (INSECT)		mouche	Fliege, Hausfliege	vlieg	ntsi		4CC. Undomesticated Animals	M338	s054	lj020
KBA-2021-912-502	502	m359-k-bp-fl-fa69	Fly (Housefly)	1504	FLY (INSECT)		mouche	Fliege, Hausfliege	vlieg	ntsi	(Musca domestica)	4CC. Undomesticated Animals	M338	s054	lj020
KBA-2021-912-503	503	m36-k-bp-fl-fa	to shout (call, cry out)	715	SHOUT		crier, écrier	schreien, rufen	skreeu	-gala; -goa		1B. Communication	M135		
KBA-2021-912-504	504	m360-k-bp-fl-fa	mosquito	1509	MOSQUITO		moustique	Stechmücke, Moskito	muskiet	monang		4CC. Undomesticated Animals	M339		
KBA-2021-912-505	505	m361-k-bp-fl-fa	spider	843	SPIDER		araignée	Spinne	spinnekop	segokgo		4CC. Undomesticated Animals	M340		
KBA-2021-912-506	506	m362-k-bp-fl-fa70	Louse (Head louse)	310	HEAD LOUSE		pou	Laus (Kopflaus, Körperlaus)	luis	nta	(Pediculus humanus capitis)	4CC. Undomesticated Animals	M341	s093	lj015
KBA-2021-912-507	507	m363-k-bp-fl-fa	bird	937	BIRD		oiseau	Vogel	voël	nonyane		4CC. Undomesticated Animals	M342	s012	lj091
KBA-2021-912-508	508	m364-k-bp-fl-fa43	Helmeted guinea-fowl				pintade	Perlhuhn	tarentaal	kgaka	(Numida meleagris)	4CC. Undomesticated Animals	M346		
KBA-2021-912-509	509	m365-k-bp-fl-fa	hawk (harrier)	3258	FALCON		faucon	Falke	sperwel o. valk	ntsu		4CC. Undomesticated Animals	M347		
KBA-2021-912-510	510	m366-k-bp-fl-fa	vulture	1185	VULTURE		vautour	Geier	aasvoël	segodi		4CC. Undomesticated Animals	M348		
KBA-2021-912-511	511	m367-k-bp-fl-fa	pigeon (dove)	1853	DOVE		pigeon; colombe	Taube	duif	lephoi		4CC. Undomesticated Animals	M349		
KBA-2021-912-512	512	m367-k-bp-fl-fa47	Cape turtle dove (ring-necked dove)				pigeon; colombe	Taube	duif	lephoi	(Streptopelia capicola)	4CC. Undomesticated Animals	M349		
KBA-2021-912-513	513	m368-k-bp-fl-fa	animal	619	ANIMAL		animal,bête	Tier	dier	phologolo		4CC. Undomesticated Animals	M310	s003	
KBA-2021-912-514	514	m369-k-bp-fl-fa	tail	1220	TAIL		queue	Schwanz	stert	mogatla		4CC. Undomesticated Animals	M314	s160	lj084
KBA-2021-912-515	515	m37-k-bp-fl-fa	to call	1084	CALL		appeler,hêler	rufen, zu sich rufen	roep	-bitsa		1B. Communication	M136		
KBA-2021-912-516	516	m370-k-bp-fl-fa	fur	580	FUR		fourrure	Pelz, Fell	vel	maboa		4CC. Undomesticated Animals	M312		
KBA-2021-912-517	517	m371-k-bp-fl-fa	horn	1393	HORN (ANATOMY)		corne	Horn	horing	dinaka		4CC. Undomesticated Animals	M313	(s100)	lj038
KBA-2021-912-518	518	m372-k-bp1-fl-fa	claw	72	CLAW		griffe	Kralle, Klaue	klou	leroo		4CC. Undomesticated Animals		(s100)	
KBA-2021-912-519	519	m373-k-bp-fl-fa	feather	1201	FEATHER		plume	Feder	veer	lefofa		4CC. Undomesticated Animals	M343	s045	
KBA-2021-912-520	520	m374-k-bp-fl-fa	wing	1257	WING		aile	Flügel, Schwinge	vleuel, vlerk	lefuka		4CC. Undomesticated Animals	M344	s192	lj017
KBA-2021-912-521	521	m375-k-bp-fl-fa	to fly	1441	FLY (MOVE THROUGH AIR)		voler	fliegen	vlie(g)	go fofa		4CC. Undomesticated Animals	M345		
KBA-2021-912-522	522	m376-k-bp-fl-fa	to scratch	1436	SCRATCH		griffer	kratzen	krap, skraap	go ngwaa		4CC. Undomesticated Animals		s128	
KBA-2021-912-523	523	m377-k-bp-fl-fa	to bite	1403	BITE		mordre	beißen	byt	go loma		4CC. Undomesticated Animals	M311	s013	lj046
KBA-2021-912-524	524	m378-k-bp-fl-fa	thing	738	THING		chose	Ding, Gegenstand	ding	selo		4D. Handicrafts	M519		
KBA-2021-912-525	525	m379-k-bp-fl-fa	to do; to make	2575	DO OR MAKE		faire	tun, machen	doen, maak	go dira		4D. Handicrafts	M352		lj025
KBA-2021-912-526	526	m38-k-bp-fl-fa	to cry, weep	1839	CRY		pleurer	weinen	ween, huil	-lela		1B. Communication	M137		lj087
KBA-2021-912-527	527	m380-k-bp-fl-fa	to work	1086	WORK (ACTIVITY)		travailler	arbeiten	werk, arbei	go bereka		4D. Handicrafts	M354		
KBA-2021-912-528	528	m381-k-bp-fl-fa	work	984	WORK (LABOUR)		travail	Arbeit	werk, arbeid	mmereko		4D. Handicrafts	M353		
KBA-2021-912-529	529	m382-k-bp-fl-fa	to begin	1806	BEGIN		commencer	beginnen, anfangen	begin, aanvang	go simolola		4D. Handicrafts	M350		
KBA-2021-912-530	530	m383-k-bp-fl-fa	to finish	1766	FINISH		finir, terminer	beenden, vollenden	beëindig	go fetsa		4D. Handicrafts	M351		
KBA-2021-912-531	531	m384-k-bp-fl-fa	to try	1812	TRY		essayer, tenter	versuchen, probieren	probeer	go leka		4D. Handicrafts	M355		
KBA-2021-912-532	532	m385-k-bp-fl-fa	to pull (draw)	1455	PULL		tirer	ziehen	trek	go goga		4D. Handicrafts	M356	s113	
KBA-2021-912-533	533	m386-k-bp-fl-fa	to push	1452	PUSH		pousser	schieben, stoßen	druk, stoot	go kgorometsa		4D. Handicrafts	M357	s114	
KBA-2021-912-534	534	m387-k-bp-fl-fa	to put (into, on, etc.)	998	PUT		mettre	setzen, stellen, legen	sit, plaas, stel (in)	go tsenya		4D. Handicrafts	M358		
KBA-2021-912-535	535	m388-k-bp-fl-fa	to turn, turn over	1445	TURN (SOMETHING)		(re)tourner	umdrehen, wenden	omdraai, draai	go chika		4D. Handicrafts	M359	s175	
KBA-2021-912-536	536	m389-k-bp18-fl-fa	to bend	2224	BEND (SOMETHING)		plier	biegen	buig	go kona		4D. Handicrafts	M360		
KBA-2021-912-537	537	m39-k-bp-fl-fa	to say	1458	SAY		dire	sagen	sê	go bua		1B. Communication		s127	lj028
KBA-2021-912-538	538	m390-k-bp-fl-fa	to break	680	BREAK (DESTROY OR GET DESTROYED)		casser,briser, rompre	zerbrechen	breek	go roba		4D. Handicrafts	M361		
KBA-2021-912-539	539	m391-k-bp-fl-fa	to break	3020	BREAK (BREAKING)		se casser, se briser	brechen, zerbrechen	breek			4D. Handicrafts			
KBA-2021-912-540	540	m392-k-bp-fl-fa	to tear, tear up	1735	TEAR (SHRED)		déchirer	zerreißen	skeur	go kgagola		4D. Handicrafts	M362		
KBA-2021-912-541	541	m393-k-bp-fl-fa	to divide	1119	DIVIDE		diviser	teilen, aufteilen	deel	go kgaoganya		4D. Handicrafts	M363		
KBA-2021-912-542	542	m394-k-bp-fl-fa	to lift, raise	501	LIFT		lever, élever	heben, hochheben	lig, oplig	go tsholetsa		4D. Handicrafts	M364		
KBA-2021-912-543	543	m395-k-bp-fl-fa	to mould, mold (pottery)	289	MOLD		mouler	formen	vorm, modelleer	go bopa		4D. Handicrafts	M365		
KBA-2021-912-544	544	m396-k-bp-fl-fa	to carve	228	CARVE		sculpter,graver	schnitzen (Holz), hauen, meißeln (Stein)	sny, uitsny (hout), beeldhou, graveer	go betla		4D. Handicrafts	M366		
KBA-2021-912-545	545	m397-k-bp-fl-fa	to forge	288	FORGE		forger	schmieden	smee	go bula		4D. Handicrafts	M367		
KBA-2021-912-546	546	m398-k-bp-fl-fa	iron	621	IRON		fer	Eisen	yster	tshipi		4D. Handicrafts	M368		
KBA-2021-912-547	547	m399-k-bp-fl-fa	to melt	2334	MELT		fondre	schmelzen	laat smelt	go gakolosa		4D. Handicrafts	M369		
KBA-2021-912-548	548	m4-k90-bp31-fl-fa	woman (female)	2105	FEMALE PERSON		femme	Frau	vrou	mosadi, ba-		1. Social life  1A.Social structure	M130	s195	
KBA-2021-912-549	549	m40-k-bp-fl-fa	to name	180	CALL BY NAME		appeler	nennen	noem	go bitsa		1B. Communication		s101	
KBA-2021-912-550	550	m400-k-bp-fl-fa	to paint (with colour)	3122	PAINT (SOMETHING)		peindre	bemalen, streichen, anstreichen	verf, kleur	go penta		4D. Handicrafts	M370		
KBA-2021-912-551	551	m401-k-bp-fl-fa	to twist (twine)	430	TWIST		tordre	drehen, verdrehen, zusammendrehen	draai, tou maak	go kona		4D. Handicrafts	M371		
KBA-2021-912-552	552	m402-k-bp-fl-fa	to tie	1917	TIE		lier	binden, festbinden	bind, vasbind	go hunaganya		4D. Handicrafts		s171	lj088
KBA-2021-912-553	553	m403-k-bp-fl-fa	market	633	MARKET		marché	market	mark	marekisetso		4E. Commerce	M372		
KBA-2021-912-554	554	m404-k-bp-fl-fa	to buy	1869	BUY		acheter	kaufen	koop	go reka		4E. Commerce	M373		
KBA-2021-912-555	555	m405-k-bp-fl-fa	to sell	1571	SELL		vendre	verkaufen	verkoop	go rekisa		4E. Commerce	M374		
KBA-2021-912-556	556	m406-k-bp-fl-fa	to exchange	2509	EXCHANGE		échanger	tauschen, austauschen	ruil	go amogana		4E. Commerce	M375		
KBA-2021-912-557	557	m407-k-bp-fl-fa	debt	1914	DEBT		dette	Schuld, Schulden	skuld	sekoloto		4E. Commerce	M376		
KBA-2021-912-558	558	m408-k-bp-fl-fa	to pay	718	PAY		payer	bezahlen, zahlen	betaal	go duela		4E. Commerce	M377		
