ID	NUMBER	ENGLISH	CONCEPT_IN_SOURCE	CONCEPTICON_ID	CONCEPTICON_GLOSS	NORWEGIAN	NORWEGIAN_FREQUENCY	SWEDISH	SWEDISH_FREQUENCY	BORROWING	ANIMACY	MASS_NOUN	ABSTRACTNESS
Epps-2021-843-615	615	SANDFLY OR MIDGE OR GNAT	SANDFLY OR MIDGE OR GNAT 1 // SANDFLY OR MIDGE OR GNAT 2	95	SANDFLY	mygg / my	4 / 0	mygga / my	3 / 0	c / c	1 / 1	1 / 1	0 / 0
Epps-2021-843-616	616	SAP	SAP	345	SAP	sevje	5	sav	0	c	0	1	0
Epps-2021-843-617	617	SATURDAY	SATURDAY	1700	SATURDAY	laurdag	232	lördag	93	c	0	0	1
Epps-2021-843-618	618	SAUSAGE	SAUSAGE 1 // SAUSAGE 2	1874	SAUSAGE	kurv / pølse	0 / 5	korv / pölsa	10 / 0	c / c	0 / 0	0 / 0	0 / 0
Epps-2021-843-619	619	SAW	SAW	1948	SAW	sag	8	såg	2	c	0	0	0
Epps-2021-843-620	620	SCAB	SCAB	2664	SCAB	skorpe	4	sårskorpa	0	c	0	1	0
Epps-2021-843-621	621	SCALE	SCALE	266	SCALE	--	--	fjäll	--	c	1	1	0
Epps-2021-843-622	622	SCAR	SCAR	497	SCAR	ær	0	ärr	13	c	0	0	0
Epps-2021-843-623	623	SCHOOL	SCHOOL	673	SCHOOL	skole, skule	836	skola	296	l	0	1	0
Epps-2021-843-624	624	SCIENCE	SCIENCE	4004	SCIENCE	vitskap	--	vetenskap	--	l	0	1	1
Epps-2021-843-625	625	SCISSORS OR SHEARS	SCISSORS OR SHEARS	356	SHEARS	saks	11	sax	5	c	0	0	0
Epps-2021-843-626	626	SCORPION	SCORPION	1538	SCORPION	skorpion	0	skorpion	0	l	1	0	0
Epps-2021-843-627	627	SCRAPER	SCRAPER	4005	SCRAPER	skrape	1	skrapa	0	l	0	0	1
Epps-2021-843-628	628	SCREW	SCREW	1802	SCREW	skrue	2	skruv	5	l	0	0	0
Epps-2021-843-629	629	SCREWDRIVER/CHISEL	SCREWDRIVER/CHISEL	1979	CHISEL	meisel	0	skruvmejsel	0	l	0	0	0
Epps-2021-843-630	630	SCULPTOR	SCULPTOR	914	SCULPTOR	skulptør	1	skulptör	10	l	1	0	0
Epps-2021-843-631	631	SEA	SEA	1474	SEA	hav	123	hav	153	c	0	1	0
Epps-2021-843-632	632	SEAGULL	SEAGULL 1 // SEAGULL 2 // SEAGULL 3	950	SEAGULL	lom / sjøfugl / måse, måke	8 / 2 / 5	lom / sjöfågel / mås	0 / 1 / 2	c / c / c	1 / 1 / 1	0 / 0 / 0	0 / 0 / 0
Epps-2021-843-633	633	SEASON	SEASON	691	SEASON	årstid	16	årstid	9	c	0	1	1
Epps-2021-843-634	634	SEAT	SEAT	4006	SEAT	sete	25	säte	7	c	0	0	0
Epps-2021-843-635	635	SECTION	SECTION	4007	SECTION (PART)	seksjon	--	sektion	--	l	0	0	1
Epps-2021-843-636	636	SEED	SEED	714	SEED	frø	0	frö	28	c	0	1	0
Epps-2021-843-637	637	SERVANT	SERVANT 1 // SERVANT 2 // SERVANT 3 // SERVANT 4	255	SERVANT	tenar / oppassar / hjon& / dreng	17 / 1 / -- / 11	tjänare / -- / hjon / dräng	15 / -- / -- / 3	c / l / c / c	1 / 1 / 1 / 1	0 / 0 / 0 / 0	0 / 0 / 0 / 0
Epps-2021-843-638	638	SHADE OR SHADOW	SHADE OR SHADOW	1388	SHADE	skugge	51	skugga	63	c	0	1	0
Epps-2021-843-639	639	SHAME	SHAME	1776	SHAME	skam	18	skam	9	c	0	x	1
Epps-2021-843-640	640	SHAVINGS	SHAVINGS			spon	2	spån	0	c	0	1	0
Epps-2021-843-641	641	SHED (UTHUS)	SHED (UTHUS)	3025	BARN OR SHED	uthus	10	uthus	3	c	0	0	0
Epps-2021-843-642	642	SHEEP	SHEEP 1 // SHEEP 2	1331	SHEEP	sau / tikke	84 / 0	-- / tacka	-- / 2	c / c	1 / 1	1 / 1	0 / 0
Epps-2021-843-643	643	SHELF	SHELF	745	SHELF	hylle	17	hylla	19	l	0	0	0
Epps-2021-843-644	644	SHELL	SHELL 1 // SHELL 2	598	SHELL	skjel, skal / snekke	3 / 0	skal / snäcka	-- / 2	c / l	1 / 1	1 / 1	0 / 0
Epps-2021-843-645	645	SHIELD	SHIELD	1064	SHIELD	skjold	2	sköld	8	c	0	0	0
Epps-2021-843-646	646	SHIP	SHIP	740	SHIP	skip	32	skepp	20	c	0	0	0
Epps-2021-843-647	647	SHIRT	SHIRT	1622	SHIRT	skjorte	24	skjorta	9	c	0	0	0
Epps-2021-843-648	648	SHOE	SHOE	1381	SHOE	sko	46	sko	48	c	0	0	0
Epps-2021-843-649	649	SHOEMAKER	SHOEMAKER	875	SHOEMAKER	skomakar	6	skomakare	10	l	0	0	0
Epps-2021-843-650	650	SHOP/STORE	SHOP/STORE 1 // SHOP/STORE 2 // SHOP/STORE 3	752	STORE	bu& / -- / butikk	12 / -- / 95	-- / affär / butik	-- / 115 / 42	c / l / l	0 / 0 / 0	0 / 0 / 0	0 / 0 / 0
Epps-2021-843-651	651	SHORE	SHORE	113	SHORE	strand	30	strand	72	c	0	1	0
Epps-2021-843-652	652	SHOULDER	SHOULDER 1 // SHOULDER 2	1482	SHOULDER	-- / aksel	-- / 22	-- / axel	-- / 34	-- / c	0 / 0	0 / 0	0 / 0
Epps-2021-843-653	653	SHOULDER-BLADE	SHOULDER-BLADE	172	SHOULDERBLADE	akselfjøl	0	--	--	c	0	0	0
Epps-2021-843-654	654	SHOVEL	SHOVEL 1 // SHOVEL 2	1901	SHOVEL	spade / skovl	11 / 0	spade / skovel	4 / 0	c / c	0 / 0	0 / 0	0 / 0
Epps-2021-843-655	655	SIBLING	SIBLING	1640	SIBLING	sysken, søsken	18	syskon	9	c	1	0	0
Epps-2021-843-656	656	SICKLE OR SCYTHE	SICKLE OR SCYTHE 1 // SICKLE OR SCYTHE 2	2132	SICKLE OR SCYTHE	sigd / ljå	1 / 14	sigd / lie	0 / 1	c / c	0 / 0	0 / 0	0 / 0
Epps-2021-843-657	657	SIDE	SIDE	682	SIDE	side	648	sida	679	c	0	0	0
Epps-2021-843-658	658	SILK	SILK 1 // SILK 2	1641	SILK	silke / --	1 / --	silke / siden	0 / 9	l / l	0 / 0	0 / 0	0 / 0
Epps-2021-843-659	659	SILVER	SILVER	759	SILVER	sylv, sølv	0	silver	14	c	0	1	0
Epps-2021-843-660	660	SINEW OR TENDON	SINEW OR TENDON	1137	TENDON	sen, sene	1	sena	0	c	0	1	0
Epps-2021-843-661	661	SINK	SINK 1 // SINK 2 // SINK 3	1488	FAUCET	benk / vask / --	-- / 5 / --	diskbänk / vask / tvättställ	2 / 0 / 0	c / c / l	0 / 0 / 0	0 / 0 / 0	0 / 0 / 0
Epps-2021-843-662	662	SKIN OR HIDE	SKIN OR HIDE 1 // SKIN OR HIDE 2	763	SKIN	hud / skinn	5 / 16	hud / skinn	21 / 25	c / c	0 / 0	1 / 0	0 / 0
Epps-2021-843-663	663	SKIRT	SKIRT	1600	SKIRT	kjole	30	kjol	38	l	0	0	0
Epps-2021-843-664	664	SKULL	SKULL	1605	SKULL	skalle	13	skalle	13	c	0	0	0
Epps-2021-843-665	665	SKY/HEAVEN	SKY/HEAVEN	1732	SKY	himmel	80	himmel	51	c	0	1	0
Epps-2021-843-666	666	SLAVE	SLAVE 1 // SLAVE 2	812	SLAVE	træl / slave	3 / 15	träl / slav	0 / 7	c / l	1 / 1	0 / 0	0 / 0
Epps-2021-843-667	667	SLEDGE/SLED	SLEDGE/SLED 1 // SLEDGE/SLED 2	16	SLED	slede / --	7 / --	släde / skrinda	1 / 0	c / c	0 / 0	0 / 0	0 / 0
Epps-2021-843-668	668	SMOKE	SMOKE	778	SMOKE (EXHAUST)	røyk	38	rök	16	c	0	1	0
Epps-2021-843-669	669	SNAKE	SNAKE	730	SNAKE	orm	4	orm	4	c	1	0	0
Epps-2021-843-670	670	SNOW	SNOW	784	SNOW	snø	6	snö	44	c	0	1	0
Epps-2021-843-671	671	SNOWSHOE	SNOWSHOE	233	SNOWSHOE	truge	0	tryga	0	c	0	0	0
Epps-2021-843-672	672	SOAP	SOAP 1 // SOAP 2	788	SOAP	dveil / såpe	0 / 7	tvål / såpa	8 / 0	c / l	0 / 0	0 / 0	0 / 0
Epps-2021-843-673	673	SOCK OR STOCKING	SOCK OR STOCKING 1 // SOCK OR STOCKING 2	329	STOCKING	strømpe / sokk	0 / 6	strumpa / socka	10 / 1	l / l	0 / 0	0 / 0	0 / 0
Epps-2021-843-674	674	SOIL	SOIL	1228	EARTH (SOIL)	jord	251	jord	178	c	0	1	0
Epps-2021-843-675	675	SOLDIER	SOLDIER	1941	SOLDIER	soldat	61	soldat	67	l	1	0	0
Epps-2021-843-676	676	SONG	SONG 1 // SONG 2	1096	SONG	låt / song	11 / --	låt / sång	12 / 55	c / c	0 / 0	0 / 0	0 / 0
Epps-2021-843-677	677	SORCEROR	SORCEROR	823	SORCERER	trollkar, trollkall	1	trollkarl	5	c	1	0	1
Epps-2021-843-678	678	SOUL OR SPIRIT	SOUL OR SPIRIT	53	SPIRIT	ande	9	ande	28	c	1	0	1
Epps-2021-843-679	679	SOUND OR NOISE	SOUND OR NOISE	1811	SOUND OR NOISE	ljod, lyd	76	ljud	31	c	0	1	1
Epps-2021-843-680	680	SOUP	SOUP 1 // SOUP 2 // SOUP 3 // SOUP 4	1547	SOUP	kokning / sod, sodd / velling / suppe	0 / 2 / 1 / 6	kokning / såd / välling / soppa	0 / 0 / 3 / 7	l / c / c / l	0 / 0 / 0 / 0	1 / 0 / 0 / 0	0 / 0 / 0 / 0
Epps-2021-843-681	681	SPADE	SPADE 1 // SPADE 2	1176	SPADE	fjøl, bakstefjøl / skuffel, skuffe	7 / 1	fjöl / skyffel	0 / 1	c / l	0 / 0	0 / 0	0 / 0
Epps-2021-843-682	682	SPEAR	SPEAR	945	SPEAR	spjut, spyd	3	spjut	3	c	0	0	0
Epps-2021-843-683	683	SPECTACLES OR GLASSES	SPECTACLES OR GLASSES 1 // SPECTACLES OR GLASSES 2	1898	SPECTACLES	glasauga / brille	0 / 28	glasögon / brilla	10 / 0	c / l	0 / 0	0 / 0	0 / 0
Epps-2021-843-684	684	SPEECH	SPEECH	1115	SPEECH	tale	132	tal	200	c	0	0	1
Epps-2021-843-685	685	SPIDER	SPIDER // SPIDER	843	SPIDER	kongro	0	--	--		1	0	0
Epps-2021-843-686	686	SPIDER WEB/FABRIC	SPIDER WEB/FABRIC	1065	SPIDER WEB	kongrovev	4	väv	2	c	0	1	0
Epps-2021-843-687	687	SPINDLE	SPINDLE	277	SPINDLE	snelle	0	slända	0	c	0	0	0
Epps-2021-843-688	688	SPINE	SPINE	805	SPINE	ryggrad	7	ryggrad	9	l	0	0	0
Epps-2021-843-689	689	SPLEEN	SPLEEN	1744	SPLEEN	milt	0	mjälte	2	c	0	0	0
Epps-2021-843-690	690	SPOON	SPOON	1378	SPOON	skei	8	sked	2	l	0	0	0
Epps-2021-843-691	691	SPRING (SEASON)	SPRING (SEASON)	1537	SPRINGTIME	vår	163	vår	144	c	0	1	1
Epps-2021-843-692	692	SPRING OR WELL	SPRING OR WELL 1 // SPRING OR WELL 2	2144	SPRING OR WELL	brunn / pøl	8 / 2	brunn / pöl	12 / 0	c / l	0 / 0	0 / 0	0 / 0
Epps-2021-843-693	693	SQUARE	SQUARE	850	SQUARE	firkant	1	fyrkant	2	l	0	0	0
Epps-2021-843-694	694	SQUIRREL	SQUIRREL	1628	SQUIRREL	ikorn, ekorn	0	ekorre	2	c	1	0	0
Epps-2021-843-695	695	STABLE OR STALL	STABLE OR STALL	851	STABLE	lade, løe	32	lada	2	c	0	0	0
Epps-2021-843-696	696	STACK	STACK	2984	HEAP	stakk	7	stack	1	c	0	1	0
Epps-2021-843-697	697	STAFF	STAFF	1296	WALKING STICK	pigg	2	pik	0	c	0	0	0
Epps-2021-843-698	698	STAR	STAR	1430	STAR	stjerne	28	stjärna	33	c	0	0	0
Epps-2021-843-699	699	STARCH	STARCH	4008	STARCH	--	--	stärkelse	--	c	0	1	1
Epps-2021-843-700	700	STATION	STATION	4009	STATION	stasjon	--	station	--	l	0	0	0
Epps-2021-843-701	701	STATUE	STATUE	1002	STATUE	statue	0	staty	5	l	0	0	0
Epps-2021-843-702	702	STEAM	STEAM 1 // STEAM 2 // STEAM 3	1193	STEAM	-- / ange / eim	-- / 4 / 1	dofve / ånga / imma	0 / 2 / 0	c / c / c	0 / 0 / 0	1 / 1 / 1	0 / 0 / 0
Epps-2021-843-703	703	STEER	STEER	1169	OX	stut	0	stut	0	c	1	1	0
Epps-2021-843-704	704	STONE	STONE	857	STONE	stein	115	sten	68	c	0	1	0
Epps-2021-843-705	705	STORM	STORM	858	STORM	storm	35	storm	45	c	0	1	0
Epps-2021-843-706	706	STORY	STORY	2060	STORY	--	--	berättelse	--	l	0	0	1
Epps-2021-843-707	707	STOVE	STOVE	859	STOVE	spis	0	spis	17	l	0	0	0
Epps-2021-843-708	708	STRANGER	STRANGER 1 // STRANGER 2 // STRANGER 3	791	STRANGER	framand / -- / --	-- / -- / --	främmande / utböling / främling	1 / -- / 18	l / c / l	1 / 1 / 1	0 / 0 / 0	0 / 0 / 0
Epps-2021-843-709	709	STRAP	STRAP 1 // STRAP 2 // STRAP 3	2973	STRAP	reim / fetling / trosse	1 / 0 / 0	bärrem / -- / tross	1 / -- / 1	c / c / l	0 / 0 / 0	0 / 0 / 0	0 / 0 / 0
Epps-2021-843-710	710	STUPIDITY	STUPIDITY			dumskap@	--	dumhet	--	l	0	1	1
Epps-2021-843-711	711	SUGAR	SUGAR	862	SUGAR	sukker	11	socker	15	l	0	1	0
Epps-2021-843-712	712	SUMMER	SUMMER	1342	SUMMER	sommar, sumar	261	sommar	137	c	0	1	1
Epps-2021-843-713	713	SUMMER PASTURE (FÄBOD)	SUMMER PASTURE (FÄBOD) 1 // SUMMER PASTURE (FÄBOD) 2 // SUMMER PASTURE (FÄBOD) 3 // SUMMER PASTURE (FÄBOD) 4			voll / bu / støl / seter	-- / 12 / 14 / 62	vall / -- / -- / säter	8 / -- / -- / 0	c / c / -- / c	0 / 0 / 0 / 0	0 / 0 / 0 / 0	0 / 0 / 0 / 0
Epps-2021-843-714	714	SUN	SUN	1343	SUN	sol	98	sol	87	c	0	0	0
Epps-2021-843-715	715	SUNDAY	SUNDAY	1699	SUNDAY	sundag, søndag	222	söndag	87	l	0	0	1
Epps-2021-843-716	716	SUPPER	SUPPER 1 // SUPPER 2	1833	DINNER (SUPPER)	kveldsgraut / kveldsverd	1 / 0	kvällsgröt / kvällsvard	10 / 0	c / c	0 / 0	0 / 0	0 / 0
Epps-2021-843-717	717	SWAMP	SWAMP 1 // SWAMP 2 // SWAMP 3	1145	SWAMP	tjørn / -- / råk&	0 / -- / 0	tjärn / träsk / råk	2 / 15 / 1	c / l / c	0 / 0 / 0	1 / 1 / 1	0 / 0 / 0
Epps-2021-843-718	718	SWEET THING	SWEET THING	874	CANDY	--	--	sötsak	--	c	0	0	0
Epps-2021-843-719	719	SWELLING	SWELLING	1903	SWELLING	svoll, svull	0	svullnad@	0	c	0	1	0
Epps-2021-843-720	720	SWORD	SWORD	1535	SWORD	sverd	4	svärd	11	c	0	0	0
Epps-2021-843-721	721	TABLE	TABLE	1775	TABLE	bord	3	bord	93	c	0	0	0
Epps-2021-843-722	722	TABLET (COMPUTER)	TABLET (COMPUTER)			platte	--		--	l	0	0	0
Epps-2021-843-723	723	TAIL	TAIL 1 // TAIL 2	1220	TAIL	skate / spæl	-- / 0	-- / spjol	-- / 0	c / c	0 / 0	0 / 0	0 / 0
Epps-2021-843-724	724	TAILOR	TAILOR	881	TAILOR	skreddar	3	skräddare	7	l	1	0	0
Epps-2021-843-725	725	TAP/FAUCET	TAP/FAUCET	1488	FAUCET	kran	19	kran	7	l	0	0	0
Epps-2021-843-726	726	TATTOO	TATTOO	68	TATTOO	tatovering	0	tatuering	0	l	0	0	0
Epps-2021-843-727	727	TAX	TAX	873	TAX	skatt	53	skatt	34	c	0	1	1
Epps-2021-843-728	728	TEA	TEA	1373	TEA	te	5	té	10	l	0	1	0
Epps-2021-843-729	729	TEACHER	TEACHER	1038	TEACHER	lærar	198	lärare	161	l	1	0	0
Epps-2021-843-730	730	TEAM	TEAM	3961	TEAM	lag	--	lag	--	c	x	1	0
Epps-2021-843-731	731	TEAR	TEAR	1651	TEAR (OF EYE)	tåre	37	tår	10	c	0	0	1
Epps-2021-843-732	732	TELEPHONE	TELEPHONE	1379	TELEPHONE	telefon	66		32	l	0	0	0
Epps-2021-843-733	733	TELEVISION	TELEVISION	1788	TELEVISION	tv	28		147	l	0	0	0
Epps-2021-843-734	734	TEMPLE	TEMPLE	911	TEMPLE	tempel	2	tempel	34	l	0	0	0
Epps-2021-843-735	735	TEMPLES	TEMPLES	1604	TEMPLES	tinning	5	tinning	2	c	0	0	0
Epps-2021-843-736	736	TENT	TENT	1316	TENT	telt	21	tält	12	l	0	0	0
Epps-2021-843-737	737	TESTICLE	TESTICLE	797	TESTICLES	testikkel	0	testikel	0	l	0	0	0
Epps-2021-843-738	738	TEXT MESSAGE	TEXT MESSAGE			sms	--	sms	--	l	0	0	0
Epps-2021-843-739	739	THATCH	THATCH	279	THATCH	halm	0	halm	3	c	0	0	0
Epps-2021-843-740	740	THIEF	THIEF	1160	THIEF	tjuv	21	tjuv	6	c	1	0	0
Epps-2021-843-741	741	THIGH	THIGH	471	UPPER LEG (THIGH)	lår	10	lår	3	c	0	0	0
Epps-2021-843-742	742	THING	THING 1 // THING 2	738	THING	sak / ting	917 / 378	sak / ting	453 / 499	c / c	0 / 0	0 / 0	0 / 1
Epps-2021-843-743	743	THREAD	THREAD	1161	THREAD	tråd	55	tråd	21	c	0	1	0
Epps-2021-843-744	744	THROAT	THROAT	1346	THROAT	hals	52	hals	27	c	0	0	0
Epps-2021-843-745	745	THUMB	THUMB	1781	THUMB	tommel@	10	tumling	0	c	0	0	0
Epps-2021-843-746	746	THUNDER	THUNDER 1 // THUNDER 2 // THUNDER 3	1150	THUNDER	-- / tore@ / --	-- / 2 / --	-- / -- / åska	-- / -- / 2	-- / c / c	0 / 0 / 0	1 / 1 / 1	0 / 0 / 0
Epps-2021-843-747	747	THURSDAY	THURSDAY	1693	THURSDAY	torsdag	150	torsdag	79	c	0	0	1
Epps-2021-843-748	748	TICK	TICK 1 // TICK 2	1527	TICK	-- / flått	-- / 0	fästing / flott	0 / 0	c / c	1 / 1	0 / 0	0 / 0
Epps-2021-843-749	749	TIME	TIME 1 // TIME 2	892	TIME	tid / stund	1755 / 172	tid / stund	1383 / 88	c / c	0 / 0	1 / 1	1 / 1
Epps-2021-843-750	750	TIN OR TINPLATE	TIN OR TINPLATE	3217	TIN OR TINPLATE	tinn	2	tenn	1	c	0	1	0
Epps-2021-843-751	751	TIN/CAN	TIN/CAN 1 // TIN/CAN 2	1051	CAN	-- / butt	-- / 0	burk / --	34 / --	c / c	0 / 0	0 / 0	0 / 0
Epps-2021-843-752	752	TIREDNESS	TIREDNESS	1140	FATIGUE	trøyttleik@	--	trötthet	--	l	0	1	1
Epps-2021-843-753	753	TOBACCO	TOBACCO 1 // TOBACCO 2	974	TOBACCO	kardus / tobakk	0 / 11	kardus / tobak	0 / 9	l / l	0 / 0	1 / 1	0 / 0
Epps-2021-843-754	754	TOE	TOE	1389	TOE	tå	10	tå	9	c	0	0	0
Epps-2021-843-755	755	TOILET	TOILET	219	TOILET	dass	2	dass	0	l	0	0	0
Epps-2021-843-756	756	TONGS	TONGS	272	TONGS	tong	2	tång	6	c	0	1	0
Epps-2021-843-757	757	TONGUE	TONGUE	1205	TONGUE	tunge	19	tunga	8	c	0	0	0
Epps-2021-843-758	758	TOOL	TOOL 1 // TOOL 2 // TOOL 3 // TOOL 4	1361	TOOL	børnad, bunad / don / verktøy / reiskap	0 / 0 / 12 / 32	-- / don / verktyg / redskap	-- / 1 / 19 / 21	-- / l / l / l	0 / 0 / 0 / 0	0 / 0 / 0 / 0	0 / 0 / 0 / 0
Epps-2021-843-759	759	TOOTH	TOOTH	1380	TOOTH	tann	55	tand	13	c	0	1	0
Epps-2021-843-760	760	TOP	TOP	1753	TOP	topp	121	topp	66	c	0	0	0
Epps-2021-843-761	761	TOWEL	TOWEL	1021	TOWEL	handduk	7	handduk	4	l	0	0	0
Epps-2021-843-762	762	TOWER	TOWER	1671	TOWER	torn	1	torn	25	l	0	0	0
Epps-2021-843-763	763	TOWN	TOWN	1391	TOWN	stad	696	stad	619	c	0	1	0
Epps-2021-843-764	764	TOY	TOY	2403	TOY	--	--	leksak	--	c	0	0	0
Epps-2021-843-765	765	TRACTOR	TRACTOR	4010	TRACTOR	traktor	78		9	l	0	0	0
Epps-2021-843-766	766	TRADITION	TRADITION	1747	CUSTOM	tradisjon	--	tradition	--	l	0	0	1
Epps-2021-843-767	767	TRAIN	TRAIN	900	TRAIN	tog	52	tåg	55	l	0	0	0
Epps-2021-843-768	768	TRAP	TRAP 1 // TRAP 2 // TRAP 3	1075	TRAP (PITFALL)	glefse / felle / gildre	0 / 4 / 0	gläfs / fälla / giller	0 / 2 / 0	c / c / c	0 / 0 / 0	1 / 1 / 1	0 / 0 / 0
Epps-2021-843-769	769	TREE	TREE	906	TREE	tre	15	träd	60	c	0	1	0
Epps-2021-843-770	770	TREE STUMP	TREE STUMP	241	TREE STUMP	stubbe	1	stubbe	1	c	0	0	0
Epps-2021-843-771	771	TREE TRUNK	TREE TRUNK 1 // TREE TRUNK 2 // TREE TRUNK 3	344	TREE TRUNK	låg / trestamme / legg	0 / 2 / 4	låga / trädstam / lägg	0 / 3 / 1	c / l / c	0 / 0 / 0	0 / 0 / 0	0 / 0 / 0
Epps-2021-843-772	772	TROUGH	TROUGH	205	TROUGH	trau	0	tråg	0	c	0	0	0
Epps-2021-843-773	773	TROUSERS	TROUSERS 1 // TROUSERS 2	809	TROUSERS	brok / bukse	4 / 20	brok / byxa	0 / 21	l / l	0 / 0	0 / 0	0 / 0
Epps-2021-843-774	774	TUESDAY	TUESDAY	1695	TUESDAY	tysdag	117	tisdag	89	c	0	0	1
Epps-2021-843-775	775	TUFT	TUFT	2722	TUFT (CLASSIFIER)	tue, tuve	--	tuva	--	c	0	0	0
Epps-2021-843-776	776	TURTLE	TURTLE	112	TURTLE	skjelpadde	0	sköldpadda	1	c	1	0	0
Epps-2021-843-777	777	TWILIGHT	TWILIGHT	2297	DUSK	skyming	1	skymning	9	c	0	0	1
Epps-2021-843-778	778	TWIN	TWIN 1 // TWIN 2	1005	TWINS	-- / tvilling	-- / 1	billing / tvilling	0 / 4	c / c	1 / 1	0 / 0	0 / 0
Epps-2021-843-779	779	UDDER	UDDER	154	UDDER	jur	5	juver	1	c	0	0	0
Epps-2021-843-780	780	UNFRIENDLINESS	UNFRIENDLINESS	3955	HOSTILITY	uvennskap	--	ovänskap	--	c	0	1	1
Epps-2021-843-781	781	UNIT	UNIT	4011	UNIT	eining@	--	enhet	--	l	0	0	1
Epps-2021-843-782	782	VAGINA	VAGINA 1 // VAGINA 2 // VAGINA 3	1836	VAGINA	tuppe / fitte / kuse	0 / 3 / 0	tuppa / nan / --	0 / -- / --	c / -- / c	0 / 0 / 0	0 / 0 / 0	0 / 0 / 0
Epps-2021-843-783	783	VALLEY	VALLEY	921	VALLEY	dal	57	dal	15	c	0	1	0
Epps-2021-843-784	784	VALUABLE	VALUABLE	4012	VALUABLE (OBJECT)	verdisak	--	värdesak	--	c	0	0	0
Epps-2021-843-785	785	VEGETABLE	VEGETABLE	924	VEGETABLES	grønsak	18	grönsak	17	c	0	0	0
Epps-2021-843-786	786	VEIL	VEIL	1151	VEIL	slør@	8	slöja	7	l	0	0	0
Epps-2021-843-787	787	VEIN OR ARTERY	VEIN OR ARTERY	525	BLOOD VESSEL	år	387	blodåder	4	c	0	0	0
Epps-2021-843-788	788	VERSION	VERSION			versjon	--	version	--	l	0	0	1
Epps-2021-843-789	789	VESSEL	VESSEL	1462	POT	kjerald	1	kärl	2	c	0	0	0
Epps-2021-843-790	790	VICTORY	VICTORY	783	VICTORY	siger	67	seger	55	c	0	1	0
Epps-2021-843-791	791	VILLAGE	VILLAGE	930	VILLAGE	by	328	by	86	c	0	1	0
Epps-2021-843-792	792	VOICE	VOICE	1363	VOICE	røyst	163	röst	114	c	0	0	1
Epps-2021-843-793	793	VULTURE	VULTURE 1 // VULTURE 2	1185	VULTURE	-- / gribb	-- / 1	gam / grip	1 / --	c / l	1 / 1	0 / 0	0 / 0
Epps-2021-843-794	794	WAGES	WAGES	1122	WAGES	løn, lønn	69	lön	81	c	0	1	1
Epps-2021-843-795	795	WAIST	WAIST	1681	WAIST	midje	0	midja	12	c	0	0	0
Epps-2021-843-796	796	WALKING STICK	WALKING STICK 1 // WALKING STICK 2 // WALKING STICK 3	1296	WALKING STICK	staur / kjepp / stav	1 / 5 / 12	stör / käpp / stav	5 / 22 / 1	c / c / c	0 / 0 / 0	0 / 0 / 0	0 / 0 / 0
Epps-2021-843-797	797	WALL	WALL	933	WALL (OF HOUSE)	vegg	104	vägg	91	c	0	0	0
Epps-2021-843-798	798	WAR OR BATTLE	WAR OR BATTLE 1 // WAR OR BATTLE 2	579	BATTLE	feide / krig	0 / 226	fejd / krig	2 / 264	l / l	0 / 0	1 / 1	1 / 1
Epps-2021-843-799	799	WASP	WASP 1 // WASP 2	1517	WASP	-- / veps, kvefs	-- / 1	geting / vespa	0 / 0	c / c	1 / 1	1 / 1	0 / 0
Epps-2021-843-800	800	WASTE	WASTE	79	WASTE	sløsing@	--	slöseri	--	c	0	1	1
Epps-2021-843-801	801	WATER	WATER	948	WATER	vatn	308	vatten	207	c	0	1	0
Epps-2021-843-802	802	WATERFALL	WATERFALL 1 // WATERFALL 2	943	WATERFALL	foss / vassfall	19 / 0	fors / vattenfall	1 / 3	c / c	0 / 0	0 / 0	0 / 0
Epps-2021-843-803	803	WAVE	WAVE	978	WAVE	våg	10	våg	61	l	0	0	0
Epps-2021-843-804	804	WEAPONS	WEAPONS	951	WEAPONS	våpen	62	vapen	69	c	0	1	0
Epps-2021-843-805	805	WEATHER	WEATHER	952	WEATHER	vêr	122	väder	53	c	0	1	0
Epps-2021-843-806	806	WEB PAGE	WEB PAGE			nettside	--		--	l	0	0	0
Epps-2021-843-807	807	WEDDING	WEDDING 1 // WEDDING 2	1259	WEDDING	gjestebod& / bryllaup	4 / 24	gästabud / bröllop	2 / 10	c / c	0 / 0	0 / 0	1 / 1
Epps-2021-843-808	808	WEDNESDAY	WEDNESDAY	1694	WEDNESDAY	onsdag	124	onsdag	100	c	0	0	1
Epps-2021-843-809	809	WEEK	WEEK	1469	WEEK	veke	383	vecka	386	c	0	1	1
Epps-2021-843-810	810	WEIGHT	WEIGHT	2466	WEIGHT	våg	10	våg	2	c	0	0	0
Epps-2021-843-811	811	WHALE	WHALE	957	WHALE	kval	--	val	--	c	1	0	0
Epps-2021-843-812	812	WHEAT	WHEAT	1077	WHEAT	kveite	8	vete	7	c	0	1	0
Epps-2021-843-813	813	WHEEL	WHEEL	710	WHEEL	hjul	19	hjul	21	c	0	0	0
Epps-2021-843-814	814	WHETSTONE	WHETSTONE 1 // WHETSTONE 2 // WHETSTONE 3 // WHETSTONE 4	295	WHETSTONE	bryne / slipestein / -- / hein	0 / 5 / -- / 0	bryne / slipsten / liesticka / hen, hena	0 / 0 / 5 / 0	c / c / c / c	0 / 0 / 0 / 0	0 / 0 / 0 / 0	0 / 0 / 0 / 0
