ID	NUMBER	PICTURE	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ITALIAN	SPANISH	GERMAN	WESTERNFLEMISH	FRENCH	H_INDEX_ENGLISH	MODAL_NAME_ENGLISH	VALID_RESPONSES_ENGLISH	NUMBER_DIFFERENT_RESPONSES_ENGLISH	UNKNOWN_RESPONSES_ENGLISH	VISUAL_COMPLEXITY_ENGLISH	H_INDEX_ITALIAN	MODAL_NAME_ITALIAN	VALID_RESPONSES_ITALIAN	NUMBER_DIFFERENT_RESPONSES__ITALIAN	UNKNOWN_RESPONSES__ITALIAN	IDIOSYNCRATIC_RESPONSES__ITALIAN	VISUAL_COMPLEXITY__ITALIAN	H_INDEX_SPANISH	MODAL_NAME_SPANISH	VALID_RESPONSES_SPANISH	NUMBER_DIFFERENT_RESPONSES_SPANISH	UNKNOWN_RESPONSES_SPANISH	IDIOSYNCRATIC_RESPONSES_SPANISH	VISUAL_COMPLEXITY_SPANISH	H_INDEX_GERMAN	MODAL_NAME_GERMAN	VALID_RESPONSES_GERMAN	NUMBER_DIFFERENT_RESPONSES_GERMAN	UNKNOWN_RESPONSES_GERMAN	IDIOSYNCRATIC_RESPONSES_GERMAN	VISUAL_COMPLEXITY_GERMAN	H_INDEX_WESTERNFLEMISH	MODAL_NAME_WESTERNFLEMISH	VALID_RESPONSES_WESTERNFLEMISH	NUMBER_DIFFERENT_RESPONSES_WESTERNFLEMISH	UNKNOWN_RESPONSES_WESTERNFLEMISH	IDIOSYNCRATIC_RESPONSES_WESTERNFLEMISH	VISUAL_COMPLEXITY_WESTERNFLEMISH	H_INDEX_FRENCH	MODAL_NAME_FRENCH	VALID_RESPONSES_FRENCH	NUMBER_DIFFERENT_RESPONSES_FRENCH	UNKNOWN_RESPONSES_FRENCH	IDIOSYNCRATIC_RESPONSES_FRENCH	VISUAL_COMPLEXITY_FRENCH
Dunabeitia-2018-750-234	234	PICTURE_234	480	PLATE	plate	piatto	plato	teller	bord	assiette	1.08418372	80.0	80	5	17	2.19	1.027994869	84.3373494	83	7	15	2	2.292929293	0.517558966	90.8045977	87	3	4	9	2.04	1.023100645	83.51648352	91	6	3	6	2.05	0.40217919	92	84.74576271	2	5.084745763	10.16949153	2.13559322	0.209059806	96.7032967	91	2	4	5	1.929292929
Dunabeitia-2018-750-233	233	PICTURE_233	1274	SALT	salt	sale	salero	salzstreuer	zoutvat	sel	1.005180581	77.0	100	3	0	2.26	1.131904136	77.77777778	99	5	1	0	2.03	0.760167503	78	100	2	0	0	2.06	0.900341871	68.36734694	98	2	0	2	2.22	1.12457763	62.5	93.33333333	3	1.666666667	5	2.383333333	0.709512886	80.6122449	98	2	1	1	1.777777778
Dunabeitia-2018-750-232	232	PICTURE_232			llama	lama	llama	lama	lama	lama	1.481903707	55.81395349	86	4	13	3.5	1.286363794	75.28089888	89	5	10	1	3	0.994009456	80.43478261	92	4	8	0	3.15	1.090805066	72.44897959	98	3	0	2	3.46	0.975015451	78.18181818	91.66666667	3	5	3.333333333	3.766666667	0.588082878	90.52631579	95	4	3	2	3.101010101
Dunabeitia-2018-750-231	231	PICTURE_231	1592	CHEST	chest	pettorale	pectoral	brust	borst	pectoraux	1.472781268	60.43956044	91	5	5	2.48	1.220612148	66.30434783	92	4	3	5	2.24	1.086210441	60.41666667	96	3	1	3	2.19	0.582662942	89.36170213	94	3	0	6	2.3	0.787043555	83.01886792	89.83050847	3	0	10.16949153	2.508474576	1.759445061	61.45833333	96	6	1	3	2.060606061
Dunabeitia-2018-750-230	230	PICTURE_230			court	campo	frontón	sporthalle	sportzaal	terrain	1.415166135	61.9047619	84	4	12	2.727272727	1.328808508	63.95348837	86	4	13	1	3.25	0.348574912	94.73684211	95	3	0	5	2.67	2.605752565	33.33333333	84	10	11	5	2.97	2.405846324	36.95652174	76.66666667	7	10	13.33333333	3.283333333	2.013042257	56.33802817	71	7	19	10	3.04040404
Dunabeitia-2018-750-23	23	PICTURE_23	747	BICYCLE	bike	bicicletta	bicicleta	fahrrad	fiets	vélo	0.0	100.0	99	1	0	3.0	0.0	100	100	1	0	0	2.565656566	0	100	100	1	0	0	2.78	0.334944487	95	100	3	0	0	3.21	0	100	98.33333333	1	1.666666667	0	3.716666667	0.194391858	97	100	2	0	0	2.676767677
Dunabeitia-2018-750-229	229	PICTURE_229	1639	BEER	beer	birra	cerveza	bier	bier	bière	1.553215383	69.89247312	93	7	2	2.6	1.533967457	70.45454545	88	6	4	8	2.8	1.79811277	61.8556701	97	7	1	2	2.57	2.400778184	39.3258427	89	10	0	11	2.76	2.246651138	33.92857143	93.33333333	6	0	6.666666667	2.916666667	1.757567847	66.23376623	77	7	10	13	2.505050505
Dunabeitia-2018-750-228	228	PICTURE_228	968	ACORN	acorn	ghianda	bellota	eichel	eikel	gland	1.220096301	78.31325301	83	6	10	2.92	1.021660789	81.6091954	87	5	7	6	2.74	0.791221187	84.09090909	88	3	8	4	2.73	0.814146595	86.59793814	97	5	2	1	2.93	0.468166641	92.30769231	88.13559322	3	5.084745763	6.779661017	3.118644068	0.503258335	88.88888889	90	2	6	4	2.686868687
Dunabeitia-2018-750-227	227	PICTURE_227	3830	WALL	wall	muro	muro	mauer	muur	mur	0.14372617	97.95918367	98	2	1	2.75	0.244141642	95.95959596	99	2	1	0	2.25	1.140668268	70.40816327	98	3	0	2	2.43	0.368556778	92.92929293	99	2	0	1	2.56	0	100	93.33333333	1	3.333333333	3.333333333	2.733333333	0.25387844	95.74468085	94	2	0	6	2.555555556
Dunabeitia-2018-750-226	226	PICTURE_226	900	TRAIN	train	treno	tren	zug	trein	train	0.499915958	89.0	100	2	0	2.96	0.365923651	93	100	2	0	0	2.75	0.195909271	96.96969697	99	2	0	1	2.76	1.191717095	73	100	4	0	0	3.03	0	100	96.61016949	1	0	3.389830508	3.610169492	0.334944487	95	100	3	0	0	2.717171717
Dunabeitia-2018-750-225	225	PICTURE_225	2025	PEA	peas	piselli	guisante	erbse	boon	petit-pois	1.427631571	53.125000	96	3	1	2.36	1.272212458	69.3877551	98	5	1	1	2.33	1.447451947	48.38709677	93	4	4	3	2.13	1.467569765	61.70212766	94	4	1	5	2.38	2.480196973	42.55319149	78.33333333	8	8.333333333	13.33333333	2.65	1.356960265	54.34782609	92	4	2	6	2.02020202
Dunabeitia-2018-750-224	224	PICTURE_224			Paint brush	pennello	pincel	pinsel	penseel	pinceau	0.830683636	73.73737374	99	2	1	2.35	0.0	100	98	1	0	2	1.99	0	100	100	1	0	0	1.96	0	100	100	1	0	0	2.14	0.362051252	93.10344828	96.66666667	2	0	3.333333333	2.366666667	0	100	100	1	0	0	1.808080808
Dunabeitia-2018-750-223	223	PICTURE_223			zip	cerniera	cremallera	reissverschluss	rits	fermeture-éclair	0.0	100.0	100	1	0	2.66	0.799048521	75.75757576	99	2	0	1	2.383838384	0	100	100	1	0	0	2.18	0	100	99	1	1	0	3.05	0.286396957	95	100	2	0	0	2.783333333	1.242568	68.36734694	98	4	0	2	2.252525253
Dunabeitia-2018-750-222	222	PICTURE_222	1371	KNEE	knee	ginocchio	rodilla	knie	knie	genou	0.405020133	91.91919192	99	2	0	2.23	0.0	100	97	1	0	3	2.09	0	100	99	1	0	1	1.97	0	100	97	1	0	3	2.17	0	100	98.30508475	1	0	1.694915254	2.169491525	0	100	98	1	0	2	1.777777778
Dunabeitia-2018-750-221	221	PICTURE_221	3087	PACIFIER	dummy	ciuccio	chupete	schnuller	fopspeen	tétine	0.292929951	94.84536082	97	2	1	2.36	0.14372617	97.95918367	98	2	2	0	2.04	0	100	99	1	0	1	1.92	0.337576423	94.94949495	99	3	0	1	2.25	1.637657393	60.71428571	93.33333333	5	1.666666667	5	2.416666667	1.082615573	61.05263158	95	3	2	3	2
Dunabeitia-2018-750-220	220	PICTURE_220	950	SEAGULL	seagull	gabbiano	gaviota	moewe	meeuw	mouette	0.904433878	75.51020408	98	3	0	2.86	1.078319671	71.57894737	95	3	3	2	2.43	0.990430919	82.65306122	98	5	2	0	2.59	0.40790598	91.83673469	98	2	0	2	2.71	1.175370905	78.18181818	93.22033898	5	1.694915254	5.084745763	3.06779661	0.493353017	91.66666667	96	3	3	1	2.444444444
Dunabeitia-2018-750-22	22	PICTURE_22			campsite	campeggio	camping	zeltlager	camping	camping	0.964799549	61.0	100	2	0	2.87	1.233515936	66.66666667	99	3	0	1	2.868686869	1.394881879	64.64646465	99	4	0	1	2.73	2.471095285	28	100	8	0	0	3.26	2.160505736	39.28571429	93.33333333	6	1.666666667	5	3.333333333	1.796031828	46.93877551	98	5	0	2	2.808080808
Dunabeitia-2018-750-219	219	PICTURE_219			washing line	stendino	tenderete	waescheleine	droogrek	étendage	2.736370741	37.20930233	86	10	10	2.46	1.561385034	57.47126437	87	5	6	7	2.37	1.535035193	46.875	96	5	0	4	2.24	1.9997992	56.81818182	88	8	3	9	2.57	1.446554269	48.14814815	90	3	1.666666667	8.333333333	2.6	2.248656729	49.43820225	89	9	4	7	2.111111111
Dunabeitia-2018-750-218	218	PICTURE_218			nappy	pannolino	pañal	windel	pamper	couche	0.730809504	83.67346939	98	3	0	3.02	0.693933743	85.85858586	99	3	0	1	2.68	0.429585505	92.92929293	99	3	0	1	2.48	0.442571065	90.81632653	98	2	0	2	3.06	0.866300675	71.18644068	98.33333333	2	1.666666667	0	3.383333333	0.282292189	96	100	3	0	0	2.585858586
Dunabeitia-2018-750-217	217	PICTURE_217			photographer	fotografa	fotógrafa	fotografin	fotograaf	photographe	1.278341339	68.42105263	95	4	0	2.95	1.294092152	72.63157895	95	5	2	3	3.06	1.387959826	70.70707071	99	5	0	1	3.02	2.135785737	48.95833333	96	8	0	4	3.17	1.82790702	48.27586207	98.30508475	5	0	1.694915254	3.355932203	0.74299334	85.41666667	96	3	0	4	2.868686869
Dunabeitia-2018-750-216	216	PICTURE_216	1481	HAMMER	hammer	martello	martillo	hammer	hamer	marteau	0.672361456	88.88888889	90	4	9	1.96	0.0	100	99	1	0	1	1.55	0	100	99	1	1	0	1.5	0	100	100	1	0	0	1.73	0	100	100	1	0	0	1.7	0	100	99	1	1	0	1.525252525
Dunabeitia-2018-750-215	215	PICTURE_215	585	BOOT	boot	scarpone	bota	schuh	schoen	chaussure	1.575399109	57.57575758	99	5	0	2.94	1.47295645	48	100	3	0	0	2.606060606	0.288538514	94.94949495	99	2	0	1	2.5	1.351643959	52.04081633	98	4	0	2	2.94	1.882423126	52.63157895	95	5	1.666666667	3.333333333	3.066666667	1.638845382	66.32653061	98	6	0	2	2.575757576
Dunabeitia-2018-750-214	214	PICTURE_214	2505	BEDROOM	bedroom	camera da letto	habitación	schlafzimmer	slaapkamer	chambre	0.14257333	97.97979798	99	2	0	3.252525253	1.518515995	54.54545455	99	4	0	1	3.070707071	1.362949579	49	100	4	0	0	3.15	0.709987827	85.85858586	99	3	0	1	3.58	0.297472249	94.73684211	95	2	1.666666667	3.333333333	3.7	0.14372617	97.95918367	98	2	0	2	2.96969697
Dunabeitia-2018-750-213	213	PICTURE_213			policeman	poliziotto	policía	polizist	politieagent	policier	1.84901088	49.47368421	95	6	1	3.25	1.024551247	81.72043011	93	5	3	4	3.26	0.289172951	95.87628866	97	3	0	3	3.06	1.019719359	82.29166667	96	5	0	4	3.7	2.169940587	36.20689655	96.66666667	6	1.666666667	1.666666667	3.95	0.588082878	90.52631579	95	4	0	5	3.252525253
Dunabeitia-2018-750-212	212	PICTURE_212	2783	SCALES (MEASURE INSTRUMENT)	scales	bilancia	balanza	waage	weegschaal	balance	0.588107823	88.76404494	89	3	11	2.35	0.0	100	99	1	0	1	1.91	0.391569417	93.81443299	97	3	0	3	2.02020202	0	100	100	1	0	0	2.3	0.297472249	94.73684211	96.61016949	2	1.694915254	1.694915254	2.431034483	0	100	97	1	3	0	1.848484848
Dunabeitia-2018-750-211	211	PICTURE_211			beetle	insetto	escarabajo	kaefer	kever	scarabée	1.516203712	64.77272727	88	5	9	2.92	2.155370605	34.93975904	83	6	10	7	2.83	1.357042163	71.91011236	89	5	8	3	2.88	1.561484952	60.82474227	97	5	2	1	2.99	1.673411449	60.46511628	71.66666667	5	11.66666667	16.66666667	3.183333333	1.617201305	59.75609756	82	5	11	7	2.747474747
Dunabeitia-2018-750-210	210	PICTURE_210	796	NIPPLE	nipple	capezzolo	pezón	brustwarze	tepel	téton	0.980572498	77.55102041	98	3	1	2.45	1.187169381	68	100	4	0	0	1.97	0.947994982	81.63265306	98	4	0	2	1.85	1.593504431	52.08333333	96	4	0	4	2.28	1.207184825	67.24137931	98.30508475	3	1.694915254	0	2.203389831	1.533353626	60	100	4	0	0	1.868686869
Dunabeitia-2018-750-21	21	PICTURE_21			boxer	pugile	boxeador	boxer	bokser	boxeur	0.0	100.0	100	1	0	2.82	1.131372043	78.78787879	99	5	0	1	2.71	0	100	98	1	1	1	2.78	0	100	97	1	0	3	3	0	100	98.33333333	1	1.666666667	0	3.3	0.505248223	91	100	3	0	0	2.676767677
Dunabeitia-2018-750-209	209	PICTURE_209	135	BOOMERANG	boomerang	boomerang	búmeran	bumerang	boemerang	boomerang	0.216396932	96.55172414	87	2	9	2.26	0.573116396	89.28571429	84	3	16	0	1.9	0.524805135	88.15789474	76	2	23	1	1.93	0	100	95	1	3	2	1.95	0	100	88.33333333	1	8.333333333	3.333333333	1.983333333	0.315032314	95.40229885	87	3	12	1	1.797979798
Dunabeitia-2018-750-208	208	PICTURE_208	4014	MICROPHONE	microphone	microfono	micrófono	mikrofon	microfoon	micro	0.0	100.0	100	1	0	2.45	0.0	100	99	1	1	0	2.06	0	100	100	1	0	0	2.272727273	0	100	98	1	0	2	2.39	0.754034056	78.33333333	100	2	0	0	2.6	0.242292189	96	100	2	0	0	2.080808081
Dunabeitia-2018-750-207	207	PICTURE_207	497	SCAR	scar	cicatrice	cicatriz	narbe	litteken	cicatrice	0.935298854	83.15789474	95	5	1	2.15	0.327444919	94	100	2	0	0	2.02020202	0.292929951	94.84536082	97	2	0	3	2.04	0.394683556	93.75	96	3	0	4	2.25	0.550044266	90.38461538	88.13559322	3	1.694915254	10.16949153	2.322033898	0.432883796	92.85714286	98	3	0	2	1.828282828
Dunabeitia-2018-750-206	206	PICTURE_206			paint roller	rullo	rodillo	malerrolle	verfrol	rouleau	0.810599851	85.41666667	96	4	2	2.16	0.160823021	97.64705882	85	2	14	1	2.01	0.561453192	89.47368421	95	3	4	1	1.96	3.037749117	23.80952381	84	11	5	11	2.11	2.034940914	53.84615385	88.13559322	7	3.389830508	8.474576271	2.271186441	1.108699226	71.57894737	95	4	0	5	1.868686869
Dunabeitia-2018-750-205	205	PICTURE_205	803	ANKLE	ankle	caviglia	tobillo	knoechel	enkel	cheville	0.290715865	94.89795918	98	2	0	2.41	0.732255548	87.62886598	97	4	1	2	2.22	0.290715865	94.89795918	98	2	0	2	2.13	1.739979141	64.94845361	97	7	1	2	2.39	0.589626181	89.28571429	93.33333333	3	1.666666667	5	2.4	0.758340885	84.7826087	92	3	3	5	2.070707071
Dunabeitia-2018-750-204	204	PICTURE_204			printer	stampante	impresora	drucker	printer	imprimante	0.0	100.0	99	1	0	2.99	0.288538514	94.94949495	99	2	0	1	2.61	0	100	98	1	1	1	2.68	0.388508824	93.87755102	98	3	0	2	2.91	0	100	98.33333333	1	0	1.666666667	3.4	0	100	99	1	0	1	2.696969697
Dunabeitia-2018-750-203	203	PICTURE_203	1288	CAP	cap	cappello	gorra	kappe	pet	casquette	0.855450811	72.0	100	2	0	2.35	1.426245405	51.02040816	98	3	0	2	2.09	0.529360865	88	100	2	0	0	2.14	2.267839578	42.70833333	96	7	1	3	2.43	0	100	96.66666667	1	1.666666667	1.666666667	2.533333333	0	100	100	1	0	0	1.949494949
Dunabeitia-2018-750-202	202	PICTURE_202			fishing rod	canna da pesca	caña	angel	vislijn	canne à pêche	0.489554045	91.75257732	97	3	1	2.43	0.149811367	97.84946237	93	2	6	1	2.35	0	100	98	1	0	2	2.21	0.371232327	92.85714286	98	2	0	2	2.45	1.565030881	38.88888889	90	3	3.333333333	6.666666667	2.816666667	0.385500363	93.93939394	99	3	1	0	2.04040404
Dunabeitia-2018-750-201	201	PICTURE_201			pea	piselli	vaina	erbsen	boon	haricot	1.968851511	41.46341463	82	5	13	2.43	2.046475453	47.12643678	87	7	11	2	2.55	1.923905139	48.8372093	86	6	12	2	2.33	1.807745997	51.1627907	86	5	9	5	2.36	2.825924733	36.36363636	74.57627119	9	11.86440678	13.55932203	2.474576271	2.133796527	43.83561644	73	7	16	11	2.343434343
Dunabeitia-2018-750-200	200	PICTURE_200	775	TRUMPET	trumpet	tromba	trompeta	trompete	trompet	trompette	0.481423361	91.66666667	96	3	2	2.66	0.345752087	94.79166667	96	3	4	0	2.35	0	100	97	1	1	2	2.44	0.195909271	96.96969697	99	2	0	1	2.62	0	100	98.33333333	1	0	1.666666667	2.830508475	0.488966044	91.4893617	94	3	1	5	2.505050505
Dunabeitia-2018-750-20	20	PICTURE_20	2668	SKELETON	skeleton	scheletro	esqueleto	skelett	skelet	squelette	0.0	100.0	100	1	0	3.1	0.0	100	100	1	0	0	2.67	0	100	99	1	0	1	2.71	0	100	99	1	0	1	3.24	0	100	98.33333333	1	0	1.666666667	3.666666667	0	100	99	1	0	1	2.939393939
Dunabeitia-2018-750-2	2	PICTURE_2			tyre	ruota	rueda	reifen	autoband	roue	0.996390619	53.53535354	99	2	0	2.73	1.201075942	69	100	3	0	0	2.19	0.499915958	89	100	2	0	0	2.43	1.163235101	69.6969697	99	3	0	1	2.67	1.70257249	44.06779661	98.33333333	4	1.666666667	0	3.1	0.994030211	54.54545455	99	2	0	1	2.323232323
Dunabeitia-2018-750-199	199	PICTURE_199	1600	SKIRT	skirt	gonna	falda	rock	rok	jupe	0.207310186	96.73913043	92	2	5	2.63	0.0	100	99	1	1	0	2.54	0	100	100	1	0	0	2.32	0.14372617	97.95918367	98	2	2	0	2.56	0.289986047	94.91525424	98.33333333	2	1.666666667	0	2.816666667	0	100	97	1	1	2	2.414141414
Dunabeitia-2018-750-198	198	PICTURE_198			fortune teller	maga	adivina	wahrsagerin	waarzegster	voyante	2.190292178	45.23809524	84	8	10	3.06122449	2.443657049	36.26373626	91	8	2	7	2.96	2.125501211	36.45833333	96	6	2	2	2.98	1.266357282	73.91304348	92	5	0	8	3.25	0.322756959	94.11764706	85	2	3.333333333	11.66666667	3.533333333	0.345117315	93.5483871	93	2	1	6	2.939393939
Dunabeitia-2018-750-197	197	PICTURE_197			compass	compasso	compás	zirkel	passer	compas	0.779914061	83.33333333	78	3	20	2.89	0.291548959	95.83333333	96	3	4	0	2.46	0	100	99	1	1	0	2.53	0	100	98	1	1	1	2.75	0	100	98.33333333	1	1.666666667	0	3.233333333	0	100	100	1	0	0	2.595959596
Dunabeitia-2018-750-196	196	PICTURE_196	3086	COMPUTER	computer	computer	ordenador	computer	computer	ordinateur	0.244141642	95.95959596	99	2	0	2.58	0.503258335	88.88888889	99	2	0	1	2.23	0	100	100	1	0	0	2.38	0.831510185	80.6122449	98	3	0	2	2.61	0.357646706	93.22033898	98.33333333	2	1.666666667	0	2.816666667	0.14609425	97.91666667	96	2	0	4	2.303030303
Dunabeitia-2018-750-195	195	PICTURE_195	4050	SAILOR	sailor	marinaio	marinero	kapitaen	kapitein	marin	1.339869045	63.04347826	92	5	6	3.22	1.409690127	71.875	96	6	4	0	3.03	1.140868692	57.57575758	99	3	0	1	3.07	2.150238745	42.10526316	95	7	0	5	3.44	1.811961046	55.93220339	98.33333333	5	1.666666667	0	3.633333333	1.401654337	67.74193548	93	5	1	6	3.03030303
Dunabeitia-2018-750-194	194	PICTURE_194	105	MATTRESS	mattress	materasso	colchón	matratze	matras	matelas	1.947490502	58.33333333	60	7	35	2.58	0.320827992	95.29411765	85	3	9	6	2.35	0.742473805	87.23404255	94	4	5	1	2.02	2.353466284	47.45762712	59	9	30	11	2.25	0	100	44.06779661	1	32.20338983	23.72881356	2.457627119	1.57846391	71.42857143	70	7	21	9	2.292929293
Dunabeitia-2018-750-193	193	PICTURE_193	4017	JELLYFISH	jellyfish	medusa	medusa	qualle	kwal	méduse	0.152406999	97.8021978	91	2	6	3.1	0.0	100	99	1	1	0	2.61	0	100	95	1	3	2	2.61	0	100	98	1	1	1	3.06	0.225363639	96.36363636	93.22033898	2	6.779661017	0	3.310344828	0.293968111	95.78947368	95	3	3	2	2.787878788
Dunabeitia-2018-750-192	192	PICTURE_192	3104	THERMOMETER	thermometer	termometro	termómetro	thermometer	thermometer	thermomètre	0.16232618	97.61904762	84	2	15	2.09	0.187176257	97.14285714	70	2	22	8	2.11	0	100	96	1	4	0	1.91	0.773228349	84.61538462	78	3	15	7	1.77	0.276195428	95.23809524	70	2	21.66666667	8.333333333	2.133333333	0.179256067	97.2972973	74	2	20	6	1.858585859
Dunabeitia-2018-750-191	191	PICTURE_191	4041	SALAD	salad	insalata	ensalada	salat	salade	salade	0.587664451	88.65979381	97	3	2	2.95	0.337290067	93.75	96	2	1	3	3.05	0.197453004	96.93877551	98	2	0	2	2.92	0.840303129	83.14606742	89	4	3	8	3.46	1.303889171	51.92307692	88.13559322	3	1.694915254	10.16949153	3.813559322	0.506650334	88.7755102	98	2	0	2	3.111111111
Dunabeitia-2018-750-190	190	PICTURE_190	658	RAIN (PRECIPITATION)	rain	pioggia	lluvia	regen	regen	pluie	0.896755016	68.68686869	99	2	0	1.68	0.439496987	90.90909091	99	2	1	0	1.616161616	0.405020133	91.91919192	99	2	0	1	1.42	1.211356998	64.64646465	99	3	0	1	1.59	1.130966194	72.88135593	98.33333333	4	0	1.666666667	1.5	0.974351241	77.77777778	99	3	0	1	1.343434343
Dunabeitia-2018-750-19	19	PICTURE_19	2386	TURKEY	turkey	tacchino	pavo	truthahn	kalkoen	dindon	1.426294852	73.11827957	93	6	6	3.78	1.037672393	77.89473684	95	4	4	1	3.4	0.342978951	94.84536082	97	3	2	1	3.51	1.22262028	78.35051546	97	6	2	1	3.98	0.313812964	94.33962264	88.33333333	2	5	6.666666667	4.25	1.138403736	75	96	4	1	3	3.484848485
Dunabeitia-2018-750-189	189	PICTURE_189	1857	CROCODILE	crocodile	coccodrillo	cocodrilo	krokodil	krokodil	crocodile	0.880027048	70.10309278	97	2	3	3.6	0.557438185	87	100	2	0	0	2.9	0.584238812	86	100	2	0	0	3.08	0.557438185	87	100	2	0	0	3.44	0.29367631	94.82758621	98.30508475	2	1.694915254	0	3.830508475	0.561028486	86.86868687	99	2	0	1	3.151515152
Dunabeitia-2018-750-188	188	PICTURE_188	3399	WAREHOUSE	warehouse	magazzino	almacén	lager	magazijn	entrepôt	1.458478495	66.27906977	86	5	7	3.29	1.468459791	70.65217391	92	6	3	5	3.56	0.804381544	85.85858586	99	4	0	1	3.31	2.288696421	45.36082474	97	8	0	3	3.78	1.152911332	76.47058824	85	4	5	10	4.116666667	2.086678147	56.32183908	87	9	4	9	3.555555556
Dunabeitia-2018-750-187	187	PICTURE_187	2547	CITY	city	citta	ciudad	stadt	stad	ville	1.403706467	67.36842105	95	4	0	3.4	1.276805766	73.19587629	97	5	0	3	3.12	0.445693178	90.72164948	97	2	0	3	3.23	1.857194516	50.50505051	99	5	0	1	3.62	1.44805091	54.54545455	91.66666667	3	0	8.333333333	3.916666667	0.806240512	80.64516129	93	3	1	6	3.424242424
Dunabeitia-2018-750-186	186	PICTURE_186	2622	ENGINE	engine	motore	motor	motor	motor	moteur	0.590723919	89.47368421	76	3	22	3.7	0.0	100	86	1	11	3	3.71	0	100	84	1	13	3	3.78	1.039014525	81.6091954	87	5	6	7	3.95	0.664933268	87.5	66.66666667	3	21.66666667	11.66666667	4.383333333	0.876889332	85.36585366	82	5	15	3	4
Dunabeitia-2018-750-185	185	PICTURE_185			football	pallone	balón	fussball	voetbal	ballon	0.472189385	89.8989899	99	2	0	2.06	0.584238812	86	100	2	0	0	1.8	0.194391858	97	100	2	0	0	1.7	0.436469817	91	100	2	0	0	1.88	0.357646706	93.22033898	100	2	0	0	1.830508475	1.243285615	66	100	3	0	0	1.717171717
Dunabeitia-2018-750-184	184	PICTURE_184	824	WITCH	witch	strega	bruja	hexe	heks	sorcière	0.0	100.0	100	1	0	3.18	0.0	100	98	1	0	2	3.19	0	100	99	1	0	1	2.88	0.340254161	94.89795918	98	3	0	2	3.39	0	100	95	1	1.666666667	3.333333333	3.583333333	0.284545683	95.95959596	99	3	0	1	2.858585859
Dunabeitia-2018-750-183	183	PICTURE_183	1905	EAGLE	eagle	aquila	águila	adler	arend	aigle	1.918120727	47.36842105	95	5	2	3.44	1.48474986	46.46464646	99	4	1	0	2.66	1.239530183	64.21052632	95	4	2	3	2.97	2.403659585	40.625	96	8	0	4	3.24	2.61777229	26.78571429	93.33333333	7	3.333333333	3.333333333	3.816666667	1.566246082	68	100	6	0	0	2.97979798
Dunabeitia-2018-750-182	182	PICTURE_182	1256	HEAD	head	viso	cabeza	kopf	hoofd	visage	0.928067282	65.65656566	99	2	0	1.74	2.079866988	36.73469388	98	6	2	0	1.69	1.402099273	57.29166667	96	4	0	4	1.76	1.004303177	73.40425532	94	3	1	5	1.69	1.028020524	70.90909091	91.66666667	3	1.666666667	6.666666667	1.783333333	1.807145196	44.68085106	94	6	1	5	1.474747475
Dunabeitia-2018-750-181	181	PICTURE_181	4077	TRIANGLE	triangle	triangolo	triángulo	dreieck	driehoek	triangle	0.0	100.0	100	1	0	1.24	0.0	100	100	1	0	0	1.19	0	100	99	1	0	1	1.11	0	100	99	1	0	1	1.05	0	100	98.30508475	1	1.694915254	0	1.033898305	0	100	98	1	0	2	1.050505051
Dunabeitia-2018-750-180	180	PICTURE_180	1220	TAIL	tail	coda	cola	pferdeschwanz	staart	queue de cheval	1.74092616	50.0	96	4	2	2.777777778	1.041105053	73.91304348	92	4	5	3	2.818181818	1.048405704	76.28865979	97	4	2	1	2.5	2.172453532	45.36082474	97	6	2	1	2.79	1.151932211	58.92857143	93.33333333	3	6.666666667	0	3.466666667	1.209674142	48.42105263	95	3	4	1	2.545454545
Dunabeitia-2018-750-18	18	PICTURE_18	4042	PLANET	planet	pianeta	Saturno	saturn	planeet	planète	1.304459122	48.42105263	95	3	4	2.52	1.257809855	61.05263158	95	3	1	4	2.191919192	1.264680433	50	100	3	0	0	2.08	1.116355634	54.73684211	95	3	0	5	2.29	0.988449396	76.78571429	94.91525424	3	1.694915254	3.389830508	2.542372881	1.156672597	54.63917526	97	3	0	3	2.454545455
Dunabeitia-2018-750-179	179	PICTURE_179			easel	cavalletto	caballete	staffelei	schildersezel	chevalet	1.819675689	48.0	75	6	19	2.4	1.469540671	74.35897436	78	7	20	2	2.32	1.519644525	58.33333333	72	4	24	4	2.23	1.383804821	75.94936709	79	7	4	17	2.14	0.964078765	61.11111111	91.52542373	2	1.694915254	6.779661017	2.322033898	1.539239975	66.07142857	56	5	30	14	1.939393939
Dunabeitia-2018-750-178	178	PICTURE_178	1011	BRIDGE	bridge	ponte	puente	bruecke	brug	pont	0.772517385	85.26315789	95	4	4	2.8	0.200622324	96.875	96	2	3	1	2.62	0.14257333	97.97979798	99	2	0	1	2.585858586	0.543159986	91.57894737	95	4	0	5	2.92	0.542390501	90.56603774	88.33333333	3	6.666666667	5	3.118644068	0.21265864	96.62921348	89	2	6	5	2.737373737
Dunabeitia-2018-750-177	177	PICTURE_177	641	MUSHROOM	mushroom	fungo	seta	fliegenpilz	paddenstoel	champignon	0.536359651	87.75510204	98	2	2	2.16	0.194391858	97	100	2	0	0	1.78	0.549097778	89.79591837	98	3	0	2	2.02	1	50	98	2	1	1	2.14	0.216396932	96.55172414	96.66666667	2	1.666666667	1.666666667	2.233333333	0	100	99	1	0	1	1.848484848
