ID	NUMBER	GLOSS	GERMAN	PORTUGUESE	CONCEPTICON_ID	CONCEPTICON_GLOSS	PAGE	SEMANTIC_CATEGORY	SEMANTIC_SUBCATEGORY
KochGrunberg-1914-821-457	457	toucan	Tucáno	tucano	308	TOUCAN	823	G. Vögel	
KochGrunberg-1914-821-458	458	oropendola	Yapú	japu			823	G. Vögel	
KochGrunberg-1914-821-459	459	yellow-rumped cacique	Japeim	japiim			823	G. Vögel	
KochGrunberg-1914-821-460	460	woodpecker (arapaso)	Specht (Arapaso)	arapaçu			823	G. Vögel	
KochGrunberg-1914-821-461	461	thunder (bird sp.)	Trovão	trovão (espécie de ave)			823	G. Vögel	
KochGrunberg-1914-821-462	462	taiasuirá	Taiasuirá	taiasuirá			823	G. Vögel	
KochGrunberg-1914-821-463	463	aracuã	Aracuã	aracuã			823	G. Vögel	
KochGrunberg-1914-821-464	464	anacoró	Anacoró	anacoró			823	G. Vögel	
KochGrunberg-1914-821-465	465	swallow (bird)	Andurĩ	andorinha	3077	SWALLOW (BIRD)	823	G. Vögel	
KochGrunberg-1914-821-466	466	small white swallow	Kleine weiße Schwalbe	andorinha branca pequena			823	G. Vögel	
KochGrunberg-1914-821-467	467	nightjar	Nachtschwalbe	noitibó			823	G. Vögel	
KochGrunberg-1914-821-468	468	uratauí	Uratauí	uratau			823	G. Vögel	
KochGrunberg-1914-821-469	469	hummingbird	Kolibri	beija-flor	1589	HUMMINGBIRD	823	G. Vögel	
KochGrunberg-1914-821-470	470	bird (sp.)	Vogel (spec.)	pássaro (sp.)			823	G. Vögel	
KochGrunberg-1914-821-471	471	rooster or chicken	Hahn, Huhn	galo, frango	1318	CHICKEN	823	G. Vögel	
KochGrunberg-1914-821-472	472	duck	Ente	pato	1360	DUCK	823	G. Vögel	
KochGrunberg-1914-821-473	473	small colorful duck	Kleine bunte Ente	pato pequeno colorido			823	G. Vögel	
KochGrunberg-1914-821-474	474	martim pescador (type of kingfisher)	Martim pescador (Art Eisvogel)	martim pescador			823	G. Vögel	
KochGrunberg-1914-821-475	475	carará	Carará	carará			823	G. Vögel	
KochGrunberg-1914-821-476	476	mergulhão	Mergulhão	mergulhão			823	G. Vögel	
KochGrunberg-1914-821-477	477	small gull	Kleine Möve	gaivota-pequena			823	G. Vögel	
KochGrunberg-1914-821-478	478	saracúra (type of coot)	Saracúra (Art Wasserhuhn)	saracura			823	G. Vögel	
KochGrunberg-1914-821-479	479	socó	Socó	socó			823	G. Vögel	
KochGrunberg-1914-821-480	480	white heron	Weißer Reiher	garça-branca			823	G. Vögel	
KochGrunberg-1914-821-481	481	yaburú	Yaburú	jaburu			823	G. Vögel	
KochGrunberg-1914-821-482	482	maguarý	Maguarý	maguari			823	G. Vögel	
KochGrunberg-1914-821-483	483	tuyuyú	Tuyuyú	tuiuiú			823	G. Vögel	
KochGrunberg-1914-821-484	484	vulture	Urubú	urubu	1185	VULTURE	823	G. Vögel	
KochGrunberg-1914-821-485	485	big hawk	Großer Gavião	gavião grande			823	G. Vögel	
KochGrunberg-1914-821-486	486	hawk	Habicht	gavião	307	HAWK	823	G. Vögel	
KochGrunberg-1914-821-487	487	cancão	Cancão	cancão			823	G. Vögel	
KochGrunberg-1914-821-488	488	big owl	Große Eule	coruja grande			823	G. Vögel	
KochGrunberg-1914-821-489	489	small owl	Kleine Eule	corujinha			823	G. Vögel	Körperteile
KochGrunberg-1914-821-490	490	lung (of bird)	Lunge	pulmão (de ave)			823	G. Vögel	Körperteile
KochGrunberg-1914-821-491	491	liver (of bird)	Leber	fígado (de ave)			823	G. Vögel	Körperteile
KochGrunberg-1914-821-492	492	heart (of bird)	Herz	coração (de ave)			823	G. Vögel	Körperteile
KochGrunberg-1914-821-493	493	stomach (of bird)	Magen	estômago (de ave)			823	G. Vögel	Körperteile
KochGrunberg-1914-821-494	494	wattle	Kehllappen	barbela de ave			823	G. Vögel	Körperteile
KochGrunberg-1914-821-495	495	fish	Fisch	peixe	227	FISH	824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-496	496	scale	Schuppen	escamas	266	SCALE	824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-497	497	fishbone	Gräten	espinha de peixe	3799	FISHBONE	824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-498	498	stingray	Rochen	arraia	1910	STINGRAY	824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-499	499	sorubim	Sorubim	sorubim			824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-500	500	piranha	Piranha	piranha	317	PIRANHA	824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-501	501	electric eel	Zitteraal	enguia elétrica	2443	ELECTRIC EEL	824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-502	502	pirarára	Pirarára	piraraba			824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-503	503	pirahíba	Pirahíba	piraíba			824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-504	504	tucunaré	Tucunaré	tucunaré			824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-505	505	pacu	Pacú	pacu	3922	PACU	824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-506	506	aracú	Aracú	aracu			824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-507	507	acará	Acará	acará			824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-508	508	trahira	Trahira	traíra			824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-509	509	yataiuarana	Yataiuarana	jatuarana			824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-510	510	jacundá	Jacundá	jacundá			824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-511	511	mandubé	Mandubé	mandubé			824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-512	512	pirarucú	Pirarucú	pirarucu			824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-513	513	peixe cachorro	Peixe cachorro	peixe-cachorro			824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-514	514	candirú	Candirú	candiru			824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-515	515	alligator	Alligator	jacaré	1581	ALLIGATOR	824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-516	516	iguana	Leguan	iguana	1578	IGUANA	824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-517	517	lizard	Eidechse	lagarto	632	LIZARD	824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-518	518	frog	Frosch	rã	503	FROG	824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-519	519	toad	Kröte	sapo	894	TOAD	824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-520	520	frog or toad	Frosch oder Kröter	rã ou sapo			824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-521	521	turtle	Tartaruga	tartaruga	112	TURTLE	824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-522	522	big-headed amazon river turtle	Cabeçudo	cabeçudo (tipo de tartaruga)			824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-523	523	tortoise	Jabutí	jabuti	895	TORTOISE	824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-524	524	shell of the big-headed amazon river turtle	Schild der Cabeçudo	casco de cabeçudo			824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-525	525	snake	Schlange	cobra	730	SNAKE	824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-526	526	big water snake	Große Wasserschlange	cobra d'água grande			824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-527	527	boa	Jiboya	jiboia			824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-528	528	jararáca	Jararáca	jararaca			824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-529	529	surucucú	Surucucú	surucucu			824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-530	530	earthworm	Erdergenwurm	minhoca	2350	EARTHWORM	824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-531	531	tree earthworm larva	Baumregenwurm	larva de minhoca de árvore			824	H. Fische, Reptilien usw	
KochGrunberg-1914-821-532	532	ant	Ameise	formiga	587	ANT	824	I. Niedere Tiere	
KochGrunberg-1914-821-533	533	saúba ant	Saúba-Ameise	saúva			824	I. Niedere Tiere	
KochGrunberg-1914-821-534	534	maniuára ant	Maniuára-Ameise	maniuara			824	I. Niedere Tiere	
KochGrunberg-1914-821-535	535	tocandíra ant	Tocandíra-Ameise	tocandira			824	I. Niedere Tiere	
KochGrunberg-1914-821-536	536	termite	Termiten	cupim	883	TERMITE	824	I. Niedere Tiere	
KochGrunberg-1914-821-537	537	taracuá	Taracuá	taracuá (tipo de formiga)			824	I. Niedere Tiere	
KochGrunberg-1914-821-538	538	fly (insect)	Fliege	mosca	1504	FLY (INSECT)	824	I. Niedere Tiere	
KochGrunberg-1914-821-539	539	mosquito	Mosquito	mosquito	1509	MOSQUITO	824	I. Niedere Tiere	
KochGrunberg-1914-821-540	540	small mosquito	Kleine Mosquito	mosquito pequeno			824	I. Niedere Tiere	
KochGrunberg-1914-821-541	541	pium	Pium	pium			825	I. Niedere Tiere	
KochGrunberg-1914-821-542	542	mutuca	Mutuca	mutuca			825	I. Niedere Tiere	
KochGrunberg-1914-821-543	543	bee	Biene	abelha	665	BEE	825	I. Niedere Tiere	
KochGrunberg-1914-821-544	544	honey	Honig	mel	942	HONEY	825	I. Niedere Tiere	
KochGrunberg-1914-821-545	545	wasp	Wespe	vespa	1517	WASP	825	I. Niedere Tiere	
KochGrunberg-1914-821-546	546	grasshopper	Heuschrecke	gafanhoto	607	GRASSHOPPER	825	I. Niedere Tiere	
KochGrunberg-1914-821-547	547	cricket	Grille	grilo	2354	CRICKET	825	I. Niedere Tiere	
KochGrunberg-1914-821-548	548	dragonfly	Wasserjungfer	libélula	2352	DRAGONFLY	825	I. Niedere Tiere	
KochGrunberg-1914-821-549	549	butterfly	Schmetterling	borboleta	1791	BUTTERFLY	825	I. Niedere Tiere	
KochGrunberg-1914-821-550	550	big blue butterfly	Großer blauer Schmetterling	borboleta grande azul			825	I. Niedere Tiere	
KochGrunberg-1914-821-551	551	caterpillar	Raupe	lagarta	2247	CATERPILLAR	825	I. Niedere Tiere	
KochGrunberg-1914-821-552	552	dung beetle	Mistkäfer	besouro rola-bosta			825	I. Niedere Tiere	
KochGrunberg-1914-821-553	553	firefly	Leuchtkäfer	vagalume	206	FIREFLY	825	I. Niedere Tiere	
KochGrunberg-1914-821-554	554	cockroach	Barata	barata	1575	COCKROACH	825	I. Niedere Tiere	
KochGrunberg-1914-821-555	555	tick	Carapato	carrapato	1527	TICK	825	I. Niedere Tiere	
KochGrunberg-1914-821-556	556	very small tick	Sehr kleine Carapato	carrapato muito pequeno			825	I. Niedere Tiere	
KochGrunberg-1914-821-557	557	louse	Laus	piolho	1392	LOUSE	825	I. Niedere Tiere	
KochGrunberg-1914-821-558	558	flea	Floh	pulga	232	FLEA	825	I. Niedere Tiere	
KochGrunberg-1914-821-559	559	sand flea	Sandfloh	bicho-de-pé			825	I. Niedere Tiere	
KochGrunberg-1914-821-560	560	micuim	Micuim	micuim			825	I. Niedere Tiere	
KochGrunberg-1914-821-561	561	spider	Spinne	aranha	843	SPIDER	825	I. Niedere Tiere	
KochGrunberg-1914-821-562	562	crab	Krebs	caranguejo	2348	CRAB	825	I. Niedere Tiere	
KochGrunberg-1914-821-563	563	shrimp	Camarão	camarão	2349	SHRIMP	825	I. Niedere Tiere	
KochGrunberg-1914-821-564	564	scorpion	Skorpion	escorpião	1538	SCORPION	825	I. Niedere Tiere	
KochGrunberg-1914-821-565	565	water spider	Wasserspinne	aranha d'água			825	I. Niedere Tiere	
KochGrunberg-1914-821-566	566	centipede	Tausendfuß	centopeia	1974	CENTIPEDE	825	I. Niedere Tiere	
KochGrunberg-1914-821-567	567	maruim	Maruim	maruim			825	I. Niedere Tiere	
KochGrunberg-1914-821-568	568	páca	Páca	paca (tipo de inseto)			825	I. Niedere Tiere	
KochGrunberg-1914-821-569	569	shell	Muschel	concha	598	SHELL	825	I. Niedere Tiere	
KochGrunberg-1914-821-570	570	snail	Schnecke	lesma	1543	SNAIL	825	I. Niedere Tiere	
KochGrunberg-1914-821-571	571	tree	Baum	árvore	906	TREE	825	K. Pfianzen	
KochGrunberg-1914-821-572	572	leaf	Blatt	folha	628	LEAF	825	K. Pfianzen	
KochGrunberg-1914-821-573	573	branch	Ast	galho	1531	BRANCH	825	K. Pfianzen	
KochGrunberg-1914-821-574	574	bark	Rinde	casca da árvore	1204	BARK	825	K. Pfianzen	
KochGrunberg-1914-821-575	575	root	Wurzel	raiz	670	ROOT	825	K. Pfianzen	
KochGrunberg-1914-821-576	576	thron	Dorn	espinho	124	THORN	825	K. Pfianzen	
KochGrunberg-1914-821-577	577	seed	Samen	semente	714	SEED	825	K. Pfianzen	
KochGrunberg-1914-821-578	578	resin	Harz	resina	664	RESIN	825	K. Pfianzen	
KochGrunberg-1914-821-579	579	peel, pod	Schale, Hülse (d.Frucht)	casca da fruta	2373	SKIN (OF FRUIT)	825	K. Pfianzen	
KochGrunberg-1914-821-580	580	blossom	Blüte	flor (termo referente apenas à parte reprodutiva da planta)			825	K. Pfianzen	
KochGrunberg-1914-821-581	581	fruit	Frucht	fruta	1507	FRUIT	825	K. Pfianzen	
KochGrunberg-1914-821-582	582	shrub	Strauch	arbusto	751	SHRUB	825	K. Pfianzen	
KochGrunberg-1914-821-583	583	grass	Gras	grama	606	GRASS	825	K. Pfianzen	
KochGrunberg-1914-821-584	584	maize	Mais	milho	506	MAIZE	826	K. Pfianzen	
KochGrunberg-1914-821-585	585	manioc	Mandioca	mandioca	925	CASSAVA	826	K. Pfianzen	
KochGrunberg-1914-821-586	586	manioc flour	Mandiocamehl (Farinha)	farinha de mandioca	324	MANIOC FLOUR	826	K. Pfianzen	
KochGrunberg-1914-821-587	587	manioc bread	Mandiocafladen (Beijú)	beiju	407	MANIOC BREAD	826	K. Pfianzen	
KochGrunberg-1914-821-588	588	curatá	Curatá	curatá			826	K. Pfianzen	
KochGrunberg-1914-821-589	589	tapioca	Tapioca	tapioca	925	CASSAVA	826	K. Pfianzen	
KochGrunberg-1914-821-590	590	banana	Banane	banana	868	BANANA	826	K. Pfianzen	
KochGrunberg-1914-821-591	591	potato	Batate	batata	593	POTATO	826	K. Pfianzen	
KochGrunberg-1914-821-592	592	yam	Cará, Inyame	inhame	410	YAM	826	K. Pfianzen	
KochGrunberg-1914-821-593	593	pepper	Capsicum	pimenta	1385	PEPPER	826	K. Pfianzen	
KochGrunberg-1914-821-594	594	peppersauce	Pfeffersauce	molho de pimenta			826	K. Pfianzen	
KochGrunberg-1914-821-595	595	tucupi	Tucupí	tucupi			826	K. Pfianzen	
KochGrunberg-1914-821-596	596	pineapple	Ananas	abacaxi	2440	PINEAPPLE	826	K. Pfianzen	
KochGrunberg-1914-821-597	597	tame	Zahme	domesticado			826	K. Pfianzen	
KochGrunberg-1914-821-598	598	savage	Wilde	selvagem			826	K. Pfianzen	
KochGrunberg-1914-821-599	599	cocoa	Kakao	cacao			826	K. Pfianzen	
KochGrunberg-1914-821-600	600	japurá	Yapurá	japurá			826	K. Pfianzen	
KochGrunberg-1914-821-601	601	cucura	Cucura	cucura			826	K. Pfianzen	
KochGrunberg-1914-821-602	602	umarí	Umarí	umari			826	K. Pfianzen	
KochGrunberg-1914-821-603	603	abíu	Abíu	abiu			826	K. Pfianzen	
KochGrunberg-1914-821-604	604	iua	Iua	iuá-pixuna			826	K. Pfianzen	
KochGrunberg-1914-821-605	605	cupuaçu	Copoasú	cupuaçu			826	K. Pfianzen	
KochGrunberg-1914-821-606	606	cupuí	Copoaï	cupuí			826	K. Pfianzen	
KochGrunberg-1914-821-607	607	cumaru	Cumarú	cumaru			826	K. Pfianzen	
KochGrunberg-1914-821-608	608	cubiu	Cubiu	cubiu			826	K. Pfianzen	
KochGrunberg-1914-821-609	609	pinupinú (medicinal plant)	Pinupinú (Medizinalpflanze)	pinupinú (planta medicinal)			826	K. Pfianzen	
KochGrunberg-1914-821-610	610	pokeá nut	Pokeá-Nuß	tipo de noz			826	K. Pfianzen	
KochGrunberg-1914-821-611	611	ucuqui	Ukuki	ucuqui			826	K. Pfianzen	
KochGrunberg-1914-821-612	612	pumpkin	Kürbis	abóbora	864	PUMPKIN	826	K. Pfianzen	
KochGrunberg-1914-821-613	613	timbó	Timbó	timbó			826	K. Pfianzen	
KochGrunberg-1914-821-614	614	liana	Sipó	cipó	2388	LIANA	826	K. Pfianzen	
KochGrunberg-1914-821-615	615	raw rubber	Kautschuk	borracha crua			826	K. Pfianzen	
KochGrunberg-1914-821-616	616	rubber	Gummi	borracha			826	K. Pfianzen	
KochGrunberg-1914-821-617	617	rubber milk	Gummi-Milch	leite da seringueira			826	K. Pfianzen	
KochGrunberg-1914-821-618	618	bamboo	Bambus	bambu	1927	BAMBOO	826	K. Pfianzen	
KochGrunberg-1914-821-619	619	giant reed	Pfeilrohr	cana-do-reino			826	K. Pfianzen	
KochGrunberg-1914-821-620	620	sugar cane	Zuckerrohr	cana-de-açúcar	146	SUGAR CANE	826	K. Pfianzen	
KochGrunberg-1914-821-621	621	achiote	Urucú	urucum	349	ACHIOTE	826	K. Pfianzen	
KochGrunberg-1914-821-622	622	carajuru	Carayurú	carajuru			826	K. Pfianzen	
KochGrunberg-1914-821-623	623	genipap	Genipapo	genipapo			826	K. Pfianzen	
KochGrunberg-1914-821-624	624	mold on manioc cake	Schimmel auf Mandiocafladen	mofo no bolo de mandioca			826	K. Pfianzen	
KochGrunberg-1914-821-625	625	moriche palm	Mirití	buriti			826	K. Pfianzen	Palmen
KochGrunberg-1914-821-626	626	tucum	Tucum	tucum			826	K. Pfianzen	Palmen
KochGrunberg-1914-821-627	627	tucumã	Tucumá	tucumã			826	K. Pfianzen	Palmen
KochGrunberg-1914-821-628	628	caraná	Caraná	caraná			826	K. Pfianzen	Palmen
KochGrunberg-1914-821-629	629	puxiúba	Puxiúba	paxiúba			826	K. Pfianzen	Palmen
KochGrunberg-1914-821-630	630	piassava	Piassába	piaçava			827	K. Pfianzen	Palmen
KochGrunberg-1914-821-631	631	jauari	Yauarý	jauari			827	K. Pfianzen	Palmen
KochGrunberg-1914-821-632	632	ubuçu	Busú	ubuçu			827	K. Pfianzen	Palmen
KochGrunberg-1914-821-633	633	açaí	Assaï	açaí			827	K. Pfianzen	Palmen
KochGrunberg-1914-821-634	634	pupunha	Pupunha	pupunha			827	K. Pfianzen	Palmen
KochGrunberg-1914-821-635	635	patauá	Patauá	patauá			827	K. Pfianzen	Palmen
KochGrunberg-1914-821-636	636	bacaba	Bacaba	bacaba			827	K. Pfianzen	Palmen
KochGrunberg-1914-821-637	637	1	1	1	1493	ONE	827	L. Zahlen	
KochGrunberg-1914-821-638	638	2	2	2	1498	TWO	827	L. Zahlen	
KochGrunberg-1914-821-639	639	3	3	3	492	THREE	827	L. Zahlen	
KochGrunberg-1914-821-640	640	4	4	4	1500	FOUR	827	L. Zahlen	
KochGrunberg-1914-821-641	641	5	5	5	493	FIVE	827	L. Zahlen	
KochGrunberg-1914-821-642	642	6	6	6	1703	SIX	827	L. Zahlen	
KochGrunberg-1914-821-643	643	7	7	7	1704	SEVEN	827	L. Zahlen	
KochGrunberg-1914-821-644	644	8	8	8	1705	EIGHT	827	L. Zahlen	
KochGrunberg-1914-821-645	645	9	9	9	1483	NINE	827	L. Zahlen	
KochGrunberg-1914-821-646	646	10	10	10	1515	TEN	827	L. Zahlen	
KochGrunberg-1914-821-647	647	a little	Wenig	pouco	2924	A LITTLE	827	L. Zahlen	
KochGrunberg-1914-821-648	648	many	Viel	muito	1198	MANY	827	L. Zahlen	
KochGrunberg-1914-821-649	649	half	Halb	metade	816	HALF	827	L. Zahlen	
KochGrunberg-1914-821-650	650	full	Voll	cheio	1429	FULL	827	L. Zahlen	
KochGrunberg-1914-821-651	651	all	Alles	tudo, todo	98	ALL	827	L. Zahlen	
KochGrunberg-1914-821-652	652	i	Ich	eu	1209	I	828	M. Pronimina	
KochGrunberg-1914-821-653	653	you	Du	você	1215	THOU	828	M. Pronimina	
KochGrunberg-1914-821-654	654	he	Er	ele	1211	HE	828	M. Pronimina	
KochGrunberg-1914-821-655	655	other (another)	Ein anderer	outro (um outro)			828	M. Pronimina	
KochGrunberg-1914-821-656	656	we	Wir	nós	1212	WE	828	M. Pronimina	
KochGrunberg-1914-821-657	657	your (plural)	Ihr	seu	2274	YOUR (PLURAL)	828	M. Pronimina	
KochGrunberg-1914-821-658	658	they	Sie	eles	817	THEY	828	M. Pronimina	
KochGrunberg-1914-821-659	659	others	Andere	outros	197	OTHER	828	M. Pronimina	
KochGrunberg-1914-821-660	660	my bow	Mein Bogen	meu arco			828	M. Pronimina	
KochGrunberg-1914-821-661	661	your bow	Dein Bogen	seu arco			828	M. Pronimina	
KochGrunberg-1914-821-662	662	your coca	Deine Coca	sua coca			828	M. Pronimina	
KochGrunberg-1914-821-663	663	his bow	Sein Bogen	o arco dele			828	M. Pronimina	
KochGrunberg-1914-821-664	664	our house	Unser Haus	a nossa casa			828	M. Pronimina	
KochGrunberg-1914-821-665	665	your house	Euer Haus	sua casa			828	M. Pronimina	
KochGrunberg-1914-821-666	666	your house (polite form)	Ihr Haus	sua casa (forma educada)			828	M. Pronimina	
KochGrunberg-1914-821-667	667	large	Groß	grande	1202	BIG	828	N. Adjektiva	
KochGrunberg-1914-821-668	668	small	Klein	pequeno	1246	SMALL	828	N. Adjektiva	
KochGrunberg-1914-821-669	669	high	Hoch	alto	1265	HIGH	828	N. Adjektiva	
KochGrunberg-1914-821-670	670	deep	Tief	fundo	1593	DEEP	828	N. Adjektiva	
KochGrunberg-1914-821-671	671	long	Lang	longo	1203	LONG	828	N. Adjektiva	
KochGrunberg-1914-821-672	672	short	Kurz	curto	1645	SHORT	828	N. Adjektiva	
KochGrunberg-1914-821-673	673	wide	Breit	largo	1243	WIDE	828	N. Adjektiva	
KochGrunberg-1914-821-674	674	fat (obese)	Fett	gordo	1279	FAT (OBESE)	828	N. Adjektiva	
KochGrunberg-1914-821-675	675	thin (slim)	Mager	magro	1400	THIN (SLIM)	828	N. Adjektiva	
KochGrunberg-1914-821-676	676	heavy	Schwer	pesado	1210	HEAVY	828	N. Adjektiva	
KochGrunberg-1914-821-677	677	light (weight)	Leicht	leve	1052	LIGHT (WEIGHT)	828	N. Adjektiva	
KochGrunberg-1914-821-678	678	cold	Kalt	frio	1287	COLD	828	N. Adjektiva	
KochGrunberg-1914-821-679	679	very cold	sehr kalt	Muito Frio			828	N. Adjektiva	
KochGrunberg-1914-821-680	680	warm	Warm	quente	1232	WARM	828	N. Adjektiva	
KochGrunberg-1914-821-681	681	dry	Trocken	seco	1398	DRY	828	N. Adjektiva	
KochGrunberg-1914-821-682	682	wet	Naß	molhado	1726	WET	828	N. Adjektiva	
KochGrunberg-1914-821-683	683	rotten	Verfaut	estragado (podre)	1728	ROTTEN	828	N. Adjektiva	
KochGrunberg-1914-821-684	684	sick	Krank	doente	1847	SICK	828	N. Adjektiva	
KochGrunberg-1914-821-685	685	dead	Tot	morto	1625	DEAD	828	N. Adjektiva	
KochGrunberg-1914-821-686	686	hard	Hart	duro	1884	HARD	828	N. Adjektiva	
KochGrunberg-1914-821-687	687	soft	Weich	mole	1856	SOFT	828	N. Adjektiva	
KochGrunberg-1914-821-688	688	pregnant	Schwanger	grávida	1123	PREGNANT	828	N. Adjektiva	
KochGrunberg-1914-821-689	689	good	Gut	bom	1035	GOOD	828	N. Adjektiva	
KochGrunberg-1914-821-690	690	beautiful	Schön	bonito	1427	BEAUTIFUL	828	N. Adjektiva	
KochGrunberg-1914-821-691	691	bad	Schlecht	mau	1292	BAD	828	N. Adjektiva	
KochGrunberg-1914-821-692	692	brave	Tapfer	corajoso	3	BRAVE	828	N. Adjektiva	
KochGrunberg-1914-821-693	693	cowardly	Feig	covarde	3812	COWARDLY	828	N. Adjektiva	
KochGrunberg-1914-821-694	694	white	Weiß	branco	1335	WHITE	829	O. Farben	
KochGrunberg-1914-821-695	695	black	Schwarz	preto	163	BLACK	829	O. Farben	
KochGrunberg-1914-821-696	696	dirty	Schmutzig	sujo	1230	DIRTY	829	O. Farben	
KochGrunberg-1914-821-697	697	dark	Dunkel	escuro	706	DARK	829	O. Farben	
KochGrunberg-1914-821-698	698	red	Rot	vermelho	156	RED	829	O. Farben	
KochGrunberg-1914-821-699	699	blue	Blau	azul	837	BLUE	829	O. Farben	
KochGrunberg-1914-821-700	700	green	Grün	verde	1425	GREEN	829	O. Farben	
KochGrunberg-1914-821-701	701	yellow	Gelb	amarelo	1424	YELLOW	829	O. Farben	
KochGrunberg-1914-821-702	702	yesterday	Gestern	ontem	1174	YESTERDAY	829	P. Zelt	
KochGrunberg-1914-821-703	703	today	Heute	hoje	1283	TODAY	829	P. Zelt	
KochGrunberg-1914-821-704	704	now	Jetzt	Agora	1376	NOW	829	P. Zelt	
KochGrunberg-1914-821-705	705	immediately	Sogleich	imediatamente	1963	IMMEDIATELY	829	P. Zelt	
KochGrunberg-1914-821-706	706	day (24 hours)	Dereinst	dia (24 horas)	1260	DAY (24 HOURS)	829	Q. Ort	
KochGrunberg-1914-821-707	707	right	Rechts	direita	1019	RIGHT	829	Q. Ort	
KochGrunberg-1914-821-708	708	left	Links	esquerda	244	LEFT	829	Q. Ort	
KochGrunberg-1914-821-709	709	here	Hier	aqui	136	HERE	829	Q. Ort	
KochGrunberg-1914-821-710	710	near	Nahe	perto	1942	NEAR	829	Q. Ort	
KochGrunberg-1914-821-711	711	there	Dort	lá	1937	THERE	829	Q. Ort	
KochGrunberg-1914-821-712	712	far	Fern	longe	1406	FAR	829	Q. Ort	
KochGrunberg-1914-821-713	713	there (over there)	Dorther	de lá			829	Q. Ort	
KochGrunberg-1914-821-714	714	in front of (the house)	Vor (dem Haus)	na frente de (da casa)			829	Q. Ort	
KochGrunberg-1914-821-715	715	behind the house	Hinter dem Haus	atrás da casa			829	Q. Ort	
KochGrunberg-1914-821-716	716	over, on the house	Über, auf dem Haus	em cima da casa			829	Q. Ort	
KochGrunberg-1914-821-717	717	on the tree	Auf dem Baum	na árvore			829	Q. Ort	
KochGrunberg-1914-821-718	718	under the house	Unter dem Haus	embaixo da casa			829	Q. Ort	
KochGrunberg-1914-821-719	719	in the house, inside the house	In dem Haus, Im innern des Hauses	na casa, dentro da casa			829	Q. Ort	
KochGrunberg-1914-821-720	720	yes	Ja	sim	1268	YES	829	R. Modale Ausdrücke	
KochGrunberg-1914-821-721	721	no	Nein	não	1269	NO	829	R. Modale Ausdrücke	
KochGrunberg-1914-821-722	722	breathe	Atmen	respirar	1407	BREATHE	829	S. Zeltwörter	
KochGrunberg-1914-821-723	723	stand up	Aufstehen, sich erheben	se levantar	570	STAND UP	829	S. Zeltwörter	
KochGrunberg-1914-821-724	724	bathe	Baden	tomar banho	138	BATHE	829	S. Zeltwörter	
KochGrunberg-1914-821-725	725	have sex	Beischlaf vollziehen	fazer sexo	549	COPULATE	830	S. Zeltwörter	
KochGrunberg-1914-821-726	726	tie	Binden	amarrar	1917	TIE	830	S. Zeltwörter	
KochGrunberg-1914-821-727	727	bury	Begraben	enterrar	1719	BURY	830	S. Zeltwörter	
KochGrunberg-1914-821-728	728	stay	Bleiben	ficar	987	REMAIN	830	S. Zeltwörter	
KochGrunberg-1914-821-729	729	fry	Braten	fritar	991	FRY	830	S. Zeltwörter	
KochGrunberg-1914-821-730	730	burn	Brennen, verbrennen	queimar	2102	BURN	830	S. Zeltwörter	
KochGrunberg-1914-821-731	731	a burnt house	ein Haus verbrennen	Uma casa queimada			830	S. Zeltwörter	
KochGrunberg-1914-821-732	732	bring	Bringen	trazer	692	BRING	830	S. Zeltwörter	
