ID	NUMBER	GLOSS	GERMAN	PORTUGUESE	CONCEPTICON_ID	CONCEPTICON_GLOSS
KochGrunberg-1914-809-590	590	Yam	Cará, Inyame	Inhame	410	YAM
KochGrunberg-1914-809-591	591	Pepper	Capsicum	Pimenta	1385	PEPPER
KochGrunberg-1914-809-592	592	Peppersauce	Pfeffersauce	Molho de pimenta		
KochGrunberg-1914-809-593	593	Tucupi	Tucupí	Tucupi		
KochGrunberg-1914-809-594	594	Pineapple	Ananas	Abacaxi	2440	PINEAPPLE
KochGrunberg-1914-809-595	595	Tame	Zahme	Domesticado	2838	TAME
KochGrunberg-1914-809-596	596	Savage	Wilde	Selvagem	2230	UNTAMED OR WILD
KochGrunberg-1914-809-597	597	Cocoa	Kakao	Cacao	2442	COCOA BEAN
KochGrunberg-1914-809-598	598	Japurá	Yapurá	Japurá		
KochGrunberg-1914-809-599	599	Cucura	Cucura	Cucura		
KochGrunberg-1914-809-600	600	Umarí	Umarí	Umari		
KochGrunberg-1914-809-601	601	Abíu	Abíu	Abiu		
KochGrunberg-1914-809-602	602	Iua	Iua	Iuá-pixuna		
KochGrunberg-1914-809-603	603	Cupuaçu	Copoasú	Cupuaçu		
KochGrunberg-1914-809-604	604	Cupuí	Copoaï	Cupuí		
KochGrunberg-1914-809-605	605	Cumaru	Cumarú	Cumaru		
KochGrunberg-1914-809-606	606	Cubiu	Cubiu	Cubiu		
KochGrunberg-1914-809-607	607	Pinupinú (medicinal plant)	Pinupinú (Medizinalpflanze)	Pinupinú (planta medicinal)		
KochGrunberg-1914-809-608	608	Pokeá nut	Pokeá-Nuß	Tipo de noz		
KochGrunberg-1914-809-609	609	Ucuqui	Ukuki	Ucuqui		
KochGrunberg-1914-809-610	610	Pumpkin	Kürbis	Abóbora	864	PUMPKIN
KochGrunberg-1914-809-611	611	Timbó	Timbó	Timbó		
KochGrunberg-1914-809-612	612	Liana	Sipó	Cipó	2388	LIANA
KochGrunberg-1914-809-613	613	Raw rubber	Kautschuk	Látex		
KochGrunberg-1914-809-614	614	Rubber	Gummi	Borracha		
KochGrunberg-1914-809-615	615	Rubber latex	Gummi-Milch	Seiva		
KochGrunberg-1914-809-616	616	Bamboo	Bambus	Bambu	1927	BAMBOO
KochGrunberg-1914-809-617	617	Giant reed	Pfeilrohr	Cana-do-reino		
KochGrunberg-1914-809-618	618	Sugar cane	Zuckerrohr	Cana-de-açúcar	146	SUGAR CANE
KochGrunberg-1914-809-619	619	Achiote	Urucú	Urucum	349	ACHIOTE
KochGrunberg-1914-809-620	620	Carajuru	Carayurú	Carajuru		
KochGrunberg-1914-809-621	621	Genipap	Genipapo	Genipapo		
KochGrunberg-1914-809-622	622	Mold on manioc cake	Schimmel auf Mandiocafladen	Mofo no bolo de mandioca		
KochGrunberg-1914-809-623	623	Moriche palm	Mirití	Buriti		
KochGrunberg-1914-809-624	624	Tucum	Tucum	Tucum		
KochGrunberg-1914-809-625	625	Tucumã	Tucumá	Tucumã		
KochGrunberg-1914-809-626	626	Caraná	Caraná	Caraná		
KochGrunberg-1914-809-627	627	Puxiúba	Puxiúba	Paxiúba		
KochGrunberg-1914-809-628	628	Piassava	Piassába	Piaçava		
KochGrunberg-1914-809-629	629	Jauari	Yauarý	Jauari		
KochGrunberg-1914-809-630	630	Ubuçu	Busú	Ubuçu		
KochGrunberg-1914-809-631	631	Açaí	Assaï	Açaí		
KochGrunberg-1914-809-632	632	Pupunha	Pupunha	Pupunha		
KochGrunberg-1914-809-633	633	Patauá	Patauá	Patauá		
KochGrunberg-1914-809-634	634	Bacaba	Bacaba	Bacaba		
KochGrunberg-1914-809-635	635	A little	Wenig	Pouco	2924	A LITTLE
KochGrunberg-1914-809-636	636	Many	Viel	Muito	1198	MANY
KochGrunberg-1914-809-637	637	Half	Halb	Metade	816	HALF
KochGrunberg-1914-809-638	638	Full	Voll	Cheio	1429	FULL
KochGrunberg-1914-809-639	639	All	Alles	Tudo, todo	98	ALL
KochGrunberg-1914-809-640	640	I	Ich	Eu	1209	I
KochGrunberg-1914-809-641	641	You	Du	Você	1215	THOU
KochGrunberg-1914-809-642	642	He	Er	Ele	1211	HE
KochGrunberg-1914-809-643	643	Other	Ein anderer	Outro	197	OTHER
KochGrunberg-1914-809-644	644	We	Wir	Nós	1212	WE
KochGrunberg-1914-809-645	645	Your (plural)	Ihr	Seu	2274	YOUR (PLURAL)
KochGrunberg-1914-809-646	646	They	Sie	Eles	817	THEY
KochGrunberg-1914-809-647	647	Other	Andere	Outro	197	OTHER
KochGrunberg-1914-809-648	648	My bow	Mein Bogen	Meu arco		
KochGrunberg-1914-809-649	649	Your bow	Dein Bogen	Seu arco		
KochGrunberg-1914-809-650	650	Your coca	Deine Coca	Sua coca		
KochGrunberg-1914-809-651	651	His bow	Sein Bogen	O arco dele		
KochGrunberg-1914-809-652	652	Our house	Unser Haus	A nossa casa		
KochGrunberg-1914-809-653	653	Your house	Euer Haus	Sua casa		
KochGrunberg-1914-809-654	654	Your house	Ihr Haus	Sua casa		
KochGrunberg-1914-809-655	655	Large	Groß	Grande	1202	BIG
KochGrunberg-1914-809-656	656	Small	Klein	Pequeno	1246	SMALL
KochGrunberg-1914-809-657	657	High	Hoch	Alto	1265	HIGH
KochGrunberg-1914-809-658	658	Deep	Tief	Fundo	1593	DEEP
KochGrunberg-1914-809-659	659	Long	Lang	Longo	1203	LONG
KochGrunberg-1914-809-660	660	Short	Kurz	Curto	1645	SHORT
KochGrunberg-1914-809-661	661	Wide	Breit	Largo	1243	WIDE
KochGrunberg-1914-809-662	662	Fat (obese)	Fett	Gordo	1279	FAT (OBESE)
KochGrunberg-1914-809-663	663	Thin (slim)	Mager	Magro	1400	THIN (SLIM)
KochGrunberg-1914-809-664	664	Heavy	Schwer	Pesado	1210	HEAVY
KochGrunberg-1914-809-665	665	Light (weight)	Leicht	Leve	1052	LIGHT (WEIGHT)
KochGrunberg-1914-809-666	666	Cold	Kalt	Frio	1287	COLD
KochGrunberg-1914-809-667	667	Very cold	sehr kalt	muito Frio		
KochGrunberg-1914-809-668	668	Warm	Warm	Quente	2272	HOT OR WARM
KochGrunberg-1914-809-669	669	Dry	Trocken	Seco	1398	DRY
KochGrunberg-1914-809-670	670	Wet	Naß	Molhado	1726	WET
KochGrunberg-1914-809-671	671	Rotten	Verfaut	Estragado (podre)	1728	ROTTEN
KochGrunberg-1914-809-672	672	Sick	Krank	Doente	1847	SICK
KochGrunberg-1914-809-673	673	Dead	Tot	Morto	1625	DEAD
KochGrunberg-1914-809-674	674	Hard	Hart	Duro	1884	HARD
KochGrunberg-1914-809-675	675	Soft	Weich	Mole	1856	SOFT
KochGrunberg-1914-809-676	676	Pregnant	Schwanger	Grávida	1123	PREGNANT
KochGrunberg-1914-809-677	677	Good	Gut	Bom	1035	GOOD
KochGrunberg-1914-809-678	678	Nice	Schön	Legal		
KochGrunberg-1914-809-679	679	Bad	Schlecht	Mau	1292	BAD
KochGrunberg-1914-809-680	680	Brave	Tapfer	Corajoso	3	BRAVE
KochGrunberg-1914-809-681	681	Cowardly	Feig	Covarde	3812	COWARDLY
KochGrunberg-1914-809-682	682	White	Weiß	Branco	1335	WHITE
KochGrunberg-1914-809-683	683	Black	Schwarz	Preto	163	BLACK
KochGrunberg-1914-809-684	684	Dirty	Schmutzig	Sujo	1230	DIRTY
KochGrunberg-1914-809-685	685	Dark	Dunkel	Escuro	706	DARK
KochGrunberg-1914-809-686	686	Red	Rot	Vermelho	156	RED
KochGrunberg-1914-809-687	687	Blue	Blau	Azul	2382	BLUE OR GREEN
KochGrunberg-1914-809-688	688	Green	Grün	Verde	2382	BLUE OR GREEN
KochGrunberg-1914-809-689	689	Yellow	Gelb	Amarelo	1424	YELLOW
KochGrunberg-1914-809-690	690	Yesterday	Gestern	Ontem	1174	YESTERDAY
KochGrunberg-1914-809-691	691	Today	Heute	Hoje	1283	TODAY
KochGrunberg-1914-809-692	692	Now	Jetzt	agora	1376	NOW
KochGrunberg-1914-809-693	693	Immediately	Sogleich	Imediatamente	1963	IMMEDIATELY
KochGrunberg-1914-809-694	694	Day (24 hours)	Dereinst	Dia (24 horas)	1260	DAY (24 HOURS)
KochGrunberg-1914-809-695	695	Right	Rechts	Direita	1019	RIGHT
KochGrunberg-1914-809-696	696	Left	Links	Esquerda	244	LEFT
KochGrunberg-1914-809-697	697	Here	Hier	Aqui	136	HERE
KochGrunberg-1914-809-698	698	Near	Nahe	Perto	1942	NEAR
KochGrunberg-1914-809-699	699	There	Dort	Lá	1937	THERE
KochGrunberg-1914-809-700	700	Far	Fern	Longe	1406	FAR
KochGrunberg-1914-809-701	701	There	Dorther	De lá	1937	THERE
KochGrunberg-1914-809-702	702	Front of (the house)	Vor (dem Haus)	Na frente (da casa)		
KochGrunberg-1914-809-703	703	Behind the house	Hinter dem Haus	Atrás da casa		
KochGrunberg-1914-809-704	704	Over, on the house	Über, auf dem Haus	Em cima da casa		
KochGrunberg-1914-809-705	705	On the tree	Auf dem Baum	Na árvore		
KochGrunberg-1914-809-706	706	Under the house	Unter dem Haus	Embaixo da casa		
KochGrunberg-1914-809-707	707	In the house, inside the house	In dem Haus, Im innern des Hauses	Na casa, dentro da casa		
KochGrunberg-1914-809-708	708	Yes	Ja	Sim	1268	YES
KochGrunberg-1914-809-709	709	No	Nein	Não	1269	NO
KochGrunberg-1914-809-710	710	Breathe	Atmen	Respirar	1407	BREATHE
KochGrunberg-1914-809-711	711	Stand up	Aufstehen, sich erheben	Se levantar	570	STAND UP
KochGrunberg-1914-809-712	712	Bathe	Baden	Tomar banho	138	BATHE
KochGrunberg-1914-809-713	713	Have cohabitation	Beischlaf vollziehen	Ter coabitação		
KochGrunberg-1914-809-714	714	Tie	Binden	Amarrar	1917	TIE
KochGrunberg-1914-809-715	715	Bury	Begraben	Enterrar	1719	BURY
KochGrunberg-1914-809-716	716	Stay	Bleiben	Ficar	987	REMAIN
KochGrunberg-1914-809-717	717	Grind	Braten	Ralar	1033	GRIND
KochGrunberg-1914-809-718	718	Burn	Brennen, verbrennen	Queimar	2102	BURN
KochGrunberg-1914-809-719	719	A burnt house	ein Haus verbrennen	uma casa queimada		
KochGrunberg-1914-809-720	720	Bring	Bringen	Trazer	692	BRING
KochGrunberg-1914-809-721	721	Bring water!	Bring’ Wasser!	Traz água!		
KochGrunberg-1914-809-722	722	Bring here!	Bring’ hierher!	Traz pra cá!		
KochGrunberg-1914-809-723	723	Blow the flute	Flöte blasen	Toca a flauta		
KochGrunberg-1914-809-724	724	Think	Denken	Pensar	2271	THINK
KochGrunberg-1914-809-725	725	Drown	Ertrinken	Afogar	1904	DROWN
KochGrunberg-1914-809-726	726	Eat	Essen	Comer	1336	EAT
KochGrunberg-1914-809-727	727	Fall	Fallen	Cair	1280	FALL
KochGrunberg-1914-809-728	728	We want to catch, let's catch!	Wir wollen fangen, laßt uns fangen!	A gente quer pegar, bora pegar!		
KochGrunberg-1914-809-729	729	Lets catch a woman!	laßt uns ein Weib holen [fangen]!	vamos pegar uma mulher!		
KochGrunberg-1914-809-730	730	Fly	Fliegen	Voar	1441	FLY (MOVE THROUGH AIR)
KochGrunberg-1914-809-731	731	Flow	Fließen	Fluir	2003	FLOW
KochGrunberg-1914-809-732	732	The river flows	der Fluß strömt	O rio flui		
KochGrunberg-1914-809-733	733	Fishing	Fischen	Pescar	2638	FISHING
KochGrunberg-1914-809-734	734	Fear (be afraid)	Fürchten	Ter medo	1419	FEAR (BE AFRAID)
KochGrunberg-1914-809-735	735	Yawn	Gähnen	Bocejar	1028	YAWN
KochGrunberg-1914-809-736	736	Give birth	Gebären	Parir	1195	GIVE BIRTH
KochGrunberg-1914-809-737	737	Give me water!	Gib mir Wasser!	Me dá água!		
KochGrunberg-1914-809-738	738	I want water	ich will Wasser haben!	eu quero água!		
KochGrunberg-1914-809-739	739	Fart	Einen Flatus von sich geben	Peidar 	1159	FART
KochGrunberg-1914-809-740	740	Go	Gehen	Ir	695	GO
KochGrunberg-1914-809-741	741	Dig	Graben	Cavar	1418	DIG
KochGrunberg-1914-809-742	742	Seize	Greifen	Pegar	855	SEIZE
KochGrunberg-1914-809-743	743	Do you have water?	Hast du Wasser?	Você tem água?		
KochGrunberg-1914-809-744	744	Do you have farinha?	Hast du Farinha?	Você tem farinha?		
KochGrunberg-1914-809-745	745	Strike or beat	Hauen	Bater	2133	STRIKE OR BEAT
KochGrunberg-1914-809-746	746	Listen	Hören	Ouvir	1608	LISTEN
KochGrunberg-1914-809-747	747	Starve	Hungern	Morrer de fome		
KochGrunberg-1914-809-748	748	I am hungry	ich habe Hunger	Tenho fome		
KochGrunberg-1914-809-749	749	Cough	Husten	Tossir	879	COUGH
KochGrunberg-1914-809-750	750	Hunt	Jagen	Caçar	1435	HUNT
KochGrunberg-1914-809-751	751	Shit (defecate)	Kacken	Defecar	676	SHIT (DEFECATE)
KochGrunberg-1914-809-752	752	Fight	Kämpfen	Lutar	1423	FIGHT
KochGrunberg-1914-809-753	753	Chew	Kauen	Mastigar	321	CHEW
KochGrunberg-1914-809-754	754	Climb	Klettern	Escalar	1102	CLIMB
KochGrunberg-1914-809-755	755	Cook	Kochen	Cozinhar	1100	COOK (SOMETHING)
KochGrunberg-1914-809-756	756	Come	Kommen	Vir	1446	COME
KochGrunberg-1914-809-757	757	Come here!	du kommst. komm! komm her!	venha aqui!	3555	COME HERE
KochGrunberg-1914-809-758	758	It comes rain	Est kommt Regen	Tá vindo chuva		
KochGrunberg-1914-809-759	759	I go to you	Ich gehe mir dir	Eu vou até você		
KochGrunberg-1914-809-760	760	thee (oblique case of you)	mit dir	me, mim, comigo (forma oblíqua de eu)	2304	THEE (OBLIQUE CASE OF YOU)
KochGrunberg-1914-809-761	761	Crawl	Kriechen	Rastejar	96	CRAWL
KochGrunberg-1914-809-762	762	I'm sick	Ich bin krank	Estou doete		
KochGrunberg-1914-809-763	763	Laugh	Lachen	Rir	1355	LAUGH
KochGrunberg-1914-809-764	764	Do	Machen	Fazer	813	DO
KochGrunberg-1914-809-765	765	Paint (something) or painting	Malen, bemalen	Pintar	3194	PAINT (SOMETHING) OR PAINTING
KochGrunberg-1914-809-766	766	Sew	Nähen	Costurar	1457	SEW
KochGrunberg-1914-809-767	767	Sneeze	Niesen	Espirrar	1621	SNEEZE
KochGrunberg-1914-809-768	768	Whistle	Pfeifen	Assoviar	1025	WHISTLE
KochGrunberg-1914-809-769	769	Piss	Pissen	Urinar	592	PISS
KochGrunberg-1914-809-770	770	Smoke (inhale)	Rauchen	Fumar	1689	SMOKE (INHALE)
KochGrunberg-1914-809-771	771	Talk	Reden	Falar	2708	TALK
KochGrunberg-1914-809-772	772	Smell (perceive)	Riechen	Cheirar	1586	SMELL (PERCEIVE)
KochGrunberg-1914-809-773	773	Row	Rudern	Remar	1849	ROW
KochGrunberg-1914-809-774	774	Call	Rufen	Chamar	1084	CALL
KochGrunberg-1914-809-775	775	I swing in the hammock	Ich schaukle mich in der Hängematte	Eu balanço a rede		
KochGrunberg-1914-809-776	776	You swing in the hammock	Du schaukelst dich in der Hängematte	Você balança a rede		
KochGrunberg-1914-809-777	777	Shoot	Schießen	Atirar	1172	SHOOT
KochGrunberg-1914-809-778	778	Sleep	Schlafen	Dormir	1585	SLEEP
KochGrunberg-1914-809-779	779	I want to sleep	Ich will schlafen	Eu quero dormir		
KochGrunberg-1914-809-780	780	Strike or beat	Schlagen	Bater	2133	STRIKE OR BEAT
KochGrunberg-1914-809-781	781	Grind	Schleifen	Moer	1033	GRIND
KochGrunberg-1914-809-782	782	Swallow	Schlucken	Engolir	897	SWALLOW
KochGrunberg-1914-809-783	783	Snoring	Schnarchen	Roncar		
KochGrunberg-1914-809-784	784	Cut	Schneiden	Cortar	1432	CUT
KochGrunberg-1914-809-785	785	I cut with my knife	Ich schneide mit meinem Messer	Eu corto com a minha faca		
KochGrunberg-1914-809-786	786	Swim	Schwimmen	Nadar	1439	SWIM
KochGrunberg-1914-809-787	787	See	Sehen	Ver	1409	SEE
KochGrunberg-1914-809-788	788	Sing	Singen	Cantar	1261	SING
KochGrunberg-1914-809-789	789	Sit down	Sitzen	Se sentar	1649	SIT DOWN
KochGrunberg-1914-809-790	790	Speak	Sprechen	Falar	1623	SPEAK
KochGrunberg-1914-809-791	791	Jump	Springen	Pular	1829	JUMP
KochGrunberg-1914-809-792	792	Sting	Stechen	Ferror	571	STING
KochGrunberg-1914-809-793	793	Stand	Stehen	Ficar em pé	1442	STAND
KochGrunberg-1914-809-794	794	Die	Sterben	Morrer	1494	DIE
KochGrunberg-1914-809-795	795	Dive	Tauchen	Mergulhar	119	DIVE
KochGrunberg-1914-809-796	796	Kill	Töten	Matar	1417	KILL
KochGrunberg-1914-809-797	797	Drink	Trinken	Beber	1401	DRINK
KochGrunberg-1914-809-798	798	Turning back	Umkehren	Voltar		
KochGrunberg-1914-809-799	799	Grow	Wachsen	Crescer	479	GROW
KochGrunberg-1914-809-800	800	Comb (verb)	Waben	Pentear	2070	COMB (VERB)
KochGrunberg-1914-809-801	801	Cry	Weinen	Chorar	1839	CRY
KochGrunberg-1914-809-802	802	Throw	Werfen	Arrmessar	1456	THROW
KochGrunberg-1914-809-803	803	Want	Wollen	Querer	1784	WANT
KochGrunberg-1914-809-804	804	Count	Zählen	Contar	1420	COUNT
KochGrunberg-1914-809-805	805	Show	Zeigen	Mostrar	1039	SHOW
KochGrunberg-1914-809-806	806	Pull	Ziehen	Empurrar	1455	PULL
KochGrunberg-1914-809-807	807	Shiver	Zittern	Tremer	52	SHIVER
KochGrunberg-1914-809-808	808	Forward! let's go	Vorwärts! Laßt uns gehen	Bora! Vamo lá		
KochGrunberg-1914-809-809	809	Well! (invitation to eat etc.)	Wohlan! (Aufforderung zum Essen usw.)	Bora! (convite para comer etc.)		
