ID	NUMBER	RUSSIAN	TRANSLITERATION	ENGLISH	CATEGORY	ABSTRACTNESS	LENGTH	GENDER	OBJECTIVE_WORD_FREQUENCY	VISUAL_MEAN	AUDITORY_MEAN	OLFACTORY_MEAN	GUSTATORY_MEAN	HAPTIC_MEAN	IMAGEABILITY_MEAN	MANIPULABILITY_MEAN	SPATIAL_LOCALIZATION_MEAN	AOA_MEAN	SUBJECTIVE_FREQ_MEAN	CONCEPTICON_ID	CONCEPTICON_GLOSS
Miklashevsky-2018-506-298	298	плот	plot	raft	Transport	concrete	4	m	1	3.9	2	1.93	1.6	3.17	6.28	5.26	2.16	6.3	2.17	1664	RAFT
Miklashevsky-2018-506-299	299	повозка	povozka	wagon	Transport	concrete	7	f	0.8	4.34	3.25	1.72	1.23	3.32	6.11	5.06	2.71	7.23	2.53	122	CART
Miklashevsky-2018-506-300	300	погреб	pogreb	cellar	Building	concrete	6	m	1	4.16	1.75	4.2	2.22	2.77	6.34	5.63	1.42	5.07	3.5		
Miklashevsky-2018-506-301	301	подвал	podval	basement	Building	concrete	6	m	1.5	4.19	2	4.07	1.36	2.64	6.5	3.65	1.32	4.2	4.2		
Miklashevsky-2018-506-302	302	подножка	podnozhka	backheel	Action	abstract	8	f	0.8	2.59	1.8	1.41	1.28	4.08	5.13	2.43	1.79	6.07	2.83		
Miklashevsky-2018-506-303	303	подъем	pod'em	raising	Action	abstract	6	m	1.6	3.21	2.14	1.41	1.31	2.83	4.33	4.38	5.19	5.37	4.82		
Miklashevsky-2018-506-304	304	поезд	poezd	train	Transport	concrete	5	m	2	5.17	5.63	3.07	2.11	4.07	6.7	5.63	3.35	4.5	4.57	900	TRAIN
Miklashevsky-2018-506-305	305	поиск	poisk	search	Action	abstract	5	m	2	4.03	2.22	1.87	1.17	2.21	3.82	4.23	4.66	7.15	5.62		
Miklashevsky-2018-506-306	306	пол	pol	floor	Ground	concrete	3	m	1.2	4.26	2.5	1.87	1.52	4.92	5.39	3.8	2	3.13	5.58	1632	FLOOR
Miklashevsky-2018-506-307	307	полет	polet	flight	Action	abstract	5	m	1.8	3.8	3.26	1.8	1.33	2.41	5.24	3.19	6.13	5.04	3.55		
Miklashevsky-2018-506-308	308	половик	polovik	doormat	Object	concrete	7	m	0.4	4.6	1.46	1.96	1.18	4.15	6.03	4.65	1.63	5.62	2.87		
Miklashevsky-2018-506-309	309	помидор	pomidor	tomato	Food	concrete	7	m	1.2	4.55	1.55	4.75	6.48	4.45	6.69	5.03	2.36	3.87	4.59	986	TOMATO
Miklashevsky-2018-506-310	310	понимание	ponimanie	understanding	Intelligence	abstract	9	n	1.9	1.63	2.96	1.58	1.29	1.85	3.14	2.03	4.63	6.58	5.8		
Miklashevsky-2018-506-311	311	понятие	ponyatie	notion	Intelligence	abstract	7	n	2.1	2	2.7	1.4	1.4	1.59	3.28	1.73	4.63	9.81	5.1		
Miklashevsky-2018-506-312	312	попытка	popyitka	attempt	Action	abstract	7	f	2	2.1	1.53	1.41	1.25	1.76	2.48	3.16	4.08	6.27	5.43		
Miklashevsky-2018-506-313	313	порог	porog	threshold	Ground	concrete	5	m	1.8	3.53	1.56	1.5	1.23	2.76	5.72	2.35	2.22	4.48	4.14	1727	THRESHOLD
Miklashevsky-2018-506-314	314	потолок	potolok	ceiling	Space	concrete	7	m	1.8	4.73	1.86	1.5	1.14	2.93	6.9	4.3	5.19	3.42	5.27		
Miklashevsky-2018-506-315	315	поход	pohod	hike	Action	abstract	5	m	1.6	4.06	2.36	2.83	2.73	2.86	5.39	4.45	2.88	6.53	3.53		
Miklashevsky-2018-506-316	316	почва	pochva	soil	Ground	concrete	5	f	1.8	3.43	1.63	3.93	2.57	4.69	5	4.09	1.68	5.97	3.75	1228	EARTH (SOIL)
Miklashevsky-2018-506-317	317	представление	predstavlenie	conception	Intelligence	abstract	13	n	2.2	4.2	3.07	1.93	1.33	1.93	3.59	2.65	5.53	6.93	4.24		
Miklashevsky-2018-506-318	318	презрение	prezrenie	contempt	Sense_Emotion	abstract	9	n	1.2	2.75	1.68	1.59	1.45	1.39	3.75	1.87	3.68	9.5	3.2		
Miklashevsky-2018-506-319	319	прием	priem	reception	Action	abstract	5	m	2	2.7	2.41	1.6	1.33	1.59	4.07	4.42	3.59	7.85	4.59		
Miklashevsky-2018-506-320	320	прическа	pricheska	hairstyle	Body_Part	concrete	8	f	1.2	4.6	1.74	1.9	1.5	3.76	6.14	5.77	3.94	5.26	5.1		
Miklashevsky-2018-506-321	321	провал	proval	failure	Ground	concrete	6	m	1.4	3.19	1.82	1.25	1.45	2	3.46	2	2.06	7.14	4.03		
Miklashevsky-2018-506-322	322	произношение	proiznoshenie	pronunciation	Sound	concrete	12	n	0.7	1.97	5.28	1.66	1.27	1.62	2.89	1.53	4.52	8.23	4.9		
Miklashevsky-2018-506-323	323	прорубь	prorub	ice-hole	Ground	concrete	7	f	0.6	4.1	2.23	1.93	1.82	3.97	6.04	4.94	1.78	6.5	2.61		
Miklashevsky-2018-506-324	324	пространство	prostranstvo	space	Space	concrete	12	n	2.2	3.53	2.32	1.65	1.04	3.04	3.97	2.46	5.22	8.04	4.7	3006	SPACE (AVAILABLE)
Miklashevsky-2018-506-325	325	пруд	prud	pond	Ground	concrete	4	m	1.4	3.76	3.23	2.48	2.03	3.08	6.5	2.2	2.33	5.37	2.93	2035	POND
Miklashevsky-2018-506-326	326	прыжок	pryizhok	jump	Action	abstract	6	m	1.3	3.34	2.7	1.24	1.34	2.58	5.03	3.03	3.97	3.9	4.43		
Miklashevsky-2018-506-327	327	птица	ptitsa	bird	Animal	concrete	5	f	2	5.22	4.74	3.07	2.86	3.46	6.79	2.32	6.12	3.07	5.13	937	BIRD
Miklashevsky-2018-506-328	328	пуговица	pugovitsa	button	Clothes	concrete	8	f	1.3	4.5	1.57	1.41	1.71	4.21	6.79	6.35	3.29	3.87	4.43	757	BUTTON
Miklashevsky-2018-506-329	329	пуля	pulya	bullet	Tool_precise_grip	concrete	4	f	1.7	4.45	4.45	1.93	1.28	4.55	6.52	3.28	4.16	5.11	3.39	1114	BULLET
Miklashevsky-2018-506-330	330	пятка	pyatka	heel	Body_Part	concrete	5	f	1.1	3.72	1.38	2.97	1.45	4	6.41	2.73	2.09	3.53	3.45	980	HEEL
Miklashevsky-2018-506-331	331	равнодушие	ravnodushie	indifference	Sense_Emotion	abstract	10	n	1.1	2.55	2.07	1.3	1.85	2.08	3.29	1.4	3.75	8.63	4.73		
Miklashevsky-2018-506-332	332	радость	radost	joy	Sense_Emotion	abstract	7	f	2.1	2.48	4.21	1.9	2.28	2.34	4.08	2.21	5.31	3.67	5.57	2524	JOY
Miklashevsky-2018-506-333	333	радуга	raduga	rainbow	Space	concrete	6	f	1	5.83	1.86	2.19	1.64	1.74	6.69	2.51	6.13	3.65	3.67	1733	RAINBOW
Miklashevsky-2018-506-334	334	разочарование	razocharovanie	disappointment	Sense_Emotion	abstract	13	n	1.2	2.4	2.19	1.4	2.03	1.45	4.28	2.19	3.81	8.96	4.14		
Miklashevsky-2018-506-335	335	ракета	raketa	rocket	Transport	concrete	6	f	1.8	3.97	5	2.76	1.52	2.72	6.59	5.33	5.91	4.9	2.86		
Miklashevsky-2018-506-336	336	ранение	ranenie	wound	Sense_Phys	abstract	7	n	1.2	4.2	3.23	1.97	1.96	4.97	5.11	5.13	3.16	6.37	3.78	1109	WOUND
Miklashevsky-2018-506-337	337	рассвет	rassvet	dawn	Space	concrete	7	m	1.4	5.63	2	2.47	1.47	1.62	6.07	1.35	5.66	5.93	3.79	729	DAWN
Miklashevsky-2018-506-338	338	расческа	rascheska	comb	Tool_power_grip	concrete	8	f	0.6	4.38	2.1	2.38	1.42	5.17	6.83	6.4	2.97	3.8	4.79	1475	COMB
Miklashevsky-2018-506-339	339	расширение	rasshirenie	widening	Action	abstract	10	n	1.6	3.76	1.59	1.34	1.14	2.17	3.12	2.76	4.16	9.74	3.79		
Miklashevsky-2018-506-340	340	ревность	revnost	jealousy	Sense_Emotion	abstract	8	f	1.2	2.1	3.21	1.65	1.25	1.7	3.61	2.08	3.47	8.88	4.03	2016	JEALOUSY
Miklashevsky-2018-506-341	341	резец	rezets	cutter	Tool_power_grip	concrete	5	m	0.6	3.21	2.7	1.28	2	3.58	4.1	5.14	2.64	8.43	2.83		
Miklashevsky-2018-506-342	342	речь	rech	speech	Sound	concrete	4	f	2.4	2.21	5.76	1.31	1.52	1.55	3.5	2	4.82	5.23	5.59	1115	SPEECH
Miklashevsky-2018-506-343	343	розетка	rozetka	socket	Object	concrete	7	f	0.8	4.17	1.73	1.66	1.61	4.66	6.67	6.16	2.84	4.23	5.89		
Miklashevsky-2018-506-344	344	рубанок	rubanok	plane	Tool_power_grip	concrete	7	m	0.3	4	2.96	2.27	1.33	3.45	5.41	6.19	2.84	9.04	2	3408	PLANE (TOOL)
Miklashevsky-2018-506-345	345	рулетка	ruletka	tape-measure	Tool_precise_grip	concrete	7	f	0.7	4.91	3.38	1.25	1.32	3.79	5.86	6.1	2.44	6.67	2.8		
Miklashevsky-2018-506-346	346	ручка	ruchka	pen	Tool_precise_grip	concrete	5	f	1.8	4.47	1.89	2.6	2.13	5.66	6.62	6.77	3.03	3.63	6.34	794	PEN
Miklashevsky-2018-506-347	347	рюмка	ryumka	small liqueur glass	Tool_precise_grip	concrete	5	f	1.5	3.93	3.53	2.79	3.62	4.5	6.63	6	2.7	6.57	3.23		
Miklashevsky-2018-506-348	348	рябина	ryabina	rowan	Food	concrete	6	f	0.8	4.72	1.7	4.72	4.69	3.67	6.57	3.1	3.48	4.63	3.27		
Miklashevsky-2018-506-349	349	самокат	samokat	scooter	Transport	concrete	7	m	0.3	4.17	2.57	1.62	1.62	4.42	6.67	6.23	2.03	5.6	2.6		
Miklashevsky-2018-506-350	350	самолет	samolet	airplane	Transport	concrete	7	m	2.2	5.22	5.75	2.45	1.86	3.46	6.89	5.71	6.21	4.5	4.67	1597	AIRPLANE
Miklashevsky-2018-506-351	351	сандалия	sandaliya	sandal	Clothes	concrete	8	f	0.7	4.75	1.75	2.28	1.36	4.21	6	4.63	1.97	5.78	2.17		
Miklashevsky-2018-506-352	352	сани	sani	sleigh	Transport	concrete	4	plur_tant	1.1	4.37	2.43	1.76	1.82	4.24	6.11	5.78	2.46	4.4	3.19		
Miklashevsky-2018-506-353	353	санки	sanki	sled	Transport	concrete	5	plur_tant	0.8	3.93	2.38	1.69	1.31	4.28	6.85	5.03	1.66	3.11	2.93	16	SLED
Miklashevsky-2018-506-354	354	сапог	sapog	jackboot	Clothes	concrete	5	m	1.8	5.19	2.21	3.07	1.41	4.46	6.93	5.17	1.97	3.53	5.31	585	BOOT
Miklashevsky-2018-506-355	355	свекла	svekla	beet	Food	concrete	6	f	0.9	3.76	1.63	4.86	5.62	4.33	6.63	3.43	2	4.63	3.8		
Miklashevsky-2018-506-356	356	свинья	svinya	pig	Animal	concrete	6	f	1.4	3.97	3.17	4.28	4.03	3.28	6.48	3	2.48	4.53	3.17	1337	PIG
Miklashevsky-2018-506-357	357	серьга	serga	ear-ring	Clothes	concrete	6	f	0.8	4.34	2.59	1.59	1.61	4.76	6.55	5.57	3.7	4.97	4.03	770	EARRING
Miklashevsky-2018-506-358	358	сжатие	szhatie	compression	Action	abstract	6	n	0.8	2.93	2.1	1.38	1.03	4.52	3.48	4.79	3.53	9.37	3.46		
Miklashevsky-2018-506-359	359	синица	sinitsa	tit	Animal	concrete	6	f	0.6	4.52	2.83	2	2.03	2.97	6.45	2.27	4.64	5.03	2.62		
Miklashevsky-2018-506-360	360	скальпель	skalpel	scalpel	Tool_precise_grip	concrete	9	m	0.5	4.3	2.27	1.48	1.89	5.03	5.93	6.38	2.97	8.43	2.29		
Miklashevsky-2018-506-361	361	скейт	skeyt	skateboard	Transport	concrete	5	m	0.2	4.9	2.79	1.37	1.26	4.04	6.59	4.77	2.52	8.6	2.54		
Miklashevsky-2018-506-362	362	сковорода	skovoroda	pan	Tool_power_grip	concrete	9	f	0.8	4.73	3.03	2.76	3.46	5.17	6.44	6.59	2.38	5.13	6.04	31	PAN
Miklashevsky-2018-506-363	363	скотч	skotch	sticky tape	Tool_precise_grip	concrete	5	m	0.5	3.72	3.21	3.48	2.55	4.66	6.28	6.07	2.45	6.03	3.69		
Miklashevsky-2018-506-364	364	скрепка	skrepka	paper-clip	Tool_precise_grip	concrete	7	f	0.5	4.75	1.82	1.9	1.5	4.25	6.57	6.1	2.56	5.73	4.67		
Miklashevsky-2018-506-365	365	скука	skuka	boredom	Sense_Emotion	abstract	5	f	1.2	2.44	1.75	1.41	2	1.39	3.82	1.84	3.56	6.5	4.47		
Miklashevsky-2018-506-366	366	слива	sliva	plum	Food	concrete	5	f	0.8	4.07	1.59	4.86	6.17	4.9	6.78	4.41	4.31	3.74	3.32		
Miklashevsky-2018-506-367	367	слово	slovo	word	Sound	concrete	5	n	3	2.97	4.9	1.28	1.83	1.17	4.45	1.97	4.55	3.93	6.17	1599	WORD
Miklashevsky-2018-506-368	368	слон	slon	elephant	Animal	concrete	4	m	1.4	4.6	3.22	2.37	1.7	3.66	6.55	2.65	4.28	4	2.41	1290	ELEPHANT
Miklashevsky-2018-506-369	369	слух	sluh	hearing	Sense_Phys	abstract	4	m	1.9	2.21	5.41	1.45	1.07	1.89	2.65	1.72	4.28	4.59	5.11	2518	HEARING (AURAL SENSE)
Miklashevsky-2018-506-370	370	смородина	smorodina	currant	Food	concrete	9	f	0.8	4.55	1.55	5.17	6.36	4.38	6.55	4.43	2.85	5	2.93		
Miklashevsky-2018-506-371	371	смущение	smuschenie	embarrassment	Sense_Emotion	abstract	8	n	1	2.33	2.29	1.81	1.29	1.85	3.93	2.14	4.09	6.24	3.93		
Miklashevsky-2018-506-372	372	смысл	smyisl	sense	Intelligence	abstract	5	m	2.5	1.83	2.07	1.52	1.21	1.28	2	1.41	5.19	8.33	6.29		
Miklashevsky-2018-506-373	373	смычок	smyichok	fiddlestick	Tool_power_grip	concrete	6	m	0.6	4.47	4.39	1.24	1.27	4.11	6.18	5.87	3.26	7.07	1.87		
Miklashevsky-2018-506-374	374	снегирь	snegir	bullfinch	Animal	concrete	7	m	0.3	4.62	3.45	1.83	1.97	3.28	6.59	2.21	5.44	4.7	3.29		
Miklashevsky-2018-506-375	375	собака	sobaka	dog	Animal	concrete	6	f	2.1	4.97	5.07	4.9	2	5.42	6.97	3.73	2.85	3.47	5.37	2009	DOG
Miklashevsky-2018-506-376	376	сова	sova	owl	Animal	concrete	4	f	1	4.97	3.59	1.57	1.8	2.79	6.72	2.48	4.65	4.19	3.21	735	OWL
Miklashevsky-2018-506-377	377	совет	sovet	advice	Intelligence	abstract	5	m	2.4	2.35	3.54	1.13	1.44	1.19	2.72	1.3	4.36	6.2	5.27		
Miklashevsky-2018-506-378	378	сознание	soznanie	consciousness	Intelligence	abstract	8	n	2.2	2.59	2.6	1.34	1.66	1.46	2.27	1.9	5.24	8.83	5.03		
Miklashevsky-2018-506-379	379	сокол	sokol	falcon	Animal	concrete	5	m	1	5.1	3.67	2.03	1.66	2.63	6.57	2	5.27	5.63	3.23	3258	FALCON
Miklashevsky-2018-506-380	380	солнце	solntse	sun	Space	concrete	6	n	2.2	5.55	2	1.86	1.86	1.96	6.83	1.3	6.61	2.9	6.17	1343	SUN
Miklashevsky-2018-506-381	381	сон	son	sleep	Intelligence	abstract	3	m	2.2	4.26	2.86	1.67	2.07	2.15	4.38	1.27	4.24	3.5	6.04	2972	SLEEP (STATE)
Miklashevsky-2018-506-382	382	сор	sor	litter	Ground	concrete	3	m	0.7	3.47	1.69	1.83	1.39	3.38	4.27	4.22	1.78	6.71	3.57		
Miklashevsky-2018-506-383	383	сочность	sochnost	succulence	Sense_Phys	abstract	8	f	0.2	2.45	2.23	3.34	5.14	1.83	3.52	1.53	3.45	6.6	3.23		
Miklashevsky-2018-506-384	384	сочувствие	sochuvstvie	sympathy	Sense_Emotion	abstract	10	n	1.3	1.47	2.79	1.65	1.39	2.37	2.96	2.32	4.34	7.08	4.5		
Miklashevsky-2018-506-385	385	спокойствие	spokoystvie	composure	Sense_Emotion	abstract	11	n	1.3	2.83	3.11	2.1	1.67	1.48	4.32	2.06	4.78	7.27	5.1		
Miklashevsky-2018-506-386	386	спуск	spusk	descending	Action	abstract	5	m	1.3	4.13	2.43	1.33	1.41	2.19	5.24	3.23	2.45	5.93	4.27		
Miklashevsky-2018-506-387	387	спутник	sputnik	satellite	Space	concrete	7	m	1.5	3.62	2.97	1.62	1.31	2.75	5.53	3.9	6.42	6.6	3.97		
Miklashevsky-2018-506-388	388	стакан	stakan	glass	Tool_power_grip	concrete	6	m	1.9	4.43	2.43	1.72	3.11	4.79	6.7	6.44	2.84	3.67	5.96	604	GLASS
Miklashevsky-2018-506-389	389	степлер	stepler	stapler	Tool_power_grip	concrete	7	m	0	4	2.79	1.39	1.52	4.72	6.66	6.27	2.64	7.93	3.48		
Miklashevsky-2018-506-390	390	стимул	stimul	stimulus	Intelligence	abstract	6	m	1.1	2.27	2.13	1.31	1.71	1.79	2.6	2.13	4.62	8.8	5.04		
Miklashevsky-2018-506-391	391	стопа	stopa	foot	Body_Part	concrete	5	f	1.1	3.53	2	2.3	1.3	4.79	6.21	1.87	1.81	5.48	3.55	1301	FOOT
Miklashevsky-2018-506-392	392	страдание	stradanie	suffering	Sense_Emotion	abstract	9	n	1.6	2.4	3.36	1.69	1.54	2.27	3.39	2	3.5	7.77	3.73		
Miklashevsky-2018-506-393	393	страсть	strast	passion	Sense_Emotion	abstract	7	f	0.2	3.37	3.27	1.9	2.89	2.76	3.29	4	4.86	9.07	5.11		
Miklashevsky-2018-506-394	394	стратегия	strategiya	strategy	Intelligence	abstract	9	f	1.6	3.03	2.13	1.41	1.43	1.72	3.12	2.68	4.32	9.13	4.43		
Miklashevsky-2018-506-395	395	страх	strah	fear	Sense_Emotion	abstract	5	m	2.1	2.73	3.21	2.38	1.79	2.48	4.07	2.43	3.69	3.92	4.6	781	FEAR (FRIGHT)
Miklashevsky-2018-506-396	396	стрела	strela	arrow	Tool_precise_grip	concrete	6	f	1.3	4.28	3.55	1.31	1.31	4.31	6.59	5.21	4.78	5.11	3.46	977	ARROW
Miklashevsky-2018-506-397	397	стресс	stress	stress	Sense_Emotion	abstract	6	m	1.1	2.21	2.5	1.69	1.83	1.67	2.79	2	4.3	9.17	4.6		
Miklashevsky-2018-506-398	398	стук	stuk	knock	Sound	concrete	4	m	0.2	1.8	5.48	1.1	1.13	2.83	4.75	5.84	3.41	4.41	4.21		
Miklashevsky-2018-506-399	399	стыд	styid	shame	Sense_Emotion	abstract	4	m	1.4	2.53	2.2	1.48	1.64	2.03	2.85	1.75	3.08	5.97	4.14	1776	SHAME
Miklashevsky-2018-506-400	400	суета	sueta	vanity	Action	abstract	5	f	1.3	3.58	3.61	1.13	1.5	2	4.29	2.33	3.73	7.6	4.31		
Miklashevsky-2018-506-401	401	сужение	suzhenie	narrowing	Action	abstract	7	n	0.5	3.76	1.13	1.21	1.54	2.38	2.65	2.16	2.73	8.27	2.82		
Miklashevsky-2018-506-402	402	сухость	suhost	dryness	Sense_Phys	abstract	7	f	0.6	2.31	1.72	2.1	2.97	3.14	4	2.2	3.12	5.93	3.79		
Miklashevsky-2018-506-403	403	счастье	schaste	happiness	Sense_Emotion	abstract	7	n	2.2	2.73	3.59	2.77	2.13	1.97	4.36	2.77	5.91	6.56	5.17	2941	HAPPINESS
Miklashevsky-2018-506-404	404	сырость	syirost	dampness	Sense_Phys	abstract	7	f	0.9	2.84	1.61	5.17	2.05	4.07	4	1.9	1.94	6.6	4.1		
Miklashevsky-2018-506-405	405	тактика	taktika	tactics	Intelligence	abstract	7	f	1.3	2.93	2.11	1.3	1.27	1.66	3.71	2.65	4.66	9.63	4.14		
Miklashevsky-2018-506-406	406	танк	tank	tank	Transport	concrete	4	m	1.7	4.52	4.34	2	1.45	3.55	6.69	5.1	2.91	5.07	2.97	3102	TANK
Miklashevsky-2018-506-407	407	тапочка	tapochka	slipper	Clothes	concrete	7	f	1	4.71	1.64	1.87	1.11	4.77	6.36	3.83	2.06	5.59	3.62		
Miklashevsky-2018-506-408	408	таракан	tarakan	cockroach	Animal	concrete	7	m	1.1	4.07	1.24	1.76	2.24	3.76	6.93	2.33	2.06	4.47	3.79	1575	COCKROACH
Miklashevsky-2018-506-409	409	тарелка	tarelka	plate	Tool_power_grip	concrete	7	f	1.6	4.83	2.46	2.54	3	5.07	6.86	6.46	3.38	2.81	6.53	480	PLATE
Miklashevsky-2018-506-410	410	твердость	tverdost	hardness	Sense_Phys	abstract	9	f	0.9	2.31	1.86	1.19	1.68	4.78	3.48	2.59	2.72	5.73	4.1		
Miklashevsky-2018-506-411	411	тележка	telezhka	small cart	Transport	concrete	7	f	1.1	4.17	3.37	1.48	1.39	4.28	5.7	6.09	2.54	5.03	2.96		
Miklashevsky-2018-506-412	412	телефон	telefon	phone	Tool_precise_grip	concrete	7	m	2.2	4.53	5.3	1.83	1.89	5.83	6.22	6.59	2.92	4.23	6.79	1379	TELEPHONE
Miklashevsky-2018-506-413	413	теория	teoriya	theory	Intelligence	abstract	6	f	2.1	2	1.9	1.41	1.41	1.5	2.59	1.97	4.94	10.27	5.53	2433	THEORY
Miklashevsky-2018-506-414	414	теплоход	teplohod	motor ship	Transport	concrete	8	m	1	4.57	4.07	1.92	1.29	2.85	5.9	5.11	3.13	6.42	2.33		
Miklashevsky-2018-506-415	415	тигр	tigr	tiger	Animal	concrete	4	m	1.2	5.84	5.3	2.83	1.55	4.07	6.89	2.06	2.53	3.33	3.93	846	TIGER
Miklashevsky-2018-506-416	416	тон	ton	tone	Sound	concrete	3	m	1.9	2.07	3.53	1	1.39	1.62	2.42	1.69	4	7.63	4.14	2995	TONE (MUSIC)
Miklashevsky-2018-506-417	417	топор	topor	axe	Tool_power_grip	concrete	5	m	1.4	4.75	4.07	2.14	1.45	4.82	6.93	6.42	2.68	4.55	3.5	677	AXE
Miklashevsky-2018-506-418	418	тоска	toska	yearning	Sense_Emotion	abstract	5	f	1.7	2.46	1.69	1.55	1.61	1.69	3.66	1.67	3.45	8.13	4.59		
Miklashevsky-2018-506-419	419	точилка	tochilka	pencil sharpener	Tool_precise_grip	concrete	7	f	0	3.21	3.66	2.03	1.24	4.97	6.22	6.41	2.69	6.26	3.79		
Miklashevsky-2018-506-420	420	тошнота	toshnota	nausea	Sense_Phys	abstract	7	f	0.9	2.03	2.29	3.8	3.54	2.92	4.11	1.83	2.64	6.27	4.15		
Miklashevsky-2018-506-421	421	трава	trava	grass	Ground	concrete	5	f	2	5.07	2.27	5.38	3.75	5.45	6.52	3.88	1.95	3.33	4.46	606	GRASS
Miklashevsky-2018-506-422	422	трамвай	tramvay	tram	Transport	concrete	7	m	1.5	4.17	3.66	3.14	1.64	4	6.83	4.9	3.27	5.73	4.38		
Miklashevsky-2018-506-423	423	тревога	trevoga	anxiety	Sense_Emotion	abstract	7	f	1.7	2.7	3.33	1.34	1.86	1.93	2.84	2	3.73	6.63	4.43	1000	ANXIETY
Miklashevsky-2018-506-424	424	троллейбус	trolleybus	trolleybus	Transport	concrete	10	m	1.2	4.52	3.45	2.59	1.52	4	6.69	4.8	3.48	6.13	4.79		
Miklashevsky-2018-506-425	425	тротуар	trotuar	sidewalk	Ground	concrete	7	m	1.4	4.97	2.07	2.5	1.45	3.54	6.43	3.19	1.65	5.77	4.5		
Miklashevsky-2018-506-426	426	туфля	tuflya	shoe	Clothes	concrete	5	f	1.4	4.31	2.97	2.34	1.62	5.21	6.8	4.3	1.94	3.8	4.47	1381	SHOE
Miklashevsky-2018-506-427	427	туча	tucha	cloud	Space	concrete	4	f	1.4	4.66	2.66	2.24	1.38	1.76	6.78	2.66	6.41	3.37	4.43	448	STORM CLOUDS
Miklashevsky-2018-506-428	428	тыква	tyikva	pumpkin	Food	concrete	5	f	0.8	3.86	1.93	4.93	5.1	4.21	6.87	3.9	2.21	4.57	2.83	864	PUMPKIN
Miklashevsky-2018-506-429	429	тяга	tyaga	draught	Action	abstract	4	f	1.2	2.21	1.62	1.17	1.45	2.38	3.11	3.23	3.33	9.77	3.21		
Miklashevsky-2018-506-430	430	углубление	uglublenie	cavity	Ground	concrete	10	n	1	3.32	1.43	1.27	1.37	2.54	4.32	3.8	1.85	7.67	3.96		
Miklashevsky-2018-506-431	431	угольник	ugolnik	set square	Tool_precise_grip	concrete	8	m	0	4.23	1.5	1.35	1.07	3.3	4.93	5.27	3.28	7.91	1.93		
Miklashevsky-2018-506-432	432	удар	udar	blow	Action	abstract	4	m	2.2	3.38	4.89	1.9	1.82	5.32	5.25	5.81	3.47	4.07	5.03		
Miklashevsky-2018-506-433	433	ударение	udarenie	emphasis	Sound	concrete	8	n	0.8	2.48	4.68	1.24	1.07	1.79	3.16	2	3.19	6.78	5		
Miklashevsky-2018-506-434	434	удивление	udivlenie	surprise	Sense_Emotion	abstract	9	n	1.8	3.47	2.57	1.96	2.32	1.89	4.42	2.48	4.68	5.5	5.43		
Miklashevsky-2018-506-435	435	удовольствие	udovolstvie	pleasure	Sense_Emotion	abstract	12	n	2.1	2.94	2.22	3.17	4.05	3.68	4.79	2.65	5.03	6.33	5.97		
Miklashevsky-2018-506-436	436	укроп	ukrop	dill	Food	concrete	5	m	0.7	3.45	1.48	5.46	5.38	4.45	6.89	4.93	1.84	4.52	4.11		
Miklashevsky-2018-506-437	437	умение	umenie	skill	Intelligence	abstract	6	n	1.6	2.53	2.41	1.4	1.57	2.21	3.9	4.74	4.59	6.78	5.66		
Miklashevsky-2018-506-438	438	уныние	unyinie	despondency	Sense_Emotion	abstract	6	n	0.8	2.52	2.13	1.62	1.76	1.21	3.14	1.9	3.18	8.07	4.17		
Miklashevsky-2018-506-439	439	урна	urna	urn	Object	concrete	4	f	0.9	4.34	2.24	3.72	1.34	3.69	6.33	4.48	2	6.44	4.54		
Miklashevsky-2018-506-440	440	утка	utka	duck	Animal	concrete	4	f	1.1	3.86	4.1	2.24	4	3.59	6.85	3.59	3.13	3.07	3.14	1360	DUCK
Miklashevsky-2018-506-441	441	ухо	uho	ear	Body_Part	concrete	3	n	2.1	3.07	6.07	1.97	2.09	4.03	6.62	3.1	3.85	2.93	4.69	1247	EAR
Miklashevsky-2018-506-442	442	уход	uhod	care	Action	abstract	4	m	1.7	2.76	1.8	1.41	1.66	1.46	3.13	4	3.18	6.13	4.38		
Miklashevsky-2018-506-443	443	факт	fakt	fact	Intelligence	abstract	4	m	2.2	2.63	1.64	1.55	1.32	1.75	3.04	1.42	3.65	7.6	5.73		
Miklashevsky-2018-506-444	444	фактор	faktor	factor	Intelligence	abstract	6	m	2	1.79	1.41	1.28	1.41	1.34	2.41	1.76	3.84	9.44	4.71		
Miklashevsky-2018-506-445	445	фантазия	fantaziya	fantasy	Intelligence	abstract	8	f	1.5	3.52	1.93	1.77	2.19	1.62	3.34	1.9	5.67	6.4	5.31		
Miklashevsky-2018-506-446	446	фейерверк	feyerverk	fireworks	Space	concrete	9	m	0.8	5.72	5.14	3.14	1.55	2.1	6.93	4.97	5.15	6.3	2.93		
Miklashevsky-2018-506-447	447	флаг	flag	flag	Object	concrete	4	m	1.5	4.45	2.5	1.55	1.62	3.21	6.63	3.5	5.12	4.87	4.2	2623	FLAG
Miklashevsky-2018-506-448	448	фламинго	flamingo	flamingo	Animal	concrete	8	m	0.2	4.24	2.1	2.48	1.45	2.88	6.53	1.97	2.67	6.23	2.13	3722	FLAMINGO
Miklashevsky-2018-506-449	449	фломастер	flomaster	soft-tip pen	Tool_precise_grip	concrete	9	m	0.5	5.1	2.39	3.27	2.64	4.74	6.59	6.59	2.63	3.38	4.07		
