ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	WORDPAIR_GLOSS	WORDPAIR	POS	SIMILARITY_SCORE_ARABIC	SIMILARITY_SCORE_CHINESE	SIMILARITY_SCORE_WELSH	SIMILARITY_SCORE_ENGLISH	SIMILARITY_SCORE_ESTONIAN	SIMILARITY_SCORE_FINNISH	SIMILARITY_SCORE_FRENCH	SIMILARITY_SCORE_HEBREW	SIMILARITY_SCORE_POLISH	SIMILARITY_SCORE_RUSSIAN	SIMILARITY_SCORE_SPANISH	SIMILARITY_SCORE_KISWAHILI	SIMILARITY_SCORE_YUE_CHINESE	SIMILARITY_SCORE_MEAN	ARABIC	CHINESE	WELSH	ESTONIAN	FINNISH	FRENCH	HEBREW	POLISH	RUSSIAN	SPANISH	KISWAHILI	YUE_CHINESE
Vulic-2020-3776-2189	2189	theory			theorem; theory	word2-2189	nouns	3.8	3.909090909	3.4	4.923076923	2.5	3.2	4.2	1.4	4.7	1.5	3.9	2.1	4.454545455	3.348892774	نظرية	理论	theori	teooria	teoria	théorie	תיאוריה	teoria	теория	teoría	nadharia	理論
Vulic-2020-3776-2190	2190	candy	874	CANDY	apple; candy	word2-2190	nouns	1.4	0.090909091	0.3	0.076923077	0.7	0.3	1.8	1.2	0.4	0.8	0.5	0.4	0.181818182	0.562470862	حلويات	糖果	losin	komm	makeinen	confiserie	ממתק	cukierek	сладость	caramelo	peremende	糖果
Vulic-2020-3776-2191	2191	paper			wood; paper	word2-2191	nouns	2.3	0.454545455	0.4	0.923076923	1.5	1.5	2.6	1.4	0.9	0.8	1	0.3	0.454545455	1.019347319	ورقة	纸	papur	paber	paperi	papier	נייר	papier	бумага	papel	karatasi	紙
Vulic-2020-3776-2192	2192	argument			discussion; argument	word2-2192	nouns	5.4	3.636363636	3.2	2.076923077	3	1.6	5.2	2.2	1.4	3.8	2.7	0.4	3.727272727	2.74504662	جدال	争论	dadl	vaidlus	kiista	débat	טיעון	argument	спор	discusión	pambano	爭論
Vulic-2020-3776-2193	2193	steak			chicken; steak	word2-2193	nouns	3.1	0.181818182	0.9	0.615384615	0.8	0.8	2.4	2	0.8	1.1	2.3	0.4	0.090909091	1.032342657	شريحة لحم	牛扒	stêc	steik	pihvi	steak	סטייק	stek	стейк	filete	steki	牛扒
Vulic-2020-3776-2194	2194	door			fraternity; door	word2-2194	nouns	0.7	0	0	0	0.3	0	0	0	0.1	0	0.4	0	0	0.066666667	باب	门	drws	uks	ovi	porte	דלת	drzwi	дверь	puerta	mlango	門
Vulic-2020-3776-2195	2195	bed			room; bed	word2-2195	nouns	2.3	0.090909091	0.3	0.384615385	0.7	0.9	1.1	0.9	0.3	0.7	1.3	0.5	0.363636364	0.628263403	سرير	床	gwely	voodi	sänky	lit	מיטה	łóżko	кровать	cama	kitanda	床
Vulic-2020-3776-2196	2196	sum			union; sum	word2-2196	nouns	2.4	0.636363636	0.1	0.384615385	2.1	0.5	3.4	2.8	0.6	2.1	3.4	1.5	0.454545455	1.497960373	مجموع	总和	swm	summa	summa	somme	סכום	suma	сумма	suma	umoja	總數
Vulic-2020-3776-2197	2197	cocktail			alcohol; cocktail	word2-2197	nouns	4.4	3.454545455	1.7	1.846153846	2	2.3	3.7	2.5	2.5	1.7	2.4	0	4	2.341724942	خليط كحولي	鸡尾酒	coctel	kokteil	cocktail	cocktail	קוקטייל	koktajl	коктейль	cóctel	mchanganyiko	雞尾酒
Vulic-2020-3776-2198	2198	salary			fee; salary	word2-2198	nouns	2.2	0.909090909	5.6	1.153846154	4.7	1.8	4.6	1	1.1	3.8	2	0.3	1.181818182	2.34539627	راتب	薪水	cyflog	palk	kuukausipalkka	salaire	משכורת	pensja	зарплата	salario	mshahara	工資
Vulic-2020-3776-2199	2199	brother			sister; brother	word2-2199	nouns	3.7	2.090909091	1.8	1.692307692	1.2	1.9	3.1	2.9	0.7	1.4	3.5	1.7	1.454545455	1.953146853	أخ	兄弟	brawd	vend	veli	frère	אח	brat	брат	hermano	dada	兄弟
Vulic-2020-3776-2200	2200	cyclone			typhoon; cyclone	word2-2200	nouns	3.7	3.181818182	3.9	4.153846154	3	5	5	4.4	4.3	3.5	4.6	4.6	3.090909091	4.060547786	هوجاء	气旋	seiclon	tsüklon	sykloni	cyclone	ציקלון	cyklon	циклон	ciclón	dhoruba	氣旋
Vulic-2020-3776-2201	2201	gift	2982	GIFT	writer; gift	word2-2201	nouns	0.7	0	0	0	0.6	0	0.5	1.3	0	0.8	0.1	0	0.090909091	0.282575758	هدية	礼物	anrheg	anne	lahja	don	כישרון	dar	дар	regalo	muandishi	禮物
Vulic-2020-3776-2202	2202	ledge	2204	LEDGE	mountain; ledge	word2-2202	nouns	2.5	0	0	0.538461538	1.1	0.6	2	0.4	2.4	1	0.4	1.9	0	0.861538462	حافة	窗台	silff	perv	kieleke	corniche	אדן	półka (skalna)	выступ	repisa	mwamba	窗台
Vulic-2020-3776-2203	2203	container			bottle; container	word2-2203	nouns	1.9	2.909090909	2.4	2	1.1	2.6	4.2	0.6	2.5	0.4	2	0.6	3.272727273	2.048484848	حاوية	容器	cynhwysydd	konteiner	säilytysastia	récipient	מכולה	pojemnik	контейнер	envase	chombo	容器
Vulic-2020-3776-2204	2204	tail			bowl; tail	word2-2204	nouns	0	0	0	0	0	0	0.1	0	0	0	0.2	0	0	0.025	ذنب	尾巴	cynffon	saba	häntä	queue	זנב	ogon	хвост	cola	mkia	尾巴
Vulic-2020-3776-2205	2205	coast			gunboat; coast	word2-2205	nouns	1.4	0.090909091	0.1	0.076923077	0.7	0.3	0.4	1.2	0	0.2	0.7	0.2	0.090909091	0.338228438	ساحل	海岸	arfordir	rannik	rannikkoalue	côte	חוף	wybrzeże	берег	costa	meli ya vita	海岸
Vulic-2020-3776-2206	2206	watch			skirt; watch	word2-2206	nouns	0.3	0	0	0	0.2	0	0.7	0.5	0.1	0.2	0.3	0	0.181818182	0.181818182	ساعة	手表	gwyliadwraeth	käekell	rannekello	montre	שעון	zegarek	часы	reloj	sketi	手錶
Vulic-2020-3776-2207	2207	salt	1274	SALT	water; salt	word2-2207	nouns	0.5	0.363636364	0.4	0.153846154	0.7	0.2	1.3	1.1	0.6	0.4	0.4	0.3	0	0.493123543	ملح	盐	halen	sool	suola	sel	מלח	sól	соль	sal	chumvi	鹽
Vulic-2020-3776-2208	2208	people			population; people	word2-2208	nouns	4	2.545454545	2.1	2.538461538	3	3.5	4.3	3.3	4.6	2.8	3.7	3.2	3	3.21532634	شعب	人	pobl	rahvas	ihmiset	personne	אנשים	ludzie	народ	gente	watu	人
Vulic-2020-3776-2209	2209	page			word; page	word2-2209	nouns	3	0	0.8	0.538461538	0.7	0.3	2.3	1.2	0.7	0.8	0.5	0.1	0.545454545	0.706993007	صفحة	页	tudalen	lehekülg	sivu	page	עמוד	strona	страница	página	ukurasa	頁
Vulic-2020-3776-2210	2210	assignment			note; assignment	word2-2210	nouns	0.8	0.454545455	0.6	0.230769231	0.5	1	2.6	0.7	0.6	0.7	0.7	0.2	0.454545455	0.728321678	وظيفة	作业	aseiniad	ülesanne	toimeksianto	devoir	משימה	zlecenie	задание	trabajo	kumbuku	作業
Vulic-2020-3776-2211	2211	manager			leader; manager	word2-2211	nouns	3.9	2	3.7	3	4.3	3.4	4.6	3.2	4.1	4.2	3.2	0.1	3	3.233333333	مدير	经理	rheolwr	juhataja	manageri	manager	מנהל	menadżer	руководитель	gerente	wazo	經理
Vulic-2020-3776-2212	2212	jacket	2770	JACKET	sweater; jacket	word2-2212	nouns	5.3	3.090909091	1.8	2.538461538	1.7	2.1	3.7	2.1	0.8	1.1	2.6	3.6	2.818181818	2.328962704	معطف	外套	siaced	jakk	jakku	veste	מעיל	kurtka	пиджак	chaqueta	jaketi	褸
Vulic-2020-3776-2213	2213	head			nose; head	word2-2213	nouns	3.1	0.181818182	0.9	0.384615385	0.8	1.3	2.7	1.4	0.9	0.8	0.9	0.9	0.181818182	0.945687646	رأس	头	pen	pea	pää	tête	ראש	głowa	голова	cabeza	pua	頭
Vulic-2020-3776-2214	2214	action			game; action	word2-2214	nouns	0.7	0	0.2	0.230769231	1.7	0.9	3.2	2.5	1.4	2.2	1.4	0.8	0.727272727	1.271503497	عمل	行动	gweithred	tegu	toiminta	action	פעילות	akcja	действие	acción	tendo	行動
Vulic-2020-3776-2215	2215	cord			wire; cord	word2-2215	nouns	3.3	1.181818182	1.7	3.923076923	1.7	3.6	4.5	3.5	3.3	4.4	2.5	0.4	0.454545455	2.596620047	حبل	软线	llinyn	nöör	johto	corde	תיל	przewód	шнур	cuerda	kamba	軟線
Vulic-2020-3776-2216	2216	telescope			brainstorming; telescope	word2-2216	nouns	0.7	0	0	0	0	0	0.1	0	0	0	0	0	0.090909091	0.015909091	مرصد	望远镜	telesgop	teleskoop	teleskooppi	télescope	טלסקופ	teleskop	телескоп	telescopio	changamsha bongo	望遠鏡
Vulic-2020-3776-2217	2217	union			combination; union	word2-2217	nouns	2.3	2.545454545	2.2	2.307692308	2.4	3.7	4.4	2.9	1.1	2.6	4.2	2.1	3.272727273	2.81048951	إتحاد	联合	undeb	liit	liitto	union	איחוד	unia	соединение	Unión	mjumuiko	結合
Vulic-2020-3776-2218	2218	actor			actress; actor	word2-2218	nouns	4.2	3.363636364	4	3.692307692	4.6	4.7	4.8	3.4	2.6	2.6	4.1	4	3.545454545	3.783449883	ممثّل	演员	actor	näitleja	näyttelijä	acteur	שחקן	aktor	актер	actor	mchezaji	演員
Vulic-2020-3776-2219	2219	minister	486	MINISTER	rabbi; minister	word2-2219	nouns	0.6	0.090909091	3	3.076923077	4.3	0.4	1.5	1	4.4	2.2	1.2	0.8	0.090909091	1.838228438	قس	部长	gweinidog	vaimulik	ministeri	ministre	שר	duchowny	священник	ministro	mchungaji	部長
Vulic-2020-3776-2220	2220	companion			buddy; companion	word2-2220	nouns	5.4	2.727272727	4.3	4.692307692	4.2	3.5	5.3	5.9	4.5	1.9	4.3	0.6	3.181818182	3.758449883	رفيق	伴侣	cydymaith	kaaslane	kumppani	compagnon	רע	towarzysz	спутник	acompañante	mwenzi	伴侶
Vulic-2020-3776-2221	2221	maker			creator; maker	word2-2221	nouns	4.7	3.454545455	5.1	5.538461538	3.8	3.7	5.1	5.2	3.2	4.1	3.7	5	4.090909091	4.331993007	صانع	制作者	gwneuthurwr	valmistaja	valmistaja	fabricant	יוצר	wytwórca	изготовитель	fabricante	mtengenezaji	製作者
Vulic-2020-3776-2222	2222	blanket	806	BLANKET	bed; blanket	word2-2222	nouns	3	0.090909091	1.1	0.615384615	1.2	0.6	2.4	1.4	0.5	1.2	1.1	1.3	0.181818182	0.974009324	حرام	毯子	blanced	tekk	peitto	couverture	שמיכה	koc	одеяло	manta	blanketi	毯子
Vulic-2020-3776-2223	2223	arm			branch; arm	word2-2223	nouns	1.3	0.090909091	1.2	0.923076923	0.6	0.2	1.7	2.8	0.2	0.3	1.3	0	0	0.776165501	ذراع	手臂	braich	käsi	käsivarsi	bras	זרוע	ramię	рука	brazo	shina	手臂
Vulic-2020-3776-2224	2224	dignity			insignia; dignity	word2-2224	nouns	0.1	0	0	0.384615385	0.1	0.3	1.9	1.3	2.3	0.3	0.4	0	0.545454545	0.627505828	كرامة	尊严	urddas	eneseväärikus	arvokkuus	honneur	כבוד	dostojeństwo	достоинство	dignidad	insilia	尊嚴
Vulic-2020-3776-2225	2225	jet			plane; jet	word2-2225	nouns	4.2	3.545454545	4.6	4.692307692	1.1	4.1	4.3	1.4	4.1	1.5	0	5.3	3.363636364	3.166783217	طائرة نفاثة	喷气式飞机	jet	reaktiivmootor	suihkukone	jet	סילון	odrzutowiec	джет	chorro	jeti	噴射機
Vulic-2020-3776-2226	2226	victor			man; victor	word2-2226	nouns	0.7	0.363636364	0.2	0.615384615	0.5	0.3	1.3	0.8	0.3	0.9	0.7	0	0.363636364	0.528554779	منتصر	胜利者	enillydd	võitja	menestyjä	vainqueur	מנצח	triumfator	победитель	Víctor	mshindi	勝利者
Vulic-2020-3776-2227	2227	smartphone			pineapple; smartphone	word2-2227	nouns	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0.008333333	هاتف ذكي	手机	ffôn clyfar	nutitelefon	älypuhelin	smartphone	טלפון סללורי	smartfon	смартфон	teléfono inteligente	nanasi	手機
Vulic-2020-3776-2228	2228	bowl			plate; bowl	word2-2228	nouns	3.7	1.818181818	1.3	1.538461538	2.4	2.4	2.9	2.8	3.1	3.3	2.4	3.1	2.363636364	2.451689977	زبديّة	碗	bowlen	kauss	kulho	bol	קערה	miska	миска	cuenco	bakuli	碗
Vulic-2020-3776-2229	2229	moss	637	MOSS	grass; moss	word2-2229	nouns	3.5	1.636363636	1.4	1.615384615	1.7	1.4	2.8	1.8	1.1	1.5	2.1	1.5	2.545454545	1.758100233	طحلب	苔藓	mwsogl	sammal	sammal	mousse	טחב	mech	мох	musgo	mwani	苔蘚
Vulic-2020-3776-2230	2230	duke			republic; duke	word2-2230	nouns	1.6	0	0.1	0.076923077	0.7	0.4	0.6	0.9	0	0.3	0.2	0	0.363636364	0.303379953	دوق	公爵	dug	hertsog	herttua	duc	דוכס	książę	герцог	duque	jamhuri	公爵
Vulic-2020-3776-2231	2231	juice			milk; juice	word2-2231	nouns	2.2	0.636363636	0.9	0.615384615	1	1.4	2.3	1.5	0.6	0.2	0.7	0.6	0.545454545	0.916433566	عصير	果汁	sudd	mahl	mehu	jus	מיץ	sok	сок	jugo	juisi	果汁
Vulic-2020-3776-2232	2232	instructor			teacher; instructor	word2-2232	nouns	3.5	2.272727273	4.1	4.538461538	3.7	4.4	6	4	5	5.2	2.1	4.1	3.181818182	4.049417249	مرشد	教练	hyfforddwr	juhendaja	kouluttaja	professeur	מדריך	instruktor	преподаватель	monitor	mkufunzi	教練
Vulic-2020-3776-2233	2233	king			nepotism; king	word2-2233	nouns	0.6	0.363636364	0.3	0.307692308	1.3	1.1	2.2	1.2	0.7	0.3	1.7	0	0.090909091	0.796853147	ملك	国王	brenin	kuningas	kuningas	roi	מלך	król	король	Rey	undugu	國王
Vulic-2020-3776-2234	2234	hawk	307	HAWK	bird; hawk	word2-2234	nouns	4.1	2.090909091	2.1	2.307692308	2.5	3.2	4.1	2.2	3.6	1.8	2.3	3.6	3.454545455	2.771095571	صقر	鹰	gwalch	hakk	haukka	faucon	נץ	jastrząb	ястреб	halcón	mwewe	鷹
Vulic-2020-3776-2235	2235	depression			valley; depression	word2-2235	nouns	1.8	2.454545455	0.6	1	0.6	0	1.2	0	1.4	0	3	0	2.636363636	1.074242424	انخفاض	凹地	iselder	depressioon	masennus	dépression	דיכאון	depresja	депрессия	depresión	bonde	凹地
Vulic-2020-3776-2236	2236	engine			machine; engine	word2-2236	nouns	3.2	2.454545455	3.8	2.076923077	2.4	3	3.5	2.2	4.2	2.2	2.8	3.7	2.272727273	2.883682984	محرّك	发动机	injan	mootor	moottori	moteur	מנוע	silnik	двигатель	motor	injini	引擎
Vulic-2020-3776-2237	2237	cent			people; cent	word2-2237	nouns	0.7	0	0	0	0.1	0.1	0.1	1.3	0.1	0	0.1	0	0.272727273	0.172727273	سنت	一分钱	dimai	sent	sentti	centime	סנט	cent	цент	centavo	senti	一分錢
Vulic-2020-3776-2238	2238	office	2430	OFFICE	worker; office	word2-2238	nouns	2.2	0.363636364	0.7	0.230769231	0.7	0.7	0.9	1.2	0.3	0.9	0.2	0.6	0.363636364	0.596503497	مكتب	办公室	swyddfa	kontor	toimisto	bureau	משרד	biuro	офис	oficina	mfanyakazi	辦公室
Vulic-2020-3776-2239	2239	symbol			cryptogram; symbol	word2-2239	nouns	2	0.090909091	2.4	2.384615385	2.1	1.9	4.4	1.3	3.4	2	2.6	0.5	0	1.922960373	اشارة	标志	symbol	sümbol	symboli	symbole	סמל	symbol	символ	símbolo	maandishi ya siri	標誌
Vulic-2020-3776-2240	2240	furniture			apartment; furniture	word2-2240	nouns	2.8	0.090909091	0.6	0.307692308	1.1	0.6	2	1	0.6	0.9	0.5	0.1	0.363636364	0.68018648	أثاث	家具	dodrefn	mööbel	huonekalut	meuble	רהיט	meble	мебель	mueble	fanicha	家具
Vulic-2020-3776-2241	2241	cigar			box; cigar	word2-2241	nouns	1.8	0.090909091	0	0.153846154	0.5	0.3	1.4	0.7	0	0.9	0.7	0	0.090909091	0.402972028	سيجار	雪茄	sigâr	sigar	sikari	cigare	סיגר	cygaro	сигара	cigarro	sigara	雪茄
Vulic-2020-3776-2242	2242	dune			desert; dune	word2-2242	nouns	2.7	2.818181818	0.8	1.615384615	1.4	1.5	3.3	2.1	0	2.1	2.5	2.2	2.363636364	1.891433566	كثيب	沙丘	twyn	luide	dyyni	dune	דיונה	wydma	дюна	duna	jangwa	沙丘
Vulic-2020-3776-2243	2243	tea	1373	TEA	lemon; tea	word2-2243	nouns	1.3	0.090909091	0.7	0.076923077	0.6	0.5	1.6	0.9	0.1	0.9	0.5	0.2	0.272727273	0.536713287	شاي	茶	te	tee	tee	thé	תה	herbata	чай	té	chai	茶
Vulic-2020-3776-2244	2244	maple			oak; maple	word2-2244	nouns	2.8	2.363636364	1.7	1.153846154	1.3	1.9	3.5	2	1.8	0.8	1.2	1	3	1.80979021	قيقب	枫木	masarnen	vaher	vaahtera	érable	מייפל	klon	клен	arce	mpera	楓木
Vulic-2020-3776-2245	2245	music			flute; music	word2-2245	nouns	3.1	1.090909091	1.2	1	1.2	1	2.7	1.4	0.7	0.9	1.7	1	1.545454545	1.286363636	موسيقى	音乐	cerddoriaeth	muusika	musiikki	musique	מוזיקה	muzyka	музыка	música	filimbi	音樂
Vulic-2020-3776-2246	2246	cash			money; cash	word2-2246	nouns	5.9	4.090909091	3.9	4.923076923	4.5	3.2	3.9	3	5.6	4	4.5	6	5.090909091	4.392074592	نقود	现金	arian parod	sularaha	käteinen	liquide	מזומן	gotówka	наличные	efectivo	hela	現金
Vulic-2020-3776-2247	2247	eye			brow; eye	word2-2247	nouns	3.1	0.545454545	1	1.153846154	1.5	0.9	2.5	1.2	0.6	0.8	0.5	0.4	0.545454545	0.97039627	عين	眼睛	llygad	silm	silmä	œil	עין	oko	глаз	ojo	jicho	眼睛
Vulic-2020-3776-2248	2248	saver			saving; saver	word2-2248	nouns	3.4	0.363636364	2.3	1.846153846	1.8	1.4	2.9	1.2	1.1	0.8	2.8	3.8	1	1.775815851	موفّر	储蓄者	cynilwr	säästja	säästäjä	épargnant	אדם חסכן	ciułacz	бережливый человек	ahorrador	kuokoa	儲蓄者
Vulic-2020-3776-2249	2249	lip	478	LIP	hip; lip	word2-2249	nouns	0.8	0	0.2	0.076923077	0.6	1.3	1.1	1.4	0.2	0.6	0.5	0.1	0.181818182	0.521561772	شفّة	唇	gwefus	huul	huuli	lèvre	שפה	warga	губа	labio	mdomo	嘴唇
Vulic-2020-3776-2250	2250	volcano	2291	VOLCANO	magma; volcano	word2-2250	nouns	3.3	1.545454545	2.1	1	1.8	1.2	2.5	1.6	1.8	1.7	2	3.9	1.818181818	1.913636364	بركان	火山	llosgfynydd	vulkaan	tulivuori	volcan	הר געש	wulkan	вулкан	volcán	magma	火山
Vulic-2020-3776-2251	2251	cigar			pipe; cigar	word2-2251	nouns	4.4	1.818181818	0.7	1.384615385	0.8	0.3	3.2	2.9	0.2	2	0.3	0.1	0.272727273	1.16462704	سجار	雪茄	sigâr	sigar	sikari	cigare	סיגר	cygaro	сигара	cigarro	sigara	雪茄
Vulic-2020-3776-2252	2252	archaeology			anthropology; archaeology	word2-2252	nouns	2.5	0.909090909	1.6	0.846153846	1.4	1.5	2.8	1.9	1.5	0.8	1.1	3.3	2.363636364	1.668240093	علم الاثار	考古学	archeoleg	arheoloogia	arkeologia	archéologie	ארכיאולוגיה	archeologia	археология	arqueología	anthropolojia	考古學
Vulic-2020-3776-2253	2253	cliff			hill; cliff	word2-2253	nouns	2.7	0.454545455	1.7	0.846153846	2	1.8	2.9	2.1	2.2	2.4	1.6	3.2	0.181818182	1.781876457	جرف	悬崖	clogwyn	kalju	kalliojyrkänne	falaise	צוק	klif	утес	acantilado	jabali	懸崖
Vulic-2020-3776-2254	2254	fun			game; fun	word2-2254	nouns	3.1	0.454545455	1.2	1.615384615	2.1	0.8	4.8	1.3	4.6	1.4	1.1	3.5	0.454545455	1.943706294	متعة	乐趣	hwyl	lõbu	hauskuus	amusement	כיף	zabawa	веселье	divertido	burudani	樂趣
Vulic-2020-3776-2255	2255	magnitude			depth; magnitude	word2-2255	nouns	1.9	0.818181818	1.2	2.230769231	2.8	1.6	1.8	1.9	1.4	1.2	1.1	0.9	0.272727273	1.43513986	مقدار	大小	maint	ulatus	suuruus	magnitude	גודל	wielkość	величина	magnitud	ukubwa	大小
Vulic-2020-3776-2256	2256	soul	811	SOUL	brother; soul	word2-2256	nouns	1	0	0	0	0.6	0	0.6	0.2	0.3	1	0.3	0.1	0	0.258333333	روح	灵魂	enaid	hing	sielu	âme	נשמה	dusza	человек	alma	roho	靈魂
Vulic-2020-3776-2257	2257	opinion			bias; opinion	word2-2257	nouns	2.9	0.272727273	2.3	2.076923077	2.7	0.5	4	2.9	0.4	2.5	2.1	0.1	0.090909091	1.661713287	رأي	意见	barn	arvamus	mielipide	opinion	דעה	opinia	мнение	opinión	oni	意見
Vulic-2020-3776-2258	2258	melody			rhythm; melody	word2-2258	nouns	4.4	3.636363636	1.6	1.846153846	2.1	1.3	4.1	3.4	2.2	2.9	3.2	0.7	3.272727273	2.521270396	لحن	旋律	alaw	meloodia	melodia	mélodie	מנגינה	melodia	мелодия	melodía	tuni	旋律
Vulic-2020-3776-2259	2259	log			formula; log	word2-2259	nouns	0.4	0	0.8	0.153846154	2	0	1.8	0.4	0.9	0.4	0.2	0	0	0.554487179	سجل	日志	log	logaritm	tukki	registre	יומן	rejestr	журнал	tronco	kuzidisha	日誌
Vulic-2020-3776-2260	2260	muslim			bishop; muslim	word2-2260	nouns	0.3	0.727272727	0.3	0.307692308	0.9	0.3	1.6	1.3	0.1	0.3	0.4	0.1	0.181818182	0.543065268	مسلم	穆斯林	mwslim	moslem	muslimi	musulman	מוסלמי	muzułmanin	мусульман	musulmán	askofu	穆斯林
Vulic-2020-3776-2261	2261	jacket			clothes; jacket	word2-2261	nouns	3.6	3.272727273	1.7	1.538461538	1.7	1.8	3.4	1.6	2.2	1.7	1.5	3.2	3.909090909	2.293356643	سترة	外套	siaced	jakk	jakku	veste	מעיל	kurtka	пиджак	chaqueta	jaketi	褸
Vulic-2020-3776-2262	2262	mouth			nose; mouth	word2-2262	nouns	3.3	0.090909091	0.6	0.692307692	1.3	1.6	2.6	1.2	0.6	0.8	0.9	0.4	0.272727273	0.921328671	فم	嘴巴	ceg	suu	suu	bouche	פה	usta	рот	boca	kinywa	嘴巴
Vulic-2020-3776-2263	2263	thread	1161	THREAD	yarn; thread	word2-2263	nouns	2.8	1.454545455	4.1	2.923076923	2.4	4.1	3.4	4.7	3.9	3.3	2.1	5.6	2.818181818	3.39965035	خيط	线	edau	niit	ompelulanka	fil	פתיל	nić	нить	hilo	nyuzi	線
Vulic-2020-3776-2264	2264	road			highway; road	word2-2264	nouns	4.3	3.727272727	4.1	3.692307692	4.2	4.2	3.8	4.2	5.4	4.6	4.2	5	3.272727273	4.199358974	طريق	路	ffordd	tee	tie	route	כביש	droga	дорога	carretera	barabara kuu	路
Vulic-2020-3776-2265	2265	pest			pesticide; pest	word2-2265	nouns	2.6	0.363636364	0.9	0.615384615	1.1	0.6	2.1	1.2	1.5	0.9	0.5	0.8	0.727272727	0.942191142	حشرة	虫害	pla	putukas	tuhoeläin	parasite	מזיק	szkodnik	вредитель	parásito	dawa ya wadudu	蟲害
Vulic-2020-3776-2266	2266	jar			cup; jar	word2-2266	nouns	4	2	1.2	1.692307692	1.1	2.9	2.8	2.2	1.4	1.2	2.4	0.6	2.181818182	1.806177156	اناء	罐子	jar	klaaspurk	purkki	bocal	צנצנת	słoik	кувшин	tarro	kopo	罐子
Vulic-2020-3776-2267	2267	car			street; car	word2-2267	nouns	2.7	0.272727273	0.7	0.769230769	0.8	0.4	1.3	1.1	0.3	0.8	0.3	0	0.636363636	0.61486014	سيارة	汽车	car	auto	auto	voiture	מכונית	samochód	автомобиль	coche	gari	汽車
Vulic-2020-3776-2268	2268	sailor			captain; sailor	word2-2268	nouns	4.9	0.090909091	1.4	2.076923077	1.3	2.6	3.4	4.2	3	1.7	1.5	2	0.363636364	1.969289044	ملّاح	水手	morwr	madrus	merimies	marin	מלח	żeglarz	моряк	marinero	mwanamaji	水手
Vulic-2020-3776-2269	2269	hypothesis			theory; hypothesis	word2-2269	nouns	4.7	1.181818182	5	4.615384615	2.8	4.2	4.9	5.1	4.4	3	3.6	1	3.272727273	3.589160839	فرضية	假设	damcaniaeth	hüpotees	hypoteesi	hypothèse	היפותזה	hipoteza	гипотеза	hipótesis	nadharia	假設
Vulic-2020-3776-2270	2270	dentist			orthodontist; dentist	word2-2270	nouns	5	4.090909091	3.8	3	4.9	3.5	5	5.3	4	4.6	3.9	5.1	4.636363636	4.318939394	طبيب الأسنان	牙医	deintydd	hambaarst	hammaslääkäri	dentiste	רופא	dentysta	дантист	dentista	mtaalamu wa meno	牙醫
Vulic-2020-3776-2271	2271	disk			charger; disk	word2-2271	nouns	1.2	0.090909091	0	0.230769231	0.3	0.1	1.2	0.3	0.4	1.2	0.4	0	0	0.351806527	أسطوانة	磁盘	disg	ketas	levy	disque	דיסק	dysk	диск	disco	chaja	磁盤
Vulic-2020-3776-2272	2272	tongue			cheek; tongue	word2-2272	nouns	2.4	0	0.7	0.692307692	1	1.5	2	1.3	0.6	1	0.4	0.4	0.363636364	0.829662005	لسان	舌头	tafod	keel	kieli	langue	לשון	język	язык	lengua	ulimi	舌頭
Vulic-2020-3776-2273	2273	peace			soldier; peace	word2-2273	nouns	1.4	0.090909091	0.2	0	0.4	0.2	1.4	0.8	0.3	0.6	0.3	0.2	0.090909091	0.381818182	سلام	和平	heddwch	rahu	rauha	paix	שלום	pokój	мир	paz	mwanajeshi	和平
Vulic-2020-3776-2274	2274	theatre			film; theatre	word2-2274	nouns	2.3	1.909090909	1	1.692307692	1.1	0.8	2.5	1.8	0.9	0.7	0.9	0.1	2.181818182	1.298601399	مسرح	剧院	theatr	teater	teatteri	théâtre	תיאטרון	teatr	театр	teatro	filamu	劇院
Vulic-2020-3776-2275	2275	sickness			cancer; sickness	word2-2275	nouns	3.8	3.909090909	3.1	2.538461538	2	0.5	4.2	2.3	4	1.7	2.9	3.6	3.636363636	2.86532634	مرض	疾病	salwch	haigus	pahoinvointi	maladie	מחלה	choroba	болезнь	enfermedad	maradhi	疾病
Vulic-2020-3776-2276	2276	society			club; society	word2-2276	nouns	2.1	0	3.4	4.692307692	0.8	3.8	3.9	2.1	5	1.8	2.9	0.6	0.090909091	2.423601399	مجتمع	社会	cymdeithas	ühiskond	yhdistys	société	חברה	stowarzyszenie	общество	sociedad	jamii	社會
Vulic-2020-3776-2277	2277	confidence			attitude; confidence	word2-2277	nouns	1	1.272727273	1.2	1.923076923	0.8	1.9	2.3	0.7	2.4	1.6	1.9	0	0.818181818	1.401165501	ثقة	自信	hyder	kindlus	itseluottamus	confiance	אמון	pewność siebie	уверенность	confianza	hakika	自信
Vulic-2020-3776-2278	2278	skin	763	SKIN	bike; skin	word2-2278	nouns	0.1	0	0	0	0.2	0	0.4	0.2	0	0	0.4	0	0.090909091	0.107575758	جلد	皮肤	croen	nahk	iho	revêtement	עור	skóra	кожа	piel	baiskeli	皮膚
