ID	NUMBER	GLOSS	POS	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMLEX_IDS	SIMLEX_GLOSSES	LINKS	ENGLISH	ARABIC	CHINESE	WELSH	ESTONIAN	FINNISH	FRENCH	HEBREW	POLISH	RUSSIAN	SPANISH	CANTONESE	ENGLISH_IN_SOURCE	ARABIC_IN_SOURCE	CHINESE_IN_SOURCE	WELSH_IN_SOURCE	ESTONIAN_IN_SOURCE	FINNISH_IN_SOURCE	FRENCH_IN_SOURCE	HEBREW_IN_SOURCE	POLISH_IN_SOURCE	RUSSIAN_IN_SOURCE	SPANISH_IN_SOURCE	CANTONESE_IN_SOURCE	ENGLISH_SCORE	ARABIC_SCORE	CHINESE_SCORE	WELSH_SCORE	ESTONIAN_SCORE	FINNISH_SCORE	FRENCH_SCORE	HEBREW_SCORE	POLISH_SCORE	RUSSIAN_SCORE	SPANISH_SCORE	CANTONESE_SCORE	MANDARIN_ERRATUM	FRENCH_ERRATUM	RUSSIAN_ERRATUM	SPANISH_ERRATUM
Vulic-2020-2244-1213	1213	criminal	nouns			554:1	offender	1747	criminal	مجرم	罪犯	trosedd	kurjategija	rikollinen	criminel	פושע	kryminalista	преступник	criminal	罪犯	criminal	مجرم	罪犯	trosedd	kurjategija	rikollinen	criminel	פושע	kryminalista	преступник	criminal	罪犯	4.076923076923077	4.0	4.818181818181818	1.1	4.7	5.4	5.0	5.6	5.2	4.8	4.5	5.545454545454546	0	0	0	0
Vulic-2020-2244-1214	1214	critical	adjectives			1168:2	rude	179	critical	انتقادي	批评	beirniadol	kriitiline	kriittinen	critique	ביקורתי	krytyczny	критичный	crítico	批評	critical	انتقادي	批评	beirniadol	kriitiline	kriittinen	critique	ביקורתי	krytyczny	критичный	crítico	批評	0.8461538461538461	1.5	0.6363636363636364	1.0	1.2	0.7	0.7	1.0	0.6	0.5	0.9	0.6363636363636364	0	0	0	0
Vulic-2020-2244-1215	1215	critically	adverbs			1798:1	essentially	1355	critically	بشكل انتقادي	关键地	yn feirniadol	kriitiliselt	kriittisesti	sévèrement	אנושות	krytycznie	критично	críticamente	關鍵地	critically	بشكل انتقادي	关键地	yn feirniadol	kriitiliselt	kriittisesti	sévèrement	אנושות	krytycznie	критично	críticamente	關鍵地	2.6923076923076925	0.3	0.5454545454545454	0.0	0.5	1.3	0.3	0.0	1.0	0.5	0.9	0.5454545454545454	0	0	0	0
Vulic-2020-2244-1216	1216	criticism	nouns			739:2	argument	950	criticism	نقد	批评	beirniadaeth	kriitika	kritiikki	critique	ביקורת	krytyka	критика	crítica	批評	criticism	نقد	批评	beirniadaeth	kriitika	kritiikki	critique	ביקורת	krytyka	критика	crítica	批評	1.8461538461538463	1.8	1.0909090909090908	1.6	1.2	0.8	2.8	1.6	1.0	1.1	2.8	2.3636363636363638	0	0	0	0
Vulic-2020-2244-1217	1217	criticize	verbs			1301:1 1677:1	hate remark	274 1933	criticize	ينتقد	批评	beirniadu	kritiseerima	kritisoida	critiquer	לבקר	krytykować	критиковать	criticar	批評	criticize criticize	ينتقد ينتقد	批评 批评	beirniadu beirniadu	kritiseerima kritiseerima	kritisoida kritisoida	critiquer critiquer	לבקר לבקר	krytykować krytykować	критиковать критиковать	criticar criticar	批評 批評	0.6923076923076923 1.3076923076923077	2.0 3.0	0.45454545454545453 1.6363636363636365	0.9 0.6	1.2 1.6	1.0 2.2	2.9 2.2	0.5 3.2	1.6 0.7	0.8 1.5	1.0 1.4	0.5454545454545454 2.8181818181818183	0 0	0 0	0 0	0 0
Vulic-2020-2244-1218	1218	crochet	nouns			510:1	uniform	2172	crochet	حبك	钩针编织	crosio	heegeldus	virkkaus	crochet	קרושה	robótka szydełkowa	вязание	tejer	鈎織編織	crochet	حبك	钩针编织	crosio	heegeldus	virkkaus	crochet	קרושה	robótka szydełkowa	вязание	tejer	鈎織編織	0.0	0.5	0.45454545454545453	0.0	0.4	0.0	0.1	0.3	0.0	0.4	0.3	0.0	0	0	0	0
Vulic-2020-2244-1219	1219	crucial	adjectives			1193:1	important	105	crucial	خاسم	关键	hanfodol	ülioluline	välttämätön	crucial	מכריע	kluczowy	решающий	crucial	關鍵	crucial	خاسم	关键	hanfodol	ülioluline	välttämätön	crucial	מכריע	kluczowy	решающий	crucial	關鍵	5.076923076923077	1.9	4.7272727272727275	4.1	3.9	4.3	5.7	3.2	5.4	3.4	4.4	4.181818181818182	0	0	0	0
Vulic-2020-2244-1220	1220	crude	adjectives			1095:1 1126:1	rude ugly	179 247	crude	فظ	粗糙	amrwd	toores	raaka	brut	גס	prymitywny	грубый	crudo	粗糙	crude crude	فظ فظ	粗糙 粗糙	amrwd amrwd	toores toores	raaka raaka	brut brut	גס גס	prymitywny prymitywny	грубый грубый	crudo crudo	粗糙 粗糙	1.6153846153846154 0.9230769230769231	5.1 1.1	0.45454545454545453 0.45454545454545453	0.6 0.1	2.5 0.7	1.2 0.5	5.2 1.2	3.5 1.4	0.7 0.9	3.9 1.3	1.2 0.5	0.5454545454545454 0.8181818181818182	0 0	0 0	0 0	0 0
Vulic-2020-2244-1221	1221	crunch	verbs			1629:2	snap	2045	crunch	يسحق	捏碎	crensian	krõmpsutama	rouskua	craquer	לחרוק	chrzęścić	хрустеть	crujir	捏碎	crunch	يسحق	捏碎	crensian	krõmpsutama	rouskua	craquer	לחרוק	chrzęścić	хрустеть	crujir	捏碎	1.3076923076923077	1.5	2.0	1.4	1.3	1.2	3.8	0.2	0.9	1.9	2.2	3.0	0	0	0	0
Vulic-2020-2244-1222	1222	cryptogram	nouns			351:1	symbol	2108	cryptogram	شفرة	密码	cryptogram	krüptogramm	kryptogrammi	cryptogramme	צופן	kryptogram	криптограмма	criptograma	密碼	cryptogram	شفرة	密码	cryptogram	krüptogramm	kryptogrammi	cryptogramme	צופן	kryptogram	криптограмма	criptograma	密碼	2.3846153846153846	2.0	0.09090909090909091	2.4	2.1	1.9	4.4	1.3	3.4	2.0	2.6	0.0	0	0	0	0
Vulic-2020-2244-1223	1223	crystal	nouns	4039	CRYSTAL	489:2	glass	695	crystal	بلّور	水晶	crisial	kristall	kristalli	cristal	קריסטל	kryształ	хрусталь	cristal	水晶	crystal	بلّور	水晶	crisial	kristall	kristalli	cristal	קריסטל	kryształ	хрусталь	cristal	水晶	1.7692307692307692	3.7	0.9090909090909091	2.3	2.1	2.9	3.5	2.5	2.0	2.6	1.5	2.727272727272727	0	0	0	0
Vulic-2020-2244-1224	1224	cube	nouns			53:2 930:1	dice toy	1273 465	cube	مكعب (مكعّب)	立方体	ciwb	kuubik (kuup)	kuutio	cube	קובייה	sześcian	куб	cubo	立方體	cube cube	مكعب مكعّب	立方体 立方体	ciwb ciwb	kuubik kuup	kuutio kuutio	cube cube	קובייה קובייה	sześcian sześcian	куб куб	cubo cubo	立方體 立方體	1.6923076923076923 0.0	3.9 1.8	2.4545454545454546 0.18181818181818182	2.8 0.1	2.4 0.7	3.2 0.3	4.6 2.4	4.5 1.5	1.4 0.1	2.9 0.7	3.5 1.0	2.909090909090909 0.18181818181818182	0 0	0 0	0 0	0 0
Vulic-2020-2244-1225	1225	cuddle	verbs			1390:1	hug	841	cuddle	يحتضن	搂抱	cwtsh	kaisutama	halailla	câliner	להתרכבל	tulić	прижиматься	abrazar	摟抱	cuddle	يحتضن	搂抱	cwtsh	kaisutama	halailla	câliner	להתרכבל	tulić	прижиматься	abrazar	摟抱	5.076923076923077	5.2	5.181818181818182	3.8	4.4	4.7	5.4	3.6	5.3	2.7	4.6	4.7272727272727275	0	0	0	0
Vulic-2020-2244-1226	1226	culture	nouns			981:2	society	2049	culture	حضارة	文化	diwylliant	kultuur	kulttuuri	culture	תרבות	kultura	культура	cultura	文化	culture	حضارة	文化	diwylliant	kultuur	kulttuuri	culture	תרבות	kultura	культура	cultura	文化	3.0	4.2	1.1818181818181819	1.1	2.6	2.2	3.2	1.6	1.3	0.8	1.9	0.7272727272727273	0	0	0	0
Vulic-2020-2244-1227	1227	currency	nouns			762:1 889:1	exchange concurrency	487 1168	currency	عملة	货币	arian cyfred	valuuta	valuutta	devise (cours)	מטבע	waluta	валюта	moneda	貨幣	currency currency	عملة عملة	货币 货币	arian cyfred arian cyfred	valuuta valuuta	valuutta valuutta	devise cours	מטבע מטבע	waluta waluta	валюта валюта	moneda moneda	貨幣 貨幣	1.3846153846153846 0.07692307692307693	3.3 0.5	1.0 0.09090909090909091	0.6 0.0	1.3 0.1	0.2 0.0	3.4 1.3	1.4 1.2	0.3 0.0	0.8 0.0	1.6 0.3	0.5454545454545454 0.0	0 0	0 0	0 0	0 0
Vulic-2020-2244-1228	1228	currently	adverbs			1819:2 1826:1	delicately recently	1251 1920	currently	حاليا	目前	ar hyn o bryd	preagu (praegu)	nykyään	actuellement	כרגע	obecnie	теперь	actualmente	目前	currently currently	حاليا حاليا	目前 目前	ar hyn o bryd ar hyn o bryd	praegu preagu	nykyään nykyään	actuellement actuellement	כרגע כרגע	obecnie obecnie	теперь теперь	actualmente actualmente	目前 目前	0.0 2.230769230769231	0.1 0.6	0.0 3.1818181818181817	0.0 1.0	0.4 3.7	0.0 1.6	0.3 3.9	0.0 1.1	0.0 0.5	0.0 0.3	0.0 3.1	0.36363636363636365 3.5454545454545454	0 0	0 0	0 0	0 0
Vulic-2020-2244-1229	1229	cursor	nouns			969:1	chips	1112	cursor	مؤشر	游标	cyrchwr	kursor	kursori	curseur	סמן	kursor	курсор	cursor	遊標	cursor	مؤشر	游标	cyrchwr	kursor	kursori	curseur	סמן	kursor	курсор	cursor	遊標	0.0	0.8	0.09090909090909091	0.0	0.4	0.0	0.2	0.3	0.0	0.2	0.0	0.09090909090909091	0	0	0	0
Vulic-2020-2244-1230	1230	curve	nouns			151:1	angle	929	curve	منحنئ	弯曲	cromlin	kurv	käyrä	courbe	עקומה	krzywa	изгиб	curva	彎曲	curve	منحنئ	弯曲	cromlin	kurv	käyrä	courbe	עקומה	krzywa	изгиб	curva	彎曲	0.7692307692307693	1.9	1.0	1.3	1.5	1.2	2.6	2.7	0.7	2.7	2.2	1.9090909090909092	0	0	0	0
Vulic-2020-2244-1231	1231	cyclone	nouns			312:2	typhoon	2160	cyclone	هوجاء	气旋	seiclon	tsüklon	sykloni	cyclone	ציקלון	cyklon	циклон	ciclón	氣旋	cyclone	هوجاء	气旋	seiclon	tsüklon	sykloni	cyclone	ציקלון	cyklon	циклон	ciclón	氣旋	4.153846153846154	3.7	3.1818181818181817	3.9	3.0	5.0	5.0	4.4	4.3	3.5	4.6	3.090909090909091	0	0	0	0
Vulic-2020-2244-1232	1232	cytoplasm	nouns			493:1	digit	1280	cytoplasm	السيتوبلازم	细胞质	cytoplasm	tsütoplasma	sytoplasma	cytoplasme	ציטופלזמה	cytoplazma	цитоплазма	citoplasma	細胞質	cytoplasm	السيتوبلازم	细胞质	cytoplasm	tsütoplasma	sytoplasma	cytoplasme	ציטופלזמה	cytoplazma	цитоплазма	citoplasma	細胞質	0.0	0.6	0.0	0.0	0.1	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0	0	0	0
Vulic-2020-2244-1233	1233	daily	adverbs			1789:2	normally	1730	daily	يوميا	日常	yn ddyddiol	igapäevaselt	päivittäin	quotidiennement	יומיומי	codziennie	ежедневно	diariamente	日常	daily	يوميا	日常	yn ddyddiol	igapäevaselt	päivittäin	quotidiennement	יומיומי	codziennie	ежедневно	diariamente	日常	2.6153846153846154	3.8	3.1818181818181817	1.1	3.7	1.3	2.2	3.8	1.8	1.7	3.4	3.1818181818181817	0	0	0	0
Vulic-2020-2244-1234	1234	dairy	nouns			147:1	honey	846	dairy	ألبان	乳制品	cynnyrch llaeth	meierei	päiväkirja	yaourt	מחלבה	nabiał	молочные продукты	lácteos	乳製品	dairy	ألبان	乳制品	cynnyrch llaeth	meierei	päiväkirja	yaourt	מחלבה	nabiał	молочные продукты	lácteos	乳製品	0.3076923076923077	1.2	0.36363636363636365	0.2	0.3	0.0	2.0	0.5	0.1	0.2	0.5	0.2727272727272727	0	0	0	0
Vulic-2020-2244-1235	1235	dangerously	adverbs			1790:1	carefully	1074	dangerously	بشكل خطير	危险地	yn beryglus	ohtlikult	vaarallisesti	dangereusement	באופן מסוכן	niebezpiecznie	опасно	peligrosamente	危險地	dangerously	بشكل خطير	危险地	yn beryglus	ohtlikult	vaarallisesti	dangereusement	באופן מסוכן	niebezpiecznie	опасно	peligrosamente	危險地	0.0	0.9	0.36363636363636365	0.1	0.4	0.1	0.8	0.9	0.0	0.2	0.3	0.18181818181818182	0	0	0	0
Vulic-2020-2244-1236	1236	date	nouns			17:2 977:1	birthday calendar	467 403	date	تاريخ	日期	dyddiad	kuupäev	päivämäärä	anniversaire (date)	תאריך	data	дата	fecha (cita)	日期	date date	تاريخ تاريخ	日期 日期	dyddiad dyddiad	kuupäev kuupäev	päivämäärä päivämäärä	anniversaire date	תאריך תאריך	data data	дата дата	cita fecha	日期 日期	1.6923076923076923 0.9230769230769231	3.5 4.0	1.4545454545454546 2.727272727272727	1.2 2.2	2.0 2.1	2.1 1.3	2.9 3.0	1.6 1.5	1.9 1.4	3.6 1.7	1.4 1.5	1.9090909090909092 3.909090909090909	0 0	0 0	0 0	0 0
Vulic-2020-2244-1237	1237	deadly	adverbs			1796:1	happily	1475	deadly	مميت	死气沉沉的	yn angheuol	surmavalt	kuolettavasti	mortellement	נורא	śmiertelnie	смертельно	mortal	死氣沈沈的	deadly	مميت	死气沉沉的	yn angheuol	surmavalt	kuolettavasti	mortellement	נורא	śmiertelnie	смертельно	mortal	死氣沈沈的	0.0	0.3	0.36363636363636365	0.0	0.1	0.0	0.6	0.3	0.0	0.2	0.1	0.09090909090909091	0	0	0	0
Vulic-2020-2244-1238	1238	deal	verbs			1504:1	sell	259	deal	يتفّق	交易	bargeinio	äri tegema	käydä kauppaa	traiter	לסחור	handlować	торговать	estar de acuerdo	交易	deal	يتفّق	交易	bargeinio	äri tegema	käydä kauppaa	traiter	לסחור	handlować	торговать	estar de acuerdo	交易	1.3846153846153846	1.9	2.8181818181818183	0.8	3.5	3.3	0.8	4.0	5.3	4.9	0.9	0.9090909090909091	0	0	0	0
Vulic-2020-2244-1239	1239	debate	verbs			1586:1	argue	599	debate	يناقش	辩论	dadlau	arutlema	väitellä	argumenter	לדון	debatować	обсуждать	debate	辯論	debate	يناقش	辩论	dadlau	arutlema	väitellä	argumenter	לדון	debatować	обсуждать	debate	辯論	4.769230769230769	4.3	3.1818181818181817	3.2	2.5	4.4	5.0	2.8	3.7	2.3	3.5	0.9090909090909091	0	0	0	0
Vulic-2020-2244-1240	1240	decade	nouns			638:1 939:2	century era	1089 1351	decade	عقد	十年 (十)	degawd	kümnend	vuosikymmen	décennie	עשור	dekada	десятилетие	década	十年 (十)	decade decade	عقد عقد	十年 十	degawd degawd	kümnend kümnend	vuosikymmen vuosikymmen	décennie décennie	עשור עשור	dekada dekada	десятилетие десятилетие	década década	十年 十	0.6923076923076923 1.8461538461538463	3.3 3.5	0.18181818181818182 0.18181818181818182	0.4 1.3	1.5 2.2	1.4 2.1	3.0 3.1	1.6 2.4	0.7 2.6	0.3 1.1	0.7 2.6	1.0909090909090908 0.0	0 0	0 0	0 0	0 0
Vulic-2020-2244-1241	1241	deck	nouns			960:2 142:1 676:2	floor mouse boat	288 220 366	deck	ظهر السفينة (سطح السفينة)	甲板	dec	tekk	kansi	pont (terrasse)	סיפון	pokład	палуба	cubierta	甲板	deck deck deck	ظهر السفينة سطح السفينة ظهر السفينة	甲板 甲板 甲板	dec dec dec	tekk tekk tekk	kansi kansi kansi	terrasse pont pont	סיפון סיפון סיפון	pokład pokład pokład	палуба палуба палуба	cubierta cubierta cubierta	甲板 甲板 甲板	2.076923076923077 0.0 0.38461538461538464	2.3 0.3 2.4	2.3636363636363638 0.0 0.7272727272727273	2.0 0.0 1.2	1.1 0.3 0.6	1.0 0.0 0.5	2.6 0.1 1.7	2.2 0.1 1.7	2.4 0.0 2.2	1.3 0.8 1.5	0.8 0.0 1.0	0.36363636363636365 0.09090909090909091 0.9090909090909091	0 0 0	0 0 0	0 0 0	0 0 0
Vulic-2020-2244-1242	1242	declare	verbs			1633:1	announce	827	declare	يعلن	声明	dweud ar goedd	kuulutama	julistaa	déclarer	להצהיר	deklarować	провозглашать	declarar	聲明	declare	يعلن	声明	dweud ar goedd	kuulutama	julistaa	déclarer	להצהיר	deklarować	провозглашать	declarar	聲明	5.153846153846154	3.5	4.181818181818182	4.8	4.0	4.4	5.7	4.3	5.1	4.8	4.1	2.8181818181818183	0	0	0	0
Vulic-2020-2244-1243	1243	decline	verbs			1361:2 1426:2	refuse accept	669 874	decline	يرفض (لم يقبل)	谢绝	gwrthod	ära ütlema	evätä	décliner	לסרב (לדחות)	odmawiać	отклонять (отказывать)	disminuir	謝絕	decline decline	لم يقبل يرفض	谢绝 谢绝	gwrthod gwrthod	ära ütlema ära ütlema	evätä evätä	décliner décliner	לדחות לסרב	odmawiać odmawiać	отклонять отказывать	disminuir disminuir	謝絕 謝絕	5.076923076923077 0.07692307692307693	5.8 1.4	4.363636363636363 0.36363636363636365	2.3 0.1	4.8 0.6	2.9 0.4	5.9 1.9	5.0 0.9	4.1 0.0	2.6 0.0	0.1 0.0	3.909090909090909 0.0	0 0	0 0	0 0	0 0
Vulic-2020-2244-1244	1244	decompose	verbs			1331:1	destroy	736	decompose	يتحلّل	腐烂	pydru	lagunema	biohajota	décomposer	לפרק	rozpadać się	разлагаться	descomponer	腐爛	decompose	يتحلّل	腐烂	pydru	lagunema	biohajota	décomposer	לפרק	rozpadać się	разлагаться	descomponer	腐爛	0.9230769230769231	1.7	2.6363636363636362	1.3	1.9	0.9	3.9	3.5	1.6	0.6	3.2	0.45454545454545453	0	0	0	0
Vulic-2020-2244-1245	1245	decomposition	nouns			433:1	factorization	1373	decomposition	تفكيك	分解	dadelfennu	lagunemine	biohajoaminen	décomposition	פירוק	rozszczepienie	разложение	descomposición	分解	decomposition	تفكيك	分解	dadelfennu	lagunemine	biohajoaminen	décomposition	פירוק	rozszczepienie	разложение	descomposición	分解	0.7692307692307693	5.0	2.6363636363636362	1.4	1.0	0.3	3.0	4.3	1.0	1.3	1.3	3.090909090909091	0	0	0	0
Vulic-2020-2244-1246	1246	decoration	nouns			427:2 1013:1	wall envelope	842 578	decoration	زينة (زخرفة)	装饰	addurn	dekoratsioon (kaunistus)	koriste	décoration	קישוט	dekoracja	украшение (отделка)	decoración	裝飾	decoration decoration	زينة زخرفة	装饰 装饰	addurn addurn	dekoratsioon kaunistus	koriste koriste	décoration décoration	קישוט קישוט	dekoracja dekoracja	отделка украшение	decoración decoración	裝飾 裝飾	0.3076923076923077 0.0	1.8 0.1	0.6363636363636364 0.6363636363636364	0.3 0.0	1.0 0.5	0.4 0.1	1.9 3.9	0.7 0.4	0.4 0.2	1.1 0.2	0.8 0.1	0.36363636363636365 0.0	0 0	0 0	0 0	0 0
Vulic-2020-2244-1247	1247	deeply	adverbs			1847:2 1852:1	meaningfully mostly	1649 1692	deeply	بشدة	深深地 (深度地)	yn ddwfn	sügavalt	syvästi	profondément	לעומק	głęboko	глубоко	profundamente	深深地 (深度地)	deeply deeply	بشدة بشدة	深度地 深深地	yn ddwfn yn ddwfn	sügavalt sügavalt	syvästi syvästi	profondément profondément	לעומק לעומק	głęboko głęboko	глубоко глубоко	profundamente profundamente	深度地 深深地	3.3846153846153846 0.3076923076923077	1.0 0.8	2.5454545454545454 0.36363636363636365	1.1 0.3	3.4 0.7	1.0 0.6	3.5 1.1	2.6 1.0	2.1 0.0	0.8 0.0	2.5 1.4	1.4545454545454546 0.8181818181818182	0 0	0 0	0 0	0 0
Vulic-2020-2244-1248	1248	define	verbs			1308:1	clarify	1128	define	يعرّف	限定	diffinio	defineerima	määrittää	définir	להגדיר	definiować	определять	definir	限定	define	يعرّف	限定	diffinio	defineerima	määrittää	définir	להגדיר	definiować	определять	definir	限定	3.1538461538461537	4.1	0.0	3.1	3.9	3.1	4.2	2.5	4.2	3.7	3.8	0.0	0	0	0	0
Vulic-2020-2244-1249	1249	definitely	adverbs			1886:1	surely	2100	definitely	قطعا	肯定地	yn bendant	kahtlemata	lopullisesti	certainement	בהחלט	zdecydowanie	точно	definitivamente	當然	definitely	قطعا	肯定地	yn bendant	kahtlemata	lopullisesti	certainement	בהחלט	zdecydowanie	точно	definitivamente	當然	4.6923076923076925	5.1	3.272727272727273	5.9	4.3	2.4	6.0	5.6	5.3	3.2	3.6	4.454545454545454	0	0	0	0
Vulic-2020-2244-1250	1250	definition	nouns			828:2	dictionary	1274	definition	تعريف	定义	diffiniad	definitisioon	määritelmä	définition	הגדרה	definicja	толкование	definición	定義	definition	تعريف	定义	diffiniad	definitisioon	määritelmä	définition	הגדרה	definicja	толкование	definición	定義	0.38461538461538464	3.5	0.6363636363636364	1.8	1.9	0.7	3.0	1.6	1.5	2.4	2.6	1.0909090909090908	0	0	0	0
Vulic-2020-2244-1251	1251	delicately	adverbs			1819:1	currently	1228	delicately	برقة	微妙地	yn ofalus	delikaatselt	hienotunteisesti	délicatement	בעדינות	delikatnie	деликатно	delicadamente	微妙地	delicately	برقة	微妙地	yn ofalus	delikaatselt	hienotunteisesti	délicatement	בעדינות	delikatnie	деликатно	delicadamente	微妙地	0.0	0.1	0.0	0.0	0.4	0.0	0.3	0.0	0.0	0.0	0.0	0.36363636363636365	0	0	0	0
Vulic-2020-2244-1252	1252	delightful	adjectives			1052:1 1112:1	cheerful wonderful	1107 2234	delightful	لذيذ	愉快	hyfryd	rõõmustav	ihastuttava (ihana)	délicieux	מהנה	rozkoszny	восхитительный	encantador	愉快	delightful delightful	لذيذ لذيذ	愉快 愉快	hyfryd hyfryd	rõõmustav rõõmustav	ihastuttava ihana	délicieux délicieux	מהנה מהנה	rozkoszny rozkoszny	восхитительный восхитительный	encantador encantador	愉快 愉快	2.6923076923076925 4.6923076923076925	2.3 3.3	4.909090909090909 2.5454545454545454	3.2 2.8	3.0 2.2	1.0 1.8	1.3 4.0	3.5 3.1	1.2 3.0	3.1 5.0	2.4 3.3	5.090909090909091 2.727272727272727	0 0	0 0	0 0	0 0
Vulic-2020-2244-1253	1253	deliver	verbs			1339:1 1415:2 1719:2	carry take accept	752 331 874	deliver	ينقل (يرسل)	运送 (交付)	dosbarthu	kätte toimetama	toimittaa	livrer	למסור	dostarczać	доставлять (родить)	entregar	運送 (交付)	deliver deliver deliver	ينقل يرسل ينقل	运送 交付 运送	dosbarthu dosbarthu dosbarthu	kätte toimetama kätte toimetama kätte toimetama	toimittaa toimittaa toimittaa	livrer livrer livrer	למסור למסור למסור	dostarczać dostarczać dostarczać	родить доставлять доставлять	entregar entregar entregar	運送 交付 運送	1.0 0.6153846153846154 0.0	1.8 0.9 0.3	2.3636363636363638 0.18181818181818182 0.0	3.0 0.3 0.1	1.6 0.7 0.6	1.7 0.3 0.0	4.4 0.9 1.1	1.0 1.0 1.0	2.8 0.3 0.0	0.4 0.4 0.2	2.7 0.9 0.4	3.090909090909091 1.0 0.0	0 0 0	0 0 0	0 0 0	0 0 0
Vulic-2020-2244-1254	1254	delta	nouns			481:1	sea	211	delta	دلتا	三角洲	delta	delta	suisto	delta	שפך	delta	дельта	delta	三角洲	delta	دلتا	三角洲	delta	delta	suisto	delta	שפך	delta	дельта	delta	三角洲	0.5384615384615384	1.0	0.2727272727272727	1.1	1.1	1.3	2.3	1.5	0.9	0.2	1.3	0.6363636363636364	0	0	0	0
Vulic-2020-2244-1255	1255	demand	verbs			1408:2 1651:1	argue reprimand	600 1939	demand	يطلب	需求	mynnu	nõudma	vaatia	exiger	לדרוש	rządać	требовать	pedir	需求	demand demand	يطلب يطلب	需求 需求	mynnu mynnu	nõudma nõudma	vaatia vaatia	exiger exiger	לדרוש לדרוש	rządać rządać	требовать требовать	pedir pedir	需求 需求	0.38461538461538464 0.07692307692307693	1.1 0.4	0.2727272727272727 0.18181818181818182	1.9 0.3	1.5 0.6	0.7 0.3	1.9 0.9	0.8 2.0	0.5 1.4	0.9 0.5	0.6 0.5	0.09090909090909091 0.0	0 0	0 0	0 0	0 0
Vulic-2020-2244-1256	1256	democracy	nouns			2:1	monarchy	1682	democracy	ديمقراطية	民主	democratiaeth	demokraatia	demokratia	démocratie	דמוקרטיה	demokracja	демократия	democracia	民主	democracy	ديمقراطية	民主	democratiaeth	demokraatia	demokratia	démocratie	דמוקרטיה	demokracja	демократия	democracia	民主	0.9230769230769231	0.4	0.09090909090909091	0.3	1.2	1.6	2.7	1.6	0.6	0.1	1.3	0.0	0	0	0	0
Vulic-2020-2244-1257	1257	denial	nouns			143:1	confession	1171	denial	إنكار	否认	gwadu	eitamine	kieltäminen	déni	הכחשה	wyparcie	отрицание	negación	否認	denial	إنكار	否认	gwadu	eitamine	kieltäminen	déni	הכחשה	wyparcie	отрицание	negación	否認	0.5384615384615384	1.4	0.0	0.3	1.0	0.3	1.7	0.7	0.3	0.1	1.2	0.45454545454545453	0	0	0	0
Vulic-2020-2244-1258	1258	dense (of person)	adjectives			1177:2	dumb	221	dense	مغفل	愚笨	dwys	juhm	tiivis	dense	צפוף	gęsty	глупый	denso	愚笨	dense	مغفل	愚笨	dwys	juhm	tiivis	dense	צפוף	gęsty	глупый	denso	愚笨	2.923076923076923	4.4	5.545454545454546	0.0	5.1	0.0	0.1	0.2	0.0	3.7	0.4	5.090909090909091	0	0	0	0
Vulic-2020-2244-1259	1259	dentist	nouns			382:2 996:1	orthodontist colonel	1770 1145	dentist	طبيب الأسنان (طبيب أسنان)	牙医	deintydd	hambaarst	hammaslääkäri	dentiste	רופא	dentysta	дантист	dentista	牙醫	dentist dentist	طبيب الأسنان طبيب أسنان	牙医 牙医	deintydd deintydd	hambaarst hambaarst	hammaslääkäri hammaslääkäri	dentiste dentiste	רופא רופא	dentysta dentysta	дантист дантист	dentista dentista	牙醫 牙醫	3.0 0.07692307692307693	5.0 0.5	4.090909090909091 0.18181818181818182	3.8 0.0	4.9 0.1	3.5 0.8	5.0 0.5	5.3 0.6	4.0 0.0	4.6 0.0	3.9 0.3	4.636363636363637 0.09090909090909091	0 0	0 0	0 0	0 0
Vulic-2020-2244-1260	1260	depression	nouns			347:2	valley	839	depression	انخفاض	凹地	iselder	depressioon	masennus	dépression	דיכאון	depresja	депрессия	depresión	凹地	depression	انخفاض	凹地	iselder	depressioon	masennus	dépression	דיכאון	depresja	депрессия	depresión	凹地	1.0	1.8	2.4545454545454546	0.6	0.6	0.0	1.2	0.0	1.4	0.0	3.0	2.6363636363636362	0	0	0	0
Vulic-2020-2244-1261	1261	deputy	nouns			608:1	officer	1749	deputy	نائب	副手	dirprwy	asetäitja	sijainen	adjoint	סגן	deputowany	лейтенант	diputado	副手	deputy	نائب	副手	dirprwy	asetäitja	sijainen	adjoint	סגן	deputowany	лейтенант	diputado	副手	1.6923076923076923	2.6	1.3636363636363635	0.9	0.6	0.6	2.3	2.3	1.5	2.1	1.5	0.18181818181818182	0	0	0	0
Vulic-2020-2244-1262	1262	dermatitis	nouns			1004:2	eczema	1325	dermatitis	التهاب الجلد	皮炎	dermatitis	dermatiit	dermatiitti	dermatite	דרמטיטיס	wysypka	дерматит	dermatitis	皮炎	dermatitis	التهاب الجلد	皮炎	dermatitis	dermatiit	dermatiitti	dermatite	דרמטיטיס	wysypka	дерматит	dermatitis	皮炎	3.076923076923077	3.3	3.4545454545454546	3.8	2.8	3.6	5.5	1.8	2.9	3.5	2.2	3.727272727272727	0	0	0	0
