ID	NUMBER	FRENCH	ENGLISH	CONCEPTICON_GLOSS	CONCEPTICON_ID	POS	PICTURE_SOURCE	PICTURE_NUMBER	VALENCE_ALL_MEAN	AROUSAL_ALL_MEAN	VALENCE_MALE_MEAN	AROUSAL_MALE_MEAN	VALENCE_FEMALE_MEAN	AROUSAL_FEMALE_MEAN	NUMBER_LETTERS	NUMBER_PHONEMES	NUMBER_SYLLABLES	SUBTLEX_FREQ	BOKS_FREQ	IMAGEABILITY_MEAN
Monnier-2014-1031-837	837	riche	rich man/woman	RICH PERSON	3661	NOUN			7.02702702702703	5.94594594594595	6.64705882352941	6.35294117647059	7.35	5.6	5	3	1	7.12	4.66	4.3
Monnier-2014-1031-838	838	richesse	richness			NOUN			7.38961038961039	5.75324675324675	6.66666666666667	5.25	7.52307692307692	5.84615384615385	8	5	2	8.44	14.66	4.59
Monnier-2014-1031-839	839	rideau	curtain	CURTAIN	2621	NOUN			5.18918918918919	2.89189189189189	5.52941176470588	3	4.9	2.8	6	4	2	10.81	43.65	6.59
Monnier-2014-1031-840	840	rien	nothing	NOTHING	687	NOUN			4.51351351351351	2.67567567567568	5	3	4.1	2.4	4	3	1	6.65	20.81	2.57
Monnier-2014-1031-841	841	rire	laughter	LAUGHTER	2958	NOUN			8.48	7.2	8.22222222222222	6.94444444444444	8.625	7.34375	4	3	1	22.8	112.57	5.68
Monnier-2014-1031-842	842	rivière	river	RIVER	666	NOUN			6.8	4.78	6.16666666666667	4.66666666666667	7.15625	4.84375	7	6	2	28.17	36.49	6.56
Monnier-2014-1031-843	843	robe	dress	DRESS	474	NOUN	AF	78	7.08108108108108	5.97297297297297	6.29411764705882	5.94117647058824	7.75	6	4	3	1	72.72	111.96	6.8
Monnier-2014-1031-844	844	robinet	faucet	FAUCET	1488	NOUN	AF	277	5.16216216216216	2.35135135135135	5.11764705882353	2.41176470588235	5.2	2.3	7	6	3	5.12	13.65	6.62
Monnier-2014-1031-845	845	robot 	robot	ROBOT	4006	NOUN	B	253	5.2972972972973	4.32432432432432	6.23529411764706	5.11764705882353	4.5	3.65	5	4	2	14.97	1.69	6.73
Monnier-2014-1031-846	846	rond 	circle	CIRCLE	1467	NOUN			5.36	3.12	5.61111111111111	4.05555555555556	5.21875	2.59375	4	2	1	15.11	24.46	6.2
Monnier-2014-1031-847	847	ronde 	round			NOUN			4.86	3.34	5.16666666666667	3.11111111111111	4.6875	3.46875	5	3	1	7.93	17.97	5.2
Monnier-2014-1031-848	848	rose 	rose			NOUN	B	254	6.86486486486487	4.94594594594595	6.11764705882353	4.35294117647059	7.5	5.45	4	3	1	11.12	30.34	6.91
Monnier-2014-1031-849	849	roue	wheel	WHEEL	710	NOUN	AF	254	5.24324324324324	3.27027027027027	5.47058823529412	3.11764705882353	5.05	3.4	4	2	1	13.49	17.77	6.6
Monnier-2014-1031-850	850	rouge	red	RED	156	ADJ			5.81818181818182	5.45454545454545	5.33333333333333	5.22222222222222	5.88235294117647	5.48529411764706	5	3	1	79.7	195.27	6.2
Monnier-2014-1031-851	851	route 	road	ROAD	667	NOUN	B	255	5.45945945945946	4.67567567567568	5.41176470588235	5	5.5	4.4	5	3	1	152.83	251.35	6.19
Monnier-2014-1031-852	852	royaume	kingdom			NOUN			5.72151898734177	4.41772151898734	5.25	3.5	5.77464788732394	4.52112676056338	7	6	2	24.16	18.78	5.25
Monnier-2014-1031-853	853	ruche	hive	BEEHIVE	88	NOUN			4.40779220779221	5.11818181818182	4.91666666666667	4.75	4.31230769230769	5.18615384615385	5	3	1	2.64	2.03	5.7
Monnier-2014-1031-854	854	rue	street	STREET	1362	NOUN			4.96	3.66	5.05555555555556	3.77777777777778	4.90625	3.59375	3	2	1	127.35	449.53	6.36
Monnier-2014-1031-855	855	rugueux	rough	ROUGH	1923	ADJ			3.44155844155844	4	4.33333333333333	4.77777777777778	3.32352941176471	3.89705882352941	7	4	2	0.5	4.59	
Monnier-2014-1031-856	856	sabot 	clog			NOUN	B	257	4.5945945945946	3.27777777777778	5.11764705882353	3.58823529411765	4.15	3	5	4	2	1.79	5.74	6.32
Monnier-2014-1031-857	857	sage	wise man			NOUN			7.27027027027027	3.21621621621622	7.64705882352941	3.58823529411765	6.95	2.9	4	3	1	3.31	4.59	3.3
Monnier-2014-1031-858	858	salade	salad	SALAD	4041	NOUN			5.89873417721519	3.36708860759494	5	2.75	6	3.43661971830986	6	5	2	15.88	15.41	6.62
Monnier-2014-1031-859	859	sale	dirty	DIRTY	1230	ADJ			2.07792207792208	4.94805194805195	2.91666666666667	5.41666666666667	1.92307692307692	4.86153846153846	4	3	1	120.13	74.86	4.4
Monnier-2014-1031-860	860	salière	salt shaker			NOUN	AF	194	4.75675675675676	3.02702702702703	5	3.05882352941176	4.55	3	7	6	2	0.2	1.28	5.75
Monnier-2014-1031-861	861	salle	room	ROOM	1450	NOUN			4.88	3.16	5.05555555555556	3.66666666666667	4.78125	2.875	5	3	1	111.1	197.64	6.18
Monnier-2014-1031-862	862	salopette	overalls			NOUN			5.07792207792208	3.12987012987013	4.44444444444444	5.44444444444444	5.16176470588235	2.82352941176471	9	7	3	0.53	4.73	
Monnier-2014-1031-863	863	sandale	sandal			NOUN			5.77215189873418	4.21518987341772	5.75	4.25	5.77464788732394	4.2112676056338	7	5	2	0.22	0.74	6.36
Monnier-2014-1031-864	864	sandwich	sandwich	SANDWICH	4008	NOUN	AF	195	7.37837837837838	5.13513513513514	7.58823529411765	5.47058823529412	7.2	4.85	8	7	2	0	8.18	6.63
Monnier-2014-1031-865	865	sang 	blood	BLOOD	946	NOUN	B	259	4.47368421052632	4.23684210526316	4.35294117647059	4.58823529411765	4.57142857142857	3.95238095238095	4	2	1	304.3	205.2	6.62
Monnier-2014-1031-866	866	sanglier	wild boar	WILD BOAR	3154	NOUN	B	182	4.98	4.7	5.66666666666667	4.83333333333333	4.59375	4.625	8	7	3	4.59	5.34	5.97
Monnier-2014-1031-867	867	santé	health			NOUN			7.08108108108108	4.32432432432432	7.41176470588235	4.64705882352941	6.8	4.05	5	4	2	88.58	52.43	3.05
Monnier-2014-1031-868	868	sapin 	fir tree	FIR	1915	NOUN	B	260	7.16216216216216	5.7027027027027	7.35294117647059	6	7	5.45	5	4	2	5.95	9.86	6.8
Monnier-2014-1031-869	869	satire	satire			NOUN			3.46753246753247	5.24675324675325	5.08333333333333	5	3.16923076923077	5.29230769230769	6	5	2	0.27	0.41	2.36
Monnier-2014-1031-870	870	saucisson	dry sausage			NOUN			6.64935064935065	4.31168831168831	8	5	6.47058823529412	4.22058823529412	9	6	3	2.08	6.08	6.04
Monnier-2014-1031-871	871	sauterelle	grasshopper	GRASSHOPPER	607	NOUN	AF	110	4.64864864864865	3.37837837837838	5.17647058823529	3.52941176470588	4.2	3.25	10	7	3	1.63	1.62	6.83
Monnier-2014-1031-872	872	sauvetage	rescue			NOUN			7.53164556962025	5.72151898734177	7.625	6.75	7.52112676056338	5.6056338028169	9	7	3	8.2	3.45	
Monnier-2014-1031-873	873	savon	soap	SOAP	788	NOUN			6.20779220779221	3.49350649350649	5.91666666666667	4.08333333333333	6.26153846153846	3.38461538461538	5	4	2	15.65	16.55	6.61
Monnier-2014-1031-874	874	scie	saw	SAW	1948	NOUN	AF	196	4.35135135135135	3.62162162162162	5.11764705882353	3.88235294117647	3.7	3.4	4	2	1	5.21	8.11	6.53
Monnier-2014-1031-875	875	seau 	bucket	BUCKET	2052	NOUN	B	263	4.89189189189189	3.08108108108108	5.17647058823529	3.41176470588235	4.65	2.8	4	2	1	7.02	14.73	5.8
Monnier-2014-1031-876	876	sécurité	safety			NOUN			5.75675675675676	4.32432432432432	5.47058823529412	4.41176470588235	6	4.25	8	8	4	112.69	38.92	3.76
Monnier-2014-1031-877	877	sein 	breast	BREAST	1402	NOUN	B	264	6.73684210526316	5.26315789473684	7.52941176470588	6.29411764705882	6.0952380952381	4.42857142857143	4	2	1	16.93	32.23	6.33
Monnier-2014-1031-878	878	seize	sixteen	SIXTEEN	2454	ADJ:num			5.2972972972973	3.91891891891892	6	4.11764705882353	4.7	3.75	5	3	1	7.71	31.42	4.9
Monnier-2014-1031-879	879	sel	salt	SALT	1274	NOUN			5.27848101265823	3.69620253164557	5.125	2.125	5.29577464788732	3.87323943661972	3	3	1	20.93	31.01	6.42
Monnier-2014-1031-880	880	selle	saddle	SADDLE	3065	NOUN	AF	307	4.64864864864865	3.27027027027027	4.41176470588235	3.52941176470588	4.85	3.05	5	3	1	8.9	16.08	5.66
Monnier-2014-1031-881	881	senteur	fragrance			NOUN			6.62337662337662	4.62337662337662	5.75	4.16666666666667	6.78461538461538	4.70769230769231	7	5	2	0.51	6.01	2.97
Monnier-2014-1031-882	882	serpent	snake	SNAKE	730	NOUN	AF	209	5.08108108108108	5.67567567567568	5.76470588235294	5.76470588235294	4.5	5.6	7	5	2	20.91	13.24	6.71
Monnier-2014-1031-883	883	serrure	lock	LOCK	1596	NOUN			4.54545454545455	3.41558441558442	4.55555555555556	4.22222222222222	4.54411764705882	3.30882352941176	7	5	2	7.4	16.08	6.51
Monnier-2014-1031-884	884	serviette	towel	TOWEL	1021	NOUN			5.15189873417722	3.18987341772152	5.125	2	5.15492957746479	3.32394366197183	9	7	2	17.16	26.62	6.57
Monnier-2014-1031-885	885	seul	alone	ALONE	1964	ADJ			2.33766233766234	3.76623376623377	3.41666666666667	3.66666666666667	2.13846153846154	3.78461538461538	4	3	1	461.2	478.58	3.7
Monnier-2014-1031-886	886	siècle	century			NOUN			5.28571428571429	3.84415584415584	4.77777777777778	4.33333333333333	5.35294117647059	3.77941176470588	6	5	1	27.29	79.05	2.99
Monnier-2014-1031-887	887	sieste	nap			NOUN			6.91891891891892	3.45945945945946	6.29411764705882	3.41176470588235	7.45	3.5	6	5	1	9.23	13.38	5.2
Monnier-2014-1031-888	888	sifflet	whistle	WHISTLE (INSTRUMENT)	3107	NOUN	AF	255	4.23684210526316	3.84210526315789	4.41176470588235	4.11764705882353	4.0952380952381	3.61904761904762	7	5	2	3.76	13.31	6.5
Monnier-2014-1031-889	889	silence	silence	SILENCE	3458	NOUN			5.71052631578947	2.97368421052632	6.35294117647059	2.35294117647059	5.19047619047619	3.47619047619048	7	5	2	105.53	313.24	3.99
Monnier-2014-1031-890	890	singe	monkey	MONKEY	1350	NOUN	AF	145	6.32	4.52	5.83333333333333	4.88888888888889	6.59375	4.3125	5	3	1	21.59	15	6.91
Monnier-2014-1031-891	891	sirène 	mermaid			NOUN	B	266	5.64864864864865	4.64864864864865	5.82352941176471	5.88235294117647	5.5	3.6	6	5	2	8.06	10.34	6.13
Monnier-2014-1031-892	892	ski	ski	SKI	2991	NOUN	AF	19	7.02702702702703	6.51351351351351	7.35294117647059	6.41176470588235	6.75	6.6	3	3	1	13.84	5	6.73
Monnier-2014-1031-893	893	soeur	sister	SISTER	1263	NOUN			6.81081081081081	5	7.05882352941176	5.17647058823529	6.6	4.85	5	3	1	155.22	116.55	6.03
Monnier-2014-1031-894	894	soif	thirst	THIRST	848	NOUN			4.16455696202532	5.15189873417722	4.5	5.75	4.12676056338028	5.08450704225352	4	4	1	31.28	35.27	3.84
Monnier-2014-1031-895	895	soin 	care			NOUN			6.05405405405405	4.27027027027027	5.88235294117647	4.76470588235294	6.2	3.85	4	3	1	54.45	45.41	3.5
Monnier-2014-1031-896	896	sol	ground	GROUND	2159	NOUN			4.78378378378378	2.56756756756757	5	2.58823529411765	4.6	2.55	3	3	1	45.83	148.31	5.76
Monnier-2014-1031-897	897	soleil	sun	SUN	1343	NOUN	AF	222	7.94736842105263	5.89473684210526	7.76470588235294	5.29411764705882	8.0952380952381	6.38095238095238	6	5	2	120.72	328.78	6.87
Monnier-2014-1031-898	898	sombre	dark	DARK	706	ADJ			2.85714285714286	4	3.91666666666667	4.16666666666667	2.66153846153846	3.96923076923077	6	4	1	24.66	93.72	4.9
Monnier-2014-1031-899	899	sommeil	sleep	SLEEP (STATE)	2972	NOUN			7.25135135135135	3.72972972972973	7.05882352941176	3.29411764705882	7.415	4.1	7	5	2	44.51	112.03	4.54
Monnier-2014-1031-900	900	son	sound	SOUND (OF INSTRUMENT OR VOICE)	2879	NOUN			7.63157894736842	5.94736842105263	7.52941176470588	6.11764705882353	7.71428571428571	5.80952380952381	3	2	1	39.69	49.32	3.26
Monnier-2014-1031-901	901	songe	dream	DREAM	2374	NOUN			6.50649350649351	3.72337662337662	6.66666666666667	3.66666666666667	6.48529411764706	3.73088235294118	5	3	1	3.81	10.68	2.44
Monnier-2014-1031-902	902	sort	fate	FATE	1688	NOUN			5.18918918918919	4	5.35294117647059	4.29411764705882	5.05	3.75	4	3	1	42.92	57.5	2.4
Monnier-2014-1031-903	903	sou 	cent			NOUN			7.16216216216216	5.2972972972973	7	5	7.3	5.55	3	2	1	14.43	12.57	4.9
Monnier-2014-1031-904	904	souffle	breath	BREATH	870	NOUN			5.91891891891892	4.35135135135135	6.05882352941176	4.17647058823529	5.8	4.5	7	4	1	26.55	93.18	4.16
Monnier-2014-1031-905	905	souffrance	suffering	PAIN	1783	NOUN			2.05405405405405	5.56756756756757	2.35294117647059	5.76470588235294	1.8	5.4	10	6	2	20.05	33.58	3.87
Monnier-2014-1031-906	906	soupe	soup	SOUP	1547	NOUN			5.72972972972973	2.91891891891892	5.35294117647059	3.23529411764706	6.05	2.65	5	3	1	31.72	35.74	6.44
Monnier-2014-1031-907	907	souplesse	flexibility			NOUN			6.88607594936709	4.59493670886076	5.625	3.5	7.02816901408451	4.71830985915493	9	6	2	1.28	9.73	3.45
Monnier-2014-1031-908	908	sourcil	eyebrow	EYEBROW	1173	NOUN			4.94	2.98	4.83333333333333	3.27777777777778	5	2.8125	7	5	2	1.42	8.65	6.67
Monnier-2014-1031-909	909	souris	mouse	MOUSE	1491	NOUN	AF	149	4.97297297297297	3.89189189189189	5.88235294117647	3.76470588235294	4.2	4	6	4	2	21.94	22.57	6.94
Monnier-2014-1031-910	910	souvenir	memory			NOUN			7.21052631578947	5.92105263157895	6.70588235294118	5.64705882352941	7.61904761904762	6.14285714285714	8	7	3	30.45	106.69	3.64
Monnier-2014-1031-911	911	spaghetti 	spaghetti			NOUN	B	267	7.54054054054054	5.21621621621622	7.47058823529412	5.17647058823529	7.6	5.25	9	7	3	3.73	1.89	6.85
Monnier-2014-1031-912	912	sport	sport			NOUN			6.72972972972973	6.5945945945946	7.70588235294118	6.52941176470588	5.9	6.65	5	4	1	24.61	15.54	5.6
Monnier-2014-1031-913	913	squelette	skeleton	SKELETON	2668	NOUN	AF	382	3.62162162162162	4.24324324324324	4.11764705882353	4.47058823529412	3.2	4.05	9	6	2	5.09	8.58	6.8
Monnier-2014-1031-914	914	stabilité	stability			NOUN			6.75324675324675	3.74025974025974	5.91666666666667	3.66666666666667	6.90769230769231	3.75384615384615	9	9	4	1.81	3.18	
Monnier-2014-1031-915	915	steak	steak			NOUN			6.54	4.68	7.5	5.55555555555556	6	4.1875	5	4	1	8.15	1.69	6.59
Monnier-2014-1031-916	916	stop	stop sign			NOUN			3.86486486486486	4.13513513513514	4.35294117647059	4.52941176470588	3.45	3.8	4	4	1	44.36	6.49	4.9
Monnier-2014-1031-917	917	stylo	pen	PEN	794	NOUN	AF	167	4.91891891891892	3.13513513513513	5.29411764705882	3.52941176470588	4.6	2.8	5	5	2	15.34	10.61	6.7
Monnier-2014-1031-918	918	sucre	sugar	SUGAR	862	NOUN			6.68831168831169	5.18181818181818	6.55555555555556	5.22222222222222	6.70588235294118	5.17647058823529	5	4	1	30.57	30.54	6.05
Monnier-2014-1031-919	919	sueur	sweat	SWEAT (SUBSTANCE)	125	NOUN			2.69620253164557	4.9620253164557	4.125	3.75	2.53521126760563	5.09859154929578	5	4	1	10.27	57.3	5.67
Monnier-2014-1031-920	920	supercherie	fraud			NOUN			3.32467532467532	5.23636363636364	2.66666666666667	5.66666666666667	3.44615384615385	5.15692307692308	11	9	4	1.55	1.69	2.23
Monnier-2014-1031-921	921	sûre	sure			ADJ			6.94805194805195	3.97402597402597	5.11111111111111	3.55555555555556	7.19117647058824	4.02941176470588	4	3	1	122.03	56.55	
Monnier-2014-1031-922	922	surprise	surprise			NOUN			7.6	7.42	6.27777777777778	6.16666666666667	8.34375	8.125	8	7	2	75.62	68.51	3.67
Monnier-2014-1031-923	923	table	table	TABLE	1775	NOUN	AF	226	5.51351351351351	3.64864864864865	5.70588235294118	4.11764705882353	5.35	3.25	5	4	1	111.44	341.08	6.77
Monnier-2014-1031-924	924	tableau	picture	PICTURE	2401	NOUN	AF	301	5.58	3.64	5.38888888888889	3.88888888888889	5.6875	3.5	7	5	2	37.8	57.84	6.49
Monnier-2014-1031-925	925	tabouret	stool	STOOL	2058	NOUN	AF	218	4.81081081081081	2.37837837837838	4.64705882352941	2.64705882352941	4.95	2.15	8	6	3	2.79	15.47	5.99
Monnier-2014-1031-926	926	taille	size			NOUN			5.35135135135135	3.21621621621622	5.29411764705882	3.23529411764706	5.4	3.2	6	3	1	41.32	72.84	3.7
Monnier-2014-1031-927	927	talon 	heel	HEEL	980	NOUN	B	271	6.27027027027027	4.7027027027027	5.11764705882353	3.64705882352941	7.25	5.6	5	4	2	4.03	12.36	6.35
Monnier-2014-1031-928	928	tambour	drum	DRUM	908	NOUN	AF	80	5	4.10810810810811	5.35294117647059	3.82352941176471	4.7	4.35	7	5	2	7.8	10.54	6.61
Monnier-2014-1031-929	929	tambourin	tambourine	TAMBOURINE	3141	NOUN	AF	313	5.48648648648649	3.86486486486486	4.88235294117647	3.88235294117647	6	3.85	9	6	3	0.49	0.47	5.73
Monnier-2014-1031-930	930	tampon 	stamp			NOUN	B	272	4.08108108108108	3.86486486486486	4.41176470588235	4.29411764705882	3.8	3.5	6	4	2	2.96	5.14	6.23
Monnier-2014-1031-931	931	tante	aunt	AUNT	1272	NOUN			5.83783783783784	3.94594594594595	5.76470588235294	3.82352941176471	5.9	4.05	5	3	1	70.69	110.95	5.41
Monnier-2014-1031-932	932	tapis	carpet			NOUN			5.35443037974684	3.27848101265823	5.125	2.25	5.38028169014085	3.3943661971831	5	4	2	20.13	60.88	6.76
Monnier-2014-1031-933	933	tarte	pie			NOUN			7.54054054054054	5.97297297297297	7.52941176470588	6	7.55	5.95	5	4	1	10.41	8.31	6.7
Monnier-2014-1031-934	934	tartine 	slice of bread			NOUN	B	274	6.7	5.14	5.88888888888889	5	7.15625	5.21875	7	6	2	1.41	8.38	5.98
Monnier-2014-1031-935	935	tasse	cup	CUP	476	NOUN	AF	70	5.75675675675676	3.59459459459459	6.05882352941176	4	5.5	3.25	5	3	1	18.52	25.07	6.85
Monnier-2014-1031-936	936	taupe 	mole	MOLE	1907	NOUN	B	275	4.8421052631579	3.05263157894737	5.17647058823529	3.29411764705882	4.57142857142857	2.85714285714286	5	3	1	5.42	2.84	5.72
Monnier-2014-1031-937	937	taureau (bison)	bull	BULL	1008	NOUN	B	38	5.54054054054054	5.67567567567568	6.52941176470588	5.64705882352941	4.7	5.7	7	4	2	8.37	10	6.69
Monnier-2014-1031-938	938	téléphone	telephone	TELEPHONE	1379	NOUN	AF	227	6.60526315789474	5.15789473684211	5.35294117647059	5.11764705882353	7.61904761904762	5.19047619047619	9	7	3	155.68	93.99	6.8
Monnier-2014-1031-939	939	télévision	television	TELEVISION	1788	NOUN	AF	228	6.18918918918919	4.5945945945946	5.64705882352941	4.17647058823529	6.65	4.95	10	9	4	25.45	23.51	6.83
Monnier-2014-1031-940	940	témérité	recklessness			NOUN			4.35454545454545	3.81558441558442	4.91666666666667	5	4.24923076923077	3.59692307692308	8	8	4	0.87	1.22	
Monnier-2014-1031-941	941	temps	time	TIME	892	NOUN			5.89189189189189	4.08108108108108	5.94117647058824	4.70588235294118	5.85	3.55	5	2	1	1031.05	1289.39	2.7
Monnier-2014-1031-942	942	tendance	tendancy			NOUN			5.45454545454545	4.05194805194805	3.88888888888889	5.44444444444444	5.66176470588235	3.86764705882353	8	5	2	10.95	14.26	2.41
Monnier-2014-1031-943	943	tendresse	tenderness			NOUN			8	5.75675675675676	7.82352941176471	5.52941176470588	8.15	5.95	9	6	2	15.66	59.39	3.16
Monnier-2014-1031-944	944	tennis	tennis			NOUN			5.59493670886076	4.53164556962025	6	4.75	5.54929577464789	4.50704225352113	6	5	2	11.37	13.24	
Monnier-2014-1031-945	945	tente 	tent	TENT	1316	NOUN	B	276	6.2972972972973	4.51351351351351	5.64705882352941	4	6.85	4.95	5	3	1	14.4	19.12	6.19
Monnier-2014-1031-946	946	terre	world	WORLD	965	NOUN			5.76315789473684	3.51351351351351	6	3.8125	5.57142857142857	3.28571428571429	5	3	1	276.29	420.88	6.01
Monnier-2014-1031-947	947	tétine 	pacifier	PACIFIER	3087	NOUN	B	277	6.08108108108108	3.72972972972973	5.70588235294118	3.58823529411765	6.4	3.85	6	5	2	0.43	0.68	5.37
Monnier-2014-1031-948	948	théorie	theory	THEORY	2433	NOUN			4.96103896103896	4.16883116883117	5.41666666666667	4.75	4.87692307692308	4.06153846153846	7	5	3	27.29	8.04	2.99
Monnier-2014-1031-949	949	thermomètre	thermometer	THERMOMETER	3104	NOUN	AF	390	4.35135135135135	2.81081081081081	5.17647058823529	2.35294117647059	3.65	3.2	11	9	3	1.37	5.07	6.63
Monnier-2014-1031-950	950	thon 	tuna			NOUN			5.35135135135135	3.43243243243243	5.88235294117647	3.94117647058824	4.9	3	4	2	1	5.66	1.89	6.4
Monnier-2014-1031-951	951	tigre	tiger	TIGER	846	NOUN	AF	233	7.32432432432432	6.40540540540541	7.52941176470588	6.52941176470588	7.15	6.3	5	4	1	11.14	4.86	6.9
Monnier-2014-1031-952	952	timbre	stamp	STAMP	3618	NOUN			5.24324324324324	3.45945945945946	5.35294117647059	3.76470588235294	5.15	3.2	6	4	1	1.82	13.18	6.65
Monnier-2014-1031-953	953	tirelire 	piggy-bank			NOUN	B	278	6.32432432432432	4.78378378378378	6.05882352941176	3.88235294117647	6.55	5.55	8	7	3	1.39	2.09	5.94
Monnier-2014-1031-954	954	tiret 	dash			NOUN			4.81081081081081	2.81081081081081	5.05882352941176	3.05882352941176	4.6	2.6	5	4	2	0.2	0.27	4.61
Monnier-2014-1031-955	955	titre	title			NOUN			5.21621621621622	2.78378378378378	5.35294117647059	3.47058823529412	5.1	2.2	5	4	1	32.4	53.04	4.05
Monnier-2014-1031-956	956	toilette 	lavatory	TOILET	219	NOUN	B	279	4.56756756756757	2.91891891891892	5	3.05882352941176	4.2	2.8	8	6	2	9.76	32.3	6.76
Monnier-2014-1031-957	957	toit 	roof	ROOF	769	NOUN	B	280	5.32432432432432	3.16216216216216	5.52941176470588	3.70588235294118	5.15	2.7	4	3	1	42.63	54.59	6.69
Monnier-2014-1031-958	958	tomate	tomato	TOMATO	986	NOUN	AF	236	5.08108108108108	3.37837837837838	5.52941176470588	3.35294117647059	4.7	3.4	6	5	2	7.88	5.74	6.98
Monnier-2014-1031-959	959	tondeuse	lawnmower			NOUN	AF	293	4.23684210526316	3.55263157894737	4.70588235294118	4.05882352941176	3.85714285714286	3.14285714285714	8	5	2	1.72	1.49	6.43
Monnier-2014-1031-960	960	tonneau	barrel	BARREL	2548	NOUN	B	24	4.86842105263158	3.31578947368421	5.41176470588235	3.70588235294118	4.42857142857143	3	7	4	2	2.94	6.89	5.13
Monnier-2014-1031-961	961	torchon 	dish cloth			NOUN	B	281	4.43243243243243	2.62162162162162	4.58823529411765	3.23529411764706	4.3	2.1	7	5	2	2.95	7.23	5.41
Monnier-2014-1031-962	962	tortue	turtle	TURTLE	112	NOUN	AF	244	5.54054054054054	3.08108108108108	5.94117647058824	3.47058823529412	5.2	2.75	6	5	2	4	4.66	6.85
Monnier-2014-1031-963	963	touche	button	BUTTON	757	NOUN			4.97297297297297	3.38918918918919	4.82352941176471	3.84705882352941	5.1	3	6	3	1	11.35	9.66	4.4
Monnier-2014-1031-964	964	toupie	top			NOUN	AF	238	5.35135135135135	3.68421052631579	5.9375	3.82352941176471	4.90476190476191	3.57142857142857	6	4	2	1.5	3.04	6.3
Monnier-2014-1031-965	965	tournevis	screwdriver	SCREWDRIVER	836	NOUN	AF	199	4.81081081081081	3.64864864864865	5.35294117647059	4.05882352941176	4.35	3.3	9	8	3	3.46	3.24	6.78
Monnier-2014-1031-966	966	tracteur	tractor			NOUN	AF	317	4.2972972972973	2.89189189189189	4.76470588235294	2.94117647058824	3.9	2.85	8	7	2	2.87	5.27	6.61
Monnier-2014-1031-967	967	trahison	betrayal			NOUN			1.51948051948052	7.32467532467533	2.55555555555556	6.77777777777778	1.38235294117647	7.39705882352941	8	6	3	16.74	15.27	2.63
Monnier-2014-1031-968	968	train	train	TRAIN	900	NOUN	AF	240	5.32432432432432	3.62162162162162	5.58823529411765	3.58823529411765	5.1	3.65	5	3	1	244.4	271.28	6.79
Monnier-2014-1031-969	969	trait 	line	LINE	1048	NOUN			4.8	2.6	4.94444444444444	3.11111111111111	4.71875	2.3125	5	3	1	7.83	37.91	4.6
Monnier-2014-1031-970	970	traître	traitor			NOUN			1.51898734177215	6.26582278481013	1.75	6.375	1.49295774647887	6.25352112676056	7	5	1	19.18	7.3	3.1
Monnier-2014-1031-971	971	tranquille	quiet	QUIET	1314	ADJ			7.42857142857143	2.2987012987013	7.66666666666667	2.91666666666667	7.38461538461539	2.18461538461538	10	6	2	103.28	77.5	
Monnier-2014-1031-972	972	transport	transportation			NOUN			5.01298701298701	4.68831168831169	5.22222222222222	5.66666666666667	4.98529411764706	4.55882352941176	9	7	2	13.06	14.12	4.84
Monnier-2014-1031-973	973	travail	work	WORK (LABOUR)	984	NOUN			4.16666666666667	4.33333333333333	4.5	4.625	3.9	4.1	7	6	2	367.43	223.99	4.16
Monnier-2014-1031-974	974	trèfle 	clover			NOUN	B	284	6.78	4.22	6.05555555555556	4.5	7.1875	4.0625	6	5	1	2.75	4.19	6.51
Monnier-2014-1031-975	975	trente	thirty	THIRTY	1715	ADJ:num			5.13513513513514	3.51351351351351	5.76470588235294	3.64705882352941	4.6	3.4	6	4	1	18.91	79.12	4.8
Monnier-2014-1031-976	976	triangle	triangle			NOUN			5.05405405405405	3.51351351351351	5.11764705882353	3.58823529411765	5	3.45	8	7	2	3.42	10.68	6.74
Monnier-2014-1031-977	977	tristesse	sadness			NOUN			2.08108108108108	5.40540540540541	2.58823529411765	6.23529411764706	1.65	4.7	9	7	2	12.91	46.96	3.31
Monnier-2014-1031-978	978	troc	barter			NOUN			5.79746835443038	4.20253164556962	6.125	2.5	5.76056338028169	4.3943661971831	4	4	1	1.08	1.76	3.6
Monnier-2014-1031-979	979	tromperie	trickery			NOUN			1.72727272727273	7.11688311688312	2.41666666666667	6.41666666666667	1.6	7.24615384615385	9	7	3	1.17	1.69	
Monnier-2014-1031-980	980	trompette	trumpet	TRUMPET	775	NOUN	AF	243	5.78378378378378	4.35135135135135	6.35294117647059	5.29411764705882	5.3	3.55	9	6	2	5.71	5.61	6.73
Monnier-2014-1031-981	981	tronc 	trunk	TREE TRUNK	344	NOUN	B	287	4.97297297297297	3.18918918918919	5.29411764705882	3.52941176470588	4.7	2.9	5	3	1	4.84	20.74	6.21
Monnier-2014-1031-982	982	trou	hole	HOLE	1667	NOUN			4.67567567567568	3.18918918918919	4.70588235294118	2.76470588235294	4.65	3.55	4	3	1	75.32	76.08	6.43
Monnier-2014-1031-983	983	trousse 	pencil case			NOUN			4.75675675675676	2.16216216216216	4.82352941176471	2.35294117647059	4.7	2	7	4	1	3.77	4.59	4.95
Monnier-2014-1031-984	984	truc 	thing	THING	738	NOUN			5.37837837837838	3.10810810810811	5.17647058823529	2.88235294117647	5.55	3.3	4	4	1	274.94	51.15	2.51
