ID	NUMBER	ORIGINAL	GERMAN	GLOSS	CONCEPTICON_ID	CONCEPTICON_GLOSS
Steinthal-1875-1549-626	626	Früchte pflücken	Früchte pflücken	to pick fruit	2148	PICK
Steinthal-1875-1549-627	627	Scheune	Scheune	barn	3657	GRANARY
Steinthal-1875-1549-628	628	Korb	Korb	basket	1539	BASKET
Steinthal-1875-1549-629	629	Schippe	Schippe	shovel	1901	SHOVEL
Steinthal-1875-1549-630	630	Spaten	Spaten	spade	1176	SPADE
Steinthal-1875-1549-631	631	Hacke	Hacke	hoe	284	HOE
Steinthal-1875-1549-632	632	Beil	Beil	hatchet	677	AXE
Steinthal-1875-1549-633	633	Pflug	Pflug	plow	2154	PLOUGH (INSTRUMENT)
Steinthal-1875-1549-634	634	Sense	Sense	scythe	20	SCYTHE
Steinthal-1875-1549-635	635	Hippe (sonstiges Ackergeräth)	Hippe	bill hook		
Steinthal-1875-1549-636	636	pflügen	pflügen	to plow	1921	PLOUGH
Steinthal-1875-1549-637	637	graben	graben	to dig	1418	DIG
Steinthal-1875-1549-638	638	säen	säen	to sow	748	SOW SEEDS
Steinthal-1875-1549-639	639	gäten	gäten	to weed	3548	PULL UP WEEDS
Steinthal-1875-1549-640	640	ernten	ernten	to harvest	1827	HARVEST CROPS
Steinthal-1875-1549-641	641	Ernte	Ernte	harvest	611	HARVEST
Steinthal-1875-1549-642	642	Korn schneiden, dreschen, mahlen	Korn schneiden	to cut grain		
Steinthal-1875-1549-643	643	Korn schneiden, dreschen, mahlen	Korn dreschen	to thresh grain	285	THRESH
Steinthal-1875-1549-644	644	Korn schneiden, dreschen, mahlen	Korn mahlen	to grind grain		
Steinthal-1875-1549-645	645	Landgut	Landgut	country estate		
Steinthal-1875-1549-646	646	Grab	Grab	grave	1773	GRAVE
Steinthal-1875-1549-647	647	Begräbnissplatz	Begräbnissplatz	graveyard	3284	GRAVEYARD
Steinthal-1875-1549-648	648	Dorf	Dorf	village	930	VILLAGE
Steinthal-1875-1549-649	649	Stadt	Stadt	town	1391	TOWN
Steinthal-1875-1549-650	650	Markt	Markt	marketplace	633	MARKET
Steinthal-1875-1549-651	651	Bezirk	Bezirk	district		
Steinthal-1875-1549-652	652	Hauptstadt	Hauptstadt	capital		
Steinthal-1875-1549-653	653	Festung	Festung	fortress	1938	FORTRESS
Steinthal-1875-1549-654	654	Residenzstadt	Residenzstadt	residential city		
Steinthal-1875-1549-655	655	Palast	Palast	palace		
Steinthal-1875-1549-656	656	Stimme	Stimme	voice	1363	VOICE
Steinthal-1875-1549-657	657	sprechen	sprechen	to speak	1623	SPEAK
Steinthal-1875-1549-658	658	Was sagst du?	Was sagst du?	What do you say?		
Steinthal-1875-1549-659	659	pfeifen	pfeifen	to whistle	1025	WHISTLE
Steinthal-1875-1549-660	660	Laut	Laut	sound	1811	SOUND OR NOISE
Steinthal-1875-1549-661	661	Wort	Wort	word	1599	WORD
Steinthal-1875-1549-662	662	nennen	nennen	to name	180	CALL BY NAME
Steinthal-1875-1549-663	663	einen Sklaven rufen	einen Sklaven rufen	to call a slave		
Steinthal-1875-1549-664	664	Wie heisst er?	Wie heisst er?	What is his name?		
Steinthal-1875-1549-665	665	fragen	fragen	to ask	1309	ASK (INQUIRE)
Steinthal-1875-1549-666	666	antworten	antworten	to answer	1275	ANSWER
Steinthal-1875-1549-667	667	schweigen	schweigen	to be silent	48	BE SILENT
Steinthal-1875-1549-668	668	Wie nennt man dieses Ding?	Wie nennt man dieses Ding?	What do you call this thing?		
Steinthal-1875-1549-669	669	jauchzen	jauchzen	to cheer		
Steinthal-1875-1549-670	670	weinen	weinen	to cry	1839	CRY
Steinthal-1875-1549-671	671	lachen	lachen	to laugh	1355	LAUGH
Steinthal-1875-1549-672	672	niesen	niesen	to sneeze	1621	SNEEZE
Steinthal-1875-1549-673	673	husten	husten	to cough	879	COUGH
Steinthal-1875-1549-674	674	blasen	blasen	to blow	176	BLOW (WITH MOUTH)
Steinthal-1875-1549-675	675	gähnen	gähnen	to yawn	1028	YAWN
Steinthal-1875-1549-676	676	schnauben	schnauben	to snort		
Steinthal-1875-1549-677	677	lecken	lecken	to lick	319	LICK
Steinthal-1875-1549-678	678	beissen	beissen	to bite	1403	BITE
Steinthal-1875-1549-679	679	plaudern	plaudern	to chat	2903	CHAT (WITH SOMEBODY)
Steinthal-1875-1549-680	680	sich besprechen mit Jemand	sich besprechen mit Jemand	to confer with someone		
Steinthal-1875-1549-681	681	um Rath fragen	um Rath fragen	to ask for advice		
Steinthal-1875-1549-682	682	Geheimnis anvertrauen	Geheimnis anvertrauen	to confide a secret to someone		
Steinthal-1875-1549-683	683	bitten	bitten	to request	1828	ASK (REQUEST)
Steinthal-1875-1549-684	684	sehen	sehen	to see	1409	SEE
Steinthal-1875-1549-685	685	erblicken	erblicken	to catch sight of something or someone		
Steinthal-1875-1549-686	686	finden	finden	to find	719	FIND
Steinthal-1875-1549-687	687	spähen	spähen	to scout		
Steinthal-1875-1549-688	688	hören	hören	to hear	1408	HEAR
Steinthal-1875-1549-689	689	lauschen	lauschen	to listen	1608	LISTEN
Steinthal-1875-1549-690	690	riechen	riechen	to smell	1586	SMELL (PERCEIVE)
Steinthal-1875-1549-691	691	schmecken	schmecken	to taste	21	TASTE (SOMETHING)
Steinthal-1875-1549-692	692	tasten	tasten	to touch	2559	FEEL (TACTUALLY)
Steinthal-1875-1549-693	693	fühlen	fühlen	to feel	1079	FEEL
Steinthal-1875-1549-694	694	schlafen	schlafen	to sleep	1585	SLEEP
Steinthal-1875-1549-695	695	schläfrig sein	schläfrig sein	to be tired	3620	SLEEPY
Steinthal-1875-1549-696	696	schnarchen	schnarchen	to snore	1983	SNORE
Steinthal-1875-1549-697	697	träumen	träumen	to dream	1920	DREAM (SOMETHING)
Steinthal-1875-1549-698	698	sich niederlegen	sich niederlegen	to lie down	215	LIE DOWN
Steinthal-1875-1549-699	699	aufwachen	aufwachen	to wake up	1602	WAKE UP
Steinthal-1875-1549-700	700	aufstehn	aufstehn	to get up	1512	RISE (ONESELF)
Steinthal-1875-1549-701	701	wachen bei einem Kranken	wachen bei einem Kranken	to keep watch over a sick person		
Steinthal-1875-1549-702	702	Ich bin wach.	Ich bin wach.	I am awake.	825	AWAKE
Steinthal-1875-1549-703	703	wohnen	wohnen	to reside	363	DWELL (LIVE, RESIDE)
Steinthal-1875-1549-704	704	leben	leben	to live	1422	BE ALIVE
Steinthal-1875-1549-705	705	wachsen	wachsen	to grow	479	GROW
Steinthal-1875-1549-706	706	sterben	sterben	to die	1494	DIE
Steinthal-1875-1549-707	707	tödten	tödten	to kill	1417	KILL
Steinthal-1875-1549-708	708	gesund	gesund	healthy	1364	HEALTHY
Steinthal-1875-1549-709	709	kräftig	kräftig	strong	785	STRONG
Steinthal-1875-1549-710	710	schwach	schwach	weak	1601	WEAK
Steinthal-1875-1549-711	711	krank	krank	sick	1847	SICK
Steinthal-1875-1549-712	712	gross	gross	tall, big	711	TALL
Steinthal-1875-1549-713	713	klein	klein	small	2484	SMALL (NOT TALL)
Steinthal-1875-1549-714	714	nackt	nackt	naked	590	NAKED
Steinthal-1875-1549-715	715	Schmerz, Kopf-, Leib-	Schmerz	pain	1783	PAIN
Steinthal-1875-1549-716	716	Schmerz, Kopf-, Leib-	Kopfschmerz	headache	3625	HEADACHE
Steinthal-1875-1549-717	717	Schmerz, Kopf-, Leib-	Leibschmerz	bellyache		
Steinthal-1875-1549-718	718	Fieber	Fieber	fever	1534	FEVER
Steinthal-1875-1549-719	719	Ausschlag	Ausschlag	rash		
Steinthal-1875-1549-720	720	Blattern	Blattern	smallpox	1054	SMALLPOX
Steinthal-1875-1549-721	721	sonstige heimische Krankheiten	sonstige heimische Krankheiten	other local diseases		
Steinthal-1875-1549-722	722	Die Wunde schmerzt, heilt.	Die Wunde schmerzt.	The wound hurts.		
Steinthal-1875-1549-723	723	Die Wunde schmerzt, heilt.	Die Wunde heilt.	The wound heals.		
Steinthal-1875-1549-724	724	Es juckt mich.	Es juckt mich.	I am itching.	149	ITCHY
Steinthal-1875-1549-725	725	jemanden heilen	jemanden heilen	to heal someone		
Steinthal-1875-1549-726	726	Narbe	Narbe	scar	497	SCAR
Steinthal-1875-1549-727	727	Medicin	Medicin	medicine	1372	MEDICINE
Steinthal-1875-1549-728	728	Gift	Gift	poison	655	POISON
Steinthal-1875-1549-729	729	Brech-, Purgir-Mittel	Brechmittel	emetic agent		
Steinthal-1875-1549-730	730	Brech-, Purgir-Mittel	Purgirmittel	laxative agent		
Steinthal-1875-1549-731	731	Amulet	Amulet	amulet	2804	AMULET
Steinthal-1875-1549-732	732	Er ist genesen.	Er ist genesen.	He has healed.		
Steinthal-1875-1549-733	733	lahm	lahm	lame	320	LAME
Steinthal-1875-1549-734	734	stumm	stumm	mute	1492	DUMB
Steinthal-1875-1549-735	735	taub	taub	deaf	996	DEAF
Steinthal-1875-1549-736	736	blind	blind	blind	1653	BLIND
Steinthal-1875-1549-737	737	schwindlig	schwindlig	dizzy		
Steinthal-1875-1549-738	738	zittern	zittern	to tremble	52	SHIVER
Steinthal-1875-1549-739	739	greifen	greifen	to grab	855	SEIZE
Steinthal-1875-1549-740	740	hart	hart	hard	1884	HARD
Steinthal-1875-1549-741	741	weich	weich	soft	1856	SOFT
Steinthal-1875-1549-742	742	glatt	glatt	smooth	1234	SMOOTH
Steinthal-1875-1549-743	743	rauh	rauh	rough	1923	ROUGH
Steinthal-1875-1549-744	744	scharf	scharf	sharp	1396	SHARP
Steinthal-1875-1549-745	745	stumpf	stumpf	dull	379	BLUNT
Steinthal-1875-1549-746	746	rund	rund	round	1395	ROUND
Steinthal-1875-1549-747	747	eckig	eckig	angular	2757	ANGULAR (SQUAREFORMED)
Steinthal-1875-1549-748	748	schwer	schwer	heavy	1210	HEAVY
Steinthal-1875-1549-749	749	leicht	leicht	light	1052	LIGHT (WEIGHT)
Steinthal-1875-1549-750	750	wiegen	wiegen	to weigh (12 kilogram)		
Steinthal-1875-1549-751	751	wägen	wägen	to weigh (something)	1098	WEIGH
Steinthal-1875-1549-752	752	Last	Last	burden	1679	LOAD
Steinthal-1875-1549-753	753	Eisen ist fest.	Eisen ist fest.	Iron is solid.		
Steinthal-1875-1549-754	754	Wasser fliesst.	Wasser fliesst.	Water flows.		
Steinthal-1875-1549-755	755	trocken	trocken	dry	1398	DRY
Steinthal-1875-1549-756	756	nass	nass	wet	1726	WET
Steinthal-1875-1549-757	757	heiss	heiss	hot	1286	HOT
Steinthal-1875-1549-758	758	kalt	kalt	cold	1287	COLD
Steinthal-1875-1549-759	759	laut	laut	loud	377	LOUD
Steinthal-1875-1549-760	760	leise	leise	quiet	1314	QUIET
Steinthal-1875-1549-761	761	Farbe	Farbe	colour	1613	COLOR
Steinthal-1875-1549-762	762	hell	hell	bright	679	BRIGHT
Steinthal-1875-1549-763	763	dunkel	dunkel	dark	706	DARK
Steinthal-1875-1549-764	764	weiss	weiss	white	1335	WHITE
Steinthal-1875-1549-765	765	schwarz	schwarz	black	163	BLACK
Steinthal-1875-1549-766	766	einzelne Farben	einzelne Farben	different colours		
Steinthal-1875-1549-767	767	bunt	bunt	colourful	2997	COLORFUL
Steinthal-1875-1549-768	768	Gestalt	Gestalt	figure		
Steinthal-1875-1549-769	769	schön	schön	beautiful	1427	BEAUTIFUL
Steinthal-1875-1549-770	770	hässlich	hässlich	ugly	1548	UGLY
Steinthal-1875-1549-771	771	Geräusch (Schall)	Geräusch (Schall)	noise	1182	NOISE
Steinthal-1875-1549-772	772	Ton	Ton	sound	2879	SOUND (OF INSTRUMENT OR VOICE)
Steinthal-1875-1549-773	773	Musik	Musik	music	642	MUSIC
Steinthal-1875-1549-774	774	machen	machen	to make, do	2575	DO OR MAKE
Steinthal-1875-1549-775	775	arbeiten	arbeiten	to work	1086	WORK (ACTIVITY)
Steinthal-1875-1549-776	776	fertig	fertig	ready	790	READY
Steinthal-1875-1549-777	777	klug	klug	clever	1310	CLEVER
Steinthal-1875-1549-778	778	dumm	dumm	stupid	1518	STUPID
Steinthal-1875-1549-779	779	geschickt	geschickt	adept		
Steinthal-1875-1549-780	780	ungeschickt	ungeschickt	clumsy		
Steinthal-1875-1549-781	781	fleissig	fleissig	diligent	2077	DILIGENT
Steinthal-1875-1549-782	782	faul	faul	lazy	1564	LAZY
Steinthal-1875-1549-783	783	Gewohnheit	Gewohnheit	habit		
Steinthal-1875-1549-784	784	Uebung	Uebung	exercise		
Steinthal-1875-1549-785	785	schnell	schnell	fast	1631	FAST
Steinthal-1875-1549-786	786	langsam	langsam	slow	701	SLOW
Steinthal-1875-1549-787	787	ermüdet	ermüdet	weary	1757	TIRED
Steinthal-1875-1549-788	788	sich erholen	sich erholen	to recover	1978	RECOVER
Steinthal-1875-1549-789	789	sich anstrengen	sich anstrengen	to strain oneself		
Steinthal-1875-1549-790	790	jagen	jagen	to hunt	1435	HUNT
Steinthal-1875-1549-791	791	Jäger	Jäger	hunter	1053	HUNTER
Steinthal-1875-1549-792	792	Jagd	Jagd	hunt		
Steinthal-1875-1549-793	793	Pfeil	Pfeil	arrow	977	ARROW
Steinthal-1875-1549-794	794	Bogen	Bogen	bow	994	BOW
Steinthal-1875-1549-795	795	Sehne	Sehne	bowstring	2119	BOW STRING
Steinthal-1875-1549-796	796	Köcher	Köcher	quiver	995	QUIVER
Steinthal-1875-1549-797	797	Falle (sonstiges Jagdgeräth)	Falle	trap	1075	TRAP (PITFALL)
Steinthal-1875-1549-798	798	fangen	fangen	to catch	702	CATCH
Steinthal-1875-1549-799	799	Heerden hüten	Heerden hüten	to herd	2885	HERD (SOMETHING)
Steinthal-1875-1549-800	800	schlachten	schlachten	to slaughter	1796	SLAUGHTER
Steinthal-1875-1549-801	801	kochen	kochen	to cook	1100	COOK (SOMETHING)
Steinthal-1875-1549-802	802	Das Wasser kocht.	Das Wasser kocht.	The water boils.	792	BOIL (OF LIQUID)
Steinthal-1875-1549-803	803	braten	braten	to fry	2146	ROAST OR FRY
Steinthal-1875-1549-804	804	rösten	rösten	to roast	1962	ROAST (SOMETHING)
Steinthal-1875-1549-805	805	backen	backen	to bake	183	BAKE
Steinthal-1875-1549-806	806	roh	roh	raw	1959	RAW
Steinthal-1875-1549-807	807	gar	gar	cooked	269	COOKED
Steinthal-1875-1549-808	808	Feuer anschlagen, anzünden, anblasen, auslöschen	Feuer anschlagen	to ignite a spark with flintstone		
Steinthal-1875-1549-809	809	Feuer anschlagen, anzünden, anblasen, auslöschen	Feuer anzünden	to light a fire	737	LIGHT (IGNITE)
Steinthal-1875-1549-810	810	Feuer anschlagen, anzünden, anblasen, auslöschen	Feuer anblasen	to blow on a fire		
Steinthal-1875-1549-811	811	Feuer anschlagen, anzünden, anblasen, auslöschen	Feuer auslöschen	to extinguish a fire	127	EXTINGUISH
Steinthal-1875-1549-812	812	Das Feuer lischt aus, brennt.	Das Feuer lischt aus.	The fire dies down.		
Steinthal-1875-1549-813	813	Das Feuer lischt aus, brennt.	Das Feuer brennt.	The fire burns.	1428	BURNING
Steinthal-1875-1549-814	814	Holz verbrennen	Holz verbrennen	to burn wood		
Steinthal-1875-1549-815	815	Ich habe mich verbrannt.	Ich habe mich verbrannt.	I got burned.		
Steinthal-1875-1549-816	816	Rauch	Rauch	smoke	778	SMOKE (EXHAUST)
Steinthal-1875-1549-817	817	schmieden	schmieden	to forge	288	FORGE
Steinthal-1875-1549-818	818	Hammer	Hammer	hammer	1481	HAMMER
Steinthal-1875-1549-819	819	Ambos	Ambos	anvil	1648	ANVIL
Steinthal-1875-1549-820	820	Zange	Zange	pliers		
Steinthal-1875-1549-821	821	Haken	Haken	hook	1071	HOOK
Steinthal-1875-1549-822	822	Kette	Kette	chain	1627	CHAIN
Steinthal-1875-1549-823	823	Eisen rostet.	Eisen rostet.	Iron corrodes.		
Steinthal-1875-1549-824	824	Nadel	Nadel	needle	1382	NEEDLE (FOR SEWING)
Steinthal-1875-1549-825	825	Zwirn	Zwirn	yarn	3445	YARN
Steinthal-1875-1549-826	826	Schere	Schere	scissors	356	SHEARS
Steinthal-1875-1549-827	827	nähen	nähen	to sew	1457	SEW
Steinthal-1875-1549-828	828	stechen	stechen	to prick	1434	STAB
Steinthal-1875-1549-829	829	spinnen	spinnen	to spin	121	SPIN
Steinthal-1875-1549-830	830	Seil	Seil	rope	1218	ROPE
Steinthal-1875-1549-831	831	weben	weben	to weave	133	WEAVE
Steinthal-1875-1549-832	832	Webebaum	Webebaum	weaver‘s beam		
Steinthal-1875-1549-833	833	mahlen	mahlen	to grind	1033	GRIND
Steinthal-1875-1549-834	834	Mühle	Mühle	mill	636	MILL
Steinthal-1875-1549-835	835	Loch bohren	Loch bohren	to drill a hole	1501	BORE
Steinthal-1875-1549-836	836	Schiff	Schiff	ship	740	SHIP
Steinthal-1875-1549-837	837	Boot	Boot	boat	1844	BOAT
Steinthal-1875-1549-838	838	Kahn	Kahn	rowing boat		
Steinthal-1875-1549-839	839	Ruder	Ruder	helm		
Steinthal-1875-1549-840	840	Steuer	Steuer	steering wheel		
Steinthal-1875-1549-841	841	Mast	Mast	mast	184	MAST
Steinthal-1875-1549-842	842	Segel	Segel	sail	787	SAIL
Steinthal-1875-1549-843	843	Netz (Fischgeräthe)	Netz	net	388	FISHNET
Steinthal-1875-1549-844	844	Trommel	Trommel	drum	908	DRUM
Steinthal-1875-1549-845	845	Trompete	Trompete	trumpet	775	TRUMPET
Steinthal-1875-1549-846	846	Pfeife	Pfeife	whistle	3107	WHISTLE (INSTRUMENT)
Steinthal-1875-1549-847	847	Saiteninstrument	Saiteninstrument	string instrument		
Steinthal-1875-1549-848	848	tanzen	tanzen	to dance	1879	DANCE
Steinthal-1875-1549-849	849	singen	singen	to sing	1261	SING
Steinthal-1875-1549-850	850	spielen	spielen	to play	1413	PLAY
Steinthal-1875-1549-851	851	trommeln	trommeln	to drum	111	DRUMMING
Steinthal-1875-1549-852	852	blasen	blasen	to blow		
Steinthal-1875-1549-853	853	erzählen	erzählen	to tell	1711	TELL
Steinthal-1875-1549-854	854	Geschichte	Geschichte	story	2060	STORY
Steinthal-1875-1549-855	855	Fabel	Fabel	fable		
Steinthal-1875-1549-856	856	plaudern	plaudern	to chat	2903	CHAT (WITH SOMEBODY)
Steinthal-1875-1549-857	857	kaufen	kaufen	to buy	1869	BUY
Steinthal-1875-1549-858	858	verkaufen	verkaufen	to sell	1571	SELL
Steinthal-1875-1549-859	859	Handel treiben	Handel treiben	to trade	2135	TRADE OR BARTER
Steinthal-1875-1549-860	860	Gewerbe	Gewerbe	trade, industry		
Steinthal-1875-1549-861	861	verdienen	verdienen	to earn	733	EARN
Steinthal-1875-1549-862	862	ehrlich	ehrlich	honest	1120	HONEST
Steinthal-1875-1549-863	863	betrügen	betrügen	to betray	1902	BETRAY
Steinthal-1875-1549-864	864	Waare	Waare	ware	2957	WARE
Steinthal-1875-1549-865	865	Markt	Markt	market	633	MARKET
Steinthal-1875-1549-866	866	Preis	Preis	price	657	PRICE
Steinthal-1875-1549-867	867	Geld	Geld	money	1559	MONEY
Steinthal-1875-1549-868	868	theuer	theuer	expensive	1426	EXPENSIVE
Steinthal-1875-1549-869	869	billig	billig	cheap	1887	CHEAP
Steinthal-1875-1549-870	870	Lohn	Lohn	wage	1122	WAGES
Steinthal-1875-1549-871	871	Pfand	Pfand	deposit		
Steinthal-1875-1549-872	872	bezahlen	bezahlen	to pay	718	PAY
Steinthal-1875-1549-873	873	Verdienst	Verdienst	earnings		
Steinthal-1875-1549-874	874	Verlust	Verlust	loss		
Steinthal-1875-1549-875	875	schenken	schenken	to gift		
Steinthal-1875-1549-876	876	borgen	borgen	to borrow 	1823	BORROW
Steinthal-1875-1549-877	877	miethen	miethen	to rent	3213	HIRE OR RENT
Steinthal-1875-1549-878	878	leihen	leihen	to lend	582	LEND
Steinthal-1875-1549-879	879	tauschen	tauschen	to exchange	2509	EXCHANGE
Steinthal-1875-1549-880	880	Ich bin ihm schuldig.	Ich bin ihm schuldig.	I owe him.	369	OWE
Steinthal-1875-1549-881	881	Ich bekomme zum Geschenk.	Ich bekomme zum Geschenk.	I receive something as a present.		
Steinthal-1875-1549-882	882	wiedergeben	wiedergeben	to return something		
Steinthal-1875-1549-883	883	reich	reich	rich	712	RICH
Steinthal-1875-1549-884	884	arm	arm	poor	1674	POOR
Steinthal-1875-1549-885	885	zählen	zählen	to count	1420	COUNT
Steinthal-1875-1549-886	886	Häuptling	Häuptling	chieftain	301	CHIEFTAIN
Steinthal-1875-1549-887	887	König, Königin, deren Sohn	König	king	1508	KING
Steinthal-1875-1549-888	888	König, Königin, deren Sohn	Königin	queen	1306	QUEEN
Steinthal-1875-1549-889	889	König, Königin, deren Sohn	Prinz	prince		
Steinthal-1875-1549-890	890	freier Mann	freier Mann	free man	384	FREEMAN
Steinthal-1875-1549-891	891	berathende Versammlung	berathende Versammlung	gathering		
Steinthal-1875-1549-892	892	Sklave	Sklave	male slave	812	SLAVE
Steinthal-1875-1549-893	893	Sklavin	Sklavin	female slave	812	SLAVE
Steinthal-1875-1549-894	894	befehlen	befehlen	to order	1128	ORDER
Steinthal-1875-1549-895	895	gehorchen	gehorchen	to obey	1635	OBEY
Steinthal-1875-1549-896	896	gehorsam	gehorsam	obedient		
Steinthal-1875-1549-897	897	Priester	Priester	priest	852	PRIEST
Steinthal-1875-1549-898	898	Zauberer (Arzt)	Zauberer (Arzt)	sorcerer, shaman	394	SHAMAN (FOLK HEALER)
Steinthal-1875-1549-899	899	Arznei	Arznei	medicine	1372	MEDICINE
Steinthal-1875-1549-900	900	Opfer	Opfer	sacrifice	1103	SACRIFICE
Steinthal-1875-1549-901	901	beten (Ceremonien beim Beten)	beten	to pray	24	PRAY
Steinthal-1875-1549-902	902	fasten	fasten	to fast	303	ABSTAIN FROM FOOD
Steinthal-1875-1549-903	903	schwören	schwören	to swear	1939	SWEAR
Steinthal-1875-1549-904	904	Geister beschwören	Geister beschwören	to conjure spirits		
Steinthal-1875-1549-905	905	fluchen	fluchen	to curse		
Steinthal-1875-1549-906	906	segnen	segnen	to bless	391	BLESS
Steinthal-1875-1549-907	907	lesen	lesen	to read	724	READ
Steinthal-1875-1549-908	908	schreiben	schreiben	to write	1672	WRITE
Steinthal-1875-1549-909	909	abschreiben	abschreiben	to transcribe		
Steinthal-1875-1549-910	910	Todtengräber	Todtengräber	gravedigger		
Steinthal-1875-1549-911	911	Klageweiber	Klageweiber	wailers, weepers		
Steinthal-1875-1549-912	912	Schmied	Schmied	blacksmith	1001	BLACKSMITH
Steinthal-1875-1549-913	913	Hirt	Hirt	shepherd	2544	SHEPHERD
Steinthal-1875-1549-914	914	Jäger	Jäger	hunter	1053	HUNTER
Steinthal-1875-1549-915	915	Fischer	Fischer	fisherman	1858	FISHERMAN
Steinthal-1875-1549-916	916	Schiffer	Schiffer	skipper		
Steinthal-1875-1549-917	917	Ackerbauer	Ackerbauer	farmer	979	FARMER
Steinthal-1875-1549-918	918	Handwerker	Handwerker	craftsman		
Steinthal-1875-1549-919	919	Kaufmann	Kaufmann	merchant	1082	MERCHANT
Steinthal-1875-1549-920	920	Wirth	Wirth	innkeeper		
Steinthal-1875-1549-921	921	Gast	Gast	guest	1782	GUEST
Steinthal-1875-1549-922	922	Freund	Freund	friend	1325	FRIEND
Steinthal-1875-1549-923	923	Feind	Feind	enemy	1358	ENEMY
Steinthal-1875-1549-924	924	Nachbar	Nachbar	neighbour	1332	NEIGHBOUR
Steinthal-1875-1549-925	925	Landsmann (Einheimischer)	Landsmann	fellow countryman, local resident		
Steinthal-1875-1549-926	926	Fremder	Fremder	foreigner	791	STRANGER
Steinthal-1875-1549-927	927	Europäer	Europäer	European		
Steinthal-1875-1549-928	928	Richter	Richter	judge	861	JUDGE
Steinthal-1875-1549-929	929	Dieb	Dieb	thief	1160	THIEF
Steinthal-1875-1549-930	930	stehlen	stehlen	to steal	713	STEAL
Steinthal-1875-1549-931	931	Hure	Hure	prostitute	1610	PROSTITUTE
Steinthal-1875-1549-932	932	Ehebruch	Ehebruch	adultery	902	ADULTERY
Steinthal-1875-1549-933	933	Ehe	Ehe	marriage	2432	MARRIAGE
Steinthal-1875-1549-934	934	Scheidung	Scheidung	divorce	1134	DIVORCE
Steinthal-1875-1549-935	935	Er scheidet sich von seiner Frau (entlässt sie).	Er scheidet sich von seiner Frau (entlässt sie).	He divorces his wife.		
Steinthal-1875-1549-936	936	Mord	Mord	murder	845	MURDER
Steinthal-1875-1549-937	937	Mörder	Mörder	murderer		
Steinthal-1875-1549-938	938	A hat B's Bruder gemordet.	A hat B's Bruder gemordet.	A has murdered B's brother.		
Steinthal-1875-1549-939	939	B rächt die Ermordung seines Bruders, rächt sich an dem Mörder seines Bruders.	B rächt die Ermordung seines Bruders, rächt sich an dem Mörder seines Bruders.	B takes revenge for the murder of his brother.		
Steinthal-1875-1549-940	940	A büsst seinen Mord.	A büsst seinen Mord.	A atones for his murder.		
Steinthal-1875-1549-941	941	enthaupten	enthaupten	to behead someone		
Steinthal-1875-1549-942	942	hängen	hängen	to hang someone		
Steinthal-1875-1549-943	943	sich erhängen	sich erhängen	to hang oneself		
Steinthal-1875-1549-944	944	Krieg	Krieg	war	935	WAR
Steinthal-1875-1549-945	945	Sieg	Sieg	victory	783	VICTORY
Steinthal-1875-1549-946	946	Gefangener	Gefangener	prisoner	1072	PRISONER
Steinthal-1875-1549-947	947	Sie haben die Schlacht verloren.	Sie haben die Schlacht verloren.	They lost the battle.		
Steinthal-1875-1549-948	948	Alle haben die Flucht ergriffen (sind geflohen).	Alle haben die Flucht ergriffen (sind geflohen).	Everyone fled.		
Steinthal-1875-1549-949	949	zu Sklaven machen	zu Sklaven machen	to enslave		
Steinthal-1875-1549-950	950	Beute	Beute	loot		
Steinthal-1875-1549-951	951	angreifen	angreifen	to attack	722	ATTACK
Steinthal-1875-1549-952	952	sich vertheidigen	sich vertheidigen	to defend oneself	1330	DEFEND
Steinthal-1875-1549-953	953	kämpfen	kämpfen	to fight	1423	FIGHT
Steinthal-1875-1549-954	954	sich verstärken	sich verstärken	to reinforce		
Steinthal-1875-1549-955	955	verfolgen	verfolgen	to pursue	1047	PURSUE
Steinthal-1875-1549-956	956	Schwert ziehen, einstecken	Schwert ziehen	to draw a sword		
Steinthal-1875-1549-957	957	Schwert ziehen, einstecken	Schwert einstecken	to sheath a sword		
Steinthal-1875-1549-958	958	Griff	Griff	hilt		
Steinthal-1875-1549-959	959	Klinge	Klinge	blade	869	BLADE
Steinthal-1875-1549-960	960	den Speer werfen	den Speer werfen	to throw a spear		
Steinthal-1875-1549-961	961	Schild	Schild	shield	1064	SHIELD
Steinthal-1875-1549-962	962	den Pfeil abschiessen	den Pfeil abschiessen	to shoot an arrow		
Steinthal-1875-1549-963	963	den Pfeil mit Gift bestreichen	den Pfeil mit Gift bestreichen	to coat an arrow with poison		
Steinthal-1875-1549-964	964	schiessen	schiessen	to shoot	1172	SHOOT
Steinthal-1875-1549-965	965	zielen	zielen	to aim		
Steinthal-1875-1549-966	966	treffen	treffen	to hit	3307	HIT (A TARGET)
Steinthal-1875-1549-967	967	fehlen	fehlen	to miss	161	MISS (A TARGET)
Steinthal-1875-1549-968	968	Flinte	Flinte	shotgun		
Steinthal-1875-1549-969	969	Pulver	Pulver	gunpowder	1798	GUNPOWDER
Steinthal-1875-1549-970	970	Kugel	Kugel	bullet	1114	BULLET
Steinthal-1875-1549-971	971	Fahne (sonstige Werkzeuge zum Kriege, zur Vertheidigung wie zum Angriff, etwa bei Belagerungen)	Fahne	flag	2623	FLAG
Steinthal-1875-1549-972	972	Friede	Friede	peace	1338	PEACE
Steinthal-1875-1549-973	973	Gefahr	Gefahr	danger	1810	DANGER
