ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	ENGLISH	WOLD_ID	URL	IDS_ID	DESCRIPTION	CONTEXT	PART_OF_SPEECH	SEMANTIC_FIELD	AGE_SCORE	BORROWING_SCORE	SIMPLICITY_SCORE	REPRESENTATION	RANK
Haspelmath-2009-1460-126	2267	SON-IN-LAW (OF MAN)	126	the son-in-law (of a man)	2-63	http://wold.clld.org/meaning/2-63	2.63	-	-	Noun	2	0.8454522801	0.2040867182	0.8473710441	43	389
Haspelmath-2009-1460-127	2266	SON-IN-LAW (OF WOMAN)	127	the son-in-law (of a woman)	2-631	http://wold.clld.org/meaning/2-631	2.631	-	-	Noun	2	0.8342334857	0.2181138346	0.859437751	41	551
Haspelmath-2009-1460-128	2265	DAUGHTER-IN-LAW (OF MAN)	128	the daughter-in-law (of a man)	2-64	http://wold.clld.org/meaning/2-64	2.64	-	-	Noun	2	0.8543281121	0.0939818631	0.8042044518	42	286
Haspelmath-2009-1460-129	2264	DAUGHTER-IN-LAW (OF WOMAN)	129	the daughter-in-law (of a woman)	2-641	http://wold.clld.org/meaning/2-641	2.641	-	-	Noun	2	0.8764855688	0.1082342954	0.8238539898	41	119
Haspelmath-2009-1460-130	237	STEPFATHER	130	the stepfather	2-71	http://wold.clld.org/meaning/2-71	2.71	-	-	Noun	2	0.8343872656	0.1184038378	0.5821522024	46	547
Haspelmath-2009-1460-131	236	STEPMOTHER	131	the stepmother	2-72	http://wold.clld.org/meaning/2-72	2.72	-	-	Noun	2	0.833463035	0.140077821	0.5856031128	45	560
Haspelmath-2009-1460-132	1059	STEPSON	132	the stepson	2-73	http://wold.clld.org/meaning/2-73	2.73	-	-	Noun	2	0.78625	0.75	0.6025	38	1208
Haspelmath-2009-1460-133	1058	STEPDAUGHTER	133	the stepdaughter	2-74	http://wold.clld.org/meaning/2-74	2.74	-	-	Noun	2	0.8248730964	0.0970812183	0.5964467005	37	682
Haspelmath-2009-1460-134	1149	ORPHAN	134	the orphan	2-75	http://wold.clld.org/meaning/2-75	2.75	-	-	Noun	2	0.8192468619	0.2259414226	0.8807531381	43	760
Haspelmath-2009-1460-135	1756	WIDOW	135	the widow	2-76	http://wold.clld.org/meaning/2-76	2.76	-	-	Noun	2	0.85625	0.26875	0.7375	44	268
Haspelmath-2009-1460-136	1981	WIDOWER	136	the widower	2-77	http://wold.clld.org/meaning/2-77	2.77	-	-	Noun	2	0.8313432836	0.2089552239	0.723880597	38	594
Haspelmath-2009-1460-137	1644	RELATIVES	137	the relatives	2-81	http://wold.clld.org/meaning/2-81	2.81	-	-	Noun	2	0.826416406	0.3985922836	0.841327772	51	660
Haspelmath-2009-1460-138	194	FAMILY	138	the family	2-82	http://wold.clld.org/meaning/2-82	2.82	‘group of closely related relatives, consisting minimally of parents and children’	-	Noun	2	0.8382113821	0.4197154472	0.8556910569	48	478
Haspelmath-2009-1460-139	1209	I	139	I	2-91	http://wold.clld.org/meaning/2-91	2.91	-	-	Function word	2	0.8762711864	0.0296610169	0.936440678	59	120
Haspelmath-2009-1460-140	1215	THOU	140	you (singular)	2-92	http://wold.clld.org/meaning/2-92	2.92	-	-	Function word	2	0.8416666667	0.0416666667	0.9333333333	60	437
Haspelmath-2009-1460-141	262	HE OR SHE OR IT	141	he/she/it	2-93	http://wold.clld.org/meaning/2-93	2.93	(third person singular pronoun, regardless of gender/sex)	-	Function word	2	0.8059267868	0	0.9551133062	49	964
Haspelmath-2009-1460-142	1212	WE	142	we	2-94	http://wold.clld.org/meaning/2-94	2.94	-	-	Function word	2	0.9	0.0088235294	0.8808823529	39	25
Haspelmath-2009-1460-143	1131	WE (INCLUSIVE)	143	we (inclusive)	2-941	http://wold.clld.org/meaning/2-941	2.941	-	-	Function word	2	0.769273743	0	0.7695530726	39	1325
Haspelmath-2009-1460-144	1130	WE (EXCLUSIVE)	144	we (exclusive)	2-942	http://wold.clld.org/meaning/2-942	2.942	-	-	Function word	2	0.7240837696	0	0.780104712	40	1441
Haspelmath-2009-1460-145	1213	YOU	145	you (plural)	2-95	http://wold.clld.org/meaning/2-95	2.95	-	-	Function word	2	0.7895238095	0.0380952381	0.8095238095	53	1171
Haspelmath-2009-1460-146	817	THEY	146	they	2-96	http://wold.clld.org/meaning/2-96	2.96	-	-	Function word	2	0.8019067797	0.0741525424	0.7987288136	49	1028
Haspelmath-2009-1460-147	619	ANIMAL	147	the animal	3-11	http://wold.clld.org/meaning/3-11	3.11	'living creature that can move (including or excluding humans)'	On the small island they found rabbits, foxes, snakes, mice and many other animals.	Noun	3	0.8296296296	0.4561403509	0.8976608187	50	620
Haspelmath-2009-1460-148	2261	MALE (OF PERSON)	148	male(2)	3-12	http://wold.clld.org/meaning/3-12	3.12	(of animals) cf. 2.23	Only male lions have manes.	Adjective	3	0.9347795164	0.1689189189	0.8830014225	48	3
Haspelmath-2009-1460-149	2262	FEMALE (OF ANIMAL)	149	female(2)	3-13	http://wold.clld.org/meaning/3-13	3.13	(of animals) cf. 2.24	Only female monkeys look after their offspring.	Adjective	3	0.9034300792	0.117414248	0.8905013193	44	18
Haspelmath-2009-1460-150	631	LIVESTOCK	150	the livestock	3-15	http://wold.clld.org/meaning/3-15	3.15	'domestic mammals kept for service or for useful products (cows, horses, donkeys, sheep, goats, pigs, reindeer, camels, etc.)'	-	Noun	3	0.8156779661	0.2764830508	0.780720339	45	811
Haspelmath-2009-1460-151	649	PASTURE	151	the pasture	3-16	http://wold.clld.org/meaning/3-16	3.16	'land or field that is covered with grass and is used for livestock to feed on'	-	Noun	3	0.8154166667	0.3583333333	0.8375	43	818
Haspelmath-2009-1460-152	263	HERDSMAN	152	the herdsman	3-18	http://wold.clld.org/meaning/3-18	3.18	'a man who looks after a herd of animals'	-	Noun	3	0.8179487179	0.2051282051	0.6666666667	39	779
Haspelmath-2009-1460-153	851	STABLE	153	the stable or stall	3-19	http://wold.clld.org/meaning/3-19	3.19	'building where domestic animals (any kind, not just horses) are kept'	-	Noun	3	0.8347826087	0.2527173913	0.8586956522	47	536
Haspelmath-2009-1460-154	1153	CATTLE	154	the cattle	3-2	http://wold.clld.org/meaning/3-2	3.2	'(collection of) domestic bovine animals'	-	Noun	3	0.8530259366	0.3198847262	0.8357348703	36	307
Haspelmath-2009-1460-155	1008	BULL	155	the bull	3-21	http://wold.clld.org/meaning/3-21	3.21	'male bovine (not castrated)'	-	Noun	3	0.850955414	0.3089171975	0.8375796178	44	327
Haspelmath-2009-1460-156	1169	OX	156	the ox	3-22	http://wold.clld.org/meaning/3-22	3.22	'a castrated bull, often used for working on farms'	-	Noun	3	0.8698412698	0.4880952381	0.9087301587	36	150
Haspelmath-2009-1460-157	1007	COW	157	the cow	3-23	http://wold.clld.org/meaning/3-23	3.23	'female bovine'	-	Noun	3	0.841108545	0.3002309469	0.8614318707	41	442
Haspelmath-2009-1460-158	1989	CALF	158	the calf	3-24	http://wold.clld.org/meaning/3-24	3.24	'young of a cow'	-	Noun	3	0.8788349515	0.2097087379	0.7611650485	45	106
Haspelmath-2009-1460-159	1331	SHEEP	159	the sheep	3-25	http://wold.clld.org/meaning/3-25	3.25	-	The farmers raised sheep for wool and milk.	Noun	3	0.898533131	0.425897825	0.9620637329	42	29
Haspelmath-2009-1460-160	1344	RAM	160	the ram	3-26	http://wold.clld.org/meaning/3-26	3.26	'male sheep'	-	Noun	3	0.8559196617	0.1913319239	0.8255813953	34	270
Haspelmath-2009-1460-161	1345	EWE	161	the ewe	3-28	http://wold.clld.org/meaning/3-28	3.28	'female sheep'	-	Noun	3	0.8381381381	0.0915915916	0.7297297297	29	479
Haspelmath-2009-1460-162	820	LAMB	162	the lamb	3-29	http://wold.clld.org/meaning/3-29	3.29	'young of a sheep'	-	Noun	3	0.8132075472	0.2045454545	0.7427101201	43	856
Haspelmath-2009-1460-163	1348	BOAR	163	the boar	3-32	http://wold.clld.org/meaning/3-32	3.32	-	The hunter shot the boar in the forest.	Noun	3	0.8473214286	0.2276785714	0.7991071429	39	367
Haspelmath-2009-1460-164	1351	SOW (FEMALE PIG)	164	the sow	3-34	http://wold.clld.org/meaning/3-34	3.34	'female pig'	-	Noun	3	0.8657894737	0.1381578947	0.6842105263	28	185
Haspelmath-2009-1460-165	1337	PIG	165	the pig	3-35	http://wold.clld.org/meaning/3-35	3.35	-	There are three pigs in the sty.	Noun	3	0.8494773519	0.3031358885	0.9006968641	51	340
Haspelmath-2009-1460-166	1502	GOAT	166	the goat	3-36	http://wold.clld.org/meaning/3-36	3.36	'(female or generic) goat'	-	Noun	3	0.8665224913	0.3674307958	0.9610726644	43	178
Haspelmath-2009-1460-167	264	HE-GOAT	167	the he-goat	3-37	http://wold.clld.org/meaning/3-37	3.37	'male goat'	-	Noun	3	0.8549132948	0.2846820809	0.7919075145	31	278
Haspelmath-2009-1460-168	1972	KID	168	the kid	3-38	http://wold.clld.org/meaning/3-38	3.38	'young of a goat'	-	Noun	3	0.8345177665	0.1243654822	0.6192893401	35	542
Haspelmath-2009-1460-169	615	HORSE	169	the horse	3-41	http://wold.clld.org/meaning/3-41	3.41	-	The policeman mounted the horse and rode away.	Noun	3	0.861752988	0.5737051793	0.9880478088	47	226
Haspelmath-2009-1460-170	936	STALLION	170	the stallion	3-42	http://wold.clld.org/meaning/3-42	3.42	'male horse'	-	Noun	3	0.8373786408	0.3131067961	0.7378640777	40	488
Haspelmath-2009-1460-171	938	MARE	171	the mare	3-44	http://wold.clld.org/meaning/3-44	3.44	'female horse'	-	Noun	3	0.8527918782	0.2664974619	0.7411167513	35	309
Haspelmath-2009-1460-172	1647	FOAL	172	the foal or colt	3-45	http://wold.clld.org/meaning/3-45	3.45	‘the young of horses’	-	Noun	3	0.8631578947	0.2105263158	0.7631578947	40	212
Haspelmath-2009-1460-173	1862	DONKEY	173	the donkey	3-46	http://wold.clld.org/meaning/3-46	3.46	-	That donkey is almost as large as a horse.	Noun	3	0.8278481013	0.6265822785	0.9367088608	41	641
Haspelmath-2009-1460-174	890	MULE	174	the mule	3-47	http://wold.clld.org/meaning/3-47	3.47	'an animal that has a donkey and a horse as parents'	-	Noun	3	0.8515625	0.6875	0.8828125	33	321
Haspelmath-2009-1460-175	265	FOWL	175	the fowl	3-5	http://wold.clld.org/meaning/3-5	3.5	'a bird that is kept for its meat and eggs'	-	Noun	3	0.8203883495	0.1521035599	0.7475728155	32	743
Haspelmath-2009-1460-176	1511	ROOSTER	176	the cock/rooster	3-52	http://wold.clld.org/meaning/3-52	3.52	-	The farmer owns ten hens but only two roosters.	Noun	3	0.8432967033	0.2989010989	0.7494505495	41	419
Haspelmath-2009-1460-177	1514	HEN	177	the hen	3-54	http://wold.clld.org/meaning/3-54	3.54	-	The farmer owns ten hens but only two roosters.	Noun	3	0.8902200489	0.1283618582	0.7506112469	41	56
Haspelmath-2009-1460-178	1318	CHICKEN	178	the chicken	3-55	http://wold.clld.org/meaning/3-55	3.55	(Fill in only if there is a general term for 'rooster or hen'.)	-	Noun	3	0.8882352941	0.3721227621	0.915601023	39	65
Haspelmath-2009-1460-179	1187	GOOSE	179	the goose	3-56	http://wold.clld.org/meaning/3-56	3.56	'domesticated goose'	-	Noun	3	0.8835616438	0.4726027397	0.9452054795	37	81
Haspelmath-2009-1460-180	1360	DUCK	180	the duck	3-57	http://wold.clld.org/meaning/3-57	3.57	'domesticated duck'	-	Noun	3	0.8604395604	0.4615384615	0.9285714286	46	238
Haspelmath-2009-1460-181	539	NEST	181	the nest	3-58	http://wold.clld.org/meaning/3-58	3.58	-	Many birds build nests in trees.	Noun	3	0.8785714286	0.125	0.8988095238	43	108
Haspelmath-2009-1460-182	937	BIRD	182	the bird	3-581	http://wold.clld.org/meaning/3-581	3.581	-	-	Noun	3	0.8047272727	0.1581818182	0.9618181818	48	983
Haspelmath-2009-1460-183	950	SEAGULL	183	the seagull	3-582	http://wold.clld.org/meaning/3-582	3.582	-	-	Noun	3	0.76	0.21	0.91	25	1371
Haspelmath-2009-1460-184	758	HERON	184	the heron	3-583	http://wold.clld.org/meaning/3-583	3.583	-	-	Noun	3	0.7973684211	0.2039473684	0.9144736842	38	1084
Haspelmath-2009-1460-185	1905	EAGLE	185	the eagle	3-584	http://wold.clld.org/meaning/3-584	3.584	-	-	Noun	3	0.8471264368	0.2471264368	0.9540229885	45	371
Haspelmath-2009-1460-186	307	HAWK	186	the hawk	3-585	http://wold.clld.org/meaning/3-585	3.585	-	-	Noun	3	0.8154639175	0.1597938144	0.9381443299	50	816
Haspelmath-2009-1460-187	1185	VULTURE	187	the vulture	3-586	http://wold.clld.org/meaning/3-586	3.586	-	-	Noun	3	0.8147058824	0.1102941176	0.9264705882	35	831
Haspelmath-2009-1460-188	1793	BAT	188	the bat	3-591	http://wold.clld.org/meaning/3-591	3.591	-	-	Noun	3	0.8217391304	0.222826087	0.902173913	46	721
Haspelmath-2009-1460-189	882	PARROT	189	the parrot	3-592	http://wold.clld.org/meaning/3-592	3.592	-	-	Noun	3	0.8181818182	0.5	0.9261363636	44	774
Haspelmath-2009-1460-190	913	CROW	190	the crow	3-593	http://wold.clld.org/meaning/3-593	3.593	-	-	Noun	3	0.8333333333	0.141025641	0.9615384615	39	561
Haspelmath-2009-1460-191	1853	DOVE	191	the dove	3-594	http://wold.clld.org/meaning/3-594	3.594	-	-	Noun	3	0.8641025641	0.2628205128	0.9423076923	39	205
Haspelmath-2009-1460-192	735	OWL	192	the owl	3-596	http://wold.clld.org/meaning/3-596	3.596	-	-	Noun	3	0.8087719298	0.1535087719	0.9342105263	57	926
Haspelmath-2009-1460-193	2009	DOG	193	the dog	3-61	http://wold.clld.org/meaning/3-61	3.61	-	-	Noun	3	0.8797979798	0.1616161616	0.9595959596	50	99
Haspelmath-2009-1460-194	1136	RABBIT	194	the rabbit	3-614	http://wold.clld.org/meaning/3-614	3.614	-	-	Noun	3	0.8967213115	0.4426229508	0.9549180328	40	37
Haspelmath-2009-1460-195	1208	CAT	195	the cat	3-62	http://wold.clld.org/meaning/3-62	3.62	-	-	Noun	3	0.8027906977	0.3441860465	0.9441860465	55	1010
Haspelmath-2009-1460-196	309	OPOSSUM	196	the opossum	3-622	http://wold.clld.org/meaning/3-622	3.622	-	-	Noun	3	0.7790697674	0.476744186	0.8720930233	22	1268
Haspelmath-2009-1460-197	2139	MUROID (MOUSE OR RAT)	197	the mouse or rat	3-63	http://wold.clld.org/meaning/3-63	3.63	-	-	Noun	3	0.8157480315	0.1771653543	0.9291338583	64	809
Haspelmath-2009-1460-198	227	FISH	198	the fish	3-65	http://wold.clld.org/meaning/3-65	3.65	-	-	Noun	3	0.8537634409	0.1451612903	0.9838709677	48	292
Haspelmath-2009-1460-199	213	FIN	199	the fin	3-652	http://wold.clld.org/meaning/3-652	3.652	'one of the thin body parts that a fish uses to swim'	-	Noun	3	0.7432160804	0.067839196	0.8567839196	36	1423
Haspelmath-2009-1460-200	266	SCALE	200	the scale	3-653	http://wold.clld.org/meaning/3-653	3.653	'one of the small flat pieces of skin that cover the bodies of fish'	-	Noun	3	0.8597222222	0.2083333333	0.8958333333	38	242
Haspelmath-2009-1460-201	1916	GILL	201	the gill	3-654	http://wold.clld.org/meaning/3-654	3.654	-	-	Noun	3	0.8118644068	0.1949152542	0.9322033898	30	876
Haspelmath-2009-1460-202	598	SHELL	202	the shell	3-655	http://wold.clld.org/meaning/3-655	3.655	-	-	Noun	3	0.7925	0.209375	0.925	44	1141
Haspelmath-2009-1460-203	1110	SHARK	203	the shark	3-661	http://wold.clld.org/meaning/3-661	3.661	-	-	Noun	3	0.7875	0.4270833333	0.8854166667	24	1195
Haspelmath-2009-1460-204	957	WHALE	204	the whale	3-663	http://wold.clld.org/meaning/3-663	3.663	-	-	Noun	3	0.848	0.43	0.87	25	358
Haspelmath-2009-1460-205	1910	STINGRAY	205	the stingray	3-664	http://wold.clld.org/meaning/3-664	3.664	-	-	Noun	3	0.8363636364	0.2386363636	0.9090909091	22	507
Haspelmath-2009-1460-206	1013	FRESHWATER EEL	206	the freshwater eel	3-665	http://wold.clld.org/meaning/3-665	3.665	-	-	Noun	3	0.8	0.171875	0.8515625	32	1051
Haspelmath-2009-1460-207	522	WOLF	207	the wolf	3-71	http://wold.clld.org/meaning/3-71	3.71	-	-	Noun	3	0.8583333333	0.2708333333	0.8819444444	36	252
Haspelmath-2009-1460-208	1386	LION	208	the lion	3-72	http://wold.clld.org/meaning/3-72	3.72	-	-	Noun	3	0.843373494	0.656626506	0.9337349398	42	417
Haspelmath-2009-1460-209	1820	BEAR	209	the bear	3-73	http://wold.clld.org/meaning/3-73	3.73	-	-	Noun	3	0.8483870968	0.3548387097	0.9838709677	32	353
Haspelmath-2009-1460-210	1312	FOX	210	the fox	3-74	http://wold.clld.org/meaning/3-74	3.74	-	-	Noun	3	0.8361111111	0.1736111111	0.9444444444	37	512
Haspelmath-2009-1460-211	1936	DEER	211	the deer	3-75	http://wold.clld.org/meaning/3-75	3.75	-	-	Noun	3	0.8730538922	0.1467065868	0.9520958084	44	135
Haspelmath-2009-1460-212	1350	MONKEY	212	the monkey	3-76	http://wold.clld.org/meaning/3-76	3.76	-	-	Noun	3	0.7907407407	0.3333333333	0.9537037037	54	1156
Haspelmath-2009-1460-213	1290	ELEPHANT	213	the elephant	3-77	http://wold.clld.org/meaning/3-77	3.77	-	-	Noun	3	0.7882352941	0.6411764706	0.9823529412	43	1184
Haspelmath-2009-1460-214	1871	CAMEL	214	the camel	3-78	http://wold.clld.org/meaning/3-78	3.78	-	-	Noun	3	0.83125	0.84375	0.921875	32	597
Haspelmath-2009-1460-215	620	INSECT	215	the insect	3-81	http://wold.clld.org/meaning/3-81	3.81	-	-	Noun	3	0.8605381166	0.4439461883	0.8789237668	41	237
Haspelmath-2009-1460-216	310	HEAD LOUSE	216	the head louse	3-811	http://wold.clld.org/meaning/3-811	3.811	-	-	Noun	3	0.8736842105	0.0502392344	0.9425837321	47	131
Haspelmath-2009-1460-217	267	NIT	217	the nit	3-812	http://wold.clld.org/meaning/3-812	3.812	'an egg of a louse that is sometimes found in people's hair'	-	Noun	3	0.8342465753	0.0479452055	0.8082191781	37	550
Haspelmath-2009-1460-218	232	FLEA	218	the flea	3-813	http://wold.clld.org/meaning/3-813	3.813	-	-	Noun	3	0.84	0.0705882353	0.9	43	457
Haspelmath-2009-1460-219	1974	CENTIPEDE	219	the centipede	3-814	http://wold.clld.org/meaning/3-814	3.814	-	-	Noun	3	0.8333333333	0.141025641	0.8333333333	39	562
Haspelmath-2009-1460-220	1538	SCORPION	220	the scorpion	3-815	http://wold.clld.org/meaning/3-815	3.815	-	-	Noun	3	0.8189189189	0.3243243243	0.9054054054	37	765
Haspelmath-2009-1460-221	1575	COCKROACH	221	the cockroach	3-816	http://wold.clld.org/meaning/3-816	3.816	-	-	Noun	3	0.7976190476	0.3630952381	0.8928571429	42	1079
Haspelmath-2009-1460-222	587	ANT	222	the ant	3-817	http://wold.clld.org/meaning/3-817	3.817	-	-	Noun	3	0.851	0.12	0.975	51	326
Haspelmath-2009-1460-223	843	SPIDER	223	the spider	3-818	http://wold.clld.org/meaning/3-818	3.818	-	-	Noun	3	0.8461538462	0.2527472527	0.9230769231	46	380
Haspelmath-2009-1460-224	1065	SPIDER WEB	224	the spider web	3-819	http://wold.clld.org/meaning/3-819	3.819	-	-	Noun	3	0.7871794872	0.0833333333	0.6025641026	39	1201
Haspelmath-2009-1460-225	665	BEE	225	the bee	3-82	http://wold.clld.org/meaning/3-82	3.82	-	-	Noun	3	0.8050847458	0.1398305085	0.875	63	978
Haspelmath-2009-1460-226	1931	BEESWAX	226	the beeswax	3-821	http://wold.clld.org/meaning/3-821	3.821	-	-	Noun	3	0.8641791045	0.1007462687	0.6940298507	36	204
Haspelmath-2009-1460-227	88	BEEHIVE	227	the beehive	3-822	http://wold.clld.org/meaning/3-822	3.822	-	-	Noun	3	0.8394904459	0.1337579618	0.7133757962	42	464
Haspelmath-2009-1460-228	1517	WASP	228	the wasp	3-823	http://wold.clld.org/meaning/3-823	3.823	-	-	Noun	3	0.8494296578	0.1596958175	0.9230038023	47	341
Haspelmath-2009-1460-229	1504	FLY (INSECT)	229	the fly	3-83	http://wold.clld.org/meaning/3-83	3.83	-	-	Noun	3	0.8661538462	0.0519230769	0.9423076923	44	181
Haspelmath-2009-1460-230	95	SANDFLY	230	the sandfly or midge or gnat	3-831	http://wold.clld.org/meaning/3-831	3.831	-	-	Noun	3	0.8038461538	0.0833333333	0.8846153846	40	995
Haspelmath-2009-1460-231	1509	MOSQUITO	231	the mosquito	3-832	http://wold.clld.org/meaning/3-832	3.832	-	-	Noun	3	0.8170454545	0.2159090909	0.9318181818	45	790
Haspelmath-2009-1460-232	1219	WORM	232	the worm	3-84	http://wold.clld.org/meaning/3-84	3.84	-	-	Noun	3	0.8569060773	0.1243093923	0.9129834254	62	263
Haspelmath-2009-1460-233	730	SNAKE	233	the snake	3-85	http://wold.clld.org/meaning/3-85	3.85	-	-	Noun	3	0.8507462687	0.1542288557	0.9502487562	51	331
Haspelmath-2009-1460-234	206	FIREFLY	234	the firefly	3-91	http://wold.clld.org/meaning/3-91	3.91	-	-	Noun	3	0.7861111111	0.0972222222	0.7986111111	36	1210
Haspelmath-2009-1460-235	1791	BUTTERFLY	235	the butterfly	3-92	http://wold.clld.org/meaning/3-92	3.92	-	-	Noun	3	0.8247191011	0.1404494382	0.893258427	45	685
Haspelmath-2009-1460-236	607	GRASSHOPPER	236	the grasshopper	3-93	http://wold.clld.org/meaning/3-93	3.93	-	-	Noun	3	0.8111111111	0.1055555556	0.8888888889	46	889
Haspelmath-2009-1460-237	1543	SNAIL	237	the snail	3-94	http://wold.clld.org/meaning/3-94	3.94	-	-	Noun	3	0.8464163823	0.2090443686	0.8873720137	52	377
Haspelmath-2009-1460-238	503	FROG	238	the frog	3-95	http://wold.clld.org/meaning/3-95	3.95	-	-	Noun	3	0.8513368984	0.2245989305	0.9786096257	48	323
Haspelmath-2009-1460-239	632	LIZARD	239	the lizard	3-96	http://wold.clld.org/meaning/3-96	3.96	-	-	Noun	3	0.8069306931	0.2326732673	0.9801980198	51	952
Haspelmath-2009-1460-240	1857	CROCODILE	240	the crocodile or alligator	3-97	http://wold.clld.org/meaning/3-97	3.97	-	-	Noun	3	0.8533333333	0.5333333333	0.95	46	303
Haspelmath-2009-1460-241	112	TURTLE	241	the turtle	3-98	http://wold.clld.org/meaning/3-98	3.98	-	-	Noun	3	0.7854166667	0.2447916667	0.9479166667	48	1217
Haspelmath-2009-1460-242	1480	BODY	242	the body	4-11	http://wold.clld.org/meaning/4-11	4.11	‘the body of a live human’	-	Noun	4	0.8483005367	0.1878354204	0.9355992844	51	355
Haspelmath-2009-1460-243	763	SKIN	243	the skin or hide	4-12	http://wold.clld.org/meaning/4-12	4.12	(skin: of a human; hide: of an animal)	-	Noun	4	0.8978520286	0.1109785203	0.923627685	49	33
Haspelmath-2009-1460-244	2259	FLESH	244	the flesh	4-13	http://wold.clld.org/meaning/4-13	4.13	-	-	Noun	4	0.8922190202	0.1455331412	0.1.0	44	52
Haspelmath-2009-1460-245	2648	HAIR (HEAD)	245	the hair	4-14	http://wold.clld.org/meaning/4-14	4.14	‘hair on a person’s head’	-	Noun	4	0.8799753796	0.0564218301	0.916906032	48	97
