ID	NUMBER	ENGLISH	VIETNAMESE	IDS_KEY	CONCEPTICON_ID	CONCEPTICON_GLOSS
Tjuka-2024-1310-720	720	hair (head)	tóc	4-140	2648	HAIR (HEAD)
Tjuka-2024-1310-721	721	flesh	thịt	4-130	2259	FLESH
Tjuka-2024-1310-722	722	skin, hide	da	4-120	763	SKIN
Tjuka-2024-1310-723	723	body	thân thể	4-110	1480	BODY
Tjuka-2024-1310-724	724	turtle	con rùa	3-980	112	TURTLE
Tjuka-2024-1310-725	725	crocodile, alligator	cá sấu	3-970	1857	CROCODILE
Tjuka-2024-1310-726	726	lizard	con thằn lằn	3-960	632	LIZARD
Tjuka-2024-1310-727	727	frog	con ếch	3-950	503	FROG
Tjuka-2024-1310-728	728	snail	con ốc sên	3-940	1543	SNAIL
Tjuka-2024-1310-729	729	grasshopper	con châu chấu	3-930	607	GRASSHOPPER
Tjuka-2024-1310-730	730	butterfly	con bướm	3-920	1791	BUTTERFLY
Tjuka-2024-1310-731	731	firefly	con đom đóm	3-910	206	FIREFLY
Tjuka-2024-1310-732	732	snake	rắn	3-850	730	SNAKE
Tjuka-2024-1310-733	733	worm	giun	3-840	1219	WORM
Tjuka-2024-1310-734	734	mosquito	con muỗi	3-832	1509	MOSQUITO
Tjuka-2024-1310-735	735	sandfly (midge), gnat	con ruồi cát	3-831	95	SANDFLY
Tjuka-2024-1310-736	736	fly	con ruồi	3-830	1504	FLY (INSECT)
Tjuka-2024-1310-737	737	wasp	con ong vò vẽ	3-823	1517	WASP
Tjuka-2024-1310-738	738	beehive	tổ ong	3-822	88	BEEHIVE
Tjuka-2024-1310-739	739	beeswax	sáp ong	3-821	1931	BEESWAX
Tjuka-2024-1310-740	740	bee	con ong	3-820	665	BEE
Tjuka-2024-1310-741	741	spider web	mạng nhện	3-819	1065	SPIDER WEB
Tjuka-2024-1310-742	742	spider	nhện	3-818	843	SPIDER
Tjuka-2024-1310-743	743	ant	con kiến	3-817	587	ANT
Tjuka-2024-1310-744	744	cockroach	con gián	3-816	1575	COCKROACH
Tjuka-2024-1310-745	745	scorpion	con bọ cạp	3-815	1538	SCORPION
Tjuka-2024-1310-746	746	centipede	con rết	3-814	1974	CENTIPEDE
Tjuka-2024-1310-747	747	flea	con bọ chét	3-813	232	FLEA
Tjuka-2024-1310-748	748	nit (louse egg)	trứng rận	3-812	267	NIT
Tjuka-2024-1310-749	749	louse	rận	3-811	1392	LOUSE
Tjuka-2024-1310-750	750	insect	côn trùng	3-810	620	INSECT
Tjuka-2024-1310-751	751	camel	con lạc đà	3-780	1871	CAMEL
Tjuka-2024-1310-752	752	elephant	con voi	3-770	1290	ELEPHANT
Tjuka-2024-1310-753	753	monkey	con khỉ	3-760	1350	MONKEY
Tjuka-2024-1310-754	754	deer	con nai	3-750	1936	DEER
Tjuka-2024-1310-755	755	fox	con cáo	3-740	1312	FOX
Tjuka-2024-1310-756	756	bear	con gấu	3-730	1820	BEAR
Tjuka-2024-1310-757	757	lion	con sư tử	3-720	1386	LION
Tjuka-2024-1310-758	758	wolf	con (chó) sói xám	3-710	522	WOLF
Tjuka-2024-1310-759	759	freshwater eel	lươn nước ngọt	3-665	1013	FRESHWATER EEL
Tjuka-2024-1310-760	760	stingray	cá đuối biển gai độc	3-664	1910	STINGRAY
Tjuka-2024-1310-761	761	whale	cá voi	3-663	957	WHALE
Tjuka-2024-1310-762	762	porpoise, dolphin	cá heo	3-662	1479	DOLPHIN
Tjuka-2024-1310-763	763	shark	cá mập	3-661	1110	SHARK
Tjuka-2024-1310-764	764	shell	mai, vỏ	3-655	598	SHELL
Tjuka-2024-1310-765	765	gill	mang	3-654	1916	GILL
Tjuka-2024-1310-766	766	fishscale	vẩy cá	3-653	266	SCALE
Tjuka-2024-1310-767	767	fin (dorsal)	vây lưng	3-652	213	FIN
Tjuka-2024-1310-768	768	fish	con cá	3-650	227	FISH
Tjuka-2024-1310-769	769	mouse, rat	con chuột	3-630	2139	MUROID (MOUSE OR RAT)
Tjuka-2024-1310-770	770	opossum	con opossum	3-622	309	OPOSSUM
Tjuka-2024-1310-771	771	cat	con mèo	3-620	1208	CAT
Tjuka-2024-1310-772	772	rabbit	con thỏ	3-614	1136	RABBIT
Tjuka-2024-1310-773	773	dog	con chó	3-610	2009	DOG
Tjuka-2024-1310-774	774	dove	chim bồ câu	3-594	1853	DOVE
Tjuka-2024-1310-775	775	owl	con cú	3-596	735	OWL
Tjuka-2024-1310-776	776	crow	chim quạ	3-593	913	CROW
Tjuka-2024-1310-777	777	parrot	con bộ vẹt	3-592	882	PARROT
Tjuka-2024-1310-778	778	bat	con dơi	3-591	1793	BAT
Tjuka-2024-1310-779	779	vulture	chim kền kền	3-586	1185	VULTURE
Tjuka-2024-1310-780	780	hawk	chim ưng	3-585	307	HAWK
Tjuka-2024-1310-781	781	eagle	chim đại bàng	3-584	1905	EAGLE
Tjuka-2024-1310-782	782	seagull	chim hải âu	3-582	950	SEAGULL
Tjuka-2024-1310-783	783	heron	con họ diệc	3-583	758	HERON
Tjuka-2024-1310-784	784	bird	chim	3-581	937	BIRD
Tjuka-2024-1310-785	785	nest	tổ	3-580	539	NEST
Tjuka-2024-1310-786	786	duck	con vịt	3-570	1360	DUCK
Tjuka-2024-1310-787	787	goose	con ngỗng	3-560	1187	GOOSE
Tjuka-2024-1310-788	788	chicken	con gà	3-550	1318	CHICKEN
Tjuka-2024-1310-789	789	hen	con gà mái	3-540	1514	HEN
Tjuka-2024-1310-790	790	cock, rooster	con gà trống	3-520	1511	ROOSTER
Tjuka-2024-1310-791	791	mule	con la	3-470	890	MULE
Tjuka-2024-1310-792	792	fowl	gia cầm	3-500	265	FOWL
Tjuka-2024-1310-793	793	ass, donkey	con lừa	3-460	1862	DONKEY
Tjuka-2024-1310-794	794	foal, colt	con ngựa con	3-450	1647	FOAL
Tjuka-2024-1310-795	795	mare	ngựa cái trưởng thành	3-440	938	MARE
Tjuka-2024-1310-796	796	stallion	ngựa đực giống	3-420	936	STALLION
Tjuka-2024-1310-797	797	horse (equine)	con ngựa	3-410	615	HORSE
Tjuka-2024-1310-798	798	kid	con dê con	3-380	1972	YOUNG GOAT (KID)
Tjuka-2024-1310-799	799	he-goat	con dê	3-370	2475	MALE GOAT
Tjuka-2024-1310-800	800	goat	con dê	3-360	1502	GOAT
Tjuka-2024-1310-801	801	pig	con lợn	3-350	1337	PIG
Tjuka-2024-1310-802	802	sow (2)	con lợn	3-340	1351	SOW (FEMALE PIG)
Tjuka-2024-1310-803	803	boar	con lợn rừng	3-320	1348	BOAR (MALE PIG)
Tjuka-2024-1310-804	804	lamb	con cừu non	3-290	820	LAMB
Tjuka-2024-1310-805	805	ewe	con cừu cái	3-280	1345	EWE
Tjuka-2024-1310-806	806	ram	con cừu đực	3-260	1344	RAM
Tjuka-2024-1310-807	807	sheep	con cừu	3-250	1331	SHEEP
Tjuka-2024-1310-808	808	calf	con bê	3-240	1989	CALF
Tjuka-2024-1310-809	809	cow	con bò	3-230	1007	COW
Tjuka-2024-1310-810	810	ox	con bò	3-220	1169	OX
Tjuka-2024-1310-811	811	bull	bò đực	3-210	1008	BULL
Tjuka-2024-1310-812	812	cattle (bovine)	gia súc, trâu bò	3-200	1153	CATTLE
Tjuka-2024-1310-813	813	stable, stall	chuồng ngựa	3-190	851	STABLE
Tjuka-2024-1310-814	814	herdsman	người chăn cừu	3-180	263	HERDSMAN
Tjuka-2024-1310-815	815	pasture	đồng cỏ	3-160	649	PASTURE
Tjuka-2024-1310-816	816	livestock	gia súc	3-150	631	LIVESTOCK
Tjuka-2024-1310-817	817	female (adj)	cái	3-130	2262	FEMALE (OF ANIMAL)
Tjuka-2024-1310-818	818	male (adj)	trai	3-120	2263	MALE (OF ANIMAL)
Tjuka-2024-1310-819	819	animal	động vật	3-110	619	ANIMAL
Tjuka-2024-1310-820	820	they	họ	2-960	817	THEY
Tjuka-2024-1310-821	821	you (plural)	các anh, các chị, các ông, các bà	2-950	1213	YOU
Tjuka-2024-1310-822	822	we (exclusive)	chúng tôi	2-942	1130	WE (EXCLUSIVE)
Tjuka-2024-1310-823	823	we (inclusive)	chúng ta	2-941	1131	WE (INCLUSIVE)
Tjuka-2024-1310-824	824	we	chúng tôi	2-940	1212	WE
Tjuka-2024-1310-825	825	he/she/it	anh ấy / cô ấy / nó	2-930	262	HE OR SHE OR IT
Tjuka-2024-1310-826	826	you (singular)	anh, chị, ông, bà	2-920	1215	THOU
Tjuka-2024-1310-827	827	I	tôi	2-910	1209	I
Tjuka-2024-1310-828	828	family	gia đình	2-820	194	FAMILY
Tjuka-2024-1310-829	829	relatives, kinsmen	người bà con	2-810	1644	RELATIVES
Tjuka-2024-1310-830	830	widower	người góa vợ	2-770	1981	WIDOWER
Tjuka-2024-1310-831	831	widow	góa phụ	2-760	1756	WIDOW
Tjuka-2024-1310-832	832	orphan	trẻ mồ côi	2-750	1149	ORPHAN
Tjuka-2024-1310-833	833	stepdaughter	con gái riêng	2-740	1058	STEPDAUGHTER
Tjuka-2024-1310-834	834	stepson	con trai riêng	2-730	1059	STEPSON
Tjuka-2024-1310-835	835	stepmother	mẹ kế	2-720	236	STEPMOTHER
Tjuka-2024-1310-836	836	stepfather	cha kế	2-710	237	STEPFATHER
Tjuka-2024-1310-837	837	daughter-in-law (of a woman)	con dâu	2-641	2264	DAUGHTER-IN-LAW (OF WOMAN)
Tjuka-2024-1310-838	838	daughter-in-law (of a man)	con dâu	2-640	2265	DAUGHTER-IN-LAW (OF MAN)
Tjuka-2024-1310-839	839	son-in-law (of a woman)	con rể	2-631	2266	SON-IN-LAW (OF WOMAN)
Tjuka-2024-1310-840	840	son-in-law (of a man)	con rể	2-630	2267	SON-IN-LAW (OF MAN)
Tjuka-2024-1310-841	841	mother-in-law (of a woman)	mẹ vợ	2-621	2256	MOTHER-IN-LAW (OF WOMAN)
Tjuka-2024-1310-842	842	mother-in-law (of a man)	mẹ chồng	2-620	2257	MOTHER-IN-LAW (OF MAN)
Tjuka-2024-1310-843	843	father-in-law (of a woman)	bố vợ	2-611	2254	FATHER-IN-LAW (OF WOMAN)
Tjuka-2024-1310-844	844	father-in-law (of a man)	bố chồng	2-610	2255	FATHER-IN-LAW (OF MAN)
Tjuka-2024-1310-845	845	descendants	con cháu, hậu duệ	2-570	490	DESCENDANTS
Tjuka-2024-1310-846	846	ancestors	tổ tiên	2-560	1669	ANCESTORS
Tjuka-2024-1310-847	847	cousin	anh chị em họ	2-550	1643	COUSIN
Tjuka-2024-1310-848	848	niece	cháu (gái)	2-540	1642	NIECE
Tjuka-2024-1310-849	849	nephew	cháu trai	2-530	1063	NEPHEW
Tjuka-2024-1310-850	850	father's sister	chị/em của bố	2-522	2691	PATERNAL AUNT (FATHER'S SISTER)
Tjuka-2024-1310-851	851	aunt	cô, bác	2-520	1272	AUNT
Tjuka-2024-1310-852	852	mother's sister	chị/em của mẹ	2-521	2693	MATERNAL AUNT (MOTHER'S SISTER)
Tjuka-2024-1310-853	853	father's brother	anh/em của ba	2-512	1985	PATERNAL UNCLE (FATHER'S BROTHER)
Tjuka-2024-1310-854	854	mother's brother	anh/em của mẹ	2-511	2692	MATERNAL UNCLE (MOTHER'S BROTHER)
Tjuka-2024-1310-855	855	uncle	chú, cậu, bác	2-510	1327	UNCLE
Tjuka-2024-1310-856	856	grandson	cháu (trai)	2-480	1618	GRANDSON
Tjuka-2024-1310-857	857	granddaughter	cháu (gái)	2-490	1619	GRANDDAUGHTER
Tjuka-2024-1310-858	858	old woman	người phụ nữ già	2-471	907	OLD WOMAN
Tjuka-2024-1310-859	859	grandmother	bà	2-470	1496	GRANDMOTHER
Tjuka-2024-1310-860	860	old man	ông già	2-461	406	OLD MAN
Tjuka-2024-1310-861	861	grandfather	ông	2-460	1383	GRANDFATHER
Tjuka-2024-1310-862	862	twins	sinh đôi	2-458	1005	TWINS
Tjuka-2024-1310-863	863	sibling	anh chị em	2-456	1640	SIBLING
Tjuka-2024-1310-864	864	younger sister	em (gái)	2-455	1761	YOUNGER SISTER
Tjuka-2024-1310-865	865	older sister	chị	2-454	1758	OLDER SISTER
Tjuka-2024-1310-866	866	sister	chị, em (gái)	2-450	1263	SISTER
Tjuka-2024-1310-867	867	younger brother	em (trai)	2-445	1760	YOUNGER BROTHER
Tjuka-2024-1310-868	868	older brother	anh	2-444	1759	OLDER BROTHER
Tjuka-2024-1310-869	869	brother	anh, em (trai)	2-440	1262	BROTHER
Tjuka-2024-1310-870	870	offspring (son or daughter)	con	2-430	1801	CHILD (DESCENDANT)
Tjuka-2024-1310-871	871	daughter	con gái	2-420	1357	DAUGHTER
Tjuka-2024-1310-872	872	son	con (trai)	2-410	1620	SON
Tjuka-2024-1310-873	873	married woman	phụ nữ đã kết hôn, phụ nữ đã có chồng	2-390	426	MARRIED WOMAN
Tjuka-2024-1310-874	874	married man	đàn ông đã kết hôn, đàn ông đã có vợ	2-380	424	MARRIED MAN
Tjuka-2024-1310-875	875	parents	bố mẹ	2-370	505	PARENTS
Tjuka-2024-1310-876	876	mother	mẹ, má	2-360	1216	MOTHER
Tjuka-2024-1310-877	877	father	cha, bố	2-350	1217	FATHER
Tjuka-2024-1310-878	878	divorce	sự ly hôn	2-341	1134	DIVORCE
Tjuka-2024-1310-879	879	marriage, wedding	hôn nhân	2-340	3182	MARRIAGE OR WEDDING
Tjuka-2024-1310-880	880	marry	kết hôn, làm lễ cưới	2-330	203	MARRY
Tjuka-2024-1310-881	881	wife	vợ	2-320	1199	WIFE
Tjuka-2024-1310-882	882	husband	chồng	2-310	1200	HUSBAND
Tjuka-2024-1310-883	883	infant, baby	trẻ nhỏ, em bé	2-280	1289	BABY
Tjuka-2024-1310-884	884	child	trẻ con	2-270	1304	CHILD (YOUNG HUMAN)
Tjuka-2024-1310-885	885	young woman (adolescent)	người phụ nữ trẻ	2-261	77	YOUNG WOMAN
Tjuka-2024-1310-886	886	girl	con gái	2-260	1646	GIRL
Tjuka-2024-1310-887	887	young man (adolescent)	người đàn ông trẻ	2-251	76	YOUNG MAN
Tjuka-2024-1310-888	888	boy	con trai	2-250	1366	BOY
Tjuka-2024-1310-889	889	female	cái	2-240	2260	FEMALE (OF PERSON)
Tjuka-2024-1310-890	890	male	trai	2-230	2261	MALE (OF PERSON)
Tjuka-2024-1310-891	891	woman	đàn bà	2-220	962	WOMAN
Tjuka-2024-1310-892	892	man (vs. woman)	đàn ông	2-210	1554	MAN
Tjuka-2024-1310-893	893	person, human being	người	2-100	683	PERSON
Tjuka-2024-1310-894	894	charcoal	than củi	1-890	1188	CHARCOAL
Tjuka-2024-1310-895	895	firewood	củi	1-880	10	FIREWOOD
Tjuka-2024-1310-896	896	match (noun)	que diêm	1-870	1133	MATCH
Tjuka-2024-1310-897	897	extinguish	tắt	1-861	127	EXTINGUISH
Tjuka-2024-1310-898	898	light, kindle, ignite	thắp, bắt lửa	1-860	737	LIGHT (IGNITE)
Tjuka-2024-1310-899	899	burn (vb intrans)	đốt	1-852	1428	BURNING
Tjuka-2024-1310-900	900	burn (vb trans)	đốt	1-851	141	BURN (SOMETHING)
Tjuka-2024-1310-901	901	embers	than hồng	1-841	67	EMBERS
Tjuka-2024-1310-902	902	ashes	tro	1-840	646	ASH
Tjuka-2024-1310-903	903	smoke (noun)	khói	1-830	778	SMOKE (EXHAUST)
Tjuka-2024-1310-904	904	flame (noun)	ngọn lửa	1-820	889	FLAME
Tjuka-2024-1310-905	905	fire	lửa	1-810	221	FIRE
Tjuka-2024-1310-906	906	weather	thời tiết	1-780	952	WEATHER
Tjuka-2024-1310-907	907	ice	băng, nước đá	1-770	617	ICE
Tjuka-2024-1310-908	908	snow (noun)	tuyết	1-760	784	SNOW
Tjuka-2024-1310-909	909	rain (noun)	mưa	1-750	658	RAIN (PRECIPITATION)
Tjuka-2024-1310-910	910	fog	sương mù	1-740	249	FOG
Tjuka-2024-1310-911	911	wind	gió	1-720	960	WIND
Tjuka-2024-1310-912	912	cloud	mây	1-730	1489	CLOUD
Tjuka-2024-1310-913	913	air	không khí	1-710	27	AIR
Tjuka-2024-1310-914	914	dew	sương	1-640	1977	DEW
Tjuka-2024-1310-915	915	shade, shadow	bóng râm	1-630	1388	SHADE
Tjuka-2024-1310-916	916	darkness	bóng tối	1-620	11	DARKNESS
Tjuka-2024-1310-917	917	light (noun)	ánh sáng	1-610	630	LIGHT (RADIATION)
Tjuka-2024-1310-918	918	rainbow	cầu vồng	1-590	1733	RAINBOW
Tjuka-2024-1310-919	919	storm	bão	1-580	858	STORM
Tjuka-2024-1310-920	920	thunder	sấm	1-560	1150	THUNDER
Tjuka-2024-1310-921	921	lightning (as striking)	tia chớp	1-570	2007	BOLT (OF LIGHTNING)
Tjuka-2024-1310-922	922	lightning	tia sét	1-550	1654	LIGHTNING
Tjuka-2024-1310-923	923	star	sao	1-540	1430	STAR
Tjuka-2024-1310-924	924	moon	mặt trăng	1-530	1313	MOON
Tjuka-2024-1310-925	925	sun	mặt trời	1-520	1343	SUN
Tjuka-2024-1310-926	926	sky	trời	1-510	1732	SKY
Tjuka-2024-1310-927	927	earthquake	động đất	1-450	6	EARTHQUAKE
Tjuka-2024-1310-928	928	stone, rock	đá	1-440	2125	STONE OR ROCK
Tjuka-2024-1310-929	929	wood	gỗ	1-430	1803	WOOD
Tjuka-2024-1310-930	930	tree (cf 08.600)	cây	1-420	906	TREE
Tjuka-2024-1310-931	931	woods, forest	rừng	1-410	420	FOREST
Tjuka-2024-1310-932	932	waterfall	thác nước	1-390	943	WATERFALL
Tjuka-2024-1310-933	933	swamp	đầm lầy	1-380	1145	SWAMP
Tjuka-2024-1310-934	934	spring, well	giếng	1-370	2144	SPRING OR WELL
Tjuka-2024-1310-935	935	whirlpool	vực nước xoáy	1-362	1982	WHIRLPOOL
Tjuka-2024-1310-936	936	river, stream, brook	sông, suối	1-360	3311	FLOWING BODY OF WATER
Tjuka-2024-1310-937	937	hightide	triều cao	1-354	613	HIGH TIDE
Tjuka-2024-1310-938	938	lowtide	triều xuống	1-353	1026	LOW TIDE
Tjuka-2024-1310-939	939	tide	thủy triều	1-352	891	TIDE
Tjuka-2024-1310-940	940	wave	sóng	1-350	978	WAVE
Tjuka-2024-1310-941	941	headland, point	mũi đất	1-343	1662	CAPE
Tjuka-2024-1310-942	942	reef	rạn san hô	1-342	660	REEF
Tjuka-2024-1310-943	943	lagoon	đầm phá	1-341	623	LAGOON
Tjuka-2024-1310-944	944	gulf, bay	vịnh	1-340	663	BAY
Tjuka-2024-1310-945	945	lake	hồ	1-330	624	LAKE
Tjuka-2024-1310-946	946	ocean	đại dương	1-329	645	OCEAN
Tjuka-2024-1310-947	947	foam	bọt	1-324	1768	FOAM
Tjuka-2024-1310-948	948	rough (of sea)	động	1-323	259	ROUGH (OF SEA)
Tjuka-2024-1310-949	949	sea	biển	1-320	1474	SEA
Tjuka-2024-1310-950	950	calm (of sea)	lặng	1-322	3820	CALM (OF SEA)
Tjuka-2024-1310-951	951	water	nước	1-310	948	WATER
Tjuka-2024-1310-952	952	cave	hang động	1-280	1155	CAVE
Tjuka-2024-1310-953	953	shore	bờ	1-270	113	SHORE
Tjuka-2024-1310-954	954	mainland	đất liền	1-260	166	MAINLAND
Tjuka-2024-1310-955	955	island	hòn đảo	1-250	622	ISLAND
Tjuka-2024-1310-956	956	valley	thung lũng	1-240	921	VALLEY
Tjuka-2024-1310-957	957	plain, field	cánh đồng	1-230	652	PLAIN
Tjuka-2024-1310-958	958	cliff, precipice	vách đá	1-222	618	PRECIPICE
Tjuka-2024-1310-959	959	mountain, hill	núi	1-220	2118	MOUNTAIN OR HILL
Tjuka-2024-1310-960	960	mud	bùn	1-214	640	MUD
Tjuka-2024-1310-961	961	sand	cát	1-215	671	SAND
Tjuka-2024-1310-962	962	dust	bụi	1-213	2	DUST
Tjuka-2024-1310-963	963	earth=ground, soil	đất	1-212	1228	EARTH (SOIL)
Tjuka-2024-1310-964	964	earth, land	trái đất, địa cầu	1-210	626	LAND
Tjuka-2024-1310-965	965	world	thế giới	1-100	965	WORLD
Tjuka-2024-1310-966	966	sometimes	thỉnh thoảng	14-330	1544	SOMETIMES
Tjuka-2024-1310-967	967	soon	sớm thôi	14-331	703	SOON
Tjuka-2024-1310-968	968	long-time (for a)	dài, lâu dài	14-332	418	FOR A LONG TIME
Tjuka-2024-1310-969	969	never	không bao giờ	14-340	1656	NEVER
Tjuka-2024-1310-970	970	again	lần nữa, lại	14-350	204	AGAIN
Tjuka-2024-1310-971	971	day	ngày	14-410	1225	DAY (NOT NIGHT)
Tjuka-2024-1310-972	972	night	đêm	14-420	1233	NIGHT
Tjuka-2024-1310-973	973	dawn	bình minh, lúc sáng sớm	14-430	729	DAWN
Tjuka-2024-1310-974	974	morning	buổi sáng	14-440	1339	MORNING
Tjuka-2024-1310-975	975	noon, midday	(buổi) trưa	14-450	12	MIDDAY
Tjuka-2024-1310-976	976	afternoon	buổi chiều	14-451	1807	AFTERNOON
Tjuka-2024-1310-977	977	evening	buổi tối	14-460	1629	EVENING
Tjuka-2024-1310-978	978	today	hôm nay	14-470	1283	TODAY
Tjuka-2024-1310-979	979	tomorrow	ngày mai	14-480	1329	TOMORROW
Tjuka-2024-1310-980	980	day-after-tomorrow	ngày kia	14-481	1179	DAY AFTER TOMORROW
Tjuka-2024-1310-981	981	yesterday	hôm qua	14-490	1174	YESTERDAY
Tjuka-2024-1310-982	982	day-before-yesterday	ngày hôm kia	14-491	1180	DAY BEFORE YESTERDAY
Tjuka-2024-1310-983	983	hour	giờ	14-510	1353	HOUR
Tjuka-2024-1310-984	984	clock, timepiece	đồng hồ	14-530	1323	CLOCK
Tjuka-2024-1310-985	985	week	tuần	14-610	1469	WEEK
Tjuka-2024-1310-986	986	Sunday	chủ nhật	14-620	1699	SUNDAY
Tjuka-2024-1310-987	987	Monday	thứ hai	14-630	1697	MONDAY
Tjuka-2024-1310-988	988	Tuesday	thứ ba	14-640	1695	TUESDAY
Tjuka-2024-1310-989	989	Wednesday	thứ tư	14-650	1694	WEDNESDAY
Tjuka-2024-1310-990	990	Thursday	thứ năm	14-660	1693	THURSDAY
Tjuka-2024-1310-991	991	Friday	thứ sáu	14-670	1692	FRIDAY
Tjuka-2024-1310-992	992	Saturday	thứ bảy	14-680	1700	SATURDAY
Tjuka-2024-1310-993	993	month	tháng	14-710	1370	MONTH
Tjuka-2024-1310-994	994	year	năm	14-730	1226	YEAR
Tjuka-2024-1310-995	995	winter	mùa đông	14-740	1471	WINTER
Tjuka-2024-1310-996	996	spring	mùa xuân	14-750	1537	SPRINGTIME
Tjuka-2024-1310-997	997	summer	mùa hè	14-760	1342	SUMMER
Tjuka-2024-1310-998	998	autumn	mùa thu	14-770	1276	AUTUMN
Tjuka-2024-1310-999	999	season	mùa	14-780	691	SEASON
Tjuka-2024-1310-1000	1000	smell (vb intrans)	có mùi hôi	15-210	1587	SMELL (STINK)
Tjuka-2024-1310-1001	1001	sniff	hít ngửi	15-212	375	SNIFF
Tjuka-2024-1310-1002	1002	smell (vb trans)	mùi	15-220	1586	SMELL (PERCEIVE)
Tjuka-2024-1310-1003	1003	fragrant, good smelling	thơm	15-250	376	FRAGRANT
Tjuka-2024-1310-1004	1004	stinking, bad smelling	hôi hám	15-260	42	STINKING
Tjuka-2024-1310-1005	1005	taste	nếm	15-310	21	TASTE (SOMETHING)
Tjuka-2024-1310-1006	1006	sweet	ngọt 	15-350	717	SWEET
Tjuka-2024-1310-1007	1007	salty	mặn	15-360	1091	SALTY
Tjuka-2024-1310-1008	1008	bitter	đắng	15-370	887	BITTER
Tjuka-2024-1310-1009	1009	acid, sour	chua	15-380	1906	SOUR
Tjuka-2024-1310-1010	1010	brackish	lợ	15-390	70	BRACKISH
Tjuka-2024-1310-1011	1011	hear	nghe	15-410	1408	HEAR
Tjuka-2024-1310-1012	1012	listen	nghe	15-420	1608	LISTEN
Tjuka-2024-1310-1013	1013	sound, noise	tiếng	15-440	1811	SOUND OR NOISE
Tjuka-2024-1310-1014	1014	loud	to	15-450	377	LOUD
Tjuka-2024-1310-1015	1015	quiet, silence	im lặng	15-460	3458	SILENCE
Tjuka-2024-1310-1016	1016	see	thấy, xem	15-510	1409	SEE
Tjuka-2024-1310-1017	1017	look, look at	xem	15-520	1819	LOOK
Tjuka-2024-1310-1018	1018	show	cho xem, cho thấy	15-550	1039	SHOW
Tjuka-2024-1310-1019	1019	shine	chiếu sáng, tỏa sáng	15-560	708	SHINE
Tjuka-2024-1310-1020	1020	bright	sáng	15-570	679	BRIGHT
Tjuka-2024-1310-1021	1021	color	màu	15-610	1613	COLOR
Tjuka-2024-1310-1022	1022	light (in color)	sáng	15-620	250	LIGHT (COLOR)
Tjuka-2024-1310-1023	1023	dark (in color)	sẫm	15-630	706	DARK
Tjuka-2024-1310-1024	1024	white	trắng	15-640	1335	WHITE
Tjuka-2024-1310-1025	1025	black	đen	15-650	163	BLACK
Tjuka-2024-1310-1026	1026	red	đỏ	15-660	156	RED
Tjuka-2024-1310-1027	1027	blue	xanh	15-670	837	BLUE
Tjuka-2024-1310-1028	1028	green	xanh	15-680	1425	GREEN
Tjuka-2024-1310-1029	1029	yellow	vàng	15-690	1424	YELLOW
Tjuka-2024-1310-1030	1030	touch	chạm	15-710	1892	TOUCH
Tjuka-2024-1310-1031	1031	pinch	véo	15-712	378	PINCH
Tjuka-2024-1310-1032	1032	feel	(cảm) thấy	15-720	1079	FEEL
Tjuka-2024-1310-1033	1033	hard	rắn, cứng	15-740	1884	HARD
Tjuka-2024-1310-1034	1034	soft	mềm mại	15-750	1856	SOFT
Tjuka-2024-1310-1035	1035	rough	gồ ghề	15-760	1923	ROUGH
Tjuka-2024-1310-1036	1036	smooth	nhẵn, trơn	15-770	1234	SMOOTH
Tjuka-2024-1310-1037	1037	sharp	sắc	15-780	1396	SHARP
Tjuka-2024-1310-1038	1038	blunt, dull	cùn	15-790	379	BLUNT
Tjuka-2024-1310-1039	1039	heavy	nặng	15-810	1210	HEAVY
Tjuka-2024-1310-1040	1040	light (in weight)	nhẹ	15-820	1052	LIGHT (WEIGHT)
Tjuka-2024-1310-1041	1041	wet, damp	ướt	15-830	1726	WET
Tjuka-2024-1310-1042	1042	dry	khô	15-840	1398	DRY
Tjuka-2024-1310-1043	1043	hot	nóng	15-850	1286	HOT
Tjuka-2024-1310-1044	1044	warm	ấm	15-851	1232	WARM
Tjuka-2024-1310-1045	1045	cold	lạnh	15-860	1287	COLD
Tjuka-2024-1310-1046	1046	clean	sạch	15-870	704	CLEAN
Tjuka-2024-1310-1047	1047	dirty, soiled	bẩn	15-880	1230	DIRTY
Tjuka-2024-1310-1048	1048	wrinkled	nhăn	15-890	380	WRINKLED
Tjuka-2024-1310-1049	1049	soul, spirit	linh hồn, tâm hồn	16-110	811	SOUL
Tjuka-2024-1310-1050	1050	surprised, astonished	ngạc nhiên	16-150	1572	SURPRISED
Tjuka-2024-1310-1051	1051	good fortune, luck	sự hạnh phúc	16-180	720	GOOD LUCK
Tjuka-2024-1310-1052	1052	misfortune, bad luck	sự rủi ro	16-190	56	BAD LUCK
Tjuka-2024-1310-1053	1053	joyful, glad, happy	vui sướng, vui mừng	16-230	1495	HAPPY
Tjuka-2024-1310-1054	1054	laugh	cười	16-250	1355	LAUGH
Tjuka-2024-1310-1055	1055	smile	cười	16-251	1451	SMILE
Tjuka-2024-1310-1056	1056	play	chơi	16-260	1413	PLAY
Tjuka-2024-1310-1057	1057	love	tình yêu, tình thương	16-270	923	LOVE
Tjuka-2024-1310-1058	1058	kiss	hôn	16-290	578	KISS
Tjuka-2024-1310-1059	1059	embrace	ôm	16-300	928	EMBRACE
Tjuka-2024-1310-1060	1060	pain	nỗi đau	16-310	1783	PAIN
