ID	NUMBER	SPANISH	ENGLISH	CONCEPTICON_GLOSS	CONCEPTICON_ID	COLOR_MEAN	MOTION_MEAN	GRASP_MEAN	PAIN_MEAN	SOUND_MEAN	TASTE_MEAN	SMELL_MEAN	BODY_OBJECT_INTERACTION	CONCRETENESS	IMAGEABILITY	SEMANTIC_CATEGORY
DiezAlamo-2018-750-272	272	BATUTA	baton			3.08333333333333	5.30769230769231	6.80769230769231	2.25	3.29166666666667	2.45833333333333	1.54166666666667				Miembros del clero (A members of the clergy)
DiezAlamo-2018-750-273	273	BAYONETA	bayonet			3.95833333333333	4	4.23076923076923	5.33333333333333	4.04166666666667	2.04166666666667	1.95833333333333				Armas (A weapon)
DiezAlamo-2018-750-274	274	BAZUCA	bazooka			3.5	3.5	4.26923076923077	5.75	4	2.25	2.25				
DiezAlamo-2018-750-275	275	ALUBIAS	beans	BEAN	832	3.58333333333333	2.42307692307692	7.61538461538461	1.45833333333333	1.375	5.70833333333333	5.5				Verduras (A vegetable)
DiezAlamo-2018-750-276	276	CASTOR	beaver	BEAVER	1194	4.33333333333333	6.76923076923077	4.53846153846154	3.16666666666667	3.125	3.29166666666667	4.20833333333333				'Nombres de varón (A male''s first name)'
DiezAlamo-2018-750-277	277	DORMITORIO	bedroom	BEDROOM	2505	3.91666666666667	1.57692307692308	1.30769230769231	1.41666666666667	2.04166666666667	2.45833333333333	3.66666666666667		6.175	6.401	Partes de un edificio (A part of a building)
DiezAlamo-2018-750-278	278	COLMENA	beehive	BEEHIVE	88	5.375	4.53846153846154	4.11538461538461	5.41666666666667	3.75	3.04166666666667	3.75				
DiezAlamo-2018-750-279	279	ESCARABAJO	beetle	BEETLE	2242	5.125	7.15384615384615	6.96153846153846	1.91666666666667	1.54166666666667	1.54166666666667	1.79166666666667				Insectos (An insect)
DiezAlamo-2018-750-280	280	REMOLACHA	beets			6.20833333333333	2.15384615384615	7.30769230769231	1.29166666666667	1.20833333333333	5.875	4.5				Verduras (A vegetable)
DiezAlamo-2018-750-281	281	BANCO	bench	BENCH	2584	2.54166666666667	2.11538461538462	3	2.04166666666667	2.375	2.08333333333333	2.25	5.98305084745763	4.856	5.711	Dinero (A kind of money)
DiezAlamo-2018-750-282	282	ABEDUL	birch	BIRCH	1855	4.41666666666667	3.30769230769231	2.80769230769231	1.875	1.875	2.91666666666667	3.91666666666667				Árboles (A tree)
DiezAlamo-2018-750-283	283	GALLETA	biscuit			3.375	2.84615384615385	7.92307692307692	1.29166666666667	2.08333333333333	7.83333333333333	4.79166666666667				
DiezAlamo-2018-750-284	284	BISONTE	bison	BISON	3142	4.58333333333333	6.42307692307692	2.30769230769231	5.33333333333333	4.04166666666667	3.70833333333333	5.04166666666667				Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-285	285	MIRLO	blackbird			5.75	6.80769230769231	5.80769230769231	2.25	3.45833333333333	3.16666666666667	3.08333333333333				Aves (A bird)
DiezAlamo-2018-750-286	286	LICUADORA	blender			2.70833333333333	4.53846153846154	6.46153846153846	3.875	5.16666666666667	2.70833333333333	2.33333333333333				Utensilios de cocina (A kitchen utensil)
DiezAlamo-2018-750-287	287	ARÁNDANO	blueberry	BLUEBERRY	2809	6.83333333333333	2.30769230769231	7.46153846153846	1.29166666666667	1.20833333333333	6.91666666666667	4.45833333333333				Frutas (A fruit)
DiezAlamo-2018-750-288	288	ARRENDAJO	bluejay			3.83333333333333	3.84615384615385	3.80769230769231	2.75	2.20833333333333	2.54166666666667	1.95833333333333				
DiezAlamo-2018-750-289	289	BARCA	boat	BOAT	1844	3.875	5.92307692307692	2.80769230769231	2.95833333333333	3.41666666666667	2.08333333333333	2.45833333333333		6.02	5.93	Embarcaciones (A type of ship)
DiezAlamo-2018-750-290	290	CERROJO	bolts			2.75	2.80769230769231	6.76923076923077	1.95833333333333	2.54166666666667	1.875	1.66666666666667		5.286	6.455	
DiezAlamo-2018-750-291	291	BOMBA	bomb	BOMB	1804	5.20833333333333	3.38461538461538	5.30769230769231	8	7.875	1.375	3.95833333333333		5.136	5.792	Armas (A weapon)
DiezAlamo-2018-750-292	292	LIBRO	book	BOOK	963	4.5	3.11538461538462	7.61538461538461	2.33333333333333	1.875	2.66666666666667	3.70833333333333		6.066	6.261	Material de lectura (A type of reading material)
DiezAlamo-2018-750-293	293	BOTAS	boots	BOOT	585	4.66666666666667	3.92307692307692	7.23076923076923	2.04166666666667	2.58333333333333	1.70833333333333	3.16666666666667				Tipos de calzado (A type of footgear)
DiezAlamo-2018-750-294	294	PEÑA	boulder			3.54166666666667	2.69230769230769	1.96153846153846	3	4.375	2.20833333333333	2.875		4.369	4.684	Accidentes geográficos y formaciones naturales de la tierra (A natural Earth formation)
DiezAlamo-2018-750-295	295	RAMO	bouquet			6.625	2.76923076923077	7.57692307692308	1.58333333333333	1.41666666666667	2.875	5.16666666666667		4.884	6.176	
DiezAlamo-2018-750-296	296	CUENCO	bowl	BOWL	1530	3.29166666666667	2.73076923076923	7.53846153846154	2.125	2.25	3	1.95833333333333		5.122	5.626	Utensilios de cocina (A kitchen utensil)
DiezAlamo-2018-750-297	297	SUJETADOR	bra			4.45833333333333	2.88461538461538	7.80769230769231	2.58333333333333	1.25	2.33333333333333	2.25		5.392	5.408	Prendas de vestir (An article of clothing)
DiezAlamo-2018-750-298	298	PULSERA	bracelet	BRACELET	1754	5.16666666666667	3.26923076923077	7.80769230769231	1.66666666666667	1.70833333333333	2.54166666666667	1.875		6.163	5.954	
DiezAlamo-2018-750-299	299	PAN	bread	BREAD	1368	3.29166666666667	2.30769230769231	7.80769230769231	1.45833333333333	1.625	7.66666666666667	4.70833333333333			6.842	
DiezAlamo-2018-750-300	300	BRÓCOLI	broccoli	BROCCOLI	3726	5.20833333333333	2	7.42307692307692	1.33333333333333	1.16666666666667	5.25	5.16666666666667				Verduras (A vegetable)
DiezAlamo-2018-750-301	301	ESCOBA	broom	BROOM	245	3.29166666666667	4.19230769230769	7.30769230769231	2.66666666666667	2.25	1.45833333333333	2.20833333333333		6.328	5.849	'Herramientas (A carpenter''s tool)'
DiezAlamo-2018-750-302	302	CEPILLO	brush	BRUSH	1821	3.58333333333333	3.73076923076923	7.69230769230769	2	2.08333333333333	2.25	2.20833333333333		5.499	6.003	'Herramientas (A carpenter''s tool)'
DiezAlamo-2018-750-303	303	HEBILLA	buckle			3.45833333333333	2.65384615384615	7.38461538461539	2.66666666666667	1.79166666666667	2.125	1.83333333333333				
DiezAlamo-2018-750-304	304	COTORRA	budgie			5.25	6.76923076923077	5.26923076923077	2.5	4.79166666666667	2.66666666666667	2.83333333333333				Aves (A bird)
DiezAlamo-2018-750-305	305	COCHECITO	buggy			4.54166666666667	6.19230769230769	6.26923076923077	2.54166666666667	3.5	2.375	2.79166666666667				Juguetes (A toy)
DiezAlamo-2018-750-306	306	EDIFICIO	building	BUILDING	3396	3.54166666666667	1.38461538461538	1.23076923076923	2.45833333333333	3.875	2.125	2.33333333333333		5.694	6.568	Tipos de viviendas (A type of human dwelling)
DiezAlamo-2018-750-307	307	TORO	bull	BULL	1008	5.58333333333333	7.15384615384615	2.11538461538462	6.54166666666667	4.58333333333333	4.41666666666667	5.25		6.264	5.858	Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-308	308	BUNGALÓ	bungalow			4	2	1.23076923076923	2	3.04166666666667	2.625	3.125				
DiezAlamo-2018-750-309	309	AUTOBÚS	bus	BUS	1070	4.91666666666667	6.96153846153846	1.61538461538462	4.16666666666667	4.875	1.875	3.08333333333333		6.728	6.304	Vehículos (A type of vehicle)
DiezAlamo-2018-750-310	310	GAVILÁN	buzzard	BUZZARD	1865	4.83333333333333	7.11538461538461	4.19230769230769	4.04166666666667	3.625	3	3.91666666666667				Aves (A bird)
DiezAlamo-2018-750-311	311	REPOLLO	cabbage	CABBAGE	774	3.95833333333333	2.34615384615385	6.92307692307692	1.45833333333333	1.41666666666667	6.04166666666667	4.95833333333333				Verduras (A vegetable)
DiezAlamo-2018-750-312	312	ARMARIO	cabinet	CUPBOARD	3357	3.83333333333333	2.30769230769231	2.19230769230769	2.45833333333333	2.5	2.375	3.54166666666667		6.239	6.239	Muebles (An article of furniture)
DiezAlamo-2018-750-313	313	CACTUS	cactus	CACTUS	2595	5.20833333333333	1.73076923076923	5.34615384615385	4.91666666666667	1.20833333333333	2.04166666666667	2.5		6.209	6.509	Flores (A flower)
DiezAlamo-2018-750-314	314	JAULA	cage	CAGE	3283	2.70833333333333	2.11538461538462	5.53846153846154	3.375	2.70833333333333	1.625	3.5		6.07	6.485	
DiezAlamo-2018-750-315	315	CALCULADORA	calculator			2.95833333333333	2.76923076923077	7.53846153846154	1.83333333333333	2.04166666666667	2.08333333333333	1.45833333333333				
DiezAlamo-2018-750-316	316	TERNERO	calf	CALF	1989	3.66666666666667	7.03846153846154	4	3.04166666666667	3.5	6	4.875				Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-317	317	CAMELLO	camel	CAMEL	1871	4.70833333333333	6.65384615384615	2.73076923076923	3.66666666666667	3.33333333333333	3.125	5.33333333333333				Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-318	318	CAMISETA	camisole			5.5	3.61538461538462	7.65384615384615	1.33333333333333	1.33333333333333	2.375	3.04166666666667		6.368	6.528	Prendas de vestir (An article of clothing)
DiezAlamo-2018-750-319	319	CANARIO	canary			6.75	7.38461538461539	6.65384615384615	2	3.5	3.45833333333333	3.375		5.784	6.757	Aves (A bird)
DiezAlamo-2018-750-320	320	VELA	candle	CANDLE	1273	4	3.11538461538462	7.80769230769231	2.66666666666667	1.41666666666667	2.20833333333333	5.04166666666667		5.098	5.781	Embarcaciones (A type of ship)
DiezAlamo-2018-750-321	321	CARAMELO	candycane			5.5	2.96153846153846	7.92307692307692	1.79166666666667	2.04166666666667	7.70833333333333	4.41666666666667				Condimentos (A substance for flavoring food)
DiezAlamo-2018-750-322	322	CAÑÓN	cannon	CANNON	3202	4.41666666666667	2.76923076923077	2.69230769230769	7.375	7.29166666666667	1.625	2.83333333333333		5.53	5.594	Armas (A weapon)
DiezAlamo-2018-750-323	323	CANOA	canoe	CANOE	1970	3.91666666666667	6.07692307692308	3.76923076923077	2.83333333333333	3.375	1.91666666666667	2.33333333333333				Embarcaciones (A type of ship)
DiezAlamo-2018-750-324	324	MELÓN	cantaloupe	MELON	507	5.20833333333333	2.53846153846154	7.03846153846154	2.33333333333333	1.5	7.625	4.83333333333333				Frutas (A fruit)
DiezAlamo-2018-750-325	325	CAPA	cape	CAPE	1662	4.95833333333333	4.19230769230769	7.11538461538461	1.29166666666667	1.41666666666667	2.45833333333333	1.70833333333333		4.402		Prendas de vestir (An article of clothing)
DiezAlamo-2018-750-326	326	COCHE	car	CAR	1111	5.66666666666667	6.92307692307692	2	4.41666666666667	5.375	2.20833333333333	3.95833333333333		5.672	6.566	Vehículos (A type of vehicle)
DiezAlamo-2018-750-327	327	CARIBÚ	caribou	REINDEER	1876	4.54166666666667	5.19230769230769	3.88461538461538	2.75	2.70833333333333	3.25	3.08333333333333				
DiezAlamo-2018-750-328	328	ALFOMBRA	carpet	RUG	292	4.91666666666667	2.26923076923077	6.03846153846154	1.58333333333333	1.29166666666667	1.58333333333333	2.54166666666667		6.197	5.987	Muebles (An article of furniture)
DiezAlamo-2018-750-329	329	GATO	cat	CAT	1208	5	7.30769230769231	6.76923076923077	3.375	3.20833333333333	2.91666666666667	4.83333333333333				Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-330	330	CATAPULTA	catapult			3.41666666666667	4	2.42307692307692	6.66666666666667	5.41666666666667	1.625	2.04166666666667				Armas (A weapon)
DiezAlamo-2018-750-331	331	ORUGA	caterpillar	CATERPILLAR	2247	5.375	6.07692307692308	6.65384615384615	2.25	1.25	1.625	1.91666666666667				Insectos (An insect)
DiezAlamo-2018-750-332	332	CATEDRAL	cathedral			3.75	1.34615384615385	1.07692307692308	2.20833333333333	3.16666666666667	2.125	3.79166666666667		6.724	6.394	Edificios religiosos (A building for religious service)
DiezAlamo-2018-750-333	333	COLIFLOR	cauliflower	CAULIFLOWER	2843	3.41666666666667	2.26923076923077	7.34615384615385	1.33333333333333	1.29166666666667	5.25	5.75		6.402	4.964	Verduras (A vegetable)
DiezAlamo-2018-750-334	334	CEDRO	cedar			4.04166666666667	2.76923076923077	2.69230769230769	2.25	2.29166666666667	2.91666666666667	3.70833333333333				Árboles (A tree)
DiezAlamo-2018-750-335	335	APIO	celery	CELERY	3727	3.58333333333333	2.23076923076923	7.23076923076923	1.375	1.33333333333333	4.625	4.58333333333333				Verduras (A vegetable)
DiezAlamo-2018-750-336	336	BODEGA	cellar			3.5	1.34615384615385	1.34615384615385	1.5	2.875	2.95833333333333	5.125		5.735	5.793	Partes de un edificio (A part of a building)
DiezAlamo-2018-750-337	337	VIOLONCHELO	cello			4.08333333333333	4	5.5	2.33333333333333	5.20833333333333	2.625	1.875				Instrumentos musicales (A musical instrument)
DiezAlamo-2018-750-338	338	CERTIFICADO	certificate			2.125	1.96153846153846	7.46153846153846	1.375	1.125	2.375	1.66666666666667				
DiezAlamo-2018-750-339	339	CADENA	chain	CHAIN	1627	3.45833333333333	3.15384615384615	7.19230769230769	4.58333333333333	3.375	1.83333333333333	2.41666666666667		4.143	6.443	Armas (A weapon)
DiezAlamo-2018-750-340	340	TIZA	chalk			3.16666666666667	3.96153846153846	7.88461538461539	1.875	2.75	1.79166666666667	2.95833333333333				
DiezAlamo-2018-750-341	341	CANDELABRO	chandelier			4.20833333333333	2.69230769230769	7.19230769230769	3.20833333333333	2	2	3				Armas (A weapon)
DiezAlamo-2018-750-342	342	CAPILLA	chapel			3.45833333333333	1.61538461538462	1.19230769230769	2	2.875	2.04166666666667	3.54166666666667		5.587	6.461	Edificios religiosos (A building for religious service)
DiezAlamo-2018-750-343	343	QUESO	cheese	CHEESE	1569	4.45833333333333	2.26923076923077	7.15384615384615	1.5	1.20833333333333	7.16666666666667	6.66666666666667		5.992	5.849	Condimentos (A substance for flavoring food)
DiezAlamo-2018-750-344	344	GUEPARDO	cheetah	CHEETAH	3146	6.04166666666667	7.46153846153846	2.26923076923077	6.95833333333333	5.20833333333333	3.20833333333333	5				Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-345	345	CEREZA	cherry	CHERRY	2765	7.08333333333333	2.38461538461538	7.73076923076923	1.41666666666667	1.04166666666667	7.58333333333333	4.16666666666667				Frutas (A fruit)
DiezAlamo-2018-750-346	346	PÁJARO	bird	BIRD	937	5.95833333333333	7.53846153846154	6.65384615384615	2.33333333333333	3.83333333333333	4	3.875		5.012		Aves (A bird)
DiezAlamo-2018-750-347	347	POLLO	chicken	CHICKEN	1318	5.125	6.88461538461539	6.73076923076923	2.66666666666667	3.41666666666667	7.83333333333333	5.16666666666667		6.491	6.505	Aves (A bird)
DiezAlamo-2018-750-348	348	CHIMPANCÉ	chimp	CHIMPANZEE	3734	5.29166666666667	7.30769230769231	3.26923076923077	4.08333333333333	4.875	2.54166666666667	5.41666666666667				Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-349	349	CINCEL	chisel	CHISEL	1979	3	3.92307692307692	6.61538461538461	3.16666666666667	2.625	2.04166666666667	2.25				'Herramientas (A carpenter''s tool)'
DiezAlamo-2018-750-350	350	IGLESIA	church	CHURCH	1349	3.29166666666667	1.42307692307692	1.07692307692308	2.375	3.29166666666667	1.875	3.45833333333333		5.662	5.713	Edificios religiosos (A building for religious service)
DiezAlamo-2018-750-351	351	PURO	cigar			3.375	3.26923076923077	7.11538461538461	4.04166666666667	1.375	2.16666666666667	5.625		3.652		
DiezAlamo-2018-750-352	352	CIGARRILLO	cigarette	CIGARETTE	969	2.91666666666667	3.76923076923077	7.76923076923077	5.04166666666667	1.33333333333333	2.45833333333333	6.75		6.299	5.832	
DiezAlamo-2018-750-353	353	ALMEJA	clam			3.66666666666667	3.42307692307692	7.57692307692308	1.79166666666667	1.33333333333333	5.95833333333333	5.41666666666667				
DiezAlamo-2018-750-354	354	ABRAZADERA	clamp			3	2.30769230769231	4.88461538461539	2.58333333333333	2.58333333333333	2.29166666666667	1.91666666666667				Flores (A flower)
DiezAlamo-2018-750-355	355	CLARINETE	clarinet			4.95833333333333	3.46153846153846	6.96153846153846	2.29166666666667	5.08333333333333	2.79166666666667	1.75				Instrumentos musicales (A musical instrument)
DiezAlamo-2018-750-356	356	RELOJ	clock	CLOCK	1323	4.16666666666667	5.73076923076923	7.69230769230769	1.91666666666667	2.95833333333333	2.20833333333333	1.66666666666667		6.518	6.043	Prendas de vestir (An article of clothing)
DiezAlamo-2018-750-357	357	VESTIDOR	closet			4.20833333333333	1.61538461538462	1.61538461538462	1.54166666666667	2.04166666666667	2.625	3.16666666666667				Muebles (An article of furniture)
DiezAlamo-2018-750-358	358	CUCARACHA	cockroach	COCKROACH	1575	4.58333333333333	6.73076923076923	6.88461538461539	2.41666666666667	1.45833333333333	1.33333333333333	1.83333333333333				Insectos (An insect)
DiezAlamo-2018-750-359	359	COCO	coconut	COCONUT	970	4.33333333333333	2.69230769230769	7.46153846153846	3.29166666666667	2.08333333333333	6.95833333333333	4.375		5.548		Frutas (A fruit)
DiezAlamo-2018-750-360	360	BACALAO	cod			3.375	6.19230769230769	6.38461538461539	1.70833333333333	1.5	6.25	5.625		6.039	6.534	Peces (A fish)
DiezAlamo-2018-750-361	361	MONEDA	coin	COIN	1867	5.29166666666667	4.15384615384615	7.96153846153846	1.66666666666667	2.33333333333333	1.91666666666667	3.20833333333333		5.873	6.295	Dinero (A kind of money)
DiezAlamo-2018-750-362	362	ESCURRIDOR	colander			2.83333333333333	2.76923076923077	7.38461538461539	1.45833333333333	1.91666666666667	2.125	1.95833333333333				Utensilios de cocina (A kitchen utensil)
DiezAlamo-2018-750-363	363	CORCHO	cork			3.04166666666667	2	7.23076923076923	1.875	2.08333333333333	2.5	2.45833333333333				Partes de un edificio (A part of a building)
DiezAlamo-2018-750-364	364	SACACORCHOS	corkscrew			3.33333333333333	3.26923076923077	7.76923076923077	4	2.33333333333333	2.16666666666667	1.75				Utensilios de cocina (A kitchen utensil)
DiezAlamo-2018-750-365	365	MAÍZ	corn	MAIZE	506	5.91666666666667	2.26923076923077	7.65384615384615	1.45833333333333	1.70833333333333	6.875	4		6.406	6.156	
DiezAlamo-2018-750-366	366	CHALET	cottage			3.83333333333333	1.26923076923077	1.15384615384615	1.58333333333333	2.95833333333333	2.58333333333333	3.33333333333333		6.368	6.576	Tipos de viviendas (A type of human dwelling)
DiezAlamo-2018-750-367	367	PUMA	cougar			5.75	7.42307692307692	2.23076923076923	6.70833333333333	5.375	3.04166666666667	5.125				Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-368	368	COYOTE	coyote	COYOTE	912	4.79166666666667	7.07692307692308	3.26923076923077	4.75	4.04166666666667	3.25	4.66666666666667		5.327	5.789	Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-369	369	CANGREJO	crab	CRAB	2348	6.5	6.73076923076923	7.11538461538461	3.83333333333333	1.91666666666667	5.58333333333333	4.29166666666667				Peces (A fish)
DiezAlamo-2018-750-370	370	ROTULADOR	crayon			6.54166666666667	3.69230769230769	7.84615384615385	1.79166666666667	1.91666666666667	1.875	4.33333333333333				
DiezAlamo-2018-750-371	371	COCODRILO	crocodile	CROCODILE	1857	5.875	6.96153846153846	2.42307692307692	7.08333333333333	3.95833333333333	3.20833333333333	3.875		5.735		Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-372	372	BALLESTA	crossbow	CROSSBOW	3193	3.33333333333333	3.76923076923077	6.03846153846154	6.875	4.95833333333333	1.75	1.95833333333333				Armas (A weapon)
DiezAlamo-2018-750-373	373	CUERVO	crow	CROW	913	5.125	7.38461538461539	5.11538461538461	4.29166666666667	4.5	2.83333333333333	4.08333333333333				Aves (A bird)
DiezAlamo-2018-750-374	374	PALANCA	crowbar			2.58333333333333	4.26923076923077	6.34615384615385	3.20833333333333	2.41666666666667	2.04166666666667	1.79166666666667		5.49	4.613	'Herramientas (A carpenter''s tool)'
DiezAlamo-2018-750-375	375	PEPINO	cucumber	CUCUMBER	496	5.58333333333333	2.26923076923077	7.73076923076923	1.75	1.29166666666667	6	3.66666666666667				Verduras (A vegetable)
DiezAlamo-2018-750-376	376	DESPENSA	cupboard	CUPBOARD	3357	3.33333333333333	1.30769230769231	1.53846153846154	1.41666666666667	1.91666666666667	4.08333333333333	4				Partes de un edificio (A part of a building)
DiezAlamo-2018-750-377	377	CORTINAS	curtains	CURTAIN	2621	4.41666666666667	4.03846153846154	6.23076923076923	1.54166666666667	1.875	2.16666666666667	2.20833333333333				Muebles (An article of furniture)
DiezAlamo-2018-750-378	378	DAGA	dagger			3.79166666666667	3.42307692307692	6.38461538461539	6.75	2.625	2.04166666666667	1.5				Armas (A weapon)
DiezAlamo-2018-750-379	379	DÁLMATA	dalmation			5.125	7.23076923076923	5	3.04166666666667	3.95833333333333	3	4.625				
DiezAlamo-2018-750-380	380	CIERVO	deer	DEER	1936	4.75	7.15384615384615	3.26923076923077	4.45833333333333	3.58333333333333	4.20833333333333	4.625		6.519	5.999	Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-381	381	EURO	dime			4.58333333333333	3.69230769230769	7.42307692307692	1.83333333333333	2.08333333333333	2	2.91666666666667				Dinero (A kind of money)
DiezAlamo-2018-750-382	382	PLATO	dish	PLATE	480	3.08333333333333	2.69230769230769	7.73076923076923	2.54166666666667	2.75	3.20833333333333	2.33333333333333				Utensilios de cocina (A kitchen utensil)
DiezAlamo-2018-750-383	383	LAVAVAJILLAS	dishwasher			2.41666666666667	2.84615384615385	2.19230769230769	1.95833333333333	3.95833333333333	1.75	3.83333333333333				Utensilios de cocina (A kitchen utensil)
DiezAlamo-2018-750-384	384	PERRO	dog	DOG	2009	4.91666666666667	7.38461538461539	6.19230769230769	3.375	4.45833333333333	2.91666666666667	5.41666666666667		6.443	6.573	Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-385	385	DELFÍN	dolphin	DOLPHIN	1479	5.04166666666667	7.65384615384615	2.69230769230769	2.70833333333333	3.79166666666667	3.25	3.29166666666667				Peces (A fish)
DiezAlamo-2018-750-386	386	BURRO	donkey	DONKEY	1862	3.79166666666667	6.73076923076923	2.96153846153846	3.83333333333333	4.29166666666667	3.08333333333333	5.625		4.94		Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-387	387	POMO	doorknob			3.33333333333333	3.38461538461538	7.73076923076923	2.04166666666667	2.41666666666667	2.04166666666667	1.95833333333333				
DiezAlamo-2018-750-388	388	DESAGÜE	drain			2.25	2.19230769230769	2.84615384615385	1.875	3.29166666666667	1.08333333333333	6.41666666666667				
DiezAlamo-2018-750-389	389	TELÓN	drapes			5.54166666666667	4	4.42307692307692	1.625	2.29166666666667	1.91666666666667	2.25		5.617	6.154	
DiezAlamo-2018-750-390	390	VESTIDO	dress	DRESS	474	5.66666666666667	3.57692307692308	7.38461538461539	1.41666666666667	1.125	2.33333333333333	2.66666666666667		6.076		Prendas de vestir (An article of clothing)
DiezAlamo-2018-750-391	391	TALADRO	drill	DRILL	3423	3.20833333333333	5.03846153846154	7.03846153846154	6.04166666666667	6.20833333333333	1.75	2.29166666666667				'Herramientas (A carpenter''s tool)'
DiezAlamo-2018-750-392	392	PATO	duck	DUCK	1360	5.08333333333333	7.11538461538461	5.80769230769231	2.75	3.45833333333333	5.16666666666667	4.41666666666667		6.249	6.573	Aves (A bird)
DiezAlamo-2018-750-393	393	OREJERAS	earmuffs			3.95833333333333	2.26923076923077	6.88461538461539	1.33333333333333	1.20833333333333	2.45833333333333	1.66666666666667				
DiezAlamo-2018-750-394	394	ANGUILA	eel	FRESHWATER EEL	1013	4.125	6.69230769230769	4.5	4.625	2.41666666666667	3.83333333333333	3.29166666666667				Peces (A fish)
DiezAlamo-2018-750-395	395	BERENJENA	eggplant	AUBERGINE	1146	5.95833333333333	2.26923076923077	7.65384615384615	1.29166666666667	1.04166666666667	6.375	4.25				Verduras (A vegetable)
DiezAlamo-2018-750-396	396	ELEFANTE	elephant	ELEPHANT	1290	4.29166666666667	6.96153846153846	1.26923076923077	5	5.41666666666667	2.95833333333333	5.41666666666667		6.412	5.094	Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-397	397	CORZO	elk	ELK	1772	3.66666666666667	4.61538461538461	3.42307692307692	2.875	3.04166666666667	3.20833333333333	3.5				Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-398	398	ESMERALDA	emerald			7.29166666666667	2.15384615384615	7	1.83333333333333	1.58333333333333	3.29166666666667	1.83333333333333		6.546	5.525	Piedras preciosas (A precious stone)
DiezAlamo-2018-750-399	399	EMÚ	emu	EMU	2817	3.95833333333333	5.96153846153846	2.73076923076923	3.875	2.875	3.125	3.20833333333333				Aves (A bird)
DiezAlamo-2018-750-400	400	SOBRE	envelope	ENVELOPE	3088	2.625	3.15384615384615	7.73076923076923	1.41666666666667	1.625	2.20833333333333	2.08333333333333				
DiezAlamo-2018-750-401	401	HALCÓN	falcon	FALCON	3258	4.83333333333333	7.57692307692308	4.53846153846154	5.04166666666667	4.125	3.20833333333333	4.33333333333333				Aves (A bird)
DiezAlamo-2018-750-402	402	CERVATILLO	fawn			4.95833333333333	7	3.76923076923077	3.20833333333333	3.20833333333333	4.125	4.66666666666667				Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-403	403	PINZÓN	finch	FINCH	3721	4.75	5.38461538461539	5.88461538461539	3.79166666666667	2.45833333333333	2.70833333333333	2.66666666666667				Aves (A bird)
DiezAlamo-2018-750-404	404	FLAMENCO	flamingo	FLAMINGO	3722	6.20833333333333	6.88461538461539	3.46153846153846	2.66666666666667	3.875	3.58333333333333	3.91666666666667		5.049	5.137	Bailes (A type of dance)
DiezAlamo-2018-750-405	405	PULGA	flea	FLEA	232	2.5	7.19230769230769	6.23076923076923	3.125	1.125	1.29166666666667	1.58333333333333				Insectos (An insect)
DiezAlamo-2018-750-406	406	ZORRO	fox	FOX	1312	5.91666666666667	7.34615384615385	3.53846153846154	4.41666666666667	3.41666666666667	3.41666666666667	4.5		6.047	6.204	Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-407	407	CONGELADOR	freezer			2.875	1.84615384615385	2.53846153846154	2.95833333333333	2.54166666666667	2.33333333333333	3.25				Utensilios de cocina (A kitchen utensil)
DiezAlamo-2018-750-408	408	PORTÓN	gate	GATE	2940	3.5	3.46153846153846	2.57692307692308	2.08333333333333	4.08333333333333	1.875	2.20833333333333		4.853	5.526	
DiezAlamo-2018-750-409	409	JIRAFA	giraffe	GIRAFFE	3089	6.25	7.19230769230769	2.42307692307692	3.66666666666667	3.125	3.04166666666667	4.45833333333333				Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-410	410	GLACIAR	glacier			4.5	3.76923076923077	1.19230769230769	3.75	3.625	3.54166666666667	2.04166666666667				Accidentes geográficos y formaciones naturales de la tierra (A natural Earth formation)
DiezAlamo-2018-750-411	411	GUANTES	gloves	GLOVE	867	3.70833333333333	3	7.80769230769231	1.25	1.20833333333333	2.20833333333333	2.625				Prendas de vestir (An article of clothing)
DiezAlamo-2018-750-412	412	CABRA	goat	GOAT	1502	3.66666666666667	7.19230769230769	4.23076923076923	4.16666666666667	4	4.625	5.625		6.22	6.111	Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-413	413	BOLA	golfball			3.66666666666667	5.61538461538461	7.46153846153846	3.125	2.75	2.54166666666667	1.625		5.248	6.594	
