ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	SEMANTIC_CLASS	TYPICAL_ATTRIBUTE	COHYPONYMY	TYPICAL_EVENT	HYPERONYM	MERONYM	RANDOM_ADJECTIVE	RANDOM_NOUN	RANDOM_VERB
Baroni-2011-200-104	104	ant	587	ANT	insect	black, hard-working, industrious, red, small, social, strong, tiny	bee, beetle, butterfly, cockroach, cricket, dragonfly, fly, grasshopper, hornet, ladybug, locust, mosquito, moth, silverfish, wasp	attack, bite, breathe, build, crawl, devour, die, eat, follow, kill, lay, live, walk	animal, arthropod, bug, creature, insect, invertebrate	antenna, body, exoskeleton, head, leg	appropriate, lead, midweek, second, snappy, very, whole	burn, coffee-table, com, combustion, container, deadline, di, director, gem, headline, humanist, loop, novelist, nowt, overpass, plagiarism, president, riser, schema, specialist, stead, switching, theorem	clip, conceive, create, experience, grant, offend, relay, resign, think, win
Baroni-2011-200-105	105	beetle	2242	BEETLE	insect	beautiful, big, black, colorful, colourful, green, hard, large, ugly	ant, bee, butterfly, cockroach, cricket, dragonfly, fly, grasshopper, hornet, ladybug, locust, mosquito, moth, silverfish, wasp	breathe, capture, catch, crawl, die, eat, fly, lay, live, walk	animal, arthropod, bug, creature, insect, invertebrate	antenna, body, exoskeleton, head, leg, shell, wing	European-, enormous-, lyrical-, next-, predictable-, traditional	Latin, advisor, being, brake, burst, comet, e-mails, entrepreneur, epidemiologist, fringe, ibs, loom, magnet, malediction, mascot, mcmuffin, minute, protease, request, room, saga, sentencing, spectrum, surprise, weak	believe-, come-, dedicate-, file-, represent-, stack-, teach-, tolerate
Baroni-2011-200-106	106	butterfly	1791	BUTTERFLY	insect	beautiful, black, blue, colorful, colourful, delicate, pretty, rare, red, tropical, yellow	ant, bee, beetle, cockroach, cricket, dragonfly, fly, grasshopper, hornet, ladybug, locust, mosquito, moth, silverfish, wasp	breathe, capture, catch, collect, dance, die, eat, flutter, fly, lay, live, pin, study, watch	animal, arthropod, creature, insect, invertebrate	antenna, body, color, colour, head, leg, wing	Catholic, Israeli, accurate, apparent, cheerful, mistaken, notable, prime, vacant	Anyone, actuator, affidavit, arrest, boutique, cochlea, crime, critic, curia, footbridge, license, maximum, offensive, phonecards, repo, responsiveness, s, sector, smoker, spacer, spoiler, technique, technology	adapt-, ask-, assist-, break-, doom-, entice-, fall-, found-, head-, mean-, present-, pull-, sort-, write
Baroni-2011-200-107	107	cockroach	1575	COCKROACH	insect	black, brown, dirty, disgusting, hard, ugly	ant, bee, beetle, butterfly, cricket, dragonfly, fly, grasshopper, hornet, ladybug, locust, mosquito, moth, silverfish, wasp	breathe-, capture-, catch-, crawl-, die-, eat-, fly-, hide-, infest-, kill-, lay-, live-, loathe-, scuttle	animal, arthropod, bug, creature, insect, invertebrate, pest	antenna, body, exoskeleton, leg, shell, wing	Darwinian, evil, inaccurate, likely, monastic, personal	DIY, LSD, Ms, advertisement, announcer, bust, ceremony, certification, conclave, ensemble, expediency, fibrosis, fiction, heath, imbalance, individual, interception, lancet, mesosphere, mould, pensioner, son, subconscious, trust, vols	allow, book, clutch, conduct, fire, foul, guarantee, land, outline, play, shortlisted, suggest
Baroni-2011-200-108	108	grasshopper	607	GRASSHOPPER	insect	edible, green, loud, noisy	ant, bee, beetle, butterfly, cockroach, cricket, dragonfly, fly, hornet, ladybug, locust, mosquito, moth, silverfish, wasp	breathe, capture, catch, chirp, die, eat, fly, hop, jump, lay, live, whir	animal, arthropod, bug, creature, insect, invertebrate	antenna, body, exoskeleton, head, leg, shell, wing	cumbersome, floral, protective	CR, axis, barbecue, bus, childhood, cinchona, collage, conductivity, convenience, crimestoppers, dissatisfaction, friendship, gold, haulier, italic, keyword, line, local, malediction, mane, model, patient, progenitor, subway, touch	account, baptise, commence, continue, cut, reread, swagger, test, think, underlie
Baroni-2011-200-109	109	hornet	3261	HORNET	insect	big, black, dangerous, large, noisy, yellow	ant, bee, beetle, butterfly, cockroach, cricket, dragonfly, fly, grasshopper, ladybug, locust, mosquito, moth, silverfish, wasp	annoy, attack, breathe, buzz, capture, catch, crawl, die, eat, fly, kill, lay, live, sting	animal, arthropod, creature, insect, invertebrate	antenna, body, head, leg, stinger, wing	communist, east, famous, flagship, magnificent, new	Stilton, analogue, auto, boom, burner, cagoule, centrepiece, decision-maker, effectiveness, goal, government, gymnasium, layout, ligament, modicum, obedience, opposite, panelling, researcher, screen, spaghetti, stock, straightaway, tournament	beat, blaze, blossom, choose, count, generate, merge, progress, ranch, require, retreat, spell, view
Baroni-2011-200-110	110	moth	2828	MOTH	insect	brown, gray, grey, nocturnal, white	ant, bee, beetle, butterfly, cockroach, cricket, dragonfly, fly, grasshopper, hornet, ladybug, locust, mosquito, silverfish, wasp	attract, breathe, capture, catch, chase, die, eat, flutter, fly, lay, live	animal, arthropod, creature, insect, invertebrate	antenna, body, head, leg, wing	convenient, neat, personalized, residual	Christianity, approx, atrocity, bungler, colon, dairy, dung, ebb, firewall, inflorescence, order, overexertion, railroad, rayon, reredos, scrapbook, secession, spacetime, swimming, telephone, vacancy, watercolour, winner, youth	advise, ask, blossom, concentrate, deter, disclose, enable, equip, know, separate, train
Baroni-2011-200-111	111	wasp	1517	WASP	insect	black, dangerous, noisy, yellow	ant, bee, beetle, butterfly, cockroach, cricket, dragonfly, fly, grasshopper, hornet, ladybug, locust, mosquito, moth, silverfish	annoy, attack, breathe, buzz, capture, catch, crawl, die, eat, fly, kill, lay, live, sting	animal, arthropod, creature, insect, invertebrate	antenna, body, head, leg, stinger, wing	magnetic, obvious, undefeated, undergraduate	bibliography, bishop, bodyweight, bsc, civilization, cyclone, diner, doorstep, drabness, ginkgo, lance, matt, occupation, purpose, sedative, series, seventy, stroke, thousand, truth, unification	approve, bead, beget, blow, count, descend, meet, paint, participate, remain, shorten, sort, vote
Baroni-2011-200-112	112	cello			musical_instrument	big, brown, expensive, large, melodious, new, old, small	bagpipe, banjo, bass, clarinet, drum, flute, guitar, harmonica, harp, horn, kazoo, mandolin, oboe, organ, piano, pianoforte, sax, saxophone, trombone, trumpet, ukulele, violin	buy, carry, enjoy, hear, learn, listen, make, own, perform, play, practice, practise, produce, sell, sound, study, tune, use	artefact, artifact, device, instrument, object	back, body, bottom, bout, bow, bridge, fingerboard, front, hole, neck, peg, scroll, string, top, tuner, wood	Irish, available, desultory, due, inclusive, other, personal	acolyte, aura, blowtorch, brief, certificate, chart, climb, common, cupboard, currency, d-day, deal, div, dump, format, genomics, guilt, habit, hand, high-throughput, homotopy, inning, isthmus, journey, linux, million, motorcycle, offspring, parking, printmaker, prospect, riding, runner, species, specific, taylor, thread, ticket, title, transition	act, age, base, bear, become, cope, do, encourage, evolve, form, increase, manage, offer, organise, quit, search, work
Baroni-2011-200-113	113	clarinet			musical_instrument	big, expensive, long, loud, melodious, new, noisy, old, short, small, tall	bagpipe, banjo, bass, cello, drum, flute, guitar, harmonica, harp, horn, kazoo, mandolin, oboe, organ, piano, pianoforte, sax, saxophone, trombone, trumpet, ukulele, violin	blow, buy, carry, enjoy, hear, learn, listen, make, own, perform, play, practice, practise, produce, sell, sound, study, tune, use	artefact, artifact, device, instrument, object, woodwind	barrel, bell, bore, hole, joint, key, metal, mouthpiece, reed, wood	East, bright, human, large, lax, national, necessary, official, other	Persian, Scrooge, ad-hoc, architecture, armament, ballpark, blood, boxer, closure, coleslaw, curate, defendant, di, empire, entrance, fat, glove, growth, hotline, hub, ideal, linux, mogul, mortar, pharmacy, prise, reassurance, resignation, seam, storage, towel, vigil, washington	achieve, call, consist, deal, divide, do, fly, increase, live, mark, oppose, pose, raise, settle, simplify
Baroni-2011-200-114	114	flute	777	FLUTE	musical_instrument	big, expensive, long, loud, melodious, new, noisy, old, small, thin	bagpipe, banjo, bass, cello, clarinet, drum, guitar, harmonica, harp, horn, kazoo, mandolin, oboe, organ, piano, pianoforte, sax, saxophone, trombone, trumpet, ukulele, violin	blow, buy, carry, enjoy, hear, learn, listen, make, own, perform, play, practice, practise, produce, sell, sound, study, tune, use	artefact, artifact, device, instrument, object, woodwind	copper, hole, key, metal, nickel, silver, wood	educational-, further-, loathsome-, other-, pet-, popular-, underwater	GMA, Nazism, O, administrator, biographer, code, following, food, garlic, il, krill, lieutenant, milestone, minimalism, mitigation, module, phone, postmodernity, priory, python, quote, recharge, safekeeping, siege, squash, starvation, suggestion, tit, tomb, translation, width	accept, allocate, allow, believe, gain, gear, give, go, pray, provide, star, suggest, surround, tick
Baroni-2011-200-115	115	guitar	3090	GUITAR	musical_instrument	acoustic, big, cheap, electric, electrical, expensive, large, long, loud, melodious, new, noisy, old, small	bagpipe-, banjo-, bass-, cello-, clarinet-, drum-, flute-, harmonica-, harp-, horn-, kazoo-, mandolin-, oboe-, organ-, piano-, pianoforte-, sax-, saxophone-, trombone-, trumpet-, ukulele-, violin	buy, carry, enjoy, hear, learn, listen, make, own, perform, pick, play, pluck, plug, practice, practise, produce, sell, sound, strum, study, teach, tune, use	artefact, artifact, device, instrument, object	back, body, bottom, bridge, fingerboard, fret, fretboard, front, hole, neck, peg, pickup, plastic, strap, string, top, wood	French, biblical, front, main, measurable, other, possible, pro-life, rounded, such, unexpected	GP, abductor, adam, archives, arrangement, background-color, chairman, downsizing, epicentre, exclusion, facilitation, favour, footnote, hat-trick, impression, int, intake, light, liturgy, location, macrobiotics, mansion, occultism, pollution, premier, prevarication, release, remain, report, score, shift, stimulation, twenty-one, vagina, voice, vote, wart, washing, wound	accede, assist, comment, concede, cut, damage, do, ensure, gain, generalize, go, implement, leave, locate, provide, share, team, try, understand, write
Baroni-2011-200-116	116	piano	3994	PIANO (INSTRUMENT)	musical_instrument	big, black, cheap, electric, electrical, expensive, large, loud, melodious, new, old, small, white	bagpipe, banjo, bass, cello, clarinet, drum, flute, guitar, harmonica, harp, horn, kazoo, mandolin, oboe, organ, sax, saxophone, trombone, trumpet, ukulele, violin	buy, carry, enjoy, hear, learn, listen, make, own, perform, play, practice, practise, produce, sell, sound, study, teach, tune, use	artefact, artifact, device, furniture, instrument	back, bottom, ebony, front, ivory, key, keyboard, pedal, rim, steel, string, top, wood	European, able, compact, comprehensive, definite, extra, first, formal, great, mobile	TV, airspace, attraction, belly, cast, cognition, coliforms, cooker, counseling, cusp, fermentation, followup, garbage, ii, inclusion, investor, macrophage, mammal, payment, permit, physiotherapy, post-graduate, pound, pts, putrefaction, relation, reluctance, sieve, superfluid, taxation, whore, wicket	add, afford, arrive, choose, declare, do, embrace, face, give, link, miss, point, save, state
Baroni-2011-200-117	117	saxophone			musical_instrument	big, cheap, expensive, gold, golden, long, loud, melodious, new, noisy, old, shiny, short, small, tall	bagpipe, banjo, bass, cello, clarinet, drum, flute, guitar, harmonica, harp, horn, kazoo, mandolin, oboe, organ, piano, pianoforte, trombone, trumpet, ukulele, violin	blow, buy, carry, enjoy, hear, learn, listen, make, own, perform, play, practice, practise, produce, sell, sound, study, tune, use	artefact, artifact, device, instrument, object, woodwind	bore, brass, hole, key, metal, mouthpiece, reed, silver	Creole, able, angry, compulsory, convenient, due, funny, high, more, next, non-commercial, satellite, third	airport, algorithm, barrier, blackboard, blogger, cabinet, competence, disdain, enzyme, establishment, ethnology, fairground, fare, fragmentation, guarantee, manager, mop, mushroom, outbuilding, outlook, province, shark, spectroscopy, statute, storyteller, sweat, sycophant, tense, tong, triumvirate, vibes	compute, consider, decline, enable, follow, issue, launch, lead, mean, plant, provide, regard, reject, swing, unfold, view
Baroni-2011-200-118	118	trumpet	775	TRUMPET	musical_instrument	big, cheap, expensive, gold, golden, long, loud, melodious, new, noisy, old, shiny, small	bagpipe, banjo, bass, cello, clarinet, drum, flute, guitar, harmonica, harp, horn, kazoo, mandolin, oboe, organ, piano, pianoforte, sax, saxophone, trombone, ukulele, violin	blare, blow, buy, carry, enjoy, hear, learn, listen, make, own, perform, play, practice, practise, produce, sell, sound, study, tune, use	artefact, artifact, device, instrument, object, woodwind	bore, brass, hole, key, metal, mouthpiece, silver, valve	additional, cardiovascular, glad, in-house, northeastern, showy, sophisticated, stunning, true	Moroccan, SPARC, abseil, advance, beta, bool, budget, citizenship, college, contemplation, cyst, debate, disinfectant, east, feeling, finding, fireplace, grave, hillside, infinite, jail, landmine, lining, mentor, outlet, poem, poverty, residence, shear, sprocket, squad, stove, swathe, youngster	begin, bring, clear, do, effect, experience, keep, kill, know, organize, overcome, please, report, represent, respect, sandwich, say, wear
Baroni-2011-200-119	119	violin			musical_instrument	big, brown, cheap, expensive, large, melodious, new, old, small	bagpipe, banjo, bass, cello, clarinet, drum, flute, guitar, harmonica, harp, horn, kazoo, mandolin, oboe, organ, piano, pianoforte, sax, saxophone, trombone, trumpet, ukulele	buy, carry, enjoy, hear, learn, listen, make, own, perform, play, practice, practise, produce, sell, sound, study, tune, use	artefact, artifact, device, instrument, object	back, body, bottom, bout, bow, bridge, fingerboard, front, hole, neck, peg, rest, scroll, string, top, tuner, wood	different, established, further, informal, last, obstetric, subsequent	Judaism, Negro, UTC, aggregate, anticipation, bedding, borderland, cart, checking, clippers, club, comb, consent, contribution, coverage, crawl, defense, diarrhoea, disease, emergency, explosive, fescue, fit, heyday, issuer, life, literature, maintenance, op, past, pen, physiotherapist, pouch, range, returners, riding, seating, secretion, taxi	admit, affect, defend, discuss, do, hold, include, keep, precede, retire, serve, travel, wait, write
Baroni-2011-200-120	120	axe	677	AXE	tool	big, dangerous, good, heavy, long, new, noisy, old, powerful, rusty, sharp, short, small, strong, useful	chisel, corkscrew, dagger, drill, fork, hammer, hatchet, knife, mallet, pincer, pincers, plier, pliers, rake, saw, scalpel, scissor, scissors, screwdriver, shovel, sieve, spade, spear, spoon, sword, tweezer, tweezers, wrench	buy, carry, chop, clean, cut, disassemble, dismantle, divide, hit, hold, hurt, keep, kill, make, produce, sharpen, split, swing, throw, use, wield, work	artefact, artifact, cutlery, implement, object, tool, utensil, weapon	blade, edge, handle, head, iron, metal, steel, wood	British, air-conditioned, available, blue, ethical, only, sad, social, such, various, wonderful, would-be	accession, adaptation, adherence, cashier, chmod, clearance, coast, collision, consulting, critic, drape, ecology-conservation, gain, game, grandeur, hairbrush, half-back, handshake, launcher, motivation, obelisk, ostrich, ovoid, photon, poet, popularization, power, power-up, queer, religion, ringside, skunk, sophomore, spitfire, start-up, story, sustenance, travel, upholstery, vruttanama	appear, appoint, await, bottle, cease, consider, corrupt, do, drive, give, illustrate, inflame, install, lose, man, present, punch, require, see, shut, stay, uninstall
Baroni-2011-200-121	121	chisel	1979	CHISEL	tool	big, dangerous, flat, good, heavy, long, new, noisy, old, pointed, rusty, sharp, short, small, strong, useful	axe, corkscrew, drill, fork, hammer, hatchet, knife, mallet, nutcracker, pincer, pincers, plier, pliers, rake, saw, scalpel, scissor, scissors, screwdriver, shovel, sieve, spade, spoon, tweezer, tweezers, wrench	buy, carry, carve, clean, hit, hold, hurt, keep, make, produce, sculpt, use, wipe, work	artefact, artifact, implement, object, tool, utensil	blade, edge, end, handle, head, iron, metal, point, steel	African, early, easy, local, natal, non-governmental, northern, oral, other, own, poor, socio-political, top	EAST, LaserJet, TB, advice, bark, betel, breakbeat, bun, cave, closet, dirham, domino, fable, fairing, farmland, fear, german, guy, handshake, horror-humor, item, licensing, lighthouse, market, ninja, pasta, rectification, rose, serving, smaws, spokespeople, tail, temperature, trekking, urea, waistcoat, wallpaper, website	cover, cultivate, include, interact, like, match, mend, prepare, put, refer, show
Baroni-2011-200-122	122	corkscrew			tool	big, blunt, cheap, classic, expensive, fancy, good, handy, long, modern, new, old, pointed, rusty, shiny, short, small, strong, useful	axe, chisel, dagger, fork, glass, hammer, hatchet, knife, napkin, nutcracker, pincer, pincers, plate, plier, pliers, rake, saw, scalpel, scissor, scissors, screwdriver, shovel, sieve, spade, spear, spoon, sword, tweezer, tweezers, wrench	buy, carry, drink, hold, insert, keep, make, open, produce, put, screw, twist, use	artefact, artifact, device, implement, kitchenware, object, opener, tool, utensil	end, handle, iron, metal, point, spiral, steel	Euclidean, ballistic, brilliant, different, former, gilt, high, honourable, married, national, natural, other, rural, sensible, simple, sure	Dem, Gael, analogy, beatification, bison, boatman, burning, crow, crown, data, distribution, elocution, foearm, goodwill, high-intensity, hyped, information, ing, joy, lobby, mater, model, motorist, nation-state, orthodox, outsourcing, panache, ps, pumpkin, pursuer, qualification, sec, symbol, system, tagotago, teammate, tribune, trickery, tyrannosaurus, unreality, website, xi, zeta, zoning	build, fight, find, get, mean, observe, receive, reward, say, tumble, vary
Baroni-2011-200-123	123	fork	1302	FORK	tool	big, clean, dangerous, dirty, good, long, new, old, pointed, sharp, shiny, short, small, useful	axe, chisel, corkscrew, glass, hammer, hatchet, knife, napkin, nutcracker, pincer, pincers, plate, plier, pliers, rake, saw, scissor, scissors, screwdriver, shovel, sieve, spade, spoon, tweezer, tweezers, wrench	buy, carry, clean, cook, eat, hold, keep, lick, lift, make, pick, produce, put, serve, use, wash, wipe	artefact, artifact, cutlery, kitchenware, object, tableware, tool, utensil	end, handle, head, iron, metal, plastic, prong, silver, steel, tooth	advanced, decimal, future, great, mere, national, nationwide, other, romantic, rural, such, unsuitable	Catholicism, aeroplane, anniversary, chetif, climate-change, closeup, conveyancer, cooperation, cross-examination, cytology, deregulation, dhamma, dpi, father, fender, field, fishing, growl, implication, jainism, jet, kerosene, landfall, leg, level, malnutrition, merrymaking, modality, mortality, omg, phosphorylation, presence, proxy, regulation, removal, shrub, spaceflight, thoroughfare, turnkey, wallet	analyse, bear, become, capitalise, celebrate, centre, contest, do, hate, join, know, raise, stay, want
Baroni-2011-200-124	124	hammer	1481	HAMMER	tool	big, dangerous, good, handy, hard, heavy, long, new, noisy, old, powerful, rusty, short, small, strong, useful	anvil, axe, chisel, corkscrew, drill, fork, hatchet, knife, mallet, nail, nutcracker, pincer, pincers, plier, pliers, rake, saw, scalpel, scissor, scissors, screwdriver, shovel, sieve, sledgehammer, spade, spoon, tweezer, tweezers, wrench	assemble, beat, break, build, buy, carry, clean, construct, disassemble, dismantle, drive, fix, hammer, hit, hold, hurt, keep, make, nail, pound, produce, pull, put, repair, smash, strike, swing, use, wield, work	artefact, artifact, implement, object, tool, utensil	handle, head, iron, metal, steel, wood	convenient, critical, current, decadent, first, hidden, independent, modified, open, other, personal, single, various	FSA, Jew, acclamation, ad-hoc, agreement, ashram, authorisation, breakfast, chapbook, chronograph, comment, confectionery, crescent, excursion, exercise, fanbearer, fare, glycoproteins, grt, importunity, kda, leeway, midfielders, mort, nausea, popularity, postponement, psychotherapy, pudding, re-hedging, ring, shale, suspicion, taxiway, telethon, valley, ware	accuse, amputate, chop, coincide, collaborate, come, contract, copy, demonstrate, develop, establish, fancy, insert, know, laugh, offer, redefine, redress, require, run, stamp, suggest, sustain, take, thank, train, undulate, wish
Baroni-2011-200-125	125	hatchet			tool	big, dangerous, good, heavy, long, new, noisy, old, powerful, rusty, sharp, short, small, strong, useful	axe, chisel, corkscrew, dagger, drill, fork, hammer, knife, mallet, pincer, pincers, plier, pliers, rake, saw, scalpel, scissor, scissors, screwdriver, shovel, sieve, spade, spear, spoon, sword, tweezer, tweezers, wrench	attack, buy, carry, chop, clean, cut, dismantle, divide, fight, hit, hold, hurt, keep, kill, make, produce, sharpen, split, strike, swing, tear, throw, use, wield, work	artefact, artifact, cutlery, implement, object, tool, utensil, weapon	blade, handle, head, iron, metal, steel, wood	Moorish, additional, cool, free, future, intrinsic, likely, other, own, proud, such	Hmmm, Michaelmas, als, andrew, backing, biography, cape, case-study, circumference, codification, emission, enforcer, errno, functionalities, gap, harassment, humidity, involvement, landfill, lesson, licensing, magpie, marmoset, niece, poke, public, relish, reputation, saturation, sharing, squash, ss-freiwilligen-panzergrenadier-brigade, synapse, tangerine, tow-worthiness, uptake, weekday	add-, bend-, canvass-, cite-, come-, consider-, deliver-, detail-, determine-, develop-, disappear-, discuss-, do-, employ-, engage-, flip-, help-, invite-, learn-, load-, pledge-, reform-, seek-, title-, veil
Baroni-2011-200-126	126	knife	1352	KNIFE	tool	big, blunt, dangerous, good, handy, heavy, long, new, old, pointed, rusty, sharp, shiny, short, small, strong, useful	axe, chisel, corkscrew, dagger, fork, glass, hammer, hatchet, napkin, nutcracker, pincer, pincers, plate, plier, pliers, rake, saw, scalpel, scissor, scissors, screwdriver, shovel, sieve, spade, spear, spoon, sword, tweezer, tweezers, wrench	brandish, build, buy, carry, carve, chop, clean, construct, cook, cut, divide, draw, eat, grab, harm, hold, hurt, keep, kill, make, open, peel, pierce, produce, sharpen, skin, slash, slice, split, spread, stab, tear, throw, twist, use, wash, wield, wipe, work, wound	artefact, artifact, cutlery, implement, kitchenware, tableware, tool, utensil, weapon	blade, edge, end, handle, head, hilt, iron, metal, plastic, point, silver, steel, tip, tooth	collegiate, disabled, east, few, full, great, leading, library, microbiological, phd, possible, same, sure, young	Feb, ITP, abortion, adjoint, artform, cable, calculus, cinchona, cloud, deadweight, dilemma, distance, diversity, escapee, escarpment, foreboding, goalmouth, hes, holiday, increase, infraction, interchange, ketchup, life, linen, logbook, manager, nursing, oncogene, one-off, pagan, premiere, quango, radiograph, rail, rehearsal, riff, salutation, self-management, setoutpath, seventy, telepathy, underwriting, vaccine, zoology	age, allow, approach, approve, assert, bridge, cleanse, conduct, conquer, desert, do, follow, interview, market, move, obey, programme, provide, recount, recycle, rig, say, select, snatch, specify, station, storm, stretch, support, unzip, vary, win
Baroni-2011-200-127	127	rake	338	RAKE	tool	big, good, heavy, long, new, old, rusty, short, small, strong, useful	axe, chisel, corkscrew, drill, fork, hammer, hatchet, knife, mallet, pincer, pincers, plier, pliers, saw, scissor, scissors, screwdriver, shovel, sieve, spade, spoon, tweezer, tweezers, wrench	buy, carry, clean, clear, collect, draw, garden, hold, keep, make, produce, rake, remove, use, work	artefact, artifact, implement, object, tool, utensil	handle, iron, metal, pole, prong, steel, tooth, wood	English, available, due, first, high, local, pop-up, responsible, total, urban	Roman, adam, anatomy, bod, bodywork, cargo, councillor, difference, distance, ds, dustjacket, feet, hissies, inquiry, jacaranda, lawyer, marmite, mic, miner, mistreatment, portrait, respite, rgyaglu, rime, roadblock, roadshow, robbery, royal, session, slab, spaceman, storyboard, twelfth, yo	begin, claim, defrost, find, hire, occupy, offer, provide, return, start, take, trust
Baroni-2011-200-128	128	saw	1948	SAW	tool	big, circular, dangerous, electric, electrical, good, heavy, long, new, noisy, old, powerful, rusty, sharp, short, small, strong, useful	axe-, chisel-, corkscrew-, drill-, fork-, hammer-, hatchet-, knife-, mallet-, pincer-, pincers-, plier-, pliers-, rake-, scalpel-, scissor-, scissors-, screwdriver-, shovel-, sieve-, spade-, spoon-, tweezer-, tweezers-, wrench	build, buy, carry, clean, construct, cut, dismantle, hold, hurt, keep, make, produce, saw, sharpen, tear, use, wipe, work	artefact, artifact, implement, object, tool, utensil	blade, edge, handle, iron, metal, steel, tooth, wood	American, Brazilian, due, exotic, first-ever, first, important, many, original, permanent, potential, specific, upper	Faust, Herat, aftermath, algae, baroness, catheterisation, conduct, connectivity, countryside, dimension, distinction, egotist, examination, excrement, fauna, fayre, forced-on, glasshouse, head, impunity, lode, mw, natsukage, nbsp, racketeer, rear, sitemap, sufferer, te, to-morrow, trial, tug	advance, assure, begin, close, confine, do, eclipse, empty, go, hang, play, section, turn
Baroni-2011-200-129	129	screwdriver	836	SCREWDRIVER	tool	big, dangerous, electric, electrical, flat, good, handy, heavy, long, new, old, rusty, sharp, short, small, useful	axe, chisel, corkscrew, drill, fork, hammer, hatchet, knife, mallet, nutcracker, pincer, pincers, plier, pliers, rake, saw, scalpel, scissor, scissors, screw, shovel, sieve, spade, spoon, tweezer, tweezers, wrench	assemble, build, buy, carry, clean, construct, disassemble, dismantle, drive, fix, hold, keep, loosen, make, produce, repair, screw, tighten, turn, unscrew, use, wipe, work	artefact, artifact, implement, object, tool, utensil	end, handle, head, iron, metal, plastic, point, steel	Chinese, aware, communist, different, double, eastbound, international, local, past, refined, religious, special, such, wide	P, acre, afterthought, allowance, assist, backyard, benefit, cadaver, dancing, drain, hour, hydrocarbon, hypotheek, intervener, invoice, jacket, kb, leadership, medallion, mnemonic, nutrition, oceanography, oratory, party, poignancy, preaching, predictor, reverie, set-up, soilpollution, substation, textbox, thalidomide, trade, trolley, vintner	approve, collide, cuff, do, exert, fart, follow, go, groom, hire, index, involve, knock, note, range, send, space, walk, weave, win, wish
Baroni-2011-200-130	130	shovel	1901	SHOVEL	tool	big, good, heavy, long, new, old, rusty, short, small, useful	axe, chisel, corkscrew, fork, hammer, hatchet, knife, pincer, pincers, plier, pliers, rake, saw, scissor, scissors, screwdriver, sieve, spade, spoon, tweezer, tweezers, wrench	amass, buy, carry, clean, clear, dig, garden, hold, keep, make, produce, remove, scoop, shovel, use, work	artefact, artifact, implement, object, tool, utensil	blade, edge, end, handle, iron, metal, steel, wood	economic, first, last, low, other, same, sound, unremarkable	Airedale, attribute, bannister, belief, blood, chalk, circumstance, constellation, create, gauge, greenfield, gruel, hapto-nomenclature, homebrew, life, lore, origination, polyhedra, propellant, rmours, sack, scalar, self-assessment, smile, solubility, sou, spokesperson, subdirectories, surgery, syllabus, tack, tax, twenty-two, wastefulness	access, call, find, give, invest, know, misjudge, rain, reconnect, stylise, succeed, teach, wander, write
Baroni-2011-200-131	131	sieve	3353	SIEVE (TOOL)	tool	big, good, handy, narrow, new, old, rusty, small, strong, useful	axe, chisel, colander, corkscrew, dagger, fork, glass, hammer, hatchet, knife, pincer, pincers, plate, plier, pliers, rake, saw, scalpel, scissor, scissors, screwdriver, shovel, spade, spear, spoon, sword, tweezer, tweezers, wrench	buy, carry, drain, filter, hold, keep, make, produce, put, separate, shake, sieve, strain, use	artefact, artifact, filter, implement, kitchenware, object, tool, utensil	frame, handle, hole, iron, mesh, metal, net, plastic, steel	appropriate, axial, comparative, other, printed, significant, special	Internet, abundance, allowance, alms, anchor, attrition, boss, branch, caliphate, competition, confessor, cottontail, designer, developer, dirham, disciple, distension, downfall, enhance, enhancement, escalation, executioner, fin, gambler, glow, graduate, hostage, hydrology, info, iteration, louban, magnetization, mine, n-propyltrichlorosilane, od, personality, scalp, sea, stillness, tester, traveler, vagus, weekday	authorize, bless, create, do, go, lease, manage, plan, prohibit, quote, redefine, write
Baroni-2011-200-132	132	spade	1176	SPADE	tool	big, good, heavy, long, new, old, rusty, short, small, useful	axe, chisel, corkscrew, fork, hammer, hatchet, knife, pincer, pincers, plier, pliers, rake, saw, scissor, scissors, screwdriver, shovel, sieve, spoon, tweezer, tweezers, wrench	buy, carry, clean, dig, garden, hold, keep, make, produce, remove, use, work	artefact, artifact, implement, object, tool, utensil	blade, edge, end, handle, iron, metal, steel, wood	American, erroneous, few, important, last, other, quick, successful	SSA, barangay, chairman, childbirth, concern, cosmophases, cross, deafness, detritus, dollar, fabric, fringe, game, ice, inode, investor, killing, locum, mount, neuro-physiologists, oxymoron, pallet, prey, rampage, rescuer, reservoir, sash, siphon, stationery, submissiveness, undulation, walk	anger, answer, donate, get, leave, manage, matter, support
