ID	NUMBER	SOURCE_ID	ENGLISH	POS	CONCEPTICON_ID	CONCEPTICON_GLOSS	HUNGARIAN	LATIN	POLISH	DEFINITION
Kornai-2018-1400-1018	1018	492	rough	A	1923	ROUGH	durva	asper	szorstki	surface, large(particle) IN/2758, lack(smooth)
Kornai-2018-1400-1019	1019	1295	round	A	1395	ROUND	kerek	rotundus	okrágły	circular/1294
Kornai-2018-1400-1020	1020	2119	row	N	1849	ROW	sor	ordo	rzád	many, one NEXT_TO other, one FOLLOW other
Kornai-2018-1400-1021	1021	474	rub	V	1449	RUB	dörzsöl	tero	trzeć	press, =PAT[surface], move[firm/2215,repeat]
Kornai-2018-1400-1022	1022	914	rubber	N			gumi	gummis	guma	material, flexible, CAUSE[lack(mark) AT =FROM[surface]]
Kornai-2018-1400-1023	1023	2946	rude	A	1412	RUDE	durva	asper	nieuprzejmy	lack(kind), lack(respect)
Kornai-2018-1400-1024	1024	493	rude	A	1412	RUDE	durva	asper	nieuprzejmy	<speak>, lack(polite), offend, annoy
Kornai-2018-1400-1025	1025	2530	rule	U	1846	RULE	uralkodik	regno	rzádzić	govern
Kornai-2018-1400-1026	1026	882	run	U	1519	RUN	fut	curro	biegać	move, fast/940, INSTRUMENT foot
Kornai-2018-1400-1027	1027	2248	sad	A	699	SAD	szomorú	miserabilis	smutny	emotion, lack(happy)
Kornai-2018-1400-1028	1028	303	safe	A	3762	SAFE	biztos	tutus	bezpieczny	lack(danger), protect, harm[lack, after]
Kornai-2018-1400-1029	1029	2991	sail	V	787	SAIL	hajózik			travel, ON water
Kornai-2018-1400-1030	1030	2650	sail	N	786	SAILCLOTH	vitorla	velum	źagiel	
Kornai-2018-1400-1031	1031	3550	salad	N			saláta	acetarium	sałatka	
Kornai-2018-1400-1032	1032	2108	salt	N	1274	SALT	só	sal	sól	white, CAUSE[ food HAS taste], mineral, powder
Kornai-2018-1400-1033	1033	192	same	A	200	SAME	azonos	idem	taki sam/ten sam	lack(different)
Kornai-2018-1400-1034	1034	2521	same	A	200	SAME	ugyanaz	idem	taki sam	
Kornai-2018-1400-1035	1035	1078	sand	N	671	SAND	homok	arena	piasek	substance, grain, rock
Kornai-2018-1400-1036	1036	1719	say	V	1458	SAY	mond	dico	mówić	communicate, INSTRUMENT sound/993, =DAT HEAR sound/993
Kornai-2018-1400-1037	1037	2107	scale	N	2783	SCALES (MEASURE INSTRUMENT)	skála	modulus	skala	range, level AT/2744, measure INSTRUMENT, regular
Kornai-2018-1400-1038	1038	1156	school	N	673	SCHOOL	iskola	schola	szkoła	institution, student IN/2758, educate IN/2758
Kornai-2018-1400-1039	1039	2461	science	N			tudomány	scientia	nauka	knowledge, <INSTRUMENT[examine, test, prove]>
Kornai-2018-1400-1040	1040	2977	screen	N			képernÿ	album	ekran	artefact, <PART_OF electric(machine)>, picture ON
Kornai-2018-1400-1041	1041	2350	sea	N	1474	SEA	tenger	mare	morze	ocean
Kornai-2018-1400-1042	1042	1297	search	V	1468	LOOK FOR	keres	quaero	szukać	effort, SEE place/1026, =AGT WANT[=AGT KNOW place/1026], =PAT AT/2744 place/1026
Kornai-2018-1400-1043	1043	546	season	N	691	SEASON	évad	tempus	sezon	period[<four>], PART_OF year, spring/2318 IS_A, summer IS_A, fall/1883 IS_A, winter IS_A, HAS weather
Kornai-2018-1400-1044	1044	548	season	N	691	SEASON	évszak	tempus anni	pora roku	period, time, PART_OF year, activity IN/2758
Kornai-2018-1400-1045	1045	2494	seat	N			ülés	sedes	siedzenie	sit IN/2758
Kornai-2018-1400-1046	1046	1569	second	A	1384	SECOND	második	alter	drugi	-th/5, FOLLOW first
Kornai-2018-1400-1047	1047	1570	second	N			másodperc	secundum	sekunda	unit, time
Kornai-2018-1400-1048	1048	2401	secret	N	1121	SECRET	titok	arcanum	tajemnica	few KNOW
Kornai-2018-1400-1049	1049	1476	see	U	1409	SEE	lát	video	widzieć	perceive, INSTRUMENT eye
Kornai-2018-1400-1050	1050	1577	seed	N	714	SEED	mag	semen	nasienie	organ, PART_OF plant, PRODUCE other(pant)
Kornai-2018-1400-1051	1051	2451	seem	V	1521	SEEM	tűnik	pareo	wydawać sié	" SEE, =DAT THINK [=AGT IS_A =PAT]"
Kornai-2018-1400-1052	1052	595	sell	V	1571	SELL	elad	vendo	sprzedać	=AGT CAUSE[=DAT HAS =PAT], =DAT CAUSE[=AGT HAS <money>]
Kornai-2018-1400-1053	1053	1447	send	V	1127	SEND	küld	mitto	wysyłać	give[lack(direct)]
Kornai-2018-1400-1054	1054	2458	sense	N	2572	SENSE (PERCEIVE BY SENSES)	tudat	sensus	rozum	animal HAS, hear IS_A, see IS_A, smell IS_A, touch IS_A, taste IS_A
Kornai-2018-1400-1055	1055	1895	sensible	A			okos	prudens	rozsádny	HAS sense, HAS good(mind), know, understand
Kornai-2018-1400-1056	1056	1722	sentence	N			mondat	sententia	zdanie	AT/2744 text, HAS phrase
Kornai-2018-1400-1057	1057	1450	separate	A	1359	SEPARATE	külön	secretus	osobny	=AGT CAUSE [lack(=PAT AT =FROM), different], MAKE distance
Kornai-2018-1400-1058	1058	2951	series	N			sorozat	series	seria	structure, HAS item, item FOLLOW other(item)
Kornai-2018-1400-1059	1059	1422	serious	A			komoly	gravis	powaźny	deep(feeling), bad, lack(joke), lack(pretend)
Kornai-2018-1400-1060	1060	2243	serve	V	3648	SERVE (SOMEONE)	szolgál	servio	słuźyć	work, FOR =PAT, <CAUSE[food AT/2744 =PAT]>
Kornai-2018-1400-1061	1061	2244	service	N			szolgálat	officium	słuźba	=AGT[person, work], work FOR/2782 person[other]
Kornai-2018-1400-1062	1062	1364	set	V			kitűz	constituo	ustalać	
Kornai-2018-1400-1063	1063	2746	set	N			kollekció	classis	kolekcja	group, HAS many(item), together, unit, item HAS common(characteristic)
Kornai-2018-1400-1064	1064	2375	set	V			tesz	pono	kłaść	=AGT CAUSE[=PAT AT/2744 position[<stable>,<proper>]]
Kornai-2018-1400-1065	1065	2996	seven	A	1704	SEVEN	hét			number, FOLLOW six
Kornai-2018-1400-1066	1066	2116	several	A	1198	MANY	sok	multus	kilka	many
Kornai-2018-1400-1067	1067	3000	sew	V	1457	SEW	varr			INSTRUMENT needle, INSTRUMENT thread, =AGT CAUSE[cloth[fix]]
Kornai-2018-1400-1068	1068	2588	sew	V	1457	SEW	varr	suo	szyć	
Kornai-2018-1400-1069	1069	1780	sex	N	2562	SEX (GENDER)	nem	sexus	płeć	male IS_A, female IS_A
Kornai-2018-1400-1070	1070	830	shall	V			fog			=REL IN/2758 future
Kornai-2018-1400-1071	1071	142	shape	N	3747	SHAPE	alak	figura	kształt	form
Kornai-2018-1400-1072	1072	1922	share	U	884	SHARE	osztozik	divido	dzielić	person HAS thing, other(person) HAS thing
Kornai-2018-1400-1073	1073	1998	share	N	884	SHARE	rész	portio	udział	PART_OF property, company/2549 HAS property, ' HAS
Kornai-2018-1400-1074	1074	611	sharp	A	1396	SHARP	eles	acutus	ostry	HAS [<edge>,<point>], CAUSE[lack(sound/512)]
Kornai-2018-1400-1075	1075	1492	sheet	N			lap	charta	kartka	rectangular, flat
Kornai-2018-1400-1076	1076	1962	shelf	N	745	SHELF	polc	loculus	półka	vertical, surface, hold, store, <rectangular>, rigid
Kornai-2018-1400-1077	1077	1216	shell	N	598	SHELL	kagyló	concha	muszla	cover[hard, outer], <animal> IN/2758
Kornai-2018-1400-1078	1078	977	ship	N	740	SHIP	hajó	navis	statek	vehicle, ON water
Kornai-2018-1400-1079	1079	1142	shirt	N	1622	SHIRT	ing	camisia	koszula	garment, AT/2744 trunk/2759, HAS collar, HAS two(sleeve)
Kornai-2018-1400-1080	1080	2117	shock	N			sokk	collisio	szok	surprise, bad, sudden
Kornai-2018-1400-1081	1081	377	shoe	N	1381	SHOE	cipő	calceus	but	garment, COVER foot, human HAS foot
Kornai-2018-1400-1082	1082	1551	shoot	V	1172	SHOOT	lő	emitto	strzelać	=AGT CAUSE[bullet AT/2744 =OBL], cause INSTRUMENT gun
Kornai-2018-1400-1083	1083	329	shop	N	746	SHOP	bolt	taberna	sklep	institution, sale IN/2758
Kornai-2018-1400-1084	1084	2029	short	A	1645	SHORT	rövid	brevis	krótki	size[horizontal,small], lack(long)
Kornai-2018-1400-1085	1085	1742	show	V	1039	SHOW	mutat	monstro	pokazywać	=AGT CAUSE[=DAT LOOK =PAT], communicate
Kornai-2018-1400-1086	1086	274	sick	A			beteg	aeger	chory	ill, <after(vomit)>
Kornai-2018-1400-1087	1087	1903	side	N	682	SIDE	oldal	latus	strona	part, <two>, NEXT_TO centre, oppose, object HAS
Kornai-2018-1400-1088	1088	1183	sign	N	1720	SIGN	jel	signum	znak	" PERCEIVE, information, show, HAS meaning"
Kornai-2018-1400-1089	1089	1184	signal	N			jel	signum	signal	communicate, people SEE
Kornai-2018-1400-1090	1090	2077	silk	N	1641	SILK	selyem	bombyx	jedwab	cloth, thin/2598, smooth, soft
Kornai-2018-1400-1091	1091	358	silly	A			buta	stultus	głupi	stupid
Kornai-2018-1400-1092	1092	2794	similar	A	1558	SIMILAR	hasonló			HAS property, =TO HAS property
Kornai-2018-1400-1093	1093	584	simple	A			egyszerű	simplex	prosty	HAS few(part), normal, HAS lack(ornament)
Kornai-2018-1400-1094	1094	1884	sincere	A			őszinte	sincerus	szczery	real, lack(pretend)
Kornai-2018-1400-1095	1095	511	sing	V	1261	SING	énekel	cano	śpiewać	make, =AGT[animal], =PAT[song], make INSTRUMENT throat, animal HAS throat
Kornai-2018-1400-1096	1096	562	single	N			egyedüli	solus	jedyny	one, lack(other)
Kornai-2018-1400-1097	1097	1806	sink	N	915	SINK (BASIN)	nyelő	depressio	tonáć	pipe AT/2744, furniture, IN/2758 <kitchen>, water IN/2758, wash INSTRUMENT
Kornai-2018-1400-1098	1098	2747	sink	V	1088	SINK (DESCEND)	süllyed			move, =PAT[down[after]]
Kornai-2018-1400-1099	1099	2493	sit	U	1416	SIT	ül	sedeo	siedzieć	=AGT AT/2744 surface[<seat>], HAS buttocks, buttocks AT/2744 surface, =AGT HAS trunk/2759[upright]
Kornai-2018-1400-1100	1100	2784	situation	N			helyzet	status	sytuacja	around
Kornai-2018-1400-1101	1101	2990	six	A	1703	SIX	hat			number, FOLLOW five
Kornai-2018-1400-1102	1102	1605	size	N	2845	SIZE (OF OBJECT)	méret	magnitudo	rozmiar	dimension
Kornai-2018-1400-1103	1103	1262	skill	N			készség	facultas	umiejétność	property, =POSS[=TO[can/1246]], =POSS HAS practice
Kornai-2018-1400-1104	1104	318	skin	N	763	SKIN	bőr	cutis	skóra	organ, PART_OF body, cover
Kornai-2018-1400-1105	1105	496	sky	N	1732	SKY	ég	caelum	niebo	vertical(ER ground), atmosphere, animal SEE, cloud ON, sun ON, star ON
Kornai-2018-1400-1106	1106	163	sleep	U	1585	SLEEP	alszik	dormio	spać	rest, =PAT[lack(conscious)]
Kornai-2018-1400-1107	1107	434	slide	N			csúszik	labor	ślizgać sié	move, ON surface, HAS constant(contact)
Kornai-2018-1400-1108	1108	396	slight	A			csekély	parvus	niewielki	ER
Kornai-2018-1400-1109	1109	2091	slippery	A	3702	SLIPPERY	síkos	lubricus	ślizgi	
Kornai-2018-1400-1110	1110	1529	slope	U			lejt	declivis est	opadać	=AGT HAS direction, HAS end[high], =AGT HAS end[other,low]
Kornai-2018-1400-1111	1111	1494	slow	A	701	SLOW	lassú	tardus	powolny	speed('ER)
Kornai-2018-1400-1112	1112	1356	small	A	1246	SMALL	kis	parvus	mały	size('ER)
Kornai-2018-1400-1113	1113	2151	smell	N	3704	ODOR (SMELL)	szag	odor	zapach	feel INSTRUMENT nose, =PAT IN/2758 air
Kornai-2018-1400-1114	1114	876	smoke	N	778	SMOKE (EXHAUST)	füst	fumus	dym	substance, IN/2758 air, burn CAUSE, after(lack(' SEE))
Kornai-2018-1400-1115	1115	2092	smooth	A	1234	SMOOTH	sima	levis	gładki	surface, lack(rough), slide ON
Kornai-2018-1400-1116	1116	1066	snow	N	784	SNOW	hó	nix	śnieg	ice, fall/2694, soft, white
Kornai-2018-1400-1117	1117	2467	so	D	2336	OF THIS KIND (SUCH)	úgy	ita	tak	
Kornai-2018-1400-1118	1118	2287	social	A			társas	socialis	towarzyski	animal, MEMBER '
Kornai-2018-1400-1119	1119	2285	society	N	3958	SOCIETY	társadalom	societas	towarzystwo	group, <people> MEMBER, HAS rule
Kornai-2018-1400-1120	1120	2288	society	N			társaság	societas	towarzystwo	
Kornai-2018-1400-1121	1121	2289	society	N			társulat	societas	towarzystwo	
Kornai-2018-1400-1122	1122	1979	soft	A	1856	SOFT	puha	mollis	miékki	lack(hard)
Kornai-2018-1400-1123	1123	2298	soil	N	1228	EARTH (SOIL)	talaj	solum	ziemia	top(level), earth, =REL IN/2758
Kornai-2018-1400-1124	1124	1235	soldier	N	1941	SOLDIER	katona	miles	źołnierz	person, serve, MEMBER army
Kornai-2018-1400-1125	1125	2216	solid	A	3003	SOLID	szilárd	solidus	solidny	HAS shape[lack(change)], firm/2215
Kornai-2018-1400-1126	1126	570	some	A	1241	SOME	egyes	nonnullus	kilka	
Kornai-2018-1400-1127	1127	2578	someone	N	2422	SOMEONE	valaki	aliquis	ktoś	person
Kornai-2018-1400-1128	1128	2579	something	N			valami	aliquid	coś	thing
Kornai-2018-1400-1129	1129	1760	sometimes	D	1544	SOMETIMES	néha	nonnumquam	czasamy	AT/2744 rare(time), lack(always)
Kornai-2018-1400-1130	1130	2576	somewhere	D			valahol	alicubi	gdzieś	place/1026
Kornai-2018-1400-1131	1131	446	song	N	1096	SONG	dal	cantus	pieśń	music, HAS text
Kornai-2018-1400-1132	1132	342	sorry	A	1875	REGRET	bús	tristis	smutny	FEEL pity
Kornai-2018-1400-1133	1133	512	sound	A			ép	salvus	cały	whole, firm/2215
Kornai-2018-1400-1134	1134	993	sound	N	1811	SOUND OR NOISE	hang	sonus	odgłos	wave, human HEAR, IN/2758 air
Kornai-2018-1400-1135	1135	2226	sound	U			szól	sono	brzmieć	=AGT MAKE sound/993
Kornai-2018-1400-1136	1136	680	sour	A	1906	SOUR	erjedt	fermentatus	kwaśny	taste, RESEMBLE acid, <bad>
Kornai-2018-1400-1137	1137	2327	space	N			tér	spatium	przestrzeń	place/2326
Kornai-2018-1400-1138	1138	2509	space	N			űr	vacuum	przestrzeń	sun IN/2758, star IN/2758, atmosphere UNDER
Kornai-2018-1400-1139	1139	270	speak	V	1623	SPEAK	beszél	loquor	mówić	talk
Kornai-2018-1400-1140	1140	561	special	A			egyedi	peculiaris	specjalny	lack(common)
Kornai-2018-1400-1141	1141	1452	special	A			különleges	praecipuus	specjalny	
Kornai-2018-1400-1142	1142	2070	speed	N			sebesség	celeritas	prédkość	quick HAS
Kornai-2018-1400-1143	1143	279	spell	V			betűz	litteras in syllabas colligo	przeliterować	
Kornai-2018-1400-1144	1144	2727	spell	N			varázslat			magic
Kornai-2018-1400-1145	1145	1376	spend	V			költ	expendo	wydawać	use, =AGT HAS =PAT[after, less]
Kornai-2018-1400-1146	1146	1270	spirit	N			kedv	affectio	nastrój	emotion
Kornai-2018-1400-1147	1147	2181	spirit	N	811	SOUL	szellem	animus	duch	soul
Kornai-2018-1400-1148	1148	648	spoil	N	92	SPOIL (SOMEBODY OR SOMETHING)	elront	corrumpo	zepsuć	CAUSE[=PAT[spoil/1640]]
Kornai-2018-1400-1149	1149	1640	spoil	U			megromlik	corrumpor	zepsuć sié	after(damage AT/2744 =PAT[<food>])
Kornai-2018-1400-1150	1150	1222	spoon	N	1378	SPOON	kanál	cochlear	łyźka	cutlery, [EAT soup] INSTRUMENT, HAS bowl, HAS handle
Kornai-2018-1400-1151	1151	2124	sport	N			sport	gymnastica	sport	physical(activity), =AGT HAS rule, compete
Kornai-2018-1400-1152	1152	2357	spread	V	38	SPREAD OUT	terít	sterno	szerzyć	
Kornai-2018-1400-1153	1153	2358	spread	U			terjed	distendo	rozprzestrzeniać sié	after(=PAT AT/2744 wide)
Kornai-2018-1400-1154	1154	1759	square	N	850	SQUARE	négyzet	quadratum	kwadrat	IN/2758 plane/2090, figure/140, HAS side[four, equal]
Kornai-2018-1400-1155	1155	74	stand	U	1442	STAND	áll	sto	stać	=AGT[upright], =AGT ON two(foot)
Kornai-2018-1400-1156	1156	1705	standard	N			minta	exemplum	przykład	[compare INSTRUMENT] CAUSE accept, society/2285 HAS, <moral>
Kornai-2018-1400-1157	1157	2150	standard	A			szabványos	prototypus	standartowy	
Kornai-2018-1400-1158	1158	408	star	N	1430	STAR	csillag	stella	gwiazda	planet, shine, dot, AT/2744 sky, AT/2744 night
Kornai-2018-1400-1159	1159	1313	start	N			kezdet	initium	poczátek	after(=POSS)
Kornai-2018-1400-1160	1160	76	state	N	2955	STATE (POLITICS)	állam	res publica	państwo	land, political(unit), HAS government
Kornai-2018-1400-1161	1161	77	state	N			állapot	condicio	stan	situation
Kornai-2018-1400-1162	1162	2802	statement	N			kijelentés	expositio	stwierdzenie	" SAY, formal"
Kornai-2018-1400-1163	1163	80	station	N			állomás	mansio	stacja	stop AT/2744
Kornai-2018-1400-1164	1164	1596	stay	U	987	REMAIN	marad	maneo	zostawać	remain, before(=AGT AT/2744 =AT), after(=AGT AT/2744 =AT)
Kornai-2018-1400-1165	1165	304	steady	A			biztos	firmus	pewny	lack(change)
Kornai-2018-1400-1166	1166	1553	steal	V	713	STEAL	lop	furor	kraść	=AGT CAUSE[=PAT AT/2744 =AGT], HAS lack(=PAT), HAS lack(right/3122), =AGT HAS lack(permission)
Kornai-2018-1400-1167	1167	2421	stem	N	2628	PLANT STEM	tő	stirps	łodyga	PART_OF plant, long, leaf FROM/2742, flower FROM/2742, fruit FROM/2742
Kornai-2018-1400-1168	1168	1505	step	U			lép	gradior	kroczyć	unit, foot ON floor, PART_OF move
Kornai-2018-1400-1169	1169	1508	step	N			lépés	gradus	krok	
Kornai-2018-1400-1170	1170	338	stick	N	1295	STICK	bot	baculum	kij	object, long, <wood>, <' USE>
Kornai-2018-1400-1171	1171	1987	sticky	A	3703	STICKY	ragadós	glutinosus	klejácy	stick
Kornai-2018-1400-1172	1172	1674	stiff	A			merev	rigidus	sztywny	lack(bend/975)
Kornai-2018-1400-1173	1173	1848	stitch	V			ölt	suo	zaszywać	unit, thread IN/2758 needle[move], sew
Kornai-2018-1400-1174	1174		stock	N			részvény			document, prove, ABOUT[=POSS HAS part]
Kornai-2018-1400-1175	1175	939	stomach	N	819	STOMACH	gyomor	venter	źołádek	organ, animal HAS, tube, food TO/2743
Kornai-2018-1400-1176	1176	1419	stone	N	857	STONE	kő	lapis	kamień	material, hard, solid
Kornai-2018-1400-1177	1177	1615	stop	V	2880	HALT (STOP)	megáll	consisto	zatrzymać sié	=PAT[move[lack, after]]
Kornai-2018-1400-1178	1178	330	store	N	752	STORE	bolt	taberna	sklep	shop
Kornai-2018-1400-1179	1179	662	storey	N			emelet	tabulatum	piétro	level, IN/2758 building
Kornai-2018-1400-1180	1180	468	straight	A			direkt	directus	bezpośredni	sincere
Kornai-2018-1400-1181	1181	563	straight	A	1404	STRAIGHT	egyenes	directus	prosty	HAS constant(direction)
Kornai-2018-1400-1182	1182	881	strange	A	600	STRANGE	furcsa	mirus	dziwny	lack(familiar)
Kornai-2018-1400-1183	1183	685	strength	N	202	STRENGTH	erő	vis	siła	strong
Kornai-2018-1400-1184	1184	1823	stretch	N	214	STRETCH	nyújt	porrigo	rozciágać	CAUSE[=PAT[long,extend]]
Kornai-2018-1400-1185	1185	1092	string	N	362	STRING	húr	chroda	struna	cord, fasten
Kornai-2018-1400-1186	1186	688	strong	A	785	STRONG	erős	validus	silny	HAS force[great]
Kornai-2018-1400-1187	1187	2944	structure	N			szerkezet	structura	struktura	HAS more(part), whole
Kornai-2018-1400-1188	1188	2305	study	N	1929	STUDY	tanulmány	studium	nauka	work, WANT know
Kornai-2018-1400-1189	1189	359	stupid	A	1518	STUPID	buta	stultus	głupi	lack(intelligent)
Kornai-2018-1400-1190	1190	1707	style	N			mód	mos modusque	styl	
Kornai-2018-1400-1191	1191	2125	style	N			stílus	genus	styl	property, expression/1332 HAS, art HAS
Kornai-2018-1400-1192	1192	145	subject	N			alany	subiectum	podmiot	
Kornai-2018-1400-1193	1193	2750	subject	N			tárgy	materia	przedmiot	=POSS[<learn>] ABOUT
Kornai-2018-1400-1194	1194	172	substance	N			anyag	materia	materia	HAS mass, IN/2758 space/2327, physical
Kornai-2018-1400-1195	1195	1401	succeed	V	1112	SUCCEED	követ	succedo	odnieść sukces	before(WANT thing), =AGT CAUSE thing
Kornai-2018-1400-1196	1196	2718	succeed	V	1112	SUCCEED	sikerrel jár			aim[real[after]], =AGT HAS aim
Kornai-2018-1400-1197	1197	2969	success	N			siker			real, good, before(desire), lack(failure)
Kornai-2018-1400-1198	1198	1136	such	A			ilyen	talis	taki	
Kornai-2018-1400-1199	1199	1061	sudden	A			hirtelen	subitus	nagły	lack(warn), before(lack(' KNOW))
Kornai-2018-1400-1200	1200	154	suitable	A			alkalmas	commodus	odpowiedni	good
Kornai-2018-1400-1201	1201	1802	summer	N	1342	SUMMER	nyár	aestas	lato	season/548, FOLLOW spring/2318, autumn FOLLOW, warm, fruit AT/2744, much(life) AT/2744, long(day) AT/2744
Kornai-2018-1400-1202	1202	1755	sun	N	1343	SUN	nap	sol	słońce	planet, GIVE light/739, GIVE heat, bright, yellow, AT/2744 sky, AT/2744 day
Kornai-2018-1400-1203	1203	2310	support	V			tart	asservo	utrzymywać	=AGT CAUSE =PAT[stable], =AGT[below]
Kornai-2018-1400-1204	1204	305	sure	A	509	CERTAIN	biztos	certus	pewny	lack(doubt)
Kornai-2018-1400-1205	1205	781	surface	N	547	SURFACE	felszin	superficies	powierzchnia	outer(part), separate, object HAS
Kornai-2018-1400-1206	1206	1635	surprise	N			meglepetés	novitas	niespodzianka	feeling, <gift>, lack(' EXPECT)
Kornai-2018-1400-1207	1207	1387	surround	V	3274	ENCIRCLE	körbevesz	circumdo	otaczać	=AGT[circle], =PAT IN/2758 circle
Kornai-2018-1400-1208	1208	495	sweet	A	717	SWEET	édes	dulcis	słodki	taste, good, pleasant, sugar HAS taste, honey HAS taste
Kornai-2018-1400-1209	1209	2479	swim	N	1439	SWIM	úszás	natatio	pływanie	move, IN/2758 water, INSTRUMENT arm[<two>], INSTRUMENT leg[<two>]
Kornai-2018-1400-1210	1210	1709	system	N			módszer	ratio	system	
Kornai-2018-1400-1211	1211	2015	system	N	3957	SYSTEM	rendszer	ratio	system	group, complex, relation BETWEEN part
Kornai-2018-1400-1212	1212	180	table	N	1775	TABLE	asztal	mensa	stół	furniture, HAS leg[<more>], HAS surface[flat,horizontal]
Kornai-2018-1400-1213	1213	728	tail	N	1220	TAIL	farok	cauda	ogon	PART_OF body, long, hang, AT/2744 bottom
Kornai-2018-1400-1214	1214	653	take	U	1749	TAKE	elvesz	adimo	wziáć	take/654
Kornai-2018-1400-1215	1215	654	take	V	1749	TAKE	elvesz	adimo	wziáć	=AGT CAUSE[=PAT AT/2744 =AGT, =FROM HAS lack(=PAT)]
Kornai-2018-1400-1216	1216	269	talk	U	2708	TALK	beszél	loquor	rozmawiac	communicate, INSTRUMENT sentence
Kornai-2018-1400-1217	1217	1581	tall	A	711	TALL	magas	procerus	wysoki	height(ER')
Kornai-2018-1400-1218	1218	1113	taste	N	2190	TASTE	íz	sapor	smak	<food> HAS, person FEEL, INSTRUMENT tongue
Kornai-2018-1400-1219	1219	116	tax	N	873	TAX	adó	tributum	podatek	money, government GET/1223, person GIVE, business GIVE
Kornai-2018-1400-1220	1220	2302	teach	V	709	TEACH	tanít	doceo	uczyć	=AGT CAUSE[=DAT KNOW =PAT]
Kornai-2018-1400-1221	1221	386	team	N	3961	TEAM	csapat	manus	druźyna	group
Kornai-2018-1400-1222	1222	2325	tear	V	1735	TEAR (SHRED)	tép	scindo	rozrywać	pull, after(=PAT HAS more(piece)), INSTRUMENT force
Kornai-2018-1400-1223	1223	2341	telephone	N	1379	TELEPHONE	telefon	telephonium	telefon	instrument, voice[move] INSTRUMENT, sound/993[move] INSTRUMENT
Kornai-2018-1400-1224	1224	2343	television	N	1788	TELEVISION	televízió	televisio	telewizor	electric(equipment), box, HAS screen, programme ON screen, man/659 SEE programme
Kornai-2018-1400-1225	1225	1720	tell	V	1711	TELL	mond	dico	powiedzieć	communicate, INSTRUMENT speech
Kornai-2018-1400-1226	1226	1071	temperature	N			hőmérséklet	temperies	temperatura	physical, property, hot
Kornai-2018-1400-1227	1227	2351	tennis	N			tenisz	lusus pilae reticulo fusae	tenis	game, INSTRUMENT ball, person[two, <play>] IN/2758, ON rectangular(court/2515), net AT/2744 court/2515
Kornai-2018-1400-1228	1228	797	tense	A	3053	TIGHT	feszült	suspensus	spiéty	
Kornai-2018-1400-1229	1229	3140	tense	N			igeidő	tempus	czas	verb HAS
Kornai-2018-1400-1230	1230	2058	tent	N	1316	TENT	sátor	tabernaculum	namiot	home, temporary, can/1246(=POSS MOVE), HAS wall[lack(rigid),<cloth>, tense], rope PART_OF
Kornai-2018-1400-1231	1231	1975	test	N	2571	TRY (TEST)	próba	probatio	próba	action, after(sure)
Kornai-2018-1400-1232	1232	1702	than	G			mint	quam	niź	ER
Kornai-2018-1400-1233	1233	1633	thank	V	2412	THANK (SOMEBODY)	megköszön	gratias ago	dziékować	=DAT CAUSE =AGT[pleased], =AGT EXPRESS[=AGT[grateful]], polite
Kornai-2018-1400-1234	1234	186	that	A	78	THAT	az	ille	tamten	thing
Kornai-2018-1400-1235	1235	62	the	G			a			
Kornai-2018-1400-1236	1236	187	the	G			az			
Kornai-2018-1400-1237	1237	2209	theatre	N			színház	theatrum	teatr	institution, perform IN/2758, play IN/2758, stage/2220 IN/2758
Kornai-2018-1400-1238	1238	38	their	G	2400	THEIR	-uk	sui/suae	ich	they HAS
Kornai-2018-1400-1239	1239	1871	theirs	G			övék	sui/suae	ich	they HAS
Kornai-2018-1400-1240	1240	1875	them	G			őket	eos/eas	ich	they
Kornai-2018-1400-1241	1241	1588	then	D	2921	THEN	majd	mox	wtedy	time, follow
Kornai-2018-1400-1242	1242	707	these	N			ezek	hi/hae/haec	te	this, more
Kornai-2018-1400-1243	1243	1874	they	G	817	THEY	ők	ii/eae	oni	more(person)
Kornai-2018-1400-1244	1244	2134	thick	A	1244	THICK	sűrű	densus	gésty	lack(thin/1038)
Kornai-2018-1400-1245	1245	2752	thick	A			vastag	crassus	gruby	distance[great] BETWEEN surface, HAS more(surface), lack(thin/2598)
Kornai-2018-1400-1246	1246	1038	thin	A			híg	liquidus	rzadki	[great(distance)] BETWEEN [particle], particle IN/2758, lack(thick/2134)
Kornai-2018-1400-1247	1247	2598	thin	A	2308	THIN	vékony	tenuis	chudy	lack(thick/2752)
Kornai-2018-1400-1248	1248	481	thing	N	738	THING	dolog	res	rzecz	exist
Kornai-2018-1400-1249	1249	907	think	U	2271	THINK	gondol	cogito	myśleć	=PAT IN/2758 mind, =AGT HAS mind
Kornai-2018-1400-1250	1250	706	this	N	1214	THIS	ez	hic/haec/hoc	ten/to/ta	now, near, before(speak ABOUT)
Kornai-2018-1400-1251	1251	1137	this	A	1214	THIS	ilyen	hic	ten	
Kornai-2018-1400-1252	1252	1799	though	D			noha	tametsi/quamquam	mimo źe	but
Kornai-2018-1400-1253	1253	908	thought	N	2975	THOUGHT	gondolat	cogitatum	myśl	IN/2758 mind
Kornai-2018-1400-1254	1254	366	thread	N	1161	THREAD	cérna	filum lineum	nić	fine(cord), <sew INSTRUMENT>, <IN/2758 cloth>
Kornai-2018-1400-1255	1255	100	through	G	97	THROUGH	át	per	przez	after(AT/2744 other(side)), before(AT/2744 side), =REL HAS side, IN/2758 =REL, =REL HAS other(side)
