ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH_FAMILIARITY_MEAN	ENGLISH_PAIN_MEAN	ENGLISH_OLFACTORY_MEAN	ENGLISH_COLOR_MEAN	ENGLISH_GUSTATORY_MEAN	ENGLISH_AUDITORY_MEAN	ENGLISH_GRASP_MEAN	ENGLISH_MOTION_MEAN
Amsel-2012-559-492	492	taxi			7.38	4.17	3.93	6.96	1.52	5.41	2.5	6.95
Amsel-2012-559-493	493	teacup			7.36	1.83	1.9	4.17	1.67	2.24	7.55	2.67
Amsel-2012-559-494	494	telephone	1379	TELEPHONE	7.74	2.32	1.22	3.25	1.67	5.52	7.81	2.85
Amsel-2012-559-495	495	tent	1316	TENT	7.12	2.52	2.45	3.95	1.42	02.05	2.1	1.55
Amsel-2012-559-496	496	thermometer	3104	THERMOMETER	7.5	1.89	1	3.41	1.82	01.09	7.45	2.4
Amsel-2012-559-497	497	thimble	4143	THIMBLE	6.61	2.42	1.17	2.27	1.91	1.39	7	02.05
Amsel-2012-559-498	498	tie	3711	TIE (NOUN)	7.5	2.42	1.35	5	1.9	01.05	7.29	02.09
Amsel-2012-559-499	499	tiger	846	TIGER	07.05	6.35	3.59	6.83	2.71	5.62	1.52	6.52
Amsel-2012-559-500	500	tissue			7.55	1.45	1.83	1.45	1.82	02.08	7.88	1.95
Amsel-2012-559-501	501	toad	894	TOAD	07.05	02.05	3.86	4.39	1.96	3.29	5.33	5.71
Amsel-2012-559-502	502	toaster	4010	TOASTER	7.55	3.96	4.55	2.88	02.08	2.82	4.43	1.64
Amsel-2012-559-503	503	toilet	219	TOILET	7.72	02.09	4.78	2.57	1.26	3.96	2.23	1.76
Amsel-2012-559-504	504	tomahawk			4.93	5.5	1.77	2.45	1.84	2.64	4.39	04.04
Amsel-2012-559-505	505	tomato	986	TOMATO	7.72	1.38	3.69	7.26	5.91	1.21	7.92	1.6
Amsel-2012-559-506	506	tongs	272	TONGS	07.06	3.35	1.58	03.04	1.75	2.83	7.5	3.39
Amsel-2012-559-507	507	tortoise	895	TORTOISE	6.82	03.08	3.42	3.74	2.35	1.52	4.25	4.18
Amsel-2012-559-508	508	toy	2403	TOY	7.53	2.75	02.05	06.05	2.22	4.38	7.43	5.36
Amsel-2012-559-509	509	tractor	4144	TRACTOR	07.05	4.35	4.22	4.35	1.48	6.13	01.05	5.48
Amsel-2012-559-510	510	trailer			07.09	2.91	2.62	2.13	1.29	4.41	1.3	4.36
Amsel-2012-559-511	511	train	900	TRAIN	7.35	4.82	04.05	3.58	1.57	7.24	01.04	6.55
Amsel-2012-559-512	512	tray	2629	TRAY	7.34	2.63	1.62	02.04	1.5	2.26	6.48	3.19
Amsel-2012-559-513	513	tricycle			7.21	4.29	1.42	4.89	1.68	2.86	3.29	06.09
Amsel-2012-559-514	514	tripod	2607	TRIPOD	6.86	3.14	1.48	2.21	1.57	1.48	5.48	1.86
Amsel-2012-559-515	515	trolley			6.92	3.52	2	4.78	1.32	5.48	02.09	6.85
Amsel-2012-559-516	516	trombone			6.99	3.42	2.63	5	1.73	07.08	4.48	3.75
Amsel-2012-559-517	517	trousers	809	TROUSERS	7.26	1.4	2.52	3.22	1.65	1.22	6.3	3.3
Amsel-2012-559-518	518	trout	795	TROUT	6.97	1.95	4.95	3.6	5.96	1.86	5.41	6.86
Amsel-2012-559-519	519	truck	4011	TRUCK	7.38	5.64	4.17	4.92	1.2	6.39	1.48	5.95
Amsel-2012-559-520	520	trumpet	775	TRUMPET	7.13	03.04	2.61	5.2	1.67	7.17	06.04	3.5
Amsel-2012-559-521	521	tuba			6.84	3.27	02.04	5.52	1.96	6.59	4.4	3.19
Amsel-2012-559-522	522	tuna			7.36	02.08	6.22	4.33	6.17	1.61	4.55	4.91
Amsel-2012-559-523	523	turkey	2386	TURKEY	7.34	2.73	4.68	3.65	6.96	5	2.86	5.54
Amsel-2012-559-524	524	turnip	3062	TURNIP	6.74	1.81	3.75	5.44	4.54	1.33	6.64	1.48
Amsel-2012-559-525	525	turtle	112	TURTLE	7.23	2.6	3.57	3.96	2.73	1.5	4.54	4
Amsel-2012-559-526	526	tuxedo			7.44	1.46	02.09	3.68	1.74	1.42	3.95	1.48
Amsel-2012-559-527	527	typewriter			6.87	2.13	1.48	2.28	1.17	4.67	2.29	3.54
Amsel-2012-559-528	528	umbrella	3105	UMBRELLA	7.49	3	1.24	5.16	1.36	2.74	7.35	2.46
Amsel-2012-559-529	529	unicycle			6.72	4.52	1.24	3.54	1.39	2.25	3.28	5.46
Amsel-2012-559-530	530	urn			6.26	2.68	2.91	3.13	1.64	1.54	4.24	1.38
Amsel-2012-559-531	531	van			7.54	4.45	03.09	3.7	1.54	4.52	1	6.17
Amsel-2012-559-532	532	vase	3746	VASE	7.49	2.84	02.04	4.36	1.77	2.38	5.68	1.15
Amsel-2012-559-533	533	veil	1151	VEIL	6.83	1.55	02.05	2.4	2.7	1.41	5.78	2.91
Amsel-2012-559-534	534	vest	3140	VEST	7.35	02.04	2.23	04.08	1.59	1.1	6.35	1.52
Amsel-2012-559-535	535	vine	343	VINE	6.95	3.35	2.62	4.52	02.04	1.59	5.4	1.71
Amsel-2012-559-536	536	violin	4023	VIOLIN	7.24	2.8	2.44	3.65	1.75	6.43	5.54	3.67
Amsel-2012-559-537	537	vulture	1185	VULTURE	6.51	5.14	3.95	2.81	02.09	4.5	1.92	6.5
Amsel-2012-559-538	538	wagon	122	CART	07.09	04.08	02.04	05.08	1.56	4.44	3.15	5.8
Amsel-2012-559-539	539	wall	3830	WALL	7.61	3.17	1.87	3.26	2.28	1.48	1.19	1
Amsel-2012-559-540	540	walnut	2042	WALNUT	7.38	1.96	3.35	3.12	6.68	1.91	7.82	1.52
Amsel-2012-559-541	541	walrus	4007	WALRUS	6.58	4.28	4.38	2.67	2.64	5.36	1.44	4.65
Amsel-2012-559-542	542	wand			6.86	3.5	2	03.05	2.42	1.95	7.38	3.44
Amsel-2012-559-543	543	wasp	1517	WASP	07.07	5.77	1.32	5.41	2.25	03.09	3.95	6.91
Amsel-2012-559-544	544	watergun			7.34	3.52	1.7	5.46	2.12	2.22	6.82	3.86
Amsel-2012-559-545	545	whale	957	WHALE	07.05	4.23	3.55	03.09	2.32	5.36	1.38	6.71
Amsel-2012-559-546	546	wheel	710	WHEEL	7.55	3.96	2.96	2.22	1.48	3.33	3.96	7
Amsel-2012-559-547	547	wheelbarrow	4073	WHEELBARROW	07.04	04.05	2.54	03.04	1.43	2.92	2.21	4.14
Amsel-2012-559-548	548	whip	2630	WHIP	07.03	7.81	1.63	2.36	1.46	5.42	7.82	5.33
Amsel-2012-559-549	549	whistle	3107	WHISTLE (INSTRUMENT)	7.45	2.57	1.59	3.14	2.18	6.23	6.71	02.04
Amsel-2012-559-550	550	whiteboard			7.68	1.9	3.77	03.04	1.64	2	2.72	1.13
Amsel-2012-559-551	551	willow	818	WILLOW	6.34	2.17	3	3.82	1.82	1.41	2.38	2.75
Amsel-2012-559-552	552	woodpecker	2447	WOODPECKER	6.84	3.76	2.83	4.91	2.88	6.32	3.58	6.45
Amsel-2012-559-553	553	worm	1219	WORM	7.17	1.76	2.68	2.18	1.64	01.09	6.27	05.04
Amsel-2012-559-554	554	wrench	4145	WRENCH	7.13	6.14	1.36	2.45	1.3	2.88	7.5	3.25
Amsel-2012-559-555	555	yacht			6.78	3.13	2.57	3.54	1.71	3.64	1.14	4.92
Amsel-2012-559-556	556	yam	410	YAM	7.16	1.62	5.22	5.67	6.96	1.38	6.83	1.95
Amsel-2012-559-557	557	zebra	3675	ZEBRA	6.83	3.32	3.96	5.18	3.32	3.52	1.38	5.72
Amsel-2012-559-558	558	zipper			7.52	3.57	1.27	2.71	1.73	2.54	6.96	2.79
Amsel-2012-559-559	559	zucchini	3728	COURGETTE	7.29	1.71	2.91	5.29	6.81	1.33	7.23	1.17
