ID	NUMBER	RANK	STABILITY_SCORE	GERMAN	NELEX_ID	ENGLISH	RUSSIAN	GERMAN_ANNOTATION	ENGLISH_ANNOTATION	RUSSIAN_ANNOTATION	CONCEPTICON_GLOSS	CONCEPTICON_ID	NOTE
Dellert-2017-1016-410	410	985	0.074267	Zeitung	Zeitung::N	newspaper	газета				NEWSPAPER	1298	
Dellert-2017-1016-411	411	433	-1.136931	Leben	Leben::N	life	жизнь	Zustand des Lebendigseins	state of being alive	существование, состояние организма	LIFE	210	
Dellert-2017-1016-412	412	127	-2.204011	Tod	Tod::N	death	смерть				DEATH	910	
Dellert-2017-1016-413	413	270	-1.128461	Grab	Grab::N	grave	могила				GRAVE	1773	
Dellert-2017-1016-414	414	970	0.065346	Kirche	Kirche::N	church	церковь				CHURCH	1349	
Dellert-2017-1016-415	415	406	-1.108912	Sünde	Sünde::N	sin	грех				SIN	2971	
Dellert-2017-1016-416	416	65	-2.293946	Gott	Gott::N	god	бог				GOD	1944	
Dellert-2017-1016-417	417	933	0.076705	Arbeiter	Arbeiter::N	worker	рабочий				WORKER	2977	
Dellert-2017-1016-418	418	688	-0.047896	Chef	Chef::N	boss	начальник	Vorgesetzter	supervisor	руководитель	BOSS	2930	not MASTER (opp. slave)
Dellert-2017-1016-419	419	996	1.178351	Meister	Meister::N	master	мастер	eines Handwerks	expert tradesman	ремесленник, человек, занимающийся ремеслом НАПР:сапожный мастер	MASTER	383	not MASTER (opp. slave)
Dellert-2017-1016-420	420	918	0.033509	Arzt	Arzt::N	doctor	врач		physician		PHYSICIAN	597	
Dellert-2017-1016-421	421	969	0.06446	Lehrer	Lehrer::N	teacher	учитель				TEACHER	1038	
Dellert-2017-1016-422	422	743	-0.007048	Geld	Geld::N	money	деньги				MONEY	1559	
Dellert-2017-1016-423	423	986	0.077976	Geschäft	Geschäft::N	business	бизнес	kaufmännische Tätigkeit	commercial activity	дело, коммерческая деятельность НАПР:у него своё дело/свой бизнес	BUSINESS	2931	
Dellert-2017-1016-424	424	968	0.05059	Laden	Laden::N	shop	магазин				SHOP	746	
Dellert-2017-1016-425	425	177	-1.196939	Preis	Preis::N	price	цена				PRICE	657	
Dellert-2017-1016-426	426	519	-1.12595	Ware	Ware::N	ware	товар				WARE	2957	
Dellert-2017-1016-427	427	624	-0.002094	Nutzen	Nutzen::N	benefit	выгода	Vorteil	advantage	польза	BENEFIT	2929	
Dellert-2017-1016-428	428	835	-0.037121	Reichtum	Reichtum::N	wealth	богатство				WEALTH	2996	
Dellert-2017-1016-429	429	421	-1.164558	Welt	Welt::N	world	мир	Universum	universe	вселенная, свет	WORLD	965	
Dellert-2017-1016-430	430	199	-1.116727	Land	Land::N	country	страна	abgegrenztes Gebiet	set region of land	территория	COUNTRY	1300	
Dellert-2017-1016-431	431	946	0.058129	Staat	Staat::N	state	государство	souveräne politische Einheit	sovereign polity	политическая организация	STATE (POLITICS)	2955	
Dellert-2017-1016-432	432	580	-0.095261	König	König::N	king	король				KING	1508	
Dellert-2017-1016-433	433	855	-0.041066	Macht	Macht::N	power	власть	Fähigkeit zur Beeinflussung	ability to control	возможность влияния	POWER	2526	
Dellert-2017-1016-434	434	851	-0.061495	Grenze	Grenze::N	border	граница	zwischen Staaten	between states	между государствами	BORDER	2546	
Dellert-2017-1016-435	435	367	-1.195135	Krieg	Krieg::N	war	война				WAR	935	
Dellert-2017-1016-436	436	777	-0.020012	Feind	Feind::N	enemy	враг	feindliche Person	hostile person	человек в состоянии вражды	ENEMY	1358	
Dellert-2017-1016-437	437	793	-0.087143	Gewalt	Gewalt::N	violence	насилие	Gewalttätigkeit	use of force	применение физической силы	VIOLENCE	2976	
Dellert-2017-1016-438	438	652	-0.035217	Kampf	Kampf::N	fight	борьба	gewalttätige Auseinandersetzung	physical confrontation	рукопашная схватка	FIGHT	1423	POS
Dellert-2017-1016-439	439	132	-2.282615	Bogen[Waffe]	Bogen[Waffe]::N	bow	лук	Waffe	weapon	оружие	BOW	994	
Dellert-2017-1016-440	440	182	-1.182389	Pfeil	Pfeil::N	arrow	стрела	Geschoss von Bogen	projectile shot from a bow	для стрельбы из лука	ARROW	977	
Dellert-2017-1016-441	441	866	-0.09154	Gewehr	Gewehr::N	gun	ружьё	Schusswaffe	firearm	стрелковое оружие	GUN	1566	
Dellert-2017-1016-442	442	640	-0.063253	Fehler	Fehler::N	mistake	ошибка	falsche Handlung oder Entscheidung	wrong action or decision	неправильное действие, поступок	MISTAKE	1293	
Dellert-2017-1016-443	443	464	-1.153829	Lüge	Lüge::N	lie	ложь				UNTRUTH	475	
Dellert-2017-1016-444	444	525	-1.116686	Schaden	Schaden::N	damage	вред	Beschädigung	material harm, detriment	ущерб	DAMAGE (INJURY)	2947	POS
Dellert-2017-1016-445	445	903	0.041108	Unglück	Unglück::N	misfortune	беда	unerwünschter Zustand	undesirable condition	неприятное обстоятельство	BAD LUCK	56	
Dellert-2017-1016-446	446	374	-1.179038	Schuld	Schuld::N	fault	вина	Verantwortung für Fehlverhalten	blame, responsibility	ответственность за проступок, преступление	FAULT	134	
Dellert-2017-1016-447	447	96	-2.251605	Alter	Alter::N	age	возраст	Lebensalter	number of years since birth	прожитые года	AGE	1789	
Dellert-2017-1016-448	448	389	-1.142522	Schluss	Schluss::N	end	конец	zeitliches Ende	conclusion	прекращение	END (OF TIME)	743	
Dellert-2017-1016-449	449	130	-2.289801	Zeit	Zeit::N	time	время	stetiger Lauf der Dinge	constant passing of events		TIME	892	
Dellert-2017-1016-450	450	12	-3.308012	Tag	Tag::N	day	день				DAY (NOT NIGHT)	1225	
Dellert-2017-1016-451	451	595	-0.065795	Morgen	Morgen::N	morning	утро				MORNING	1339	
Dellert-2017-1016-452	452	910	0.071239	Mittag	Mittag::N	noon	полдень			середина дня	MIDDAY	12	
Dellert-2017-1016-453	453	526	-1.10811	Abend	Abend::N	evening	вечер				EVENING	1629	
Dellert-2017-1016-454	454	33	-2.262841	Nacht	Nacht::N	night	ночь				NIGHT	1233	
Dellert-2017-1016-455	455	693	-0.044704	Woche	Woche::N	week	неделя				WEEK	1469	
Dellert-2017-1016-456	456	45	-2.221643	Monat	Monat::N	month	месяц			период времени	MONTH	1370	
Dellert-2017-1016-457	457	103	-2.216553	Jahr	Jahr::N	year	год				YEAR	1226	
Dellert-2017-1016-458	458	459	-1.169241	Frühling	Frühling::N	spring	весна				SPRINGTIME	1537	
Dellert-2017-1016-459	459	159	-1.162519	Sommer	Sommer::N	summer	лето				SUMMER	1342	
Dellert-2017-1016-460	460	569	-0.022933	Herbst	Herbst::N	autumn	осень				AUTUMN	1276	
Dellert-2017-1016-461	461	165	-1.14497	Winter	Winter::N	winter	зима				WINTER	1471	
Dellert-2017-1016-462	462	1015	3.30345	Januar	Januar::N	January	январь				JANUARY	2036	
Dellert-2017-1016-463	463	1012	2.243331	Februar	Februar::N	February	февраль				FEBRUARY	2037	
Dellert-2017-1016-464	464	1004	1.136624	März	März::N	March	март				MARCH	2846	
Dellert-2017-1016-465	465	1010	2.244712	April	April::N	April	апрель				APRIL	2847	
Dellert-2017-1016-466	466	981	0.007243	Mai	Mai::N	May	май				MAY (MONTH)	2848	
Dellert-2017-1016-467	467	993	1.122515	Juni	Juni::N	June	июнь				JUNE	2849	
Dellert-2017-1016-468	468	994	1.134741	Juli	Juli::N	July	июль				JULY	2850	
Dellert-2017-1016-469	469	1005	1.126423	August	August::N	August	август				AUGUST	2851	
Dellert-2017-1016-470	470	1011	2.24475	September	September::N	September	сентябрь				SEPTEMBER	2852	
Dellert-2017-1016-471	471	1016	3.399396	Oktober	Oktober::N	October	октябрь				OCTOBER	2853	
Dellert-2017-1016-472	472	1014	2.278637	November	November::N	November	ноябрь				NOVEMBER	2854	
Dellert-2017-1016-473	473	1013	2.271866	Dezember	Dezember::N	December	декабрь				DECEMBER	2855	
Dellert-2017-1016-474	474	957	0.028059	Montag	Montag::N	Monday	понедельник				MONDAY	1697	
Dellert-2017-1016-475	475	912	0.080334	Dienstag	Dienstag::N	Tuesday	вторник				TUESDAY	1695	
Dellert-2017-1016-476	476	938	0.01205	Mittwoch	Mittwoch::N	Wednesday	среда			третий день недели	WEDNESDAY	1694	
Dellert-2017-1016-477	477	1006	1.166817	Donnerstag	Donnerstag::N	Thursday	четверг				THURSDAY	1693	
Dellert-2017-1016-478	478	959	0.068516	Freitag	Freitag::N	Friday	пятница				FRIDAY	1692	
Dellert-2017-1016-479	479	884	0.01489	Samstag	Samstag::N	Saturday	суббота				SATURDAY	1700	
Dellert-2017-1016-480	480	921	0.001541	Sonntag	Sonntag::N	Sunday	воскресенье				SUNDAY	1699	
Dellert-2017-1016-481	481	237	-1.110606	groß	groß::A	big	большой	BSP:Stein	EX:rock	НАПР:о камне	BIG	1202	
Dellert-2017-1016-482	482	697	-0.033289	klein	klein::A	little	маленький	BSP:Stein	EX:rock	НАПР:о камне	SMALL	1246	
Dellert-2017-1016-483	483	74	-2.239598	lang	lang::A	long	длинный	Gegenstand	object	о предмете	LONG	1203	
Dellert-2017-1016-484	484	444	-1.106292	kurz	kurz::A	short	короткий	Gegenstand	object	о предмете	SHORT	1645	
Dellert-2017-1016-485	485	158	-1.163005	breit	breit::A	wide	широкий	BSP:Fluss, Brücke	EX:river, bridge	BSP:о реке, о мосте	WIDE	1243	
Dellert-2017-1016-486	486	660	-0.016542	schmal	schmal::A	narrow	узкий	BSP:Fluss, Brücke	EX:river, bridge	BSP:о реке, о мосте	NARROW	1267	
Dellert-2017-1016-487	487	137	-2.244974	dicht	dicht::A	dense	густой	BSP:Haar, Wald	EX:hair, forest	НАПР:о волосах, о лесе	DENSE	2239	
Dellert-2017-1016-488	488	302	-1.147568	dick[Gegenstand]	dick[Gegenstand]::A	thick	толстый	flacher Gegenstand	flat object	о плоском предмете	THICK	1244	
Dellert-2017-1016-489	489	516	-1.132602	dünn	dünn::A	thin	тонкий	flacher Gegenstand	flat object	о плоском предмете	THIN (OF SHAPE OF OBJECT)	2249	
Dellert-2017-1016-490	490	465	-1.152855	fein	fein::A	delicate, fine	тонкий, хрупкий	BSP:Garn, Netz	EX:yarn, web	НАПР:о нити, о сети	FINE OR THIN	2157	
Dellert-2017-1016-491	491	476	-1.1358	fest	fest::A	firm, solid	крепкий, прочный	BSP:Holz, Wand	EX:wood, wall	НАПР:о дереве, о стене	SOLID	3003	
Dellert-2017-1016-492	492	498	-1.193967	flach	flach::A	flat	плоский	Gegenstand	object	о предмете	FLAT	1633	
Dellert-2017-1016-493	493	311	-1.124969	glatt	glatt::A	smooth	гладкий	Oberfläche	surface	о поверхности	SMOOTH	1234	
Dellert-2017-1016-494	494	126	-2.208913	hart	hart::A	hard	твёрдый	BSP:Schale	BSP:shell	НАПР:о скорлупе	HARD	1884	
Dellert-2017-1016-495	495	217	-1.167294	weich	weich::A	soft	мягкий	BSP:Kissen	EX:cushion	НАПР:о подушке	SOFT	1856	
Dellert-2017-1016-496	496	529	-0.099491	rund	rund::A	round	круглый	kreisförmig	circular	по форме близкий к кругу	ROUND	1395	
Dellert-2017-1016-497	497	858	-0.02104	spitz	spitz::A	pointed	остроконечный	BSP:Nadel	EX:needle	НАПР:об игле	POINTED	372	
Dellert-2017-1016-498	498	485	-1.115744	scharf	scharf::A	sharp	острый	BSP:Messer	EX:knife	НАПР:о ноже	SHARP	1396	
Dellert-2017-1016-499	499	560	-0.044584	stumpf	stumpf::A	blunt	тупой	BSP:Messer	EX:knife	НАПР:о ноже	BLUNT	379	
Dellert-2017-1016-500	500	666	-0.003185	schwer	schwer::A	heavy	тяжёлый	an Gewicht	of weight	о весе	HEAVY	1210	
Dellert-2017-1016-501	501	823	-0.067897	schön	schön::A	beautiful	красивый	BSP:Blume	EX:flower	НАПР:о цветке	BEAUTIFUL	1427	
Dellert-2017-1016-502	502	274	-1.122817	heiß	heiß::A	hot	жаркий	BSP:Feuer	EX:fire	НАПР:об огне	HOT	1286	
Dellert-2017-1016-503	503	212	-1.17477	warm	warm::A	warm	тёплый				WARM	1232	
Dellert-2017-1016-504	504	312	-1.121552	kalt	kalt::A	cold	холодный				COLD	1287	
Dellert-2017-1016-505	505	499	-1.181048	kühl	kühl::A	cool	прохладный				COLD (OF WEATHER)	2483	
Dellert-2017-1016-506	506	243	-1.193916	frisch	frisch::A	fresh	свежий	BSP:Luft	EX:air	НАПР:о воздухе	FRESH	243	
Dellert-2017-1016-507	507	497	-1.194711	feucht	feucht::A	damp	влажный				DAMP	2998	
Dellert-2017-1016-508	508	478	-1.130349	nass	nass::A	wet	мокрый				WET	1726	
Dellert-2017-1016-509	509	262	-1.141529	trocken	trocken::A	dry	сухой				DRY	1398	
Dellert-2017-1016-510	510	95	-2.255925	voll	voll::A	full	полный, наполненный	Gefäß	container	о сосуде	FULL	1429	
Dellert-2017-1016-511	511	393	-1.130087	leer	leer::A	empty	пустой	Gefäß	container	о сосуде	EMPTY	1624	
Dellert-2017-1016-512	512	415	-1.181553	offen	offen::A	open	открытый	BSP:Tür	EX:door	НАПР:о двери	OPEN	1156	POS
Dellert-2017-1016-513	513	732	-0.036018	geschlossen	geschlossen::A	closed	закрытый	BSP:Tür	EX:door	НАПР:о двери	CLOSED	589	
Dellert-2017-1016-514	514	708	-0.002671	sauber	sauber::A	clean	чистый				CLEAN	704	
Dellert-2017-1016-515	515	846	-0.091876	schmutzig	schmutzig::A	dirty	грязный				DIRTY	1230	
Dellert-2017-1016-516	516	133	-2.279933	roh	roh::A	raw	сырой	ungekocht	uncooked	не варёный	RAW	1959	
Dellert-2017-1016-517	517	532	-0.089145	reif	reif::A	ripe	зрелый	BSP:Obst	EX:fruit	НАПР:o плоде	RIPE	178	
Dellert-2017-1016-518	518	711	-0.095373	lecker	lecker::A	delicious	вкусный	schmackhaft	tasty	лакомый	TASTY	1813	
Dellert-2017-1016-519	519	256	-1.165099	süß	süß::A	sweet	сладкий	Geschmack	taste	о вкусе	SWEET	717	
Dellert-2017-1016-520	520	447	-1.10064	bitter	bitter::A	bitter	горький	Geschmack	taste	о вкусе	BITTER	887	
Dellert-2017-1016-521	521	400	-1.121929	sauer	sauer::A	sour	кислый	BSP:Zitrone	EX:lemon	НАПР:лимон	SOUR	1906	
Dellert-2017-1016-522	522	310	-1.133087	hell	hell::A	bright	светлый	voller Licht	full of light	хорошо освещённый	BRIGHT	679	
Dellert-2017-1016-523	523	359	-1.115552	dunkel	dunkel::A	dark	тёмный	ohne Licht	devoid of light	лишённый света	DARK	706	
Dellert-2017-1016-524	524	303	-1.145769	schwarz	schwarz::A	black	чёрный				BLACK	163	
Dellert-2017-1016-525	525	99	-2.237421	weiß	weiß::A	white	белый				WHITE	1335	
Dellert-2017-1016-526	526	502	-1.176709	rot	rot::A	red	красный				RED	156	
Dellert-2017-1016-527	527	390	-1.140442	gelb	gelb::A	yellow	жёлтый				YELLOW	1424	
Dellert-2017-1016-528	528	313	-1.118587	blau	blau::A	blue	синий, голубой				BLUE	837	
Dellert-2017-1016-529	529	377	-1.175302	grün	grün::A	green	зелёный				GREEN	1425	
Dellert-2017-1016-530	530	493	-1.196892	grau	grau::A	grey	серый				GREY	153	
Dellert-2017-1016-531	531	931	0.061821	bunt	bunt::A	colourful	пёстрый	vielfarbig	multicolored	разноцветный	COLORFUL	2997	
Dellert-2017-1016-532	532	739	-0.019286	billig	billig::A	cheap	дешёвый				CHEAP	1887	
Dellert-2017-1016-533	533	370	-1.188822	teuer	teuer::A	expensive	дорогой	Ware	goods	о товаре	EXPENSIVE	1426	
Dellert-2017-1016-534	534	778	-0.016036	wertvoll	wertvoll::A	precious	ценный			драгоценный	PRECIOUS	3002	
Dellert-2017-1016-535	535	236	-1.112181	blind	blind::A	blind	слепой				BLIND	1653	
Dellert-2017-1016-536	536	413	-1.183279	taub	taub::A	deaf	глухой				DEAF	996	
Dellert-2017-1016-537	537	797	-0.064709	kräftig	kräftig::A	powerful	могучий	kraftvoll	forceful	мощный	POWERFUL	3001	distinct from STRONG
Dellert-2017-1016-538	538	442	-1.114765	stark	stark::A	strong	сильный	robust	tough	плотный	STRONG	785	
Dellert-2017-1016-539	539	603	-0.048236	schwach	schwach::A	weak	слабый	kraftlos	feeble	немощный	WEAK	1601	
Dellert-2017-1016-540	540	291	-1.177568	fett	fett::A	fat	жирный, толстый	dick	person	тучный	FAT (OBESE)	1279	
Dellert-2017-1016-541	541	883	0.009313	schlank	schlank::A	slim	стройный				THIN (SLIM)	1400	
Dellert-2017-1016-542	542	949	0.075628	hübsch	hübsch::A	pretty	красивый, прелестный				GOOD-LOOKING	2410	
Dellert-2017-1016-543	543	280	-1.108551	böse	böse::A	evil	злой	bösartig	malevolent	несущий в себе зло	EVIL	45	
Dellert-2017-1016-544	544	527	-1.107908	dumm	dumm::A	stupid	глупый	Mensch	person	о человеке	STUPID	1518	
Dellert-2017-1016-545	545	601	-0.055687	faul	faul::A	lazy	ленивый	träge			LAZY	1564	
Dellert-2017-1016-546	546	995	1.169314	fleißig	fleißig::A	diligent	прилежный				DILIGENT	2077	
Dellert-2017-1016-547	547	905	0.049168	geizig	geizig::A	stingy	жадный, скупой				STINGY	1774	
Dellert-2017-1016-548	548	772	-0.037563	klug	klug::A	clever	умный	intelligent	intelligent	интеллигентный	CLEVER	1310	
Dellert-2017-1016-549	549	980	0.073849	geschickt	geschickt::A	skilful	искусный				DEXTEROUS	1824	
Dellert-2017-1016-550	550	550	-0.05786	lieb	lieb::A	dear	милый		beloved		DEAR	2470	
Dellert-2017-1016-551	551	857	-0.021116	lustig	lustig::A	merry	весёлый	vergnügt			MERRY	1976	
Dellert-2017-1016-552	552	984	0.038776	sanft	sanft::A	gentle	нежный		tender	кроткий	GENTLE	1954	
Dellert-2017-1016-553	553	549	-0.061747	hungrig	hungrig::A	hungry	голодный				BE HUNGRY	1533	
Dellert-2017-1016-554	554	900	0.020675	krank	krank::A	sick, ill	больной			нездоровый	SICK	1847	
Dellert-2017-1016-555	555	757	-0.081553	nackt	nackt::A	naked	голый				NAKED	590	
Dellert-2017-1016-556	556	909	0.059371	traurig	traurig::A	sad	грустный	Gefühl	emotion	чувство	SAD	699	
Dellert-2017-1016-557	557	331	-1.176372	lebendig	lebendig::A	living	живой	lebend			LIVING	3000	POS
Dellert-2017-1016-558	558	75	-2.238535	gut	gut::A	good	хороший	BSP:Werkzeug	EX:tool	НАПР:об орудии	GOOD	1035	
Dellert-2017-1016-559	559	826	-0.05627	schlecht	schlecht::A	bad	плохой	BSP:Werkzeug	EX:tool	НАПР:об орудии	BAD	1292	
Dellert-2017-1016-560	560	241	-1.194064	richtig	richtig::A	correct	правильный				CORRECT (RIGHT)	1725	
Dellert-2017-1016-561	561	571	-0.019733	schlimm	schlimm::A	nasty, dire	страшный, отвратительный				SEVERE	419	
Dellert-2017-1016-562	562	915	0.088099	wahr	wahr::A	true	настоящий	wahrheitsgemäß	truthful	истинный	TRUE	1657	
Dellert-2017-1016-563	563	163	-1.146849	alt	alt::A	old	старый	BSP:Haus	EX:house	НАПР:о доме	OLD (USED)	2113	
Dellert-2017-1016-564	564	24	-2.293982	neu	neu::A	new	новый				NEW	1231	
Dellert-2017-1016-565	565	898	0.012372	ehemalig	ehemalig::A	former	бывший		erstwhile		FORMER	3004	
Dellert-2017-1016-566	566	206	-1.185645	alt[Lebewesen]	alt[Lebewesen]::A	aged, old	пожилой, старый		person	о человеке	OLD (AGED)	2112	
Dellert-2017-1016-567	567	216	-1.168918	jung	jung::A	young	молодой				YOUNG	1207	
Dellert-2017-1016-568	568	668	-0.001194	arm	arm::A	poor	бедный	bedürftig	needy		POOR	1674	
Dellert-2017-1016-569	569	423	-1.158927	reich	reich::A	rich	богатый				RICH	712	
Dellert-2017-1016-570	570	614	-0.039116	bekannt	bekannt::A	familiar	знакомый				FAMILIAR	3005	
Dellert-2017-1016-571	571	838	-0.028537	berühmt	berühmt::A	famous	знаменитый				FAME	865	POS
Dellert-2017-1016-572	572	543	-0.070106	fremd	fremd::A	foreign	чужой				FOREIGN	109	
Dellert-2017-1016-573	573	841	-0.025048	verschieden	verschieden::A	different	разный				DIFFERENT	2504	
Dellert-2017-1016-574	574	394	-1.12745	nah	nah::A	near	близкий				NEAR	1942	
Dellert-2017-1016-575	575	398	-1.12413	fern	fern::A	far	далёкий				FAR	1406	
Dellert-2017-1016-576	576	741	-0.012278	linker	linker::A	left	левый				LEFT	244	
Dellert-2017-1016-577	577	253	-1.174117	rechter	rechter::A	right	правый	BSP:rechtes Bein	EX:right leg	НАПР:правая нога	RIGHT	1019	
Dellert-2017-1016-578	578	143	-2.225878	anderer	anderer::A	other	другой				OTHER	197	
Dellert-2017-1016-579	579	687	-0.049889	erster	erster::A	first	первый				FIRST	728	
Dellert-2017-1016-580	580	539	-0.07696	zweiter	zweiter::A	second	второй				SECOND	1384	
Dellert-2017-1016-581	581	840	-0.026455	dritter	dritter::A	third	третий				THIRD	1859	
Dellert-2017-1016-582	582	808	-0.03506	letzter	letzter::A	last	последний	in einer Reihe	in a row		LAST (FINAL)	1529	
Dellert-2017-1016-583	583	342	-1.150599	allein	allein::ADV	alone	один				ALONE	1964	
Dellert-2017-1016-584	584	1002	1.123114	auf einmal	auf einmal::ADV	at once	сразу		in one go		IMMEDIATELY	1963	
Dellert-2017-1016-585	585	718	-0.071647	zusammen	zusammen::ADV	together	вместе				TOGETHER	2482	
Dellert-2017-1016-586	586	562	-0.040105	lange	lange::ADV	long	долго				FOR A LONG TIME	418	
Dellert-2017-1016-587	587	972	0.093543	plötzlich	plötzlich::ADV	suddenly	вдруг				SUDDENLY	2920	
Dellert-2017-1016-588	588	992	1.118757	sofort	sofort::ADV	instantly	тотчас				INSTANTLY	2916	
Dellert-2017-1016-589	589	774	-0.033797	später	später::ADV	later	позже				LATE	477	
Dellert-2017-1016-590	590	208	-1.180635	jetzt	jetzt::ADV	now	теперь				NOW	1376	
Dellert-2017-1016-591	591	357	-1.117854	heute	heute::ADV	today	сегодня				TODAY	1283	
Dellert-2017-1016-592	592	422	-1.160065	morgen	morgen::ADV	tomorrow	завтра				TOMORROW	1329	
Dellert-2017-1016-593	593	973	0.01743	bald	bald::ADV	soon	скоро				SOON	703	
Dellert-2017-1016-594	594	85	-2.202163	dann	dann::ADV	then	потом				THEN	2921	
Dellert-2017-1016-595	595	455	-1.183068	gestern	gestern::ADV	yesterday	вчера				YESTERDAY	1174	
Dellert-2017-1016-596	596	783	-0.011366	einst	einst::ADV	once	однажды	in der Vergangenheit	once upon a time		ONCE (IN THE PAST)	2914	
Dellert-2017-1016-597	597	670	-0.098181	damals	damals::ADV	at that time	тогда				AT THAT TIME	2922	
Dellert-2017-1016-598	598	686	-0.052577	danach	danach::ADV	afterwards	затем				AFTERWARDS	2093	
Dellert-2017-1016-599	599	596	-0.064902	vorher	vorher::ADV	before	раньше				BEFORE	1882	
Dellert-2017-1016-600	600	506	-1.161869	zuerst	zuerst::ADV	at first	сперва				AT FIRST	2915	
Dellert-2017-1016-601	601	432	-1.141231	einmal	einmal::ADV	once	один раз				ONE TIME	374	
Dellert-2017-1016-602	602	999	1.162579	manchmal	manchmal::ADV	sometimes	иногда				SOMETIMES	1544	
Dellert-2017-1016-603	603	786	-0.097972	oft	oft::ADV	often	часто				OFTEN	1852	
Dellert-2017-1016-604	604	608	-0.04242	immer	immer::ADV	always	всегда				ALWAYS	1676	
Dellert-2017-1016-605	605	983	0.035693	niemals	niemals::ADV	never	никогда				NEVER	1656	
Dellert-2017-1016-606	606	17	-2.245985	hier	hier::ADV	here	здесь				HERE	136	
Dellert-2017-1016-607	607	195	-1.125499	hierhin	hierhin::ADV	hither	сюда				HITHER (HERE TO)	2925	
Dellert-2017-1016-608	608	619	-0.012382	von hier	von hier::ADV	hence	отсюда				FROM HERE	2927	
Dellert-2017-1016-609	609	15	-2.264168	dort	dort::ADV	there	там				THERE	1937	
Dellert-2017-1016-610	610	320	-1.193899	dorthin	dorthin::ADV	thither	туда				THITHER (THERE TO)	2923	
Dellert-2017-1016-611	611	941	0.037048	geradeaus	geradeaus::ADV	ahead	прямо				STRAIGHT	1404	
Dellert-2017-1016-612	612	487	-1.113207	vorwärts	vorwärts::ADV	forward	вперёд				FORWARD	2912	
Dellert-2017-1016-613	613	806	-0.041419	rückwärts	rückwärts::ADV	backward	назад				BACKWARD	2911	
Dellert-2017-1016-614	614	503	-1.174261	zurück	zurück::ADV	back	обратно				BACK (DIRECTION)	2910	
Dellert-2017-1016-615	615	170	-1.123445	unten	unten::ADV	below	внизу				DOWN OR BELOW	2094	
Dellert-2017-1016-616	616	479	-1.129119	hinab	hinab::ADV	down	вниз				DOWN	1326	
Dellert-2017-1016-617	617	100	-2.236479	oben	oben::ADV	above	наверху				ABOVE	1741	
Dellert-2017-1016-618	618	186	-1.164943	hinauf	hinauf::ADV	up	вверх				UP	1591	
Dellert-2017-1016-619	619	943	0.039972	überall	überall::ADV	everywhere	везде				EVERYWHERE	2999	
Dellert-2017-1016-620	620	6	-3.362623	nicht	nicht::ADV	not	не				NOT	1240	
Dellert-2017-1016-621	621	702	-0.022977	ein wenig	ein wenig::ADV	a little	немного				A LITTLE	2924	
Dellert-2017-1016-622	622	927	0.031049	kaum	kaum::ADV	hardly	едва				HARDLY	2926	
Dellert-2017-1016-623	623	963	0.005154	sehr	sehr::ADV	very	очень				VERY	1311	
Dellert-2017-1016-624	624	56	-2.260515	so	so::ADV	so	так				OF THIS KIND (SUCH)	2336	
Dellert-2017-1016-625	625	260	-1.150059	noch	noch::ADV	still	ещё				STILL (CONTINUING)	2919	
Dellert-2017-1016-626	626	734	-0.033027	nur	nur::ADV	only	только	BSP:nur eine Kuh	EX:only one cow	НАПР:только одна корова	ONLY	1580	
Dellert-2017-1016-627	627	202	-1.197019	schon	schon::ADV	already	уже				ALREADY	2576	
Dellert-2017-1016-628	628	495	-1.196058	wieder	wieder::ADV	again	опять				AGAIN	204	
Dellert-2017-1016-629	629	839	-0.028218	vergebens	vergebens::ADV	in vain	напрасно				IN VAIN	1765	
Dellert-2017-1016-630	630	349	-1.133895	vor	vor::PRP	in front of	перед				IN FRONT OF	1883	
Dellert-2017-1016-631	631	250	-1.184184	hinter	hinter::PRP	behind	позади				BEHIND	1686	
Dellert-2017-1016-632	632	29	-2.297238	unter	unter::PRP	under	под				BELOW OR UNDER	1485	
Dellert-2017-1016-633	633	538	-0.077856	durch	durch::PRP	through	сквозь, через	BSP:Fenster,Loch	EX:a window, a hole	НАПР:окно,дыру	THROUGH	97	
Dellert-2017-1016-634	634	727	-0.047088	neben	neben::PRP	next to	возле				NEXT TO	2917	
Dellert-2017-1016-635	635	461	-1.162949	zwischen	zwischen::PRP	between	между				BETWEEN	689	
Dellert-2017-1016-636	636	679	-0.068694	wegen	wegen::PRP	because of	из-за				BECAUSE OF	2918	
Dellert-2017-1016-637	637	26	-2.239471	dies	dies::PRN	this	это				THIS	1214	
Dellert-2017-1016-638	638	3	-3.371809	das	das::PRN	that	то				THAT	78	
Dellert-2017-1016-639	639	287	-1.190837	alles	alles::PRN	everything	всё				ALL	98	
Dellert-2017-1016-640	640	5	-3.345092	ich	ich::PRN	I	я				I	1209	
Dellert-2017-1016-641	641	4	-3.349547	du	du::PRN	thou	ты				THOU	1215	
Dellert-2017-1016-642	642	8	-3.316746	er	er::PRN	he	он				HE OR SHE OR IT	262	
Dellert-2017-1016-643	643	10	-3.338912	wir	wir::PRN	we	мы				WE	1212	
Dellert-2017-1016-644	644	67	-2.28367	ihr	ihr::PRN	you	вы		plural		YOU	1213	
Dellert-2017-1016-645	645	28	-2.201759	sie	sie::PRN	they	они	Plural			THEY	817	
Dellert-2017-1016-646	646	18	-2.227861	was	was::FPRN	what	что				WHAT	1236	
