ID	NUMBER	ENGLISH	WORDPAIR	POS	SIM_LEX_999	CONCRETENESS_WORD1	CONCRETENESS_WORD2	CONCRETENESS	ASSOCIATION_STRENGTH	SIM_ASSOCIATION_333	CONCEPTICON_ID	CONCEPTICON_GLOSS
Hill-2015-999-567	567	mink	word1-284	N	6.83	4.58	4.69	3	0.68	1		
Hill-2015-999-568	568	fur	word2-284	N	6.83	4.58	4.69	3	0.68	1	580	FUR
Hill-2015-999-569	569	mob	word1-285	N	7.85	3.88	4.52	3	0.67	1		
Hill-2015-999-570	570	crowd	word2-285	N	7.85	3.88	4.52	3	0.67	1	2023	CROWD
Hill-2015-999-571	571	shore	word1-286	N	8.83	4.79	4.21	3	0.67	1	113	SHORE
Hill-2015-999-572	572	coast	word2-286	N	8.83	4.79	4.21	3	0.67	1	1525	COAST
Hill-2015-999-573	573	wire	word1-287	N	7.62	4.72	4.63	3	0.67	1	2631	WIRE
Hill-2015-999-574	574	cord	word2-287	N	7.62	4.72	4.63	3	0.67	1		
Hill-2015-999-575	575	bird	word1-288	N	6.58	5	4.89	4	0.67	1	937	BIRD
Hill-2015-999-576	576	turkey	word2-288	N	6.58	5	4.89	4	0.67	1	2386	TURKEY
Hill-2015-999-577	577	bed	word1-289	N	7.3	5	4.86	4	0.65	1	1663	BED
Hill-2015-999-578	578	crib	word2-289	N	7.3	5	4.86	4	0.65	1		
Hill-2015-999-579	579	competence	word1-290	N	7.5	1.78	1.81	1	0.63	1		
Hill-2015-999-580	580	ability	word2-290	N	7.5	1.78	1.81	1	0.63	1	2527	ABILITY
Hill-2015-999-581	581	cloud	word1-291	N	7.32	4.54	4.04	3	0.63	1	1489	CLOUD
Hill-2015-999-582	582	haze	word2-291	N	7.32	4.54	4.04	3	0.63	1		
Hill-2015-999-583	583	supper	word1-292	N	7.53	4.63	4.62	3	0.63	1		
Hill-2015-999-584	584	meal	word2-292	N	7.53	4.63	4.62	3	0.63	1	1526	MEAL
Hill-2015-999-585	585	bar	word1-293	N	2.8	4.67	5	4	0.63	1		
Hill-2015-999-586	586	cage	word2-293	N	2.8	4.67	5	4	0.63	1	3283	CAGE
Hill-2015-999-587	587	water	word1-294	N	1.3	5	4.89	4	0.63	1	948	WATER
Hill-2015-999-588	588	salt	word2-294	N	1.3	5	4.89	4	0.63	1	1274	SALT
Hill-2015-999-589	589	sense	word1-295	N	7.68	2.61	1.67	1	0.62	1		
Hill-2015-999-590	590	intuition	word2-295	N	7.68	2.61	1.67	1	0.62	1		
Hill-2015-999-591	591	situation	word1-296	N	6.58	2.03	2.15	1	0.61	1		
Hill-2015-999-592	592	condition	word2-296	N	6.58	2.03	2.15	1	0.61	1		
Hill-2015-999-593	593	crime	word1-297	N	7.53	3.03	2.93	2	0.61	1	1066	CRIME
Hill-2015-999-594	594	theft	word2-297	N	7.53	3.03	2.93	2	0.61	1		
Hill-2015-999-595	595	style	word1-298	N	8.5	2.67	3.43	2	0.61	1		
Hill-2015-999-596	596	fashion	word2-298	N	8.5	2.67	3.43	2	0.61	1		
Hill-2015-999-597	597	boundary	word1-299	N	9.08	3.04	4.29	2	0.61	1	1010	BOUNDARY
Hill-2015-999-598	598	border	word2-299	N	9.08	3.04	4.29	2	0.61	1	2546	BORDER
Hill-2015-999-599	599	arm	word1-300	N	4.05	4.96	4.79	4	0.61	1	1673	ARM
Hill-2015-999-600	600	body	word2-300	N	4.05	4.96	4.79	4	0.61	1	1480	BODY
Hill-2015-999-601	601	boat	word1-301	N	2.37	4.93	4.89	4	0.61	1	1844	BOAT
Hill-2015-999-602	602	car	word2-301	N	2.37	4.93	4.89	4	0.61	1	1111	CAR
Hill-2015-999-603	603	sandwich	word1-302	N	6.3	4.9	4.31	3	0.58	1	4008	SANDWICH
Hill-2015-999-604	604	lunch	word2-302	N	6.3	4.9	4.31	3	0.58	1	768	LUNCH
Hill-2015-999-605	605	bride	word1-303	N	2.8	4.63	4.72	3	0.58	1	1266	BRIDE
Hill-2015-999-606	606	princess	word2-303	N	2.8	4.63	4.72	3	0.58	1		
Hill-2015-999-607	607	heroine	word1-304	N	8.78	4.21	3.07	2	0.56	1		
Hill-2015-999-608	608	hero	word2-304	N	8.78	4.21	3.07	2	0.56	1		
Hill-2015-999-609	609	car	word1-305	N	1.13	4.89	4	3	0.56	1	1111	CAR
Hill-2015-999-610	610	gauge	word2-305	N	1.13	4.89	4	3	0.56	1		
Hill-2015-999-611	611	insect	word1-306	N	6.07	4.89	4.88	4	0.55	1	620	INSECT
Hill-2015-999-612	612	bee	word2-306	N	6.07	4.89	4.88	4	0.55	1	665	BEE
Hill-2015-999-613	613	crib	word1-307	N	8.55	4.86	4.93	4	0.55	1		
Hill-2015-999-614	614	cradle	word2-307	N	8.55	4.86	4.93	4	0.55	1	2946	CRADLE
Hill-2015-999-615	615	animal	word1-308	N	3.05	4.61	4.72	3	0.54	1	619	ANIMAL
Hill-2015-999-616	616	person	word2-308	N	3.05	4.61	4.72	3	0.54	1	683	PERSON
Hill-2015-999-617	617	marijuana	word1-309	N	6.5	4.89	4.57	3	0.54	1		
Hill-2015-999-618	618	herb	word2-309	N	6.5	4.89	4.57	3	0.54	1	2542	HERB
Hill-2015-999-619	619	bed	word1-310	N	0.92	5	4.64	4	0.54	1	1663	BED
Hill-2015-999-620	620	hospital	word2-310	N	0.92	5	4.64	4	0.54	1	616	HOSPITAL
Hill-2015-999-621	621	cheek	word1-311	N	4.52	4.83	4.93	4	0.54	1	1730	CHEEK
Hill-2015-999-622	622	tongue	word2-311	N	4.52	4.83	4.93	4	0.54	1	1205	TONGUE
Hill-2015-999-623	623	disc	word1-312	N	3.2	4.85	4.93	4	0.54	1		
Hill-2015-999-624	624	computer	word2-312	N	3.2	4.85	4.93	4	0.54	1	3086	COMPUTER
Hill-2015-999-625	625	curve	word1-313	N	3.33	4.41	3.5	3	0.53	1		
Hill-2015-999-626	626	angle	word2-313	N	3.33	4.41	3.5	3	0.53	1		
Hill-2015-999-627	627	grass	word1-314	N	5	4.93	4.9	4	0.53	1	606	GRASS
Hill-2015-999-628	628	moss	word2-314	N	5	4.93	4.9	4	0.53	1	637	MOSS
Hill-2015-999-629	629	school	word1-315	N	1.13	4.79	2.57	2	0.52	1	673	SCHOOL
Hill-2015-999-630	630	law	word2-315	N	1.13	4.79	2.57	2	0.52	1	1062	LAW
Hill-2015-999-631	631	foot	word1-316	N	2.3	4.9	4.75	4	0.52	1	1301	FOOT
Hill-2015-999-632	632	head	word2-316	N	2.3	4.9	4.75	4	0.52	1	1256	HEAD
Hill-2015-999-633	633	mother	word1-317	N	6.5	4.6	3.28	3	0.51	1	1216	MOTHER
Hill-2015-999-634	634	guardian	word2-317	N	6.5	4.6	3.28	3	0.51	1		
Hill-2015-999-635	635	orthodontist	word1-318	N	8.27	4.43	4.93	3	0.51	1		
Hill-2015-999-636	636	dentist	word2-318	N	8.27	4.43	4.93	3	0.51	1		
Hill-2015-999-637	637	alcohol	word1-319	N	7.27	4.76	4.74	4	0.51	1	404	ALCOHOL (FERMENTED DRINK)
Hill-2015-999-638	638	whiskey	word2-319	N	7.27	4.76	4.74	4	0.51	1		
Hill-2015-999-639	639	mouth	word1-320	N	6.3	4.74	4.89	4	0.51	1	674	MOUTH
Hill-2015-999-640	640	tooth	word2-320	N	6.3	4.74	4.89	4	0.51	1	1380	TOOTH
Hill-2015-999-641	641	breakfast	word1-321	N	4.37	4.43	4.9	3	0.5	1	1322	BREAKFAST
Hill-2015-999-642	642	bacon	word2-321	N	4.37	4.43	4.9	3	0.5	1		
Hill-2015-999-643	643	bathroom	word1-322	N	3.4	4.52	4.9	3	0.5	1		
Hill-2015-999-644	644	bedroom	word2-322	N	3.4	4.52	4.9	3	0.5	1	2505	BEDROOM
Hill-2015-999-645	645	plate	word1-323	N	5.23	4.77	4.87	4	0.5	1	480	PLATE
Hill-2015-999-646	646	bowl	word2-323	N	5.23	4.77	4.87	4	0.5	1	1530	BOWL
Hill-2015-999-647	647	meat	word1-324	N	5.8	4.9	4.9	4	0.5	1	634	MEAT
Hill-2015-999-648	648	bacon	word2-324	N	5.8	4.9	4.9	4	0.5	1		
Hill-2015-999-649	649	air	word1-325	N	3.63	4.11	3.96	3	0.49	1	27	AIR
Hill-2015-999-650	650	helium	word2-325	N	3.63	4.11	3.96	3	0.49	1		
Hill-2015-999-651	651	worker	word1-326	N	5.37	4.59	3.81	3	0.49	1	2977	WORKER
Hill-2015-999-652	652	employer	word2-326	N	5.37	4.59	3.81	3	0.49	1		
Hill-2015-999-653	653	body	word1-327	N	4.45	4.79	4.93	4	0.49	1	1480	BODY
Hill-2015-999-654	654	chest	word2-327	N	4.45	4.79	4.93	4	0.49	1	1592	CHEST
Hill-2015-999-655	655	son	word1-328	N	3.82	4.14	4.52	3	0.48	1	1620	SON
Hill-2015-999-656	656	father	word2-328	N	3.82	4.14	4.52	3	0.48	1	1217	FATHER
Hill-2015-999-657	657	heart	word1-329	N	1.08	4.52	4.34	3	0.48	1	1223	HEART
Hill-2015-999-658	658	surgery	word2-329	N	1.08	4.52	4.34	3	0.48	1		
Hill-2015-999-659	659	woman	word1-330	N	1.98	4.46	4.54	3	0.48	1	962	WOMAN
Hill-2015-999-660	660	secretary	word2-330	N	1.98	4.46	4.54	3	0.48	1		
Hill-2015-999-661	661	man	word1-331	N	4.83	4.79	4.52	3	0.48	1	1554	MAN
Hill-2015-999-662	662	father	word2-331	N	4.83	4.79	4.52	3	0.48	1	1217	FATHER
Hill-2015-999-663	663	beach	word1-332	N	5.6	4.79	4.96	4	0.48	1	3460	BEACH
Hill-2015-999-664	664	island	word2-332	N	5.6	4.79	4.96	4	0.48	1	622	ISLAND
Hill-2015-999-665	665	story	word1-333	N	5	3.3	2.59	2	0.47	1	2060	STORY
Hill-2015-999-666	666	topic	word2-333	N	5	3.3	2.59	2	0.47	1		
Hill-2015-999-667	667	game	word1-334	N	3.42	4.5	1.97	2	0.47	1	2467	GAME
Hill-2015-999-668	668	fun	word2-334	N	3.42	4.5	1.97	2	0.47	1		
Hill-2015-999-669	669	weekend	word1-335	N	4	3.83	3.48	2	0.47	1		
Hill-2015-999-670	670	week	word2-335	N	4	3.83	3.48	2	0.47	1	1469	WEEK
Hill-2015-999-671	671	couple	word1-336	N	8.33	3.93	3.88	3	0.47	1		
Hill-2015-999-672	672	pair	word2-336	N	8.33	3.93	3.88	3	0.47	1	1888	PAIR
Hill-2015-999-673	673	woman	word1-337	N	5.72	4.46	4.13	3	0.47	1	962	WOMAN
Hill-2015-999-674	674	wife	word2-337	N	5.72	4.46	4.13	3	0.47	1	1199	WIFE
Hill-2015-999-675	675	sheep	word1-338	N	4.77	4.9	4.64	4	0.47	1	1331	SHEEP
Hill-2015-999-676	676	cattle	word2-338	N	4.77	4.9	4.64	4	0.47	1	1153	CATTLE
Hill-2015-999-677	677	purse	word1-339	N	8.33	4.9	4.9	4	0.47	1		
Hill-2015-999-678	678	bag	word2-339	N	8.33	4.9	4.9	4	0.47	1	2468	BAG
Hill-2015-999-679	679	ceiling	word1-340	N	2.42	4.85	4.86	4	0.46	1		
Hill-2015-999-680	680	cathedral	word2-340	N	2.42	4.85	4.86	4	0.46	1		
Hill-2015-999-681	681	bean	word1-341	N	5.15	5	4.81	4	0.46	1	832	BEAN
Hill-2015-999-682	682	coffee	word2-341	N	5.15	5	4.81	4	0.46	1	1299	COFFEE
Hill-2015-999-683	683	wood	word1-342	N	2.88	4.85	4.93	4	0.44	0	1803	WOOD
Hill-2015-999-684	684	paper	word2-342	N	2.88	4.85	4.93	4	0.44	0	648	PAPER
Hill-2015-999-685	685	top	word1-343	N	1.9	3.93	3.68	3	0.43	0	1753	TOP
Hill-2015-999-686	686	side	word2-343	N	1.9	3.93	3.68	3	0.43	0	682	SIDE
Hill-2015-999-687	687	crime	word1-344	N	5.65	3.03	1.68	1	0.42	0	1066	CRIME
Hill-2015-999-688	688	fraud	word2-344	N	5.65	3.03	1.68	1	0.42	0		
Hill-2015-999-689	689	pain	word1-345	N	5.38	3.5	2.62	2	0.42	0	1783	PAIN
Hill-2015-999-690	690	harm	word2-345	N	5.38	3.5	2.62	2	0.42	0		
Hill-2015-999-691	691	lover	word1-346	N	5.97	3.68	3.75	3	0.42	0		
Hill-2015-999-692	692	companion	word2-346	N	5.97	3.68	3.75	3	0.42	0	3978	COMPANION
Hill-2015-999-693	693	evening	word1-347	N	7.78	3.26	4.24	3	0.42	0	1629	EVENING
Hill-2015-999-694	694	dusk	word2-347	N	7.78	3.26	4.24	3	0.42	0	2297	DUSK
Hill-2015-999-695	695	father	word1-348	N	2.62	4.52	4.79	3	0.42	0	1217	FATHER
Hill-2015-999-696	696	daughter	word2-348	N	2.62	4.52	4.79	3	0.42	0	1357	DAUGHTER
Hill-2015-999-697	697	wine	word1-349	N	7.85	4.79	4.73	4	0.42	0	1524	WINE
Hill-2015-999-698	698	liquor	word2-349	N	7.85	4.79	4.73	4	0.42	0	842	LIQUOR
Hill-2015-999-699	699	cow	word1-350	N	2.93	4.96	5	4	0.42	0	1007	COW
Hill-2015-999-700	700	goat	word2-350	N	2.93	4.96	5	4	0.42	0	1502	GOAT
Hill-2015-999-701	701	belief	word1-351	N	7.7	1.19	1.93	1	0.41	0	3333	BELIEF (RELIGIOUS)
Hill-2015-999-702	702	opinion	word2-351	N	7.7	1.19	1.93	1	0.41	0		
Hill-2015-999-703	703	reality	word1-352	N	1.42	1.72	2.48	1	0.41	0		
Hill-2015-999-704	704	illusion	word2-352	N	1.42	1.72	2.48	1	0.41	0		
Hill-2015-999-705	705	pact	word1-353	N	9.02	2.52	2.22	1	0.41	0		
Hill-2015-999-706	706	agreement	word2-353	N	9.02	2.52	2.22	1	0.41	0	3644	AGREEMENT
Hill-2015-999-707	707	wealth	word1-354	N	1.27	2.63	2.54	1	0.41	0	2996	WEALTH
Hill-2015-999-708	708	poverty	word2-354	N	1.27	2.63	2.54	1	0.41	0		
Hill-2015-999-709	709	accident	word1-355	N	4.93	3.26	2.41	2	0.41	0		
Hill-2015-999-710	710	emergency	word2-355	N	4.93	3.26	2.41	2	0.41	0		
Hill-2015-999-711	711	battle	word1-356	N	7.22	4	2.54	2	0.41	0	579	BATTLE
Hill-2015-999-712	712	conquest	word2-356	N	7.22	4	2.54	2	0.41	0		
Hill-2015-999-713	713	friend	word1-357	N	2.62	3.07	4.52	3	0.41	0	1325	FRIEND
Hill-2015-999-714	714	teacher	word2-357	N	2.62	3.07	4.52	3	0.41	0	1038	TEACHER
Hill-2015-999-715	715	illness	word1-358	N	6.9	3.54	4.1	3	0.41	0		
Hill-2015-999-716	716	infection	word2-358	N	6.9	3.54	4.1	3	0.41	0		
Hill-2015-999-717	717	game	word1-359	N	2.32	4.5	3.36	3	0.41	0	2467	GAME
Hill-2015-999-718	718	trick	word2-359	N	2.32	4.5	3.36	3	0.41	0		
Hill-2015-999-719	719	brother	word1-360	N	3.48	4.43	4.14	3	0.41	0	1262	BROTHER
Hill-2015-999-720	720	son	word2-360	N	3.48	4.43	4.14	3	0.41	0	1620	SON
Hill-2015-999-721	721	aunt	word1-361	N	3.1	4.17	4.48	3	0.41	0	1272	AUNT
Hill-2015-999-722	722	nephew	word2-361	N	3.1	4.17	4.48	3	0.41	0	1063	NEPHEW
Hill-2015-999-723	723	worker	word1-362	N	4.92	4.59	4.38	3	0.41	0	2977	WORKER
Hill-2015-999-724	724	mechanic	word2-362	N	4.92	4.59	4.38	3	0.41	0		
Hill-2015-999-725	725	doctor	word1-363	N	5.58	4.69	4.43	3	0.41	0		
Hill-2015-999-726	726	orthodontist	word2-363	N	5.58	4.69	4.43	3	0.41	0		
Hill-2015-999-727	727	oak	word1-364	N	6.03	4.82	4.46	3	0.41	0	644	OAK
Hill-2015-999-728	728	maple	word2-364	N	6.03	4.82	4.46	3	0.41	0	3248	MAPLE TREE
Hill-2015-999-729	729	bee	word1-365	N	3.27	4.88	4.45	3	0.41	0	665	BEE
Hill-2015-999-730	730	queen	word2-365	N	3.27	4.88	4.45	3	0.41	0	1306	QUEEN
Hill-2015-999-731	731	car	word1-366	N	3.47	4.89	4.89	4	0.41	0	1111	CAR
Hill-2015-999-732	732	bicycle	word2-366	N	3.47	4.89	4.89	4	0.41	0	747	BICYCLE
Hill-2015-999-733	733	goal	word1-367	N	5.83	3.06	2.87	2	0.4	0		
Hill-2015-999-734	734	quest	word2-367	N	5.83	3.06	2.87	2	0.4	0		
Hill-2015-999-735	735	august	word1-368	N	5.53	3.04	4.2	2	0.4	0	2851	AUGUST
Hill-2015-999-736	736	month	word2-368	N	5.53	3.04	4.2	2	0.4	0	1370	MONTH
Hill-2015-999-737	737	army	word1-369	N	5.08	4.7	3.65	3	0.4	0	1561	ARMY
Hill-2015-999-738	738	squad	word2-369	N	5.08	4.7	3.65	3	0.4	0		
Hill-2015-999-739	739	cloud	word1-370	N	4.87	4.54	3.83	3	0.4	0	1489	CLOUD
Hill-2015-999-740	740	weather	word2-370	N	4.87	4.54	3.83	3	0.4	0	952	WEATHER
Hill-2015-999-741	741	physician	word1-371	N	8.88	4.65	4.69	3	0.4	0	597	PHYSICIAN
Hill-2015-999-742	742	doctor	word2-371	N	8.88	4.65	4.69	3	0.4	0		
Hill-2015-999-743	743	canyon	word1-372	N	6.75	4.81	4.72	4	0.4	0		
Hill-2015-999-744	744	valley	word2-372	N	6.75	4.81	4.72	4	0.4	0	921	VALLEY
Hill-2015-999-745	745	river	word1-373	N	1.67	4.89	4.72	4	0.4	0	666	RIVER
Hill-2015-999-746	746	valley	word2-373	N	1.67	4.89	4.72	4	0.4	0	921	VALLEY
Hill-2015-999-747	747	sun	word1-374	N	2.27	4.83	4.45	3	0.39	0	1343	SUN
Hill-2015-999-748	748	sky	word2-374	N	2.27	4.83	4.45	3	0.39	0	1732	SKY
Hill-2015-999-749	749	target	word1-375	N	3.25	4.11	4.97	3	0.38	0		
Hill-2015-999-750	750	arrow	word2-375	N	3.25	4.11	4.97	3	0.38	0	977	ARROW
Hill-2015-999-751	751	chocolate	word1-376	N	2.27	4.72	4.92	4	0.38	0		
Hill-2015-999-752	752	pie	word2-376	N	2.27	4.72	4.92	4	0.38	0		
Hill-2015-999-753	753	circumstance	word1-377	N	7.85	1.77	2.03	1	0.36	0		
Hill-2015-999-754	754	situation	word2-377	N	7.85	1.77	2.03	1	0.36	0		
Hill-2015-999-755	755	opinion	word1-378	N	5.43	1.93	1.9	1	0.36	0		
Hill-2015-999-756	756	choice	word2-378	N	5.43	1.93	1.9	1	0.36	0		
Hill-2015-999-757	757	rhythm	word1-379	N	6.12	3.07	3.71	2	0.36	0		
Hill-2015-999-758	758	melody	word2-379	N	6.12	3.07	3.71	2	0.36	0		
Hill-2015-999-759	759	gut	word1-380	N	4.93	4.15	3.89	3	0.36	0	1334	GUTS
Hill-2015-999-760	760	nerve	word2-380	N	4.93	4.15	3.89	3	0.36	0	2626	NERVE
Hill-2015-999-761	761	day	word1-381	N	5.47	3.92	4.46	3	0.36	0	1225	DAY (NOT NIGHT)
Hill-2015-999-762	762	dawn	word2-381	N	5.47	3.92	4.46	3	0.36	0	729	DAWN
Hill-2015-999-763	763	cattle	word1-382	N	7.03	4.64	4.74	3	0.36	0	1153	CATTLE
Hill-2015-999-764	764	beef	word2-382	N	7.03	4.64	4.74	3	0.36	0	2570	BEEF
Hill-2015-999-765	765	doctor	word1-383	N	4.65	4.69	4.86	4	0.36	0		
Hill-2015-999-766	766	professor	word2-383	N	4.65	4.69	4.86	4	0.36	0		
Hill-2015-999-767	767	arm	word1-384	N	3.65	4.96	4.63	4	0.36	0	1673	ARM
Hill-2015-999-768	768	vein	word2-384	N	3.65	4.96	4.63	4	0.36	0	1924	VEIN
Hill-2015-999-769	769	room	word1-385	N	3.33	4.79	4.85	4	0.36	0	1450	ROOM
Hill-2015-999-770	770	bath	word2-385	N	3.33	4.79	4.85	4	0.36	0		
Hill-2015-999-771	771	corporation	word1-386	N	9.02	2.79	3.28	2	0.35	0		
Hill-2015-999-772	772	business	word2-386	N	9.02	2.79	3.28	2	0.35	0	2931	BUSINESS
Hill-2015-999-773	773	fun	word1-387	N	1.97	1.97	4.73	2	0.35	0		
Hill-2015-999-774	774	football	word2-387	N	1.97	1.97	4.73	2	0.35	0		
Hill-2015-999-775	775	hill	word1-388	N	4.28	4.93	4.71	4	0.35	0	614	HILL
Hill-2015-999-776	776	cliff	word2-388	N	4.28	4.93	4.71	4	0.35	0	992	CLIFF
Hill-2015-999-777	777	bone	word1-389	N	3.82	4.9	4.81	4	0.35	0	1394	BONE
Hill-2015-999-778	778	ankle	word2-389	N	3.82	4.9	4.81	4	0.35	0	803	ANKLE
Hill-2015-999-779	779	apple	word1-390	N	2.08	5	4.83	4	0.35	0	1320	APPLE
Hill-2015-999-780	780	candy	word2-390	N	2.08	5	4.83	4	0.35	0	874	CANDY
Hill-2015-999-781	781	helper	word1-391	N	5.58	3.39	4.64	3	0.34	0		
Hill-2015-999-782	782	maid	word2-391	N	5.58	3.39	4.64	3	0.34	0		
Hill-2015-999-783	783	leader	word1-392	N	7.27	3.89	4.14	3	0.34	0		
Hill-2015-999-784	784	manager	word2-392	N	7.27	3.89	4.14	3	0.34	0		
Hill-2015-999-785	785	lemon	word1-393	N	1.6	5	4.69	4	0.34	0	3091	LEMON
Hill-2015-999-786	786	tea	word2-393	N	1.6	5	4.69	4	0.34	0	1373	TEA
Hill-2015-999-787	787	bee	word1-394	N	2.78	4.88	4.86	4	0.34	0	665	BEE
Hill-2015-999-788	788	ant	word2-394	N	2.78	4.88	4.86	4	0.34	0	587	ANT
Hill-2015-999-789	789	basketball	word1-395	N	4.92	4.97	4.86	4	0.34	0		
Hill-2015-999-790	790	baseball	word2-395	N	4.92	4.97	4.86	4	0.34	0		
Hill-2015-999-791	791	rice	word1-396	N	2.72	4.86	5	4	0.34	0	926	RICE
Hill-2015-999-792	792	bean	word2-396	N	2.72	4.86	5	4	0.34	0	832	BEAN
Hill-2015-999-793	793	bed	word1-397	N	6.08	5	4.89	4	0.34	0	1663	BED
Hill-2015-999-794	794	furniture	word2-397	N	6.08	5	4.89	4	0.34	0		
Hill-2015-999-795	795	emotion	word1-398	N	7.72	2.44	2.3	1	0.33	0		
Hill-2015-999-796	796	passion	word2-398	N	7.72	2.44	2.3	1	0.33	0		
Hill-2015-999-797	797	anarchy	word1-399	N	7.93	2.12	2.79	1	0.33	0		
Hill-2015-999-798	798	chaos	word2-399	N	7.93	2.12	2.79	1	0.33	0		
Hill-2015-999-799	799	crime	word1-400	N	7.12	3.03	2.67	2	0.33	0	1066	CRIME
Hill-2015-999-800	800	violation	word2-400	N	7.12	3.03	2.67	2	0.33	0		
Hill-2015-999-801	801	machine	word1-401	N	5.58	4.25	4.86	3	0.33	0	144	MACHINE
Hill-2015-999-802	802	engine	word2-401	N	5.58	4.25	4.86	3	0.33	0	2622	ENGINE
Hill-2015-999-803	803	beach	word1-402	N	4.68	4.79	4.79	4	0.33	0	3460	BEACH
Hill-2015-999-804	804	sea	word2-402	N	4.68	4.79	4.79	4	0.33	0	1474	SEA
Hill-2015-999-805	805	alley	word1-403	N	1.53	4.82	4.87	4	0.33	0		
Hill-2015-999-806	806	bowl	word2-403	N	1.53	4.82	4.87	4	0.33	0	1530	BOWL
Hill-2015-999-807	807	jar	word1-404	N	7.83	5	4.91	4	0.33	0		
Hill-2015-999-808	808	bottle	word2-404	N	7.83	5	4.91	4	0.33	0	1321	BOTTLE
Hill-2015-999-809	809	strength	word1-405	N	5.28	2.96	1.93	1	0.32	0	202	STRENGTH
Hill-2015-999-810	810	capability	word2-405	N	5.28	2.96	1.93	1	0.32	0		
Hill-2015-999-811	811	seed	word1-406	N	3.48	4.71	4.93	4	0.32	0	714	SEED
Hill-2015-999-812	812	mustard	word2-406	N	3.48	4.71	4.93	4	0.32	0	3181	MUSTARD
Hill-2015-999-813	813	guitar	word1-407	N	3.78	4.9	4.96	4	0.32	0	3090	GUITAR
Hill-2015-999-814	814	drum	word2-407	N	3.78	4.9	4.96	4	0.32	0	908	DRUM
Hill-2015-999-815	815	opinion	word1-408	N	5.7	1.93	1.61	1	0.31	0		
Hill-2015-999-816	816	idea	word2-408	N	5.7	1.93	1.61	1	0.31	0	1609	IDEA
Hill-2015-999-817	817	north	word1-409	N	3.63	4.14	3.44	3	0.31	0	1598	NORTH
Hill-2015-999-818	818	west	word2-409	N	3.63	4.14	3.44	3	0.31	0	1817	WEST
Hill-2015-999-819	819	diet	word1-410	N	2.98	3.21	4.97	3	0.31	0		
Hill-2015-999-820	820	salad	word2-410	N	2.98	3.21	4.97	3	0.31	0	4041	SALAD
Hill-2015-999-821	821	mother	word1-411	N	3.02	4.6	4.13	3	0.31	0	1216	MOTHER
Hill-2015-999-822	822	wife	word2-411	N	3.02	4.6	4.13	3	0.31	0	1199	WIFE
Hill-2015-999-823	823	dad	word1-412	N	3.55	4.29	4.6	3	0.31	0		
Hill-2015-999-824	824	mother	word2-412	N	3.55	4.29	4.6	3	0.31	0	1216	MOTHER
Hill-2015-999-825	825	captain	word1-413	N	5	4.19	4.86	3	0.31	0		
Hill-2015-999-826	826	sailor	word2-413	N	5	4.19	4.86	3	0.31	0		
Hill-2015-999-827	827	meter	word1-414	N	5.6	4.7	4.82	4	0.31	0		
Hill-2015-999-828	828	yard	word2-414	N	5.6	4.7	4.82	4	0.31	0	736	YARD
Hill-2015-999-829	829	beer	word1-415	N	4.45	4.88	4.82	4	0.31	0	1639	BEER
Hill-2015-999-830	830	champagne	word2-415	N	4.45	4.88	4.82	4	0.31	0		
Hill-2015-999-831	831	motor	word1-416	N	2.57	4.84	4.93	4	0.31	0	110	MOTOR
Hill-2015-999-832	832	boat	word2-416	N	2.57	4.84	4.93	4	0.31	0	1844	BOAT
Hill-2015-999-833	833	card	word1-417	N	1.97	4.9	4.97	4	0.31	0	2619	CARD
Hill-2015-999-834	834	bridge	word2-417	N	1.97	4.9	4.97	4	0.31	0	1011	BRIDGE
Hill-2015-999-835	835	science	word1-418	N	4.92	2.79	2.31	1	0.3	0		
Hill-2015-999-836	836	psychology	word2-418	N	4.92	2.79	2.31	1	0.3	0		
Hill-2015-999-837	837	sinner	word1-419	N	1.6	3.07	3.45	2	0.3	0		
Hill-2015-999-838	838	saint	word2-419	N	1.6	3.07	3.45	2	0.3	0		
Hill-2015-999-839	839	destruction	word1-420	N	0.98	3.21	3.72	2	0.3	0		
Hill-2015-999-840	840	construction	word2-420	N	0.98	3.21	3.72	2	0.3	0		
Hill-2015-999-841	841	crowd	word1-421	N	7.42	4.52	3.5	3	0.3	0	2023	CROWD
Hill-2015-999-842	842	bunch	word2-421	N	7.42	4.52	3.5	3	0.3	0	1966	BUNCH
Hill-2015-999-843	843	beach	word1-422	N	3.77	4.79	4.7	4	0.3	0	3460	BEACH
Hill-2015-999-844	844	reef	word2-422	N	3.77	4.79	4.7	4	0.3	0	660	REEF
Hill-2015-999-845	845	man	word1-423	N	4.13	4.79	4.78	4	0.3	0	1554	MAN
Hill-2015-999-846	846	child	word2-423	N	4.13	4.79	4.78	4	0.3	0	2099	CHILD
Hill-2015-999-847	847	bread	word1-424	N	1.95	4.92	4.7	4	0.3	0	1368	BREAD
Hill-2015-999-848	848	cheese	word2-424	N	1.95	4.92	4.7	4	0.3	0	1569	CHEESE
Hill-2015-999-849	849	champion	word1-425	N	8.73	3.82	3.21	2	0.29	0		
Hill-2015-999-850	850	winner	word2-425	N	8.73	3.82	3.21	2	0.29	0		
Hill-2015-999-851	851	celebration	word1-426	N	7.72	3.47	3.57	2	0.29	0		
Hill-2015-999-852	852	ceremony	word2-426	N	7.72	3.47	3.57	2	0.29	0		
