ID	NUMBER	TURKISH	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	AOA_MEAN	AOA_MEAN_CHILDREN	AOA_MEAN_YOUNG	AOA_MEAN_MIDDLE	AOA_MEAN_OLD	MEAN_IMAGEABILITY	MEAN_CONCRETENESS	FREQUENCY	NUMBER_SYLLABLES	NUMBER_LETTERS
Goz-2017-600-462	462	sigara	cigarettes	969	CIGARETTE	2.21	1.93	2.1	2.37	2.4	6.52	6.78	315	3	6
Goz-2017-600-463	463	sinema	movie theater			2.5	2.03	2.25	2.77	2.88	5.92	5.59	265	3	6
Goz-2017-600-464	464	slogan	slogan			4.54	2.85	4.75	5.09	5.36	3.97	4.57	57	2	6
Goz-2017-600-465	465	sofra	dinner table			1.63	1.48	1.78	1.67	1.61	6.27	6.37	93	2	5
Goz-2017-600-466	466	soğan	onion	2366	ONION	1.71	1.62	1.79	1.83	1.63	6.36	6.9	95	2	5
Goz-2017-600-467	467	soğuk	cold	1287	COLD	1.68	1.61	1.64	1.82	1.65	4.98	5.43	240	2	5
Goz-2017-600-468	468	sohbet	chat			2.51	1.84	2.13	3.22	2.76	4.57	3.83	77	2	6
Goz-2017-600-469	469	solo	solo			4.6	3.05	5.07	5.08	4.83	3.38	4.33	1	2	4
Goz-2017-600-470	470	somut	concrete			4.14	2.8	3.23	5.01	5.25	3.35	3.18	64	2	5
Goz-2017-600-471	471	sondaj	drilling			5.32	3.55	6.26	5.32	5.36	3.69	5.77	5	2	6
Goz-2017-600-472	472	sonsuz	endless			3.47	2.28	3.79	4.06	3.76	2.44	1.51	100	2	6
Goz-2017-600-473	473	sos	sauce	132	SAUCE	3.58	2.04	3.11	4.35	4.61	5.37	6.64	100	1	3
Goz-2017-600-474	474	soytarı	clown	4020	CLOWN	3.03	2.37	3.34	3.63	2.84	5.56	5.24	1	3	7
Goz-2017-600-475	475	soyut	abstract			4.4	2.93	3.6	5.55	5.31	2.48	1.51	55	2	5
Goz-2017-600-476	476	sörf	surf			4.49	2.71	3.86	5.26	5.87	5.53	6.3	9	1	4
Goz-2017-600-477	477	standart	standard			4.47	2.8	4.46	5.18	5.33	2.86	2.47	153	3	8
Goz-2017-600-478	478	su	water	948	WATER	1.26	1.17	1.21	1.37	1.31	6.49	6.8	1537	1	2
Goz-2017-600-479	479	suç	crime	1066	CRIME	2.4	1.96	2.71	2.8	2.19	3.45	2.48	221	1	3
Goz-2017-600-480	480	suçlu	criminal	3875	CRIMINAL	2.41	2.08	2.66	2.77	2.2	3.74	4.69	58	2	5
Goz-2017-600-481	481	sulak	marshy			3.25	2.71	4.03	3.69	2.66	3.41	5.04	1	2	5
Goz-2017-600-482	482	sülün	pheasant	3060	PHEASANT	4.8	3.56	5.51	5.14	4.28	2.45	5.53	4	2	5
Goz-2017-600-483	483	süngü	bayonet			3.88	2.77	4.92	4.15	3.46	4.82	6.55	1	2	5
Goz-2017-600-484	484	süresiz	infinite			3.58	2.42	3.42	4.11	4.28	1.72	2.15	3	3	7
Goz-2017-600-485	485	sürpriz	surprise			2.38	1.65	1.79	2.83	3.09	3.43	2.71	49	2	7
Goz-2017-600-486	486	süt	milk	635	MILK	1.36	1.28	1.31	1.44	1.39	6.42	6.79	200	1	3
Goz-2017-600-487	487	şahane	marvelous			2.88	2.25	2.84	3.2	3.18	3.23	2.02	11	3	6
Goz-2017-600-488	488	şair	poet	1045	POET	2.9	2.23	3.14	3.37	2.89	4.99	5.59	125	2	4
Goz-2017-600-489	489	şalter	switch (electric)			4.29	2.77	4.45	4.67	4.86	5.09	6.73	6	2	6
Goz-2017-600-490	490	şamata	commotion			3.17	2.5	3.7	3.41	3.13	3.81	3.46	3	3	6
Goz-2017-600-491	491	şebek	macaque			3.42	2.63	3.36	4.06	3.58	4.14	5.56	1	2	5
Goz-2017-600-492	492	şeffaf	transparent	3754	TRANSPARENT	3.59	2.37	3.6	4.4	3.94	4.35	4.37	12	2	6
Goz-2017-600-493	493	şeker	sugar	862	SUGAR	1.41	1.38	1.27	1.51	1.45	6.18	6.63	143	2	5
Goz-2017-600-494	494	şiddetli	severe	419	SEVERE	2.85	2.24	3.04	3.36	2.8	3.48	2.43	53	3	8
Goz-2017-600-495	495	şok	shock			3.79	2.43	3.84	4.84	4.02	3.23	2.51	67	1	3
Goz-2017-600-496	496	şüphe	suspicion	3197	SUSPICION	3.34	2.35	3.68	4	3.38	3.16	1.61	70	2	5
Goz-2017-600-497	497	tabanca	gun	1566	GUN	2.07	1.84	2.02	2.36	2.04	6.44	6.93	72	3	7
Goz-2017-600-498	498	tabu	taboo			5.11	2.92	5.55	5.66	5.8	3.2	2.25	14	2	4
Goz-2017-600-499	499	tabure	stool	2058	STOOL	2.26	1.97	2.21	2.67	2.17	5.88	6.7	13	3	6
Goz-2017-600-500	500	tahta	wood	1803	WOOD	1.95	1.81	2.04	2.26	1.72	6.24	6.94	155	2	5
Goz-2017-600-501	501	takat	stamina			4.39	2.94	5.35	4.72	3.96	2.11	2.52	1	2	5
Goz-2017-600-502	502	takoz	wedge			3.85	2.89	4.97	3.96	3.53	4.8	6.46	7	2	5
Goz-2017-600-503	503	taksi	taxi			2.37	1.79	2.32	2.46	2.87	6.38	6.79	56	2	5
Goz-2017-600-504	504	taksit	installment			4.13	2.52	4.01	4.85	5.02	3.92	4.58	89	2	6
Goz-2017-600-505	505	tane	grain (of sand etc.)			1.85	1.75	1.84	2.03	1.79	3.76	4.76	273	2	4
Goz-2017-600-506	506	tanıtım	publicity			3.95	2.56	3.82	4.51	4.78	3.45	3.72	63	3	7
Goz-2017-600-507	507	taşıt	vehicle	2549	VEHICLE	2.4	1.91	2.27	2.86	2.53	5.93	6.63	92	2	5
Goz-2017-600-508	508	tatil	holiday			2.38	1.92	1.83	2.89	2.76	4.76	3.31	165	2	5
Goz-2017-600-509	509	tavuk	chicken	1318	CHICKEN	1.5	1.46	1.51	1.52	1.5	6.69	6.88	92	2	5
Goz-2017-600-510	510	taze	fresh	243	FRESH	2.05	1.8	2.2	2.3	1.94	4.03	3.94	120	2	4
Goz-2017-600-511	511	tehlike	danger	1810	DANGER	2.36	2.04	2.61	2.55	2.27	3.19	2.57	195	3	7
Goz-2017-600-512	512	teke	goat (male)	2475	MALE GOAT	3.55	2.92	4.82	3.44	3.02	4.23	6.04	1	2	4
Goz-2017-600-513	513	tekne	boat	1844	BOAT	2.5	1.83	2.28	3.14	2.71	6.25	6.84	108	2	5
Goz-2017-600-514	514	telâş	fuss			2.73	2.3	3.08	3.2	2.4	4.16	2.49	58	2	5
Goz-2017-600-515	515	televizyon	television	1788	TELEVISION	2.73	1.32	1.43	2.5	5.22	6.55	6.89	406	4	10
Goz-2017-600-516	516	temas	contact			3.3	2.38	3.49	3.87	3.53	3.9	4.6	52	2	5
Goz-2017-600-517	517	temiz	clean	704	CLEAN	1.74	1.72	1.66	1.9	1.67	4.33	3.89	168	2	5
Goz-2017-600-518	518	tenis	tennis			3.56	2.32	2.95	4.38	4.43	5.91	6.05	37	2	5
Goz-2017-600-519	519	tepsi	tray	2629	TRAY	1.84	1.77	1.89	2.05	1.67	6.13	6.75	69	2	5
Goz-2017-600-520	520	ter	sweat	125	SWEAT (SUBSTANCE)	1.86	1.75	1.91	2.07	1.72	6.02	6.55	74	1	3
Goz-2017-600-521	521	terazi	scale (instrument)	2783	SCALES (MEASURE INSTRUMENT)	2.28	2.03	2.56	2.54	2.05	6.3	6.58	10	3	6
Goz-2017-600-522	522	terslik	misfortune	56	BAD LUCK	3.37	2.54	3.42	4.06	3.43	2.91	2.26	6	2	7
Goz-2017-600-523	523	tıknaz	pudgy			4.42	2.72	5.29	4.91	4	3.92	4.48	1	2	6
Goz-2017-600-524	524	tıp	medicine (science)			2	2.67	3.33	4.15	4.03	3.87	3.41	55	1	3
Goz-2017-600-525	525	tırnak	nail	1258	FINGERNAIL	3.56	1.6	1.61	1.81	1.6	6.62	6.9	62	2	6
Goz-2017-600-526	526	tırtık	notch			1.65	2.44	3.96	4.83	4.14	3.41	5.32	1	2	6
Goz-2017-600-527	527	tilki	fox	1312	FOX	3.89	1.78	1.95	2.3	1.98	6.21	6.79	22	2	5
Goz-2017-600-528	528	titiz	meticulous			3	2.28	3.09	3.71	2.95	3.72	2.48	26	2	5
Goz-2017-600-529	529	torba	bag	2468	BAG	1.85	1.82	1.89	2	1.71	6.03	6.87	96	2	5
Goz-2017-600-530	530	tortul	sedimentary			5.03	2.9	5.43	5.59	5.2	3.14	5.52	1	2	6
Goz-2017-600-531	531	toz	dust	2	DUST	1.81	1.65	1.9	1.96	1.76	5.26	6.09	111	1	3
Goz-2017-600-532	532	trafik	traffic			2.68	1.88	2.34	2.98	3.41	5.92	5.35	368	3	6
Goz-2017-600-533	533	tren	train	900	TRAIN	1.97	1.67	1.82	2.37	1.98	6.45	6.9	83	2	4
Goz-2017-600-534	534	tuhaf	strange	600	STRANGE	3.18	2.25	3.03	3.63	2.91	3.16	1.88	79	2	5
Goz-2017-600-535	535	turizm	tourism			3.97	2.62	3.52	4.37	5.19	3.67	3.28	120	2	6
Goz-2017-600-536	536	tutku	passion	4060	PASSION	4.21	2.44	4.47	5.03	4.84	3.85	2.14	62	2	5
Goz-2017-600-537	537	tüketim	consumption			3.8	2.51	4.09	4.51	4.09	3.42	3.73	135	3	7
Goz-2017-600-538	538	tütün	tobacco	974	TOBACCO	3.51	2.79	4.32	3.89	3.17	6.07	6.82	28	2	5
Goz-2017-600-539	539	tüy	feather	1201	FEATHER	1.91	1.72	2.11	2.03	1.82	5.51	6.68	78	1	3
Goz-2017-600-540	540	uçak	airplane	1597	AIRPLANE	2.09	1.65	1.89	2.39	2.36	6.47	6.91	194	2	4
Goz-2017-600-541	541	uçuş	flight			2.78	1.82	2.68	3.47	3.11	4.3	4.72	20	2	4
Goz-2017-600-542	542	uğultu	humming (noise)			3.23	2.64	3.32	3.81	3.15	3.56	4.77	23	3	6
Goz-2017-600-543	543	uğur	talisman			2.93	2.2	3.08	3.25	3.25	2.73	1.58	51	2	4
Goz-2017-600-544	544	un	flour	1594	FLOUR	1.79	1.7	1.86	1.95	1.68	6.39	6.84	119	1	2
Goz-2017-600-545	545	urgan	rope	1218	ROPE	3.58	2.46	5.32	3.83	2.41	4.73	6.14	1	2	5
Goz-2017-600-546	546	uyarı	warning			2.62	2	2.69	3.19	2.61	3.01	3.28	107	3	5
Goz-2017-600-547	547	uygarlık	civilization			4.11	2.97	4.66	4.65	4.2	3.81	3.1	61	3	8
Goz-2017-600-548	548	uyku	sleep	2972	SLEEP (STATE)	1.49	1.41	1.47	1.51	1.55	4.85	3.4	163	2	4
Goz-2017-600-549	549	uyum	harmony			3.34	2.27	3.29	4.17	3.6	2.74	2.06	139	2	4
Goz-2017-600-550	550	uyumlu	harmonious			3.34	2.32	3.12	3.78	4	2.89	2.1	55	3	6
Goz-2017-600-551	551	uzak	remote			1.81	1.61	1.75	1.95	1.92	3.65	2.87	444	2	4
Goz-2017-600-552	552	uzay	space	3006	SPACE (AVAILABLE)	3.7	2.53	3.35	4.05	4.73	4.89	4.64	62	2	4
Goz-2017-600-553	553	uzun	long	1203	LONG	1.84	1.57	1.79	2.2	1.8	4.65	4.68	781	2	4
Goz-2017-600-554	554	ücret	fee			3	2.04	2.82	3.6	3.46	4.39	5.2	177	2	5
Goz-2017-600-555	555	ülser	ulcer	1189	ULCER	5.37	4.06	5.75	5.34	5.8	3.44	5.1	16	2	5
Goz-2017-600-556	556	ümitli	hopeful			3.26	2.23	3.57	3.9	3.35	2.8	2.1	3	3	6
Goz-2017-600-557	557	üretici	producer			3.49	2.34	3.81	4.25	3.57	3.35	5.06	100	4	7
Goz-2017-600-558	558	üşengeç	procrastinating			3.37	2.58	3.7	4.06	3.15	3.62	3.06	1	3	7
Goz-2017-600-559	559	ütopya	utopia			5.83	3.43	6.21	6.37	6.47	3.04	1.61	11	3	6
Goz-2017-600-560	560	üzüm	grapes	920	GRAPE	1.52	1.47	1.4	1.64	1.55	6.57	6.93	61	2	4
Goz-2017-600-561	561	vali	governor			3.39	2.75	3.65	3.81	3.36	5.09	6.11	80	2	4
Goz-2017-600-562	562	varlık	existence			2.95	2.1	3.48	3.4	2.89	3.14	3.78	349	2	6
Goz-2017-600-563	563	vatan	homeland			2.52	2.19	2.79	2.89	2.28	4.06	4.43	58	2	5
Goz-2017-600-564	564	vicdan	conscience			3.47	2.46	3.62	4.03	3.75	2.32	1.39	75	2	6
Goz-2017-600-565	565	virüs	virus			4.61	3.28	4.44	5.28	5.35	3.13	5.13	97	2	5
Goz-2017-600-566	566	viski	whisky			4.95	3.11	4.76	5.61	6.04	6.05	6.83	27	2	5
Goz-2017-600-567	567	vitrin	showcase			3.43	2.46	3.34	3.89	3.96	5.99	6.56	64	2	6
Goz-2017-600-568	568	yağcılık	flattery			4.2	2.86	4.3	4.78	4.81	3.07	2.39	4	3	8
Goz-2017-600-569	569	yağış	precipitation			2.32	2.01	2.73	2.57	2.03	5.87	6.04	24	2	5
Goz-2017-600-570	570	yağmur	rain	658	RAIN (PRECIPITATION)	1.64	1.58	1.63	1.71	1.64	6.45	6.55	160	2	6
Goz-2017-600-571	571	yakıt	fuel			3.21	2.43	3.45	3.58	3.39	4.98	6.48	72	2	5
Goz-2017-600-572	572	yalan	lie	2826	LIE (FALSEHOOD)	2.05	1.84	2.02	2.29	2.04	2.68	2.35	127	2	5
Goz-2017-600-573	573	yalı	seaside			3.67	2.59	3.28	4.3	4.34	6.02	6.73	18	2	4
Goz-2017-600-574	574	yama	patch			2.76	2.44	3.89	2.85	2.06	5.41	6.45	1	2	4
Goz-2017-600-575	575	yangın	fire	221	FIRE	1.95	1.71	2.09	2.17	1.85	5.74	6.07	103	2	6
Goz-2017-600-576	576	yansız	impartial			4.24	2.8	4.5	4.86	4.39	2.59	2.29	6	2	6
Goz-2017-600-577	577	yara	wound	1109	WOUND	1.71	1.68	1.69	1.81	1.66	5.71	6.21	82	2	4
Goz-2017-600-578	578	yardım	help	3467	HELP (ASSISTANCE)	2.12	1.87	2.23	2.4	2.02	3.47	2.92	289	2	6
Goz-2017-600-579	579	yarım	half	816	HALF	2.06	1.72	2.02	2.43	2.06	4.52	4.37	131	2	5
Goz-2017-600-580	580	yarış	race			2.02	1.7	1.99	2.32	2.06	4.81	4.83	101	2	5
Goz-2017-600-581	581	yastık	pillow	1044	PILLOW	1.44	1.38	1.41	1.5	1.45	6.57	6.91	77	2	6
Goz-2017-600-582	582	yatsı	nighttime			2.8	2.33	3.54	3.1	2.36	3.6	4.39	1	2	5
Goz-2017-600-583	583	yavru	offspring			1.82	1.61	1.76	2.13	1.8	4.85	5.52	122	2	5
Goz-2017-600-584	584	yeni	new	1231	NEW	1.67	1.5	1.76	1.83	1.61	3.49	2.62	1597	2	4
Goz-2017-600-585	585	yoga	yoga			5.35	3.06	5.41	6.23	6.46	4.4	3.38	5	2	4
Goz-2017-600-586	586	yoğurt	yoghurt			1.63	1.51	1.63	1.76	1.64	6.51	6.79	71	2	6
Goz-2017-600-587	587	yonca	clovers			2.68	2.16	3.2	3.07	2.37	6.04	6.6	3	2	5
Goz-2017-600-588	588	yorgun	tired	1757	TIRED	2.18	1.83	2.29	2.43	2.17	4.61	3.41	100	2	6
Goz-2017-600-589	589	yorgunluk	tiredness			2.44	1.93	2.54	2.92	2.4	4.2	2.8	63	3	9
Goz-2017-600-590	590	yorum	interpretation			3.85	2.45	3.84	4.68	4.37	2.76	2.37	97	2	5
Goz-2017-600-591	591	yüce	supreme			3.3	2.41	3.78	3.7	3.37	3.56	1.78	81	2	4
Goz-2017-600-592	592	yüzük	ring	1374	RING	1.95	1.73	2.01	2.08	1.99	6.7	6.81	50	2	5
Goz-2017-600-593	593	zaman	time	892	TIME	2.02	1.7	1.94	2.31	2.11	2.58	2.19	2394	2	5
Goz-2017-600-594	594	zarar	harm			2.3	2	2.32	2.73	2.17	3.17	2.41	245	2	5
Goz-2017-600-595	595	zararlı	harmful			1.99	1.86	1.89	2.23	1.96	2.92	2.59	84	3	7
Goz-2017-600-596	596	zekâ	intelligence	4087	INTELLIGENCE	2.35	1.92	2.8	2.63	2.13	2.92	2.33	66	2	4
Goz-2017-600-597	597	zeki	intelligent	2530	SMART	2.27	1.82	2.69	2.53	2.14	3.69	2.29	39	2	4
Goz-2017-600-598	598	zeytin	olives	1154	OLIVE	1.7	1.59	1.65	1.87	1.7	6.51	6.92	64	2	6
Goz-2017-600-599	599	zılgıt	ululation			4.48	2.98	5.38	4.8	4.02	3.48	4.01	1	2	6
Goz-2017-600-600	600	zihin	mind	1562	MIND	3.12	2.3	4.19	3.37	2.82	2.91	2.5	77	2	5
