ID	NUMBER	GLOSS	HIERARCHY
Shin-1995-1052-336	336	green	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-337	337	grey	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-338	338	handsome	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-339	339	hard	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-340	340	kind	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-341	341	long	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-342	342	loud	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-343	343	low	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-344	344	many	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-345	345	mean	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-346	346	nasty	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-347	347	necessary	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-348	348	new	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-349	349	old	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-350	350	poor	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-351	351	pretty	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-352	352	red	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-353	353	rich	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-354	354	short	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-355	355	slim	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-356	356	slow	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-357	357	small	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-358	358	soft	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-359	359	sour	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-360	360	strong	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-361	361	sweet	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-362	362	tame	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-363	363	true	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-364	364	ugly	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-365	365	weak	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-366	366	white	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-367	367	wide	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-368	368	wild	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-369	369	yellow	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-370	370	young	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-371	371	youthful	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-372	372	compatible	2.11. Two participants property > 2.9 Temporal property
Shin-1995-1052-373	373	differ	2.11. Two participants property > 2.9 Temporal property
Shin-1995-1052-374	374	different	2.11. Two participants property > 2.9 Temporal property
Shin-1995-1052-375	375	equal	2.11. Two participants property > 2.9 Temporal property
Shin-1995-1052-376	376	half	2.11. Two participants property > 2.9 Temporal property
Shin-1995-1052-377	377	other	2.11. Two participants property > 2.9 Temporal property
Shin-1995-1052-378	378	presuppose	2.11. Two participants property > 2.9 Temporal property
Shin-1995-1052-379	379	resemble	2.11. Two participants property > 2.9 Temporal property
Shin-1995-1052-380	380	same as	2.11. Two participants property > 2.9 Temporal property
Shin-1995-1052-381	381	similar	2.11. Two participants property > 2.9 Temporal property
Shin-1995-1052-382	382	such as	2.11. Two participants property > 2.9 Temporal property
Shin-1995-1052-383	383	suffice	2.11. Two participants property > 2.9 Temporal property
Shin-1995-1052-384	384	clean	3. State > 3.1 Ambient state
Shin-1995-1052-385	385	cold	3. State > 3.1 Ambient state
Shin-1995-1052-386	386	hazy	3. State > 3.1 Ambient state
Shin-1995-1052-387	387	orderly	3. State > 3.1 Ambient state
Shin-1995-1052-388	388	sultry	3. State > 3.1 Ambient state
Shin-1995-1052-389	389	clean	3. State > 3.3 Biological state
Shin-1995-1052-390	390	dirty	3. State > 3.3 Biological state
Shin-1995-1052-391	391	fresh	3. State > 3.3 Biological state
Shin-1995-1052-392	392	ripe	3. State > 3.3 Biological state
Shin-1995-1052-393	393	here	3. State > 3.5 Logical state
Shin-1995-1052-394	394	there	3. State > 3.5 Logical state
Shin-1995-1052-395	395	where	3. State > 3.5 Logical state
Shin-1995-1052-396	396	dark	3. State > 3.6 Perceptual state 11
Shin-1995-1052-397	397	dry	3. State > 3.6 Perceptual state 11
Shin-1995-1052-398	398	hot	3. State > 3.6 Perceptual state 11
Shin-1995-1052-399	399	light	3. State > 3.6 Perceptual state 11
Shin-1995-1052-400	400	wet	3. State > 3.6 Perceptual state 11
Shin-1995-1052-401	401	be the case	3. State > 3.7 Propositional state
Shin-1995-1052-402	402	possible	3. State > 3.7 Propositional state
Shin-1995-1052-403	403	usual	3. State > 3.7 Propositional state
Shin-1995-1052-404	404	ashamed	3. State > 3.8 Psychic state
Shin-1995-1052-405	405	bored	3. State > 3.8 Psychic state
Shin-1995-1052-406	406	glad	3. State > 3.8 Psychic state
Shin-1995-1052-407	407	happy	3. State > 3.8 Psychic state
Shin-1995-1052-408	408	sad	3. State > 3.8 Psychic state
Shin-1995-1052-409	409	alive	3. State > 3.9 Psychosomatic state
Shin-1995-1052-410	410	dead	3. State > 3.9 Psychosomatic state
Shin-1995-1052-411	411	healthy	3. State > 3.9 Psychosomatic state
Shin-1995-1052-412	412	sick	3. State > 3.9 Psychosomatic state
Shin-1995-1052-413	413	awake	3. State > 3.9 Psychosomatic state
Shin-1995-1052-414	414	asleep	3. State > 3.9 Psychosomatic state
Shin-1995-1052-415	415	hungry	3. State > 3.9 Psychosomatic state
Shin-1995-1052-416	416	thirsty	3. State > 3.9 Psychosomatic state
Shin-1995-1052-417	417	alone	3. State > 3.10. Quantitative state
Shin-1995-1052-418	418	full	3. State > 3.10. Quantitative state
Shin-1995-1052-419	419	alive	3. State > 3.11. One participant state
Shin-1995-1052-420	420	alone	3. State > 3.11. One participant state
Shin-1995-1052-421	421	ashamed	3. State > 3.11. One participant state
Shin-1995-1052-422	422	asleep	3. State > 3.11. One participant state
Shin-1995-1052-423	423	awake	3. State > 3.11. One participant state
Shin-1995-1052-424	424	be the case	3. State > 3.11. One participant state
Shin-1995-1052-425	425	bored	3. State > 3.11. One participant state
Shin-1995-1052-426	426	clean	3. State > 3.11. One participant state
Shin-1995-1052-427	427	clean	3. State > 3.11. One participant state
Shin-1995-1052-428	428	cold	3. State > 3.11. One participant state
Shin-1995-1052-429	429	cold	3. State > 3.11. One participant state
Shin-1995-1052-430	430	dark	3. State > 3.11. One participant state
Shin-1995-1052-431	431	dead	3. State > 3.11. One participant state
Shin-1995-1052-432	432	dirty	3. State > 3.11. One participant state
Shin-1995-1052-433	433	dry	3. State > 3.11. One participant state
Shin-1995-1052-434	434	free of herbs	3. State > 3.11. One participant state
Shin-1995-1052-435	435	fresh	3. State > 3.11. One participant state
Shin-1995-1052-436	436	full	3. State > 3.11. One participant state
Shin-1995-1052-437	437	glad	3. State > 3.11. One participant state
Shin-1995-1052-438	438	happy	3. State > 3.11. One participant state
Shin-1995-1052-439	439	hazy	3. State > 3.11. One participant state
Shin-1995-1052-440	440	healthy	3. State > 3.11. One participant state
Shin-1995-1052-441	441	here	3. State > 3.11. One participant state
Shin-1995-1052-442	442	hot	3. State > 3.11. One participant state
Shin-1995-1052-443	443	hungry	3. State > 3.11. One participant state
Shin-1995-1052-444	444	light	3. State > 3.11. One participant state
Shin-1995-1052-445	445	orderly	3. State > 3.11. One participant state
Shin-1995-1052-446	446	possible	3. State > 3.11. One participant state
Shin-1995-1052-447	447	ripe	3. State > 3.11. One participant state
Shin-1995-1052-448	448	sad	3. State > 3.11. One participant state
Shin-1995-1052-449	449	sick	3. State > 3.11. One participant state
Shin-1995-1052-450	450	sick	3. State > 3.11. One participant state
Shin-1995-1052-451	451	sultry	3. State > 3.11. One participant state
Shin-1995-1052-452	452	there	3. State > 3.11. One participant state
Shin-1995-1052-453	453	thirsty	3. State > 3.11. One participant state
Shin-1995-1052-454	454	usual	3. State > 3.11. One participant state
Shin-1995-1052-455	455	wet	3. State > 3.11. One participant state
Shin-1995-1052-456	456	where	3. State > 3.11. One participant state
Shin-1995-1052-457	457	believe	3. State > 3.12. Two participants state
Shin-1995-1052-458	458	hate	3. State > 3.12. Two participants state
Shin-1995-1052-459	459	love	3. State > 3.12. Two participants state
Shin-1995-1052-460	460	wish	3. State > 3.12. Two participants state
Shin-1995-1052-461	461	need	3. State > 3.12. Two participants state
Shin-1995-1052-462	462	have	3. State > 3.12. Two participants state
Shin-1995-1052-463	463	know	3. State > 3.12. Two participants state
Shin-1995-1052-464	464	love	3. State > 3.12. Two participants state
Shin-1995-1052-465	465	want	3. State > 3.12. Two participants state
Shin-1995-1052-466	466	eager	3. State > 3.12. Two participants state
Shin-1995-1052-467	467	situated	3. State > 3.12. Two participants state
Shin-1995-1052-468	468	border	3. State > 3.12. Two participants state
Shin-1995-1052-469	469	be	3. State > 3.12. Two participants state
Shin-1995-1052-470	470	exist	3. State > 3.12. Two participants state
Shin-1995-1052-471	471	stay	3. State > 3.12. Two participants state
Shin-1995-1052-472	472	contain	3. State > 3.12. Two participants state
Shin-1995-1052-473	473	near	3. State > 3.12. Two participants state
Shin-1995-1052-474	474	far	3. State > 3.12. Two participants state
Shin-1995-1052-475	475	live	3. State > 3.12. Two participants state
Shin-1995-1052-476	476	dwell	3. State > 3.12. Two participants state
Shin-1995-1052-477	477	stand	3. State > 3.12. Two participants state
Shin-1995-1052-478	478	sit	3. State > 3.12. Two participants state
Shin-1995-1052-479	479	lie	3. State > 3.12. Two participants state
Shin-1995-1052-480	480	possess	3. State > 3.12. Two participants state
Shin-1995-1052-481	481	belong	3. State > 3.12. Two participants state
Shin-1995-1052-482	482	suffice	3. State > 3.12. Two participants state
Shin-1995-1052-483	483	need	3. State > 3.12. Two participants state
Shin-1995-1052-484	484	lack	3. State > 3.12. Two participants state
Shin-1995-1052-485	485	exceed	3. State > 3.12. Two participants state
Shin-1995-1052-486	486	remaining	3. State > 3.12. Two participants state
Shin-1995-1052-487	487	know	3. State > 3.12. Two participants state
Shin-1995-1052-488	488	like	3. State > 3.12. Two participants state
Shin-1995-1052-489	489	please	3. State > 3.12. Two participants state
Shin-1995-1052-490	490	wish	3. State > 3.12. Two participants state
Shin-1995-1052-491	491	respect	3. State > 3.12. Two participants state
Shin-1995-1052-492	492	angry at	3. State > 3.12. Two participants state
Shin-1995-1052-493	493	afraid of	3. State > 3.12. Two participants state
Shin-1995-1052-494	494	accompany	4. Process > 4.1 Durative process
Shin-1995-1052-495	495	annoy	4. Process > 4.1 Durative process
Shin-1995-1052-496	496	annoy	4. Process > 4.1 Durative process
Shin-1995-1052-497	497	blacken	4. Process > 4.1 Durative process
Shin-1995-1052-498	498	blow	4. Process > 4.1 Durative process
Shin-1995-1052-499	499	bore	4. Process > 4.1 Durative process
Shin-1995-1052-500	500	box	4. Process > 4.1 Durative process
Shin-1995-1052-501	501	call	4. Process > 4.1 Durative process
Shin-1995-1052-502	502	care for	4. Process > 4.1 Durative process
Shin-1995-1052-503	503	carry	4. Process > 4.1 Durative process
Shin-1995-1052-504	504	chase	4. Process > 4.1 Durative process
Shin-1995-1052-505	505	comb	4. Process > 4.1 Durative process
Shin-1995-1052-506	506	consider	4. Process > 4.1 Durative process
Shin-1995-1052-507	507	continue	4. Process > 4.1 Durative process
Shin-1995-1052-508	508	creep	4. Process > 4.1 Durative process
Shin-1995-1052-509	509	dance	4. Process > 4.1 Durative process
Shin-1995-1052-510	510	drag	4. Process > 4.1 Durative process
Shin-1995-1052-511	511	dream	4. Process > 4.1 Durative process
Shin-1995-1052-512	512	drizzle	4. Process > 4.1 Durative process
Shin-1995-1052-513	513	expect	4. Process > 4.1 Durative process
Shin-1995-1052-514	514	explain	4. Process > 4.1 Durative process
Shin-1995-1052-515	515	fear	4. Process > 4.1 Durative process
Shin-1995-1052-516	516	feel	4. Process > 4.1 Durative process
Shin-1995-1052-517	517	flatter	4. Process > 4.1 Durative process
Shin-1995-1052-518	518	float	4. Process > 4.1 Durative process
Shin-1995-1052-519	519	flourish	4. Process > 4.1 Durative process
Shin-1995-1052-520	520	flow	4. Process > 4.1 Durative process
Shin-1995-1052-521	521	fly	4. Process > 4.1 Durative process
Shin-1995-1052-522	522	follow	4. Process > 4.1 Durative process
Shin-1995-1052-523	523	graze	4. Process > 4.1 Durative process
Shin-1995-1052-524	524	grow	4. Process > 4.1 Durative process
Shin-1995-1052-525	525	hear	4. Process > 4.1 Durative process
Shin-1995-1052-526	526	help	4. Process > 4.1 Durative process
Shin-1995-1052-527	527	hold	4. Process > 4.1 Durative process
Shin-1995-1052-528	528	hurt	4. Process > 4.1 Durative process
Shin-1995-1052-529	529	imagine	4. Process > 4.1 Durative process
Shin-1995-1052-530	530	investigate	4. Process > 4.1 Durative process
Shin-1995-1052-531	531	keep	4. Process > 4.1 Durative process
Shin-1995-1052-532	532	last	4. Process > 4.1 Durative process
Shin-1995-1052-533	533	laugh	4. Process > 4.1 Durative process
Shin-1995-1052-534	534	lie	4. Process > 4.1 Durative process
Shin-1995-1052-535	535	listen	4. Process > 4.1 Durative process
Shin-1995-1052-536	536	live	4. Process > 4.1 Durative process
Shin-1995-1052-537	537	look	4. Process > 4.1 Durative process
Shin-1995-1052-538	538	marry	4. Process > 4.1 Durative process
Shin-1995-1052-539	539	massage	4. Process > 4.1 Durative process
Shin-1995-1052-540	540	move	4. Process > 4.1 Durative process
Shin-1995-1052-541	541	obey	4. Process > 4.1 Durative process
Shin-1995-1052-542	542	play	4. Process > 4.1 Durative process
Shin-1995-1052-543	543	praise	4. Process > 4.1 Durative process
Shin-1995-1052-544	544	press	4. Process > 4.1 Durative process
Shin-1995-1052-545	545	pull	4. Process > 4.1 Durative process
Shin-1995-1052-546	546	push	4. Process > 4.1 Durative process
Shin-1995-1052-547	547	rain	4. Process > 4.1 Durative process
Shin-1995-1052-548	548	rattle	4. Process > 4.1 Durative process
Shin-1995-1052-549	549	read	4. Process > 4.1 Durative process
Shin-1995-1052-550	550	refuse	4. Process > 4.1 Durative process
Shin-1995-1052-551	551	roll	4. Process > 4.1 Durative process
Shin-1995-1052-552	552	rotate	4. Process > 4.1 Durative process
Shin-1995-1052-553	553	rub	4. Process > 4.1 Durative process
Shin-1995-1052-554	554	run	4. Process > 4.1 Durative process
Shin-1995-1052-555	555	scold	4. Process > 4.1 Durative process
Shin-1995-1052-556	556	search	4. Process > 4.1 Durative process
Shin-1995-1052-557	557	see	4. Process > 4.1 Durative process
Shin-1995-1052-558	558	serve	4. Process > 4.1 Durative process
Shin-1995-1052-559	559	shake	4. Process > 4.1 Durative process
Shin-1995-1052-560	560	shave	4. Process > 4.1 Durative process
Shin-1995-1052-561	561	shine	4. Process > 4.1 Durative process
Shin-1995-1052-562	562	shit	4. Process > 4.1 Durative process
Shin-1995-1052-563	563	shrink	4. Process > 4.1 Durative process
Shin-1995-1052-564	564	sing	4. Process > 4.1 Durative process
Shin-1995-1052-565	565	sleep	4. Process > 4.1 Durative process
Shin-1995-1052-566	566	slide	4. Process > 4.1 Durative process
Shin-1995-1052-567	567	smell	4. Process > 4.1 Durative process
Shin-1995-1052-568	568	sniff	4. Process > 4.1 Durative process
Shin-1995-1052-569	569	soar	4. Process > 4.1 Durative process
Shin-1995-1052-570	570	speak	4. Process > 4.1 Durative process
Shin-1995-1052-571	571	squeeze	4. Process > 4.1 Durative process
Shin-1995-1052-572	572	suffer	4. Process > 4.1 Durative process
Shin-1995-1052-573	573	swim	4. Process > 4.1 Durative process
Shin-1995-1052-574	574	taste	4. Process > 4.1 Durative process
Shin-1995-1052-575	575	tell	4. Process > 4.1 Durative process
Shin-1995-1052-576	576	think	4. Process > 4.1 Durative process
Shin-1995-1052-577	577	transport	4. Process > 4.1 Durative process
Shin-1995-1052-578	578	treat	4. Process > 4.1 Durative process
Shin-1995-1052-579	579	tremble	4. Process > 4.1 Durative process
Shin-1995-1052-580	580	urinate	4. Process > 4.1 Durative process
Shin-1995-1052-581	581	wait for	4. Process > 4.1 Durative process
Shin-1995-1052-582	582	walk	4. Process > 4.1 Durative process
Shin-1995-1052-583	583	wetten	4. Process > 4.1 Durative process
Shin-1995-1052-584	584	work	4. Process > 4.1 Durative process
Shin-1995-1052-585	585	approach	4. Process > 4.2 Terminative process
Shin-1995-1052-586	586	assimilate	4. Process > 4.2 Terminative process
Shin-1995-1052-587	587	become	4. Process > 4.2 Terminative process
Shin-1995-1052-588	588	boil	4. Process > 4.2 Terminative process
Shin-1995-1052-589	589	bring	4. Process > 4.2 Terminative process
Shin-1995-1052-590	590	brush	4. Process > 4.2 Terminative process
Shin-1995-1052-591	591	burn	4. Process > 4.2 Terminative process
Shin-1995-1052-592	592	burn	4. Process > 4.2 Terminative process
Shin-1995-1052-593	593	carve	4. Process > 4.2 Terminative process
Shin-1995-1052-594	594	cease	4. Process > 4.2 Terminative process
Shin-1995-1052-595	595	change	4. Process > 4.2 Terminative process
Shin-1995-1052-596	596	chop	4. Process > 4.2 Terminative process
Shin-1995-1052-597	597	come	4. Process > 4.2 Terminative process
Shin-1995-1052-598	598	compose	4. Process > 4.2 Terminative process
Shin-1995-1052-599	599	convalesce	4. Process > 4.2 Terminative process
Shin-1995-1052-600	600	count	4. Process > 4.2 Terminative process
Shin-1995-1052-601	601	create	4. Process > 4.2 Terminative process
Shin-1995-1052-602	602	cure	4. Process > 4.2 Terminative process
Shin-1995-1052-603	603	cut	4. Process > 4.2 Terminative process
Shin-1995-1052-604	604	destroy	4. Process > 4.2 Terminative process
Shin-1995-1052-605	605	die	4. Process > 4.2 Terminative process
Shin-1995-1052-606	606	dig	4. Process > 4.2 Terminative process
Shin-1995-1052-607	607	drown	4. Process > 4.2 Terminative process
Shin-1995-1052-608	608	dry up	4. Process > 4.2 Terminative process
Shin-1995-1052-609	609	end	4. Process > 4.2 Terminative process
Shin-1995-1052-610	610	fade	4. Process > 4.2 Terminative process
Shin-1995-1052-611	611	feed	4. Process > 4.2 Terminative process
Shin-1995-1052-612	612	fetch	4. Process > 4.2 Terminative process
Shin-1995-1052-613	613	fill	4. Process > 4.2 Terminative process
Shin-1995-1052-614	614	gather	4. Process > 4.2 Terminative process
Shin-1995-1052-615	615	gather	4. Process > 4.2 Terminative process
Shin-1995-1052-616	616	hammer	4. Process > 4.2 Terminative process
Shin-1995-1052-617	617	harvest	4. Process > 4.2 Terminative process
Shin-1995-1052-618	618	kill	4. Process > 4.2 Terminative process
Shin-1995-1052-619	619	learn	4. Process > 4.2 Terminative process
Shin-1995-1052-620	620	load	4. Process > 4.2 Terminative process
Shin-1995-1052-621	621	make	4. Process > 4.2 Terminative process
Shin-1995-1052-622	622	manufacture	4. Process > 4.2 Terminative process
Shin-1995-1052-623	623	measure	4. Process > 4.2 Terminative process
Shin-1995-1052-624	624	nail	4. Process > 4.2 Terminative process
Shin-1995-1052-625	625	overcome	4. Process > 4.2 Terminative process
Shin-1995-1052-626	626	paint	4. Process > 4.2 Terminative process
Shin-1995-1052-627	627	paint	4. Process > 4.2 Terminative process
Shin-1995-1052-628	628	peel	4. Process > 4.2 Terminative process
Shin-1995-1052-629	629	persuade	4. Process > 4.2 Terminative process
Shin-1995-1052-630	630	plant	4. Process > 4.2 Terminative process
Shin-1995-1052-631	631	pour	4. Process > 4.2 Terminative process
Shin-1995-1052-632	632	reach	4. Process > 4.2 Terminative process
Shin-1995-1052-633	633	resemble	4. Process > 4.2 Terminative process
Shin-1995-1052-634	634	ripen	4. Process > 4.2 Terminative process
Shin-1995-1052-635	635	saw	4. Process > 4.2 Terminative process
Shin-1995-1052-636	636	sew	4. Process > 4.2 Terminative process
Shin-1995-1052-637	637	shit	4. Process > 4.2 Terminative process
Shin-1995-1052-638	638	sow	4. Process > 4.2 Terminative process
Shin-1995-1052-639	639	spill	4. Process > 4.2 Terminative process
Shin-1995-1052-640	640	stop	4. Process > 4.2 Terminative process
Shin-1995-1052-641	641	strew	4. Process > 4.2 Terminative process
Shin-1995-1052-642	642	surround	4. Process > 4.2 Terminative process
Shin-1995-1052-643	643	tighten	4. Process > 4.2 Terminative process
Shin-1995-1052-644	644	tire	4. Process > 4.2 Terminative process
Shin-1995-1052-645	645	trim	4. Process > 4.2 Terminative process
Shin-1995-1052-646	646	undo	4. Process > 4.2 Terminative process
Shin-1995-1052-647	647	urinate	4. Process > 4.2 Terminative process
Shin-1995-1052-648	648	wash	4. Process > 4.2 Terminative process
Shin-1995-1052-649	649	wither	4. Process > 4.2 Terminative process
Shin-1995-1052-650	650	wrap	4. Process > 4.2 Terminative process
Shin-1995-1052-651	651	write	4. Process > 4.2 Terminative process
Shin-1995-1052-652	652	blacken	4. Process > 4.3 One participant proces
Shin-1995-1052-653	653	blow	4. Process > 4.3 One participant proces
Shin-1995-1052-654	654	boil	4. Process > 4.3 One participant proces
Shin-1995-1052-655	655	burn	4. Process > 4.3 One participant proces
Shin-1995-1052-656	656	cease	4. Process > 4.3 One participant proces
Shin-1995-1052-657	657	continue	4. Process > 4.3 One participant proces
Shin-1995-1052-658	658	convalesce	4. Process > 4.3 One participant proces
Shin-1995-1052-659	659	dance	4. Process > 4.3 One participant proces
Shin-1995-1052-660	660	die	4. Process > 4.3 One participant proces
Shin-1995-1052-661	661	drizzle	4. Process > 4.3 One participant proces
Shin-1995-1052-662	662	drown	4. Process > 4.3 One participant proces
Shin-1995-1052-663	663	end	4. Process > 4.3 One participant proces
Shin-1995-1052-664	664	fade	4. Process > 4.3 One participant proces
Shin-1995-1052-665	665	flourish	4. Process > 4.3 One participant proces
Shin-1995-1052-666	666	graze	4. Process > 4.3 One participant proces
Shin-1995-1052-667	667	grow	4. Process > 4.3 One participant proces
Shin-1995-1052-668	668	last	4. Process > 4.3 One participant proces
Shin-1995-1052-669	669	laugh	4. Process > 4.3 One participant proces
Shin-1995-1052-670	670	live	4. Process > 4.3 One participant proces
Shin-1995-1052-671	671	play	4. Process > 4.3 One participant proces
Shin-1995-1052-672	672	rain	4. Process > 4.3 One participant proces
Shin-1995-1052-673	673	rattle	4. Process > 4.3 One participant proces
Shin-1995-1052-674	674	ripen	4. Process > 4.3 One participant proces
Shin-1995-1052-675	675	rotate	4. Process > 4.3 One participant proces
Shin-1995-1052-676	676	shine	4. Process > 4.3 One participant proces
Shin-1995-1052-677	677	shit	4. Process > 4.3 One participant proces
Shin-1995-1052-678	678	shrink	4. Process > 4.3 One participant proces
Shin-1995-1052-679	679	sing	4. Process > 4.3 One participant proces
Shin-1995-1052-680	680	sleep	4. Process > 4.3 One participant proces
Shin-1995-1052-681	681	speak	4. Process > 4.3 One participant proces
Shin-1995-1052-682	682	tire	4. Process > 4.3 One participant proces
Shin-1995-1052-683	683	tremble	4. Process > 4.3 One participant proces
Shin-1995-1052-684	684	urinate	4. Process > 4.3 One participant proces
Shin-1995-1052-685	685	wither	4. Process > 4.3 One participant proces
Shin-1995-1052-686	686	work	4. Process > 4.3 One participant proces
Shin-1995-1052-687	687	accompany	4. Process > 4.4 Two participants process
Shin-1995-1052-688	688	annoy	4. Process > 4.4 Two participants process
Shin-1995-1052-689	689	approach	4. Process > 4.4 Two participants process
Shin-1995-1052-690	690	assimilate	4. Process > 4.4 Two participants process
Shin-1995-1052-691	691	become	4. Process > 4.4 Two participants process
Shin-1995-1052-692	692	boil	4. Process > 4.4 Two participants process
Shin-1995-1052-693	693	bore	4. Process > 4.4 Two participants process
Shin-1995-1052-694	694	box	4. Process > 4.4 Two participants process
Shin-1995-1052-695	695	brush	4. Process > 4.4 Two participants process
Shin-1995-1052-696	696	burn	4. Process > 4.4 Two participants process
Shin-1995-1052-697	697	call	4. Process > 4.4 Two participants process
Shin-1995-1052-698	698	care	4. Process > 4.4 Two participants process
Shin-1995-1052-699	699	for	4. Process > 4.4 Two participants process
Shin-1995-1052-700	700	carve	4. Process > 4.4 Two participants process
Shin-1995-1052-701	701	change	4. Process > 4.4 Two participants process
Shin-1995-1052-702	702	chop	4. Process > 4.4 Two participants process
Shin-1995-1052-703	703	comb	4. Process > 4.4 Two participants process
Shin-1995-1052-704	704	come	4. Process > 4.4 Two participants process
Shin-1995-1052-705	705	compose	4. Process > 4.4 Two participants process
Shin-1995-1052-706	706	consider	4. Process > 4.4 Two participants process
Shin-1995-1052-707	707	count	4. Process > 4.4 Two participants process
Shin-1995-1052-708	708	create	4. Process > 4.4 Two participants process
Shin-1995-1052-709	709	creep	4. Process > 4.4 Two participants process
Shin-1995-1052-710	710	cure	4. Process > 4.4 Two participants process
Shin-1995-1052-711	711	cut	4. Process > 4.4 Two participants process
Shin-1995-1052-712	712	destroy	4. Process > 4.4 Two participants process
Shin-1995-1052-713	713	dig	4. Process > 4.4 Two participants process
Shin-1995-1052-714	714	dream	4. Process > 4.4 Two participants process
Shin-1995-1052-715	715	dry up	4. Process > 4.4 Two participants process
Shin-1995-1052-716	716	expect	4. Process > 4.4 Two participants process
Shin-1995-1052-717	717	fear	4. Process > 4.4 Two participants process
Shin-1995-1052-718	718	feel	4. Process > 4.4 Two participants process
Shin-1995-1052-719	719	fill	4. Process > 4.4 Two participants process
Shin-1995-1052-720	720	flatter	4. Process > 4.4 Two participants process
Shin-1995-1052-721	721	float	4. Process > 4.4 Two participants process
Shin-1995-1052-722	722	flow	4. Process > 4.4 Two participants process
Shin-1995-1052-723	723	fly	4. Process > 4.4 Two participants process
Shin-1995-1052-724	724	follow	4. Process > 4.4 Two participants process
Shin-1995-1052-725	725	gather	4. Process > 4.4 Two participants process
Shin-1995-1052-726	726	hammer	4. Process > 4.4 Two participants process
Shin-1995-1052-727	727	harvest	4. Process > 4.4 Two participants process
Shin-1995-1052-728	728	hear	4. Process > 4.4 Two participants process
Shin-1995-1052-729	729	help	4. Process > 4.4 Two participants process
Shin-1995-1052-730	730	hold	4. Process > 4.4 Two participants process
Shin-1995-1052-731	731	hurt	4. Process > 4.4 Two participants process
Shin-1995-1052-732	732	imagine	4. Process > 4.4 Two participants process
Shin-1995-1052-733	733	investigate	4. Process > 4.4 Two participants process
Shin-1995-1052-734	734	keep	4. Process > 4.4 Two participants process
Shin-1995-1052-735	735	kill	4. Process > 4.4 Two participants process
Shin-1995-1052-736	736	learn	4. Process > 4.4 Two participants process
Shin-1995-1052-737	737	listen	4. Process > 4.4 Two participants process
Shin-1995-1052-738	738	load	4. Process > 4.4 Two participants process
Shin-1995-1052-739	739	look	4. Process > 4.4 Two participants process
Shin-1995-1052-740	740	make	4. Process > 4.4 Two participants process
Shin-1995-1052-741	741	manufacture	4. Process > 4.4 Two participants process
Shin-1995-1052-742	742	marry	4. Process > 4.4 Two participants process
Shin-1995-1052-743	743	massage	4. Process > 4.4 Two participants process
Shin-1995-1052-744	744	measure	4. Process > 4.4 Two participants process
Shin-1995-1052-745	745	move	4. Process > 4.4 Two participants process
Shin-1995-1052-746	746	nail	4. Process > 4.4 Two participants process
Shin-1995-1052-747	747	obey	4. Process > 4.4 Two participants process
Shin-1995-1052-748	748	overcome	4. Process > 4.4 Two participants process
Shin-1995-1052-749	749	paint	4. Process > 4.4 Two participants process
Shin-1995-1052-750	750	peel	4. Process > 4.4 Two participants process
Shin-1995-1052-751	751	plant	4. Process > 4.4 Two participants process
Shin-1995-1052-752	752	pour	4. Process > 4.4 Two participants process
Shin-1995-1052-753	753	praise	4. Process > 4.4 Two participants process
Shin-1995-1052-754	754	press	4. Process > 4.4 Two participants process
Shin-1995-1052-755	755	reach	4. Process > 4.4 Two participants process
Shin-1995-1052-756	756	read	4. Process > 4.4 Two participants process
Shin-1995-1052-757	757	refuse	4. Process > 4.4 Two participants process
